#YY,MM,DD,WDIR,WSPD,GST,ATMP
2014,7,9,210.41666666666666,4.673958333333341,5.0697916666666725,19.938541666666666
2014,7,10,120.83333333333333,3.345833333333331,3.791666666666663,18.75416666666667
2014,7,11,140.20833333333334,4.595833333333329,5.106249999999995,20.289583333333336
2014,7,12,183.95833333333334,5.563541666666668,5.472916666666664,22.53958333333333
2014,7,13,217.29166666666666,4.972916666666671,5.364583333333335,22.402083333333326
2014,7,14,190.20833333333334,4.204166666666672,4.85833333333334,21.453125
2014,7,15,306.0416666666667,6.523958333333333,7.232291666666664,17.136458333333326
2014,7,16,220.20833333333334,4.908333333333334,5.8531249999999995,16.33125
2014,7,17,155.0,4.226041666666662,4.86354166666666,18.639583333333334
2014,7,18,133.54166666666666,5.407291666666666,6.033333333333338,20.04479166666667
2014,7,19,119.16666666666667,2.895833333333332,3.256250000000001,20.43437500000001
2014,7,20,144.16666666666666,3.5697916666666623,3.9604166666666614,21.001041666666666
2014,7,21,155.72916666666666,4.709374999999995,5.293749999999995,22.589583333333334
2014,7,22,190.9375,6.677083333333326,5.694791666666663,25.135416666666668
2014,7,23,275.05263157894734,3.7589473684210546,4.4926315789473605,19.917894736842104
2014,7,24,85.85365853658537,5.132926829268298,5.045121951219517,17.159756097560976
2014,7,25,179.16666666666666,5.101041666666663,5.739583333333332,19.228124999999995
2014,7,26,162.91666666666666,5.1385416666666766,5.747916666666676,21.046875
2014,7,27,254.79166666666666,4.219791666666661,4.9999999999999964,24.072916666666668
2014,7,28,318.63157894736844,3.7305263157894784,5.064210526315782,16.87368421052632
2014,7,29,159.0625,3.3156250000000003,3.9427083333333344,17.912500000000005
2014,7,30,171.875,3.7687500000000007,4.473958333333336,18.114583333333332
2014,7,31,213.08510638297872,5.248936170212762,6.06702127659574,21.089361702127658
2014,8,1,215.20833333333334,4.421875000000001,5.215625000000002,22.907291666666666
2014,8,2,205.72916666666666,3.337500000000002,3.9468750000000075,20.139583333333334
2014,8,3,188.73684210526315,2.8126315789473657,3.370526315789473,22.524210526315795
2014,8,4,198.61111111111111,4.159722222222219,4.716666666666665,22.631944444444443
2014,8,5,180.11904761904762,3.9285714285714266,4.658333333333333,20.24404761904762
2014,8,6,254.6875,4.816666666666671,5.452083333333331,19.80729166666667
2014,8,7,109.58333333333333,3.9406249999999967,4.395833333333332,20.760416666666668
2014,8,8,69.0625,6.848958333333338,7.372916666666666,21.244791666666682
2014,8,9,63.473684210526315,7.642105263157905,6.894736842105265,21.01578947368421
2014,8,10,106.25,6.239583333333342,6.386458333333337,20.89375000000001
2014,8,11,181.77083333333334,4.29062500000001,4.1437500000000105,20.81979166666667
2014,8,12,275.9375,4.302083333333338,3.7718749999999996,18.668750000000003
2014,8,13,230.20833333333334,5.180208333333335,6.103125000000003,19.781250000000004
2014,8,14,46.979166666666664,5.0802083333333385,5.6000000000000005,17.910416666666666
2014,8,15,167.70833333333334,4.0520833333333295,5.021874999999996,18.84583333333332
2014,8,16,217.70833333333334,5.896875000000002,6.805208333333339,22.321875000000002
2014,8,17,306.4583333333333,5.773958333333333,6.706250000000004,20.162499999999994
2014,8,18,232.94736842105263,4.395789473684218,5.068421052631587,19.21368421052631
2014,8,19,211.66666666666666,6.061458333333335,5.170833333333332,34.737500000000004
2014,8,20,247.1875,4.726041666666667,5.293749999999998,24.650000000000002
2014,8,21,187.1578947368421,4.740000000000001,5.566315789473685,23.413684210526323
2014,8,22,172.29166666666666,4.119791666666672,4.860416666666671,23.756250000000005
2014,8,23,85.83333333333333,3.112499999999997,3.5791666666666635,22.462499999999995
2014,8,24,141.45833333333334,4.9437500000000005,5.440625000000001,22.567708333333318
2014,8,25,153.2967032967033,5.81978021978022,6.028571428571425,23.926373626373625
2014,8,26,185.9375,3.0875000000000004,4.070833333333336,23.157291666666666
2014,8,27,43.541666666666664,3.3739583333333294,4.073958333333328,21.192708333333332
2014,8,28,64.0625,6.058333333333338,6.796875000000011,20.14895833333333
2014,8,29,146.25,6.869791666666664,4.937500000000004,22.82083333333333
2014,8,30,201.5625,6.191666666666667,4.303124999999999,24.490624999999994
2014,8,31,198.31578947368422,5.233684210526316,6.066315789473689,24.010526315789484
2014,9,1,201.25,6.846874999999997,5.153125000000001,24.46666666666667
2014,9,2,204.47916666666666,4.197916666666674,3.9260416666666713,22.677083333333332
2014,9,3,185.41666666666666,3.536458333333329,4.029166666666662,22.864583333333325
2014,9,4,189.27083333333334,4.845833333333338,4.9177083333333345,23.775000000000002
2014,9,5,220.8421052631579,4.541052631578951,4.593684210526319,24.88526315789473
2014,9,6,271.1458333333333,6.288541666666673,5.605208333333341,18.081249999999997
2014,9,7,186.77083333333334,3.661458333333338,4.237500000000007,19.540624999999995
2014,9,8,148.55555555555554,4.382222222222219,4.994444444444443,20.093333333333323
2014,9,9,165.57894736842104,5.77578947368421,6.561052631578952,20.92105263157894
2014,9,10,191.35416666666666,5.521874999999993,5.979166666666661,22.003125
2014,9,11,326.0416666666667,6.959375000000004,5.753125,11.584375
2014,9,12,149.6875,6.379166666666669,3.5260416666666674,11.85729166666667
2014,9,13,286.9791666666667,6.569791666666675,4.158333333333339,8.500000000000002
2014,9,14,188.22916666666666,3.7052083333333337,4.760416666666666,13.547916666666664
2014,9,15,211.25,4.591666666666668,5.2562500000000005,15.211458333333331
2014,9,16,230.52083333333334,5.0156250000000115,5.5635416666666755,13.004166666666672
2014,9,17,136.875,4.0739583333333345,4.618750000000002,15.310416666666663
2014,9,18,198.95833333333334,3.9062499999999947,4.446874999999995,15.873958333333329
2014,9,19,136.94736842105263,6.6557894736842025,5.03684210526316,17.18105263157895
2014,9,20,203.22916666666666,4.260416666666671,4.288541666666666,20.015624999999996
2014,9,21,270.625,5.269791666666672,4.226041666666668,17.64687499999999
2014,9,22,229.2941176470588,5.331764705882358,4.129411764705886,12.845882352941175
2014,9,24,80.0,4.858333333333333,5.300000000000001,19.016666666666666
2014,9,25,131.5625,3.5187500000000007,4.038541666666668,17.853125000000006
2014,9,26,126.45833333333333,2.6645833333333306,3.213541666666668,17.646875000000005
2014,9,27,132.91666666666666,2.4562499999999967,2.9208333333333325,17.828125
2014,9,28,216.66666666666666,2.0270833333333313,2.317708333333331,17.303124999999998
2014,9,29,220.21052631578948,2.0578947368421043,2.528421052631577,19.4821052631579
2014,9,30,180.21052631578948,5.013684210526313,4.4189473684210565,12.317894736842106
2014,10,1,112.8125,6.755208333333333,7.906250000000007,14.208333333333329
2014,10,2,147.39583333333334,6.0822916666666735,6.272916666666674,18.21666666666667
2014,10,3,231.5625,4.791666666666664,4.628124999999999,15.552083333333336
2014,10,4,262.6041666666667,3.558333333333335,4.384374999999994,6.559374999999998
2014,10,5,237.60416666666666,7.936458333333332,2.9802083333333367,8.764583333333334
2014,10,6,227.60416666666666,6.619791666666656,5.351041666666666,12.485416666666664
2014,10,7,235.83333333333334,4.568750000000007,3.7416666666666685,14.02708333333333
2014,10,8,270.7291666666667,6.463541666666654,6.154166666666661,13.953124999999998
2014,10,9,226.875,5.298958333333338,5.552083333333332,12.68541666666667
2014,10,10,57.2,3.2799999999999994,4.039999999999998,12.056000000000001
2014,10,11,72.8125,4.514583333333341,5.357291666666673,11.764583333333329
2014,10,12,119.6875,6.767708333333339,5.656249999999999,12.250000000000005
2014,10,13,148.4375,5.508333333333337,5.016666666666671,15.15729166666666
2014,10,14,139.58333333333334,5.049999999999996,5.654166666666668,16.383333333333336
2014,10,15,327.7083333333333,5.96875,5.842708333333333,12.026041666666664
2014,10,16,273.3333333333333,5.690625000000009,4.640624999999997,12.212499999999999
2014,10,17,239.89583333333334,5.638541666666664,3.5239583333333346,13.369791666666666
2014,10,18,328.8541666666667,5.059375,3.987500000000003,9.628124999999999
2014,10,19,249.1578947368421,5.377894736842104,4.88,8.711578947368421
2014,10,20,229.16666666666666,4.407291666666664,5.527083333333334,11.84375
2014,10,21,319.8958333333333,5.5156250000000036,3.8447916666666657,10.464583333333332
2014,10,22,63.1578947368421,4.564912280701751,5.238596491228071,9.436842105263157
2014,10,23,168.05555555555554,6.2055555555555495,7.201388888888886,10.191666666666666
2014,10,24,178.88888888888889,4.398611111111108,5.0944444444444414,13.240277777777779
2014,10,25,253.47222222222223,6.30972222222222,6.211111111111108,16.96944444444445
2014,10,26,243.88888888888889,5.633333333333342,5.3333333333333375,12.60833333333333
2014,10,27,160.83333333333334,5.119444444444446,4.870833333333334,16.15555555555556
2014,10,28,239.02777777777777,2.8861111111111146,4.47638888888889,15.944444444444445
2014,10,29,279.8611111111111,6.747222222222224,4.581944444444444,8.741666666666662
2014,10,30,252.08333333333334,4.288888888888888,5.345833333333329,8.280555555555557
2014,10,31,308.3098591549296,4.001408450704229,6.090140845070422,6.105633802816901
2014,11,1,131.11111111111111,5.573611111111113,5.586111111111112,3.697222222222223
2014,11,2,179.44444444444446,5.338888888888889,5.1638888888888905,5.420833333333332
2014,11,3,194.25,4.171250000000002,3.8437500000000036,11.08375
2014,11,4,221.97916666666666,4.6062500000000055,4.683333333333329,12.777083333333335
2014,11,5,218.0,5.815789473684215,4.66315789473684,9.18421052631579
2014,11,6,266.1458333333333,5.373958333333328,4.431250000000005,8.615624999999996
2014,11,7,260.4166666666667,5.710416666666666,6.44791666666666,4.111458333333333
2014,11,8,246.04166666666666,4.594791666666668,3.7364583333333368,6.532291666666665
2014,11,9,239.375,5.740624999999997,6.311458333333327,5.963541666666667
2014,11,10,180.3125,5.273958333333331,5.1583333333333306,10.095833333333333
2014,11,11,237.91666666666666,4.315625000000002,3.8708333333333282,20.046875000000007
2014,11,12,285.4166666666667,5.960416666666668,3.830208333333339,-1.1208333333333336
2014,11,13,287.2631578947368,7.839999999999991,4.013684210526319,-3.0031578947368422
2014,11,14,279.5744680851064,4.65106382978723,6.0851063829787195,-2.959574468085106
2014,11,15,250.83333333333334,4.68854166666667,6.3416666666666694,-2.842708333333331
2014,11,16,218.6315789473684,6.5810526315789435,7.053684210526308,-1.4957894736842108
2014,11,17,266.19565217391306,6.1521739130434785,3.6065217391304367,-6.586956521739131
2014,11,18,260.63157894736844,2.788421052631585,5.909473684210519,-10.011578947368424
2014,11,19,223.4375,4.84791666666666,4.195833333333334,-4.868750000000001
2014,11,20,270.2083333333333,3.0031250000000065,3.9843749999999987,-4.885416666666667
2014,11,21,247.91666666666666,5.29166666666667,4.3489583333333295,-5.217708333333333
2014,11,22,192.91666666666666,3.9083333333333385,3.4510416666666672,3.4479166666666665
2014,11,23,179.04255319148936,3.918085106382982,4.9191489361702185,9.440425531914894
2014,11,24,214.33333333333334,5.037777777777768,5.41333333333334,5.426666666666669
2014,11,25,256.5625,5.271875000000002,5.303125000000001,-3.838541666666668
2014,11,26,165.72916666666666,4.236458333333338,5.748958333333333,-3.780208333333332
2014,11,27,269.1666666666667,6.780208333333337,6.988541666666664,-3.059375000000001
2014,11,28,221.66666666666666,4.3927083333333306,4.788541666666661,-4.742708333333333
2014,11,29,183.02083333333334,4.876041666666669,3.3010416666666713,3.725
2014,11,30,239.89473684210526,5.869473684210535,4.820000000000003,7.848421052631583
2014,12,1,299.0625,7.029166666666671,3.4552083333333417,-4.740624999999999
2014,12,2,135.9375,8.253125000000017,4.82604166666667,-2.7885416666666667
2014,12,3,247.29166666666666,7.862500000000012,4.931250000000005,-0.3510416666666665
2014,12,4,195.52083333333334,5.305208333333338,5.91875,-0.6916666666666677
2014,12,5,143.85416666666666,4.732291666666671,5.676041666666671,1.2854166666666664
2014,12,6,189.79166666666666,4.331250000000006,3.2875000000000014,2.7833333333333345
2014,12,7,107.23404255319149,7.711702127659584,7.817021276595751,1.4414893617021283
2014,12,8,181.84782608695653,6.506521739130435,6.433695652173919,1.557608695652174
2014,12,9,313.3333333333333,4.959375000000005,4.0520833333333295,1.9531249999999991
2014,12,10,333.3333333333333,8.228124999999997,3.8812500000000063,0.1625000000000001
2014,12,11,289.1666666666667,6.276041666666678,7.219791666666674,-1.6708333333333334
2014,12,12,272.5,6.627083333333338,7.940625000000004,-1.2302083333333338
2014,12,13,248.02083333333334,5.546874999999997,5.840625000000003,4.466666666666667
2014,12,14,205.41666666666666,6.934375,6.912499999999997,8.794791666666669
2014,12,15,171.35416666666666,7.697916666666671,6.806250000000005,6.090624999999999
2014,12,16,218.22916666666666,5.0072916666666645,4.628124999999996,4.904166666666668
2014,12,17,291.5730337078652,6.613483146067418,4.907865168539329,-2.125842696629214
2014,12,18,293.75,3.8260416666666717,5.058333333333338,-3.8458333333333345
2014,12,19,281.7708333333333,3.6979166666666714,4.573958333333338,-1.267708333333333
2014,12,20,195.625,4.014583333333334,4.869791666666665,-0.019791666666666666
2014,12,21,177.60416666666666,6.710416666666668,6.108333333333332,0.7645833333333334
2014,12,22,146.45833333333334,7.222916666666669,6.092708333333332,1.2541666666666667
2014,12,23,167.60416666666666,6.985416666666663,5.6364583333333345,6.025000000000003
2014,12,24,260.0,4.047916666666664,4.327083333333333,4.376041666666667
2014,12,25,241.5625,7.496874999999995,3.253125000000006,2.6697916666666663
2014,12,26,193.85416666666666,3.572916666666666,4.780208333333335,5.242708333333335
