WDIR,WSP,GST,ATMP
328.3333333333333,6.3125,8.312499999999998,-6.225000000000001
251.66666666666666,6.5125,8.241666666666669,-7.166666666666665
247.91666666666666,5.683333333333334,11.462500000000006,-3.345833333333333
248.75,5.3875,12.054166666666669,-4.533333333333332
226.25,6.537500000000001,9.254166666666668,-0.6833333333333332
255.0,6.337499999999999,11.433333333333337,-0.06250000000000004
223.75,4.325000000000001,10.475000000000001,-2.195833333333333
186.66666666666666,7.0041666666666655,10.212500000000002,0.4000000000000001
236.25,4.512499999999999,14.950000000000003,4.833333333333333
185.0,4.883333333333334,5.445833333333334,2.5083333333333333
176.66666666666666,7.829166666666668,10.34166666666667,7.029166666666668
220.0,4.037499999999999,13.9625,9.125
308.75,2.6458333333333335,3.1124999999999994,-1.7374999999999998
247.91666666666666,3.9291666666666654,5.079166666666666,-8.320833333333335
241.25,3.824999999999999,4.658333333333332,-4.445833333333333
235.41666666666666,4.079166666666667,9.120833333333335,-2.054166666666666
307.0833333333333,6.741666666666666,9.062500000000002,-1.1791666666666667
238.75,5.479166666666667,10.941666666666665,-2.1041666666666665
218.75,3.9833333333333343,17.75833333333333,5.020833333333334
278.6666666666667,5.973333333333333,13.526666666666664,-2.2733333333333334
285.0,5.024999999999999,12.2125,-11.045833333333333
284.5833333333333,5.912500000000001,10.9,-15.199999999999998
260.0,6.766666666666666,8.937500000000002,-10.608333333333334
268.75,4.966666666666664,11.600000000000001,-9.370833333333332
188.75,7.679166666666664,10.454166666666671,-6.279166666666665
271.6666666666667,4.424999999999999,7.954166666666663,-5.8999999999999995
156.25,6.7124999999999995,10.295833333333336,-2.9000000000000004
184.58333333333334,3.5749999999999993,9.083333333333334,4.770833333333333
172.91666666666666,4.083333333333334,12.075000000000001,10.0875
290.8333333333333,4.066666666666666,7.120833333333334,87.19166666666666
282.0833333333333,2.8458333333333328,14.904166666666663,-7.329166666666667
270.0,5.745833333333334,13.154166666666674,-14.016666666666666
255.83333333333334,6.395833333333333,9.875000000000002,-8.016666666666666
280.8333333333333,5.879166666666669,8.137500000000003,-9.500000000000002
