#YY,MM,DD,WDIR,WSP,GST,ATMP
2013,6,26,175.63829787234042,5.732978723404257,7.784042553191489,21.607446808510645
2013,6,27,220.98901098901098,3.203296703296701,4.43296703296703,20.43626373626374
2013,6,28,268.3695652173913,5.804347826086954,7.1184782608695665,22.876086956521743
2013,6,29,307.31182795698925,5.734408602150526,8.716129032258058,17.639784946236556
2013,6,30,216.23655913978496,5.218279569892477,10.716129032258051,16.82473118279569
2013,7,1,266.2105263157895,6.524210526315783,10.022105263157878,17.17684210526315
2013,7,2,75.89473684210526,7.711578947368426,8.873684210526305,16.586315789473684
2013,7,3,228.0,4.962105263157904,5.562105263157901,15.792631578947377
2013,7,4,164.58333333333334,5.029166666666664,5.956250000000001,19.5
2013,7,5,158.22916666666666,5.755208333333335,6.298958333333338,21.395833333333332
2013,7,6,152.8421052631579,4.746315789473681,5.292631578947363,22.55263157894737
2013,7,7,196.48936170212767,5.527659574468085,6.535106382978728,24.40425531914893
2013,7,8,215.625,6.325000000000003,10.12187499999999,25.522916666666678
2013,7,9,201.68421052631578,4.274736842105262,5.956842105263156,24.068421052631574
2013,7,10,184.08602150537635,6.031182795698926,7.229032258064523,24.45483870967742
2013,7,11,147.2340425531915,3.1095744680851065,3.5882978723404286,20.28510638297873
2013,7,12,175.1578947368421,3.750526315789474,4.335789473684212,19.93684210526316
2013,7,13,97.63440860215054,3.412903225806451,4.056989247311824,21.232258064516127
2013,7,14,74.25531914893617,5.914893617021282,6.606382978723414,22.37765957446809
2013,7,15,91.52173913043478,2.957608695652172,3.5760869565217384,23.513043478260872
2013,7,16,159.1304347826087,4.7673913043478215,5.548913043478259,26.360869565217378
2013,7,17,201.0752688172043,4.705376344086024,5.58709677419355,28.404301075268815
2013,7,18,238.57142857142858,4.526373626373623,5.614285714285714,29.932967032967035
2013,7,19,229.7872340425532,6.784042553191482,12.447872340425526,30.091489361702127
2013,7,20,240.94736842105263,5.244210526315796,7.203157894736849,24.45157894736841
2013,7,21,95.97826086956522,5.481521739130434,6.278260869565215,23.59130434782609
2013,7,22,127.41935483870968,6.0193548387096785,7.734408602150541,23.199999999999996
2013,7,23,211.04651162790697,5.772093023255814,9.834883720930224,23.172093023255815
2013,7,24,35.0,4.99756097560975,10.52317073170733,17.912195121951207
2013,7,25,112.5,3.3532608695652137,4.059782608695647,19.617391304347823
2013,7,26,198.02197802197801,6.172527472527464,9.15934065934065,21.2923076923077
2013,7,27,295.55555555555554,6.452222222222223,8.58555555555555,17.661111111111115
2013,7,28,271.75824175824175,6.940659340659347,9.503296703296707,15.575824175824184
2013,7,29,203.4375,5.390625000000007,6.671875000000004,17.60104166666667
2013,7,30,134.10526315789474,3.892631578947371,4.790526315789477,19.400000000000006
2013,7,31,210.4255319148936,3.634042553191491,4.2574468085106405,19.754255319148946
2013,8,1,200.43478260869566,4.440217391304355,5.171739130434787,20.113043478260867
2013,8,2,180.0,4.369148936170217,5.770212765957449,21.25212765957446
2013,8,3,223.2608695652174,5.435869565217385,6.132608695652172,21.1554347826087
2013,8,4,132.74725274725276,4.153846153846154,4.909890109890107,19.485714285714295
2013,8,5,152.58064516129033,5.622580645161287,7.276344086021498,19.901075268817205
2013,8,6,186.89655172413794,5.670114942528738,6.785057471264373,21.90919540229884
2013,8,7,189.67391304347825,6.379347826086962,7.779347826086968,24.48152173913042
2013,8,8,36.51685393258427,7.11573033707866,8.321348314606757,20.482022471910113
2013,8,9,139.89247311827958,3.611827956989247,4.117204301075269,20.953763440860214
2013,8,10,123.2967032967033,3.9571428571428573,4.640659340659342,21.93076923076924
2013,8,11,103.54838709677419,2.6774193548387073,3.1784946236559124,21.189247311827952
2013,8,12,211.22222222222223,6.007777777777778,7.438888888888898,23.574444444444442
2013,8,13,130.85106382978722,4.210638297872343,9.288297872340417,18.70212765957447
2013,8,14,112.5,5.9543478260869565,7.478260869565231,17.42282608695652
2013,8,15,186.92307692307693,4.997802197802201,6.0472527472527515,18.871428571428574
2013,8,16,194.66666666666666,2.7822222222222193,3.26,20.477777777777774
2013,8,17,74.56521739130434,3.1684782608695623,3.6499999999999977,20.965217391304343
2013,8,18,80.79545454545455,3.831818181818183,4.337500000000002,21.07499999999999
2013,8,19,158.08988764044943,3.7292134831460646,4.307865168539321,22.061797752808985
2013,8,20,193.1818181818182,4.604545454545454,5.506818181818178,24.74204545454546
2013,8,21,206.11111111111111,6.096666666666665,7.309999999999993,26.066666666666663
2013,8,22,200.21505376344086,5.786021505376347,9.40537634408602,23.434408602150537
2013,8,23,85.83333333333333,5.209523809523812,5.925,21.224999999999998
2013,8,24,97.57894736842105,5.490526315789472,6.2305263157894695,21.673684210526314
2013,8,25,192.70833333333334,6.596875000000001,7.966666666666665,24.71041666666666
2013,8,26,217.82608695652175,6.563043478260877,8.433695652173919,26.496739130434772
2013,8,27,234.14893617021278,6.795744680851062,10.032978723404248,28.694680851063822
2013,8,28,301.06382978723406,6.3063829787234065,9.378723404255341,24.319148936170205
2013,8,29,158.0,1.9522222222222207,2.548888888888887,20.73222222222222
2013,8,30,194.72527472527472,4.4999999999999964,5.56263736263736,25.641758241758243
2013,8,31,265.8333333333333,6.133333333333332,7.679166666666667,22.816666666666663
2013,9,1,148.8505747126437,3.6643678160919535,4.182758620689657,22.07816091954023
2013,9,2,148.53658536585365,6.432926829268294,7.49756097560976,21.428048780487796
2013,9,3,169.78494623655914,5.591397849462371,6.6881720430107565,18.70322580645162
2013,9,4,158.16326530612244,3.0265306122448954,3.5265306122448945,21.68163265306122
2013,9,5,91.52173913043478,5.505434782608696,6.3619565217391365,20.67934782608696
2013,9,6,125.0,6.008695652173912,7.185869565217398,20.44021739130435
2013,9,7,189.89247311827958,6.244086021505376,7.5688172043010775,23.629032258064516
2013,9,8,93.72340425531915,6.552127659574473,7.484042553191488,22.05425531914893
2013,9,9,147.78947368421052,6.7284210526315755,7.8621052631579,23.535789473684222
2013,9,10,234.52631578947367,6.944210526315785,11.681052631578938,30.147368421052636
2013,9,11,217.87234042553192,4.868085106382984,8.526595744680854,26.543617021276596
2013,9,12,195.32608695652175,3.8619565217391307,6.206521739130432,22.35217391304348
2013,9,13,241.0752688172043,3.065591397849469,13.715053763440855,16.370967741935484
2013,9,14,126.30434782608695,5.871739130434783,7.489130434782608,15.918478260869561
2013,9,15,184.22222222222223,5.728888888888892,7.000000000000012,16.761111111111102
2013,9,16,60.10989010989011,5.91868131868132,10.34285714285712,15.02197802197802
2013,9,17,116.08695652173913,7.133695652173924,8.789130434782628,15.754347826086951
2013,9,18,158.47826086956522,7.29239130434783,8.4858695652174,19.706521739130427
2013,9,19,156.6315789473684,5.810526315789476,10.712631578947365,20.541052631578943
2013,9,20,224.7311827956989,7.158064516129032,9.434408602150533,21.980645161290337
2013,9,21,315.0,7.438888888888887,10.125555555555543,15.69666666666666
2013,9,22,169.47368421052633,5.96947368421053,7.418947368421061,14.752631578947376
2013,9,23,87.91208791208791,5.356043956043959,6.785714285714294,14.219780219780219
2013,9,24,118.08510638297872,5.765957446808512,9.218085106382988,15.953191489361705
2013,9,25,70.1063829787234,6.369148936170217,7.321276595744691,16.94361702127659
2013,9,26,89.47368421052632,5.374736842105267,6.168421052631586,17.75894736842105
2013,9,27,120.53191489361703,5.915957446808513,6.8606382978723435,18.901063829787226
2013,9,28,154.30107526881721,5.898924731182787,10.17204301075269,20.04731182795699
2013,9,29,252.36559139784947,5.972043010752691,9.038709677419373,17.423655913978497
2013,9,30,172.11111111111111,3.0622222222222195,3.645555555555551,16.372222222222224
2013,10,1,193.93617021276594,6.265957446808513,10.445744680851055,19.73085106382979
2013,10,2,153.76344086021504,5.098924731182808,6.178494623655927,19.963440860215048
2013,10,3,162.5609756097561,4.731707317073167,5.836585365853657,19.512195121951216
2013,10,4,160.8421052631579,5.507368421052638,7.645263157894749,20.14736842105263
2013,10,5,156.1290322580645,5.5602150537634385,6.5408602150537565,20.81827956989247
2013,10,6,225.625,6.610416666666667,8.331250000000002,17.3125
2013,10,7,252.6086956521739,7.109782608695661,9.235869565217394,11.356521739130438
2013,10,8,157.1875,5.341666666666666,6.119791666666669,15.115624999999994
2013,10,9,138.38709677419354,5.398924731182806,6.021505376344093,15.87311827956989
2013,10,10,124.94736842105263,3.881052631578944,4.395789473684208,16.03578947368421
2013,10,11,127.95698924731182,5.9924731182795705,6.697849462365589,16.897849462365592
2013,10,12,180.0,6.292553191489363,7.822340425531916,17.85212765957447
2013,10,13,247.63440860215053,5.622580645161289,6.4505376344086045,13.946236559139782
2013,10,14,79.78494623655914,6.064516129032259,7.4892473118279606,13.751612903225803
2013,10,15,153.95604395604394,6.200000000000002,10.997802197802178,14.694505494505496
2013,10,16,246.48936170212767,7.856382978723406,10.705319148936153,11.693617021276587
2013,10,17,256.8085106382979,6.352127659574472,8.013829787234034,10.223404255319151
2013,10,18,237.5,6.23913043478261,8.556521739130424,9.255434782608697
2013,10,19,251.97802197802199,5.635164835164834,9.023076923076914,8.828571428571426
2013,10,20,212.06521739130434,5.986956521739132,7.829347826086962,10.06304347826087
2013,10,21,252.6086956521739,6.702173913043471,10.90978260869564,10.677173913043477
2013,10,22,268.22222222222223,6.251111111111113,7.907777777777787,3.763333333333333
2013,10,23,296.1290322580645,6.98602150537634,8.93440860215053,4.387096774193549
2013,10,24,294.8314606741573,7.403370786516854,9.360674157303361,3.9865168539325855
2013,10,25,261.6304347826087,6.895652173913034,9.146739130434783,4.875000000000001
2013,10,26,247.2340425531915,4.747872340425536,14.731914893617018,8.807446808510642
2013,10,27,260.1063829787234,6.236170212765958,7.662765957446799,8.034042553191489
2013,10,28,143.54166666666666,5.4760416666666645,8.614583333333313,9.38541666666667
2013,10,29,92.3913043478261,6.492391304347831,8.120652173913058,8.490217391304348
2013,10,30,151.14583333333334,5.039583333333334,5.8010416666666655,11.172916666666671
2013,10,31,184.83870967741936,6.067741935483868,9.489247311827954,15.507526881720429
2013,11,1,259.7894736842105,5.727368421052636,13.232631578947348,8.634736842105262
2013,11,2,302.1875,6.152083333333333,7.331250000000005,6.940624999999998
2013,11,3,251.35416666666666,5.334375000000002,6.378124999999998,7.003124999999998
2013,11,4,156.5625,2.7802083333333374,14.975000000000014,9.338541666666664
2013,11,5,185.10638297872342,6.254255319148936,9.308510638297875,11.50531914893617
2013,11,6,213.89473684210526,3.221052631578952,14.953684210526331,11.158947368421051
2013,11,7,282.97872340425533,7.253191489361697,9.625531914893612,4.16595744680851
2013,11,8,248.88888888888889,6.103333333333337,8.048888888888898,3.652222222222223
2013,11,9,219.34782608695653,3.5217391304347827,16.944565217391325,10.036956521739132
2013,11,10,268.2795698924731,3.861290322580648,10.899999999999991,6.417204301075269
2013,11,11,267.4193548387097,5.720430107526878,11.784946236559135,6.043010752688171
2013,11,12,317.6595744680851,4.588297872340427,12.705319148936157,-1.322340425531915
2013,11,13,240.3370786516854,6.071910112359543,11.651685393258427,-1.3999999999999992
2013,11,14,203.72340425531914,3.498936170212768,16.04574468085108,3.596808510638298
2013,11,15,201.95652173913044,4.516304347826086,12.177173913043465,6.788043478260871
2013,11,16,176.29032258064515,4.8999999999999995,12.135483870967736,8.45
2013,11,17,231.5,7.2299999999999995,22.749999999999996,209.62499999999994
2013,11,18,275.38461538461536,4.492307692307692,17.43846153846155,5.211538461538461
2013,11,19,230.43956043956044,4.997802197802208,6.2769230769230875,1.1725274725274724
2013,11,20,155.52631578947367,4.876315789473686,11.755263157894724,4.327631578947368
2013,11,21,176.8181818181818,5.952272727272725,7.137500000000004,7.209090909090909
2013,11,22,337.1698113207547,4.737735849056606,10.977358490566033,3.7056603773584897
2013,11,23,299.8076923076923,4.648076923076929,11.974999999999994,-2.984615384615385
2013,11,24,277.88461538461536,5.503846153846149,9.375000000000004,-7.584615384615384
2013,11,25,207.69230769230768,3.7423076923076932,14.249999999999984,-2.996153846153847
2013,11,26,266.6666666666667,6.714814814814814,9.3925925925926,-0.01604938271604937
2013,11,27,313.6904761904762,4.814285714285712,12.201190476190456,-6.0059523809523805
2013,11,28,244.44444444444446,5.718888888888889,9.053333333333335,-2.842222222222223
2013,11,29,256.2637362637363,5.10439560439561,6.061538461538464,-2.1241758241758246
2013,11,30,184.46808510638297,6.013829787234041,10.717021276595732,2.919148936170213
2013,12,1,283.2584269662921,6.023595505617976,6.957303370786525,3.7415730337078643
2013,12,2,203.48314606741573,3.9370786516853906,4.466292134831456,2.902247191011235
2013,12,3,140.79545454545453,6.843181818181825,8.280681818181835,4.102272727272727
2013,12,4,156.52173913043478,6.023913043478255,7.863043478260864,7.693478260869568
2013,12,5,253.44444444444446,4.623333333333336,13.198888888888867,1.686666666666666
2013,12,6,303.14606741573033,5.828089887640454,7.404494382022478,-6.5528089887640455
2013,12,7,303.9080459770115,5.814942528735637,7.488505747126446,-10.026436781609194
2013,12,8,188.02469135802468,3.68271604938272,8.032098765432092,-5.830864197530862
2013,12,9,234.55555555555554,6.220000000000002,12.404444444444438,-5.560000000000001
2013,12,10,243.45679012345678,5.804938271604932,13.437037037037044,-11.672839506172844
2013,12,11,279.4047619047619,6.860714285714285,8.751190476190468,-8.68452380952381
2013,12,12,250.45977011494253,7.364367816091955,11.01379310344827,-12.752873563218394
2013,12,13,183.4090909090909,3.9943181818181803,5.101136363636368,-4.718181818181817
2013,12,14,89.52941176470588,6.642352941176473,9.472941176470577,-1.6152941176470592
2013,12,15,276.1904761904762,6.233333333333335,11.142857142857125,-7.055952380952381
2013,12,16,275.609756097561,4.200000000000002,5.796341463414643,-9.546341463414636
2013,12,17,246.54320987654322,5.165432098765431,10.824691358024682,-5.061728395061726
2013,12,18,240.93023255813952,6.260465116279071,10.869767441860466,-3.66860465116279
2013,12,19,191.88235294117646,4.154117647058828,8.68588235294118,1.9317647058823535
2013,12,20,258.08988764044943,4.303370786516855,4.7932584269662915,1.5505617977528103
2013,12,21,279.1764705882353,4.945882352941171,5.527058823529408,0.16470588235294115
2013,12,22,155.632183908046,4.835632183908046,9.437931034482775,0.18735632183908055
2013,12,23,264.6341463414634,6.567073170731698,9.404878048780484,-6.245121951219512
2013,12,24,247.46987951807228,5.101204819277114,9.3265060240964,-14.638554216867467
2013,12,25,191.23595505617976,4.556179775280898,12.292134831460654,-6.159550561797749
2013,12,26,242.5,5.510000000000004,9.417500000000004,-4.678750000000002
2013,12,27,221.11111111111111,5.158024691358026,7.722222222222223,1.7382716049382718
2013,12,28,214.5054945054945,5.473626373626372,13.162637362637357,5.4967032967032985
2013,12,29,257.72727272727275,5.549999999999996,11.978409090909082,1.685227272727272
2013,12,30,292.3170731707317,5.1646341463414736,6.824390243902449,-11.678048780487806
2013,12,31,267.09302325581393,6.480232558139535,8.240697674418607,-12.403488372093026
