#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2010,3,13,19,0,20,11.3,12.4,99,99,99,999,9999,4.2,999,999,99,99
2010,3,13,20,0,20,11.3,12.9,99,99,99,999,9999,4.2,999,999,99,99
2010,3,13,21,0,10,11.3,13.4,99,99,99,999,9999,4,999,999,99,99
2010,3,13,22,0,360,10.8,12.4,99,99,99,999,9999,3.5,999,999,99,99
2010,3,13,23,0,10,10.3,11.8,99,99,99,999,9999,3.4,999,999,99,99
2010,3,14,0,0,10,10.3,11.3,99,99,99,999,9999,3.5,999,999,99,99
2010,3,14,1,0,10,10.3,11.8,99,99,99,999,9999,3.8,999,999,99,99
2010,3,14,2,0,10,11.3,12.9,99,99,99,999,9999,3.8,999,999,99,99
2010,3,14,3,0,10,10.8,12.4,99,99,99,999,9999,3.7,999,999,99,99
2010,3,14,4,0,20,11.3,12.4,99,99,99,999,9999,4.1,999,999,99,99
2010,3,14,5,15,10,10.8,12.9,99,99,99,999,9999,3.4,999,999,99,99
2010,3,14,6,0,10,10.8,11.8,99,99,99,999,9999,3.3,999,999,99,99
2010,3,14,7,0,20,10.3,12.4,99,99,99,999,9999,3.2,999,999,99,99
2010,3,14,8,0,20,11.3,12.9,99,99,99,999,9999,3.2,999,999,99,99
2010,3,14,9,0,20,10.3,11.3,99,99,99,999,9999,3.4,999,999,99,99
2010,3,14,10,0,10,10.3,11.3,99,99,99,999,9999,3.4,999,999,99,99
2010,3,14,11,0,360,8.2,9.3,99,99,99,999,9999,3.3,999,999,99,99
2010,3,14,12,0,360,8.8,9.8,99,99,99,999,9999,2.8,999,999,99,99
2010,3,14,13,15,360,10.8,12.4,99,99,99,999,9999,3.3,999,999,99,99
2010,3,14,14,15,360,10.3,11.8,99,99,99,999,9999,3.4,999,999,99,99
2010,3,14,15,0,360,10.8,11.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,14,16,0,350,10.3,11.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,14,17,0,350,9.8,10.8,99,99,99,999,9999,2.9,999,999,99,99
2010,3,14,18,0,350,10.3,11.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,14,19,15,350,9.8,11.3,99,99,99,999,9999,3,999,999,99,99
2010,3,14,20,15,350,10.8,11.8,99,99,99,999,9999,3.2,999,999,99,99
2010,3,14,21,0,350,9.8,11.3,99,99,99,999,9999,3.1,999,999,99,99
2010,3,14,22,0,350,8.8,9.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,14,23,0,350,8.2,9.3,99,99,99,999,9999,2.9,999,999,99,99
2010,3,15,1,0,350,6.2,7.2,99,99,99,999,9999,2.8,999,999,99,99
2010,3,15,2,0,360,6.7,7.7,99,99,99,999,9999,3.1,999,999,99,99
2010,3,15,3,0,30,7.2,8.2,99,99,99,999,9999,3.3,999,999,99,99
2010,3,15,4,0,20,7.2,8.8,99,99,99,999,9999,3.8,999,999,99,99
2010,3,15,5,15,350,6.2,6.7,99,99,99,999,9999,3.1,999,999,99,99
2010,3,15,6,0,350,6.2,6.7,99,99,99,999,9999,3.1,999,999,99,99
2010,3,15,7,15,360,7.2,7.7,99,99,99,999,9999,3.2,999,999,99,99
2010,3,15,8,15,10,7.2,8.8,99,99,99,999,9999,3.5,999,999,99,99
2010,3,15,9,0,10,6.2,6.7,99,99,99,999,9999,3.6,999,999,99,99
2010,3,15,10,0,340,6.2,7.2,99,99,99,999,9999,3.2,999,999,99,99
2010,3,15,11,0,340,5.7,6.7,99,99,99,999,9999,3,999,999,99,99
2010,3,15,12,0,330,6.2,7.2,99,99,99,999,9999,3,999,999,99,99
2010,3,15,13,15,340,7.2,7.7,99,99,99,999,9999,3,999,999,99,99
2010,3,15,14,0,330,6.7,7.7,99,99,99,999,9999,2.7,999,999,99,99
2010,3,15,15,0,330,6.2,6.7,99,99,99,999,9999,3,999,999,99,99
2010,3,15,16,0,340,5.7,6.2,99,99,99,999,9999,2.9,999,999,99,99
2010,3,15,17,15,340,7.2,8.2,99,99,99,999,9999,2.8,999,999,99,99
2010,3,15,18,0,340,7.2,8.2,99,99,99,999,9999,2.7,999,999,99,99
2010,3,15,19,0,340,7.7,8.2,99,99,99,999,9999,2.9,999,999,99,99
2010,3,15,20,0,340,7.7,8.2,99,99,99,999,9999,3.2,999,999,99,99
2010,3,15,21,0,340,6.2,6.7,99,99,99,999,9999,3.1,999,999,99,99
2010,3,15,22,0,340,6.2,6.7,99,99,99,999,9999,3.1,999,999,99,99
2010,3,15,23,0,330,5.7,6.7,99,99,99,999,9999,3.5,999,999,99,99
2010,3,16,0,0,340,5.1,5.7,99,99,99,999,9999,3.6,999,999,99,99
2010,3,16,1,0,330,5.7,5.7,99,99,99,999,9999,3.9,999,999,99,99
2010,3,16,2,0,330,6.7,7.2,99,99,99,999,9999,4.8,999,999,99,99
2010,3,16,3,0,310,5.7,6.2,99,99,99,999,9999,6.5,999,999,99,99
2010,3,16,4,0,310,5.7,6.2,99,99,99,999,9999,7.3,999,999,99,99
2010,3,16,5,0,290,4.1,5.1,99,99,99,999,9999,7.2,999,999,99,99
2010,3,16,6,0,310,5.1,5.7,99,99,99,999,9999,7.4,999,999,99,99
2010,3,16,7,0,320,5.1,6.2,99,99,99,999,9999,7.7,999,999,99,99
2010,3,16,8,0,330,6.7,7.7,99,99,99,999,9999,7.1,999,999,99,99
2010,3,16,9,0,310,5.1,5.7,99,99,99,999,9999,6.4,999,999,99,99
2010,3,16,10,0,310,4.6,5.1,99,99,99,999,9999,6,999,999,99,99
2010,3,16,11,0,330,5.1,5.7,99,99,99,999,9999,5,999,999,99,99
2010,3,16,12,0,330,6.2,7.2,99,99,99,999,9999,5,999,999,99,99
2010,3,16,13,0,330,5.1,5.7,99,99,99,999,9999,4.4,999,999,99,99
2010,3,16,14,0,340,5.7,5.7,99,99,99,999,9999,4.7,999,999,99,99
2010,3,16,15,0,340,4.1,4.1,99,99,99,999,9999,4.6,999,999,99,99
2010,3,16,16,0,340,4.6,5.1,99,99,99,999,9999,4.2,999,999,99,99
2010,3,16,17,0,350,5.1,5.1,99,99,99,999,9999,4,999,999,99,99
2010,3,16,18,0,10,4.1,4.1,99,99,99,999,9999,3.8,999,999,99,99
2010,3,16,19,0,30,2.6,3.1,99,99,99,999,9999,4.3,999,999,99,99
2010,3,16,20,0,360,2.6,3.1,99,99,99,999,9999,4.9,999,999,99,99
2010,3,16,21,0,20,4.1,4.6,99,99,99,999,9999,3.6,999,999,99,99
2010,3,16,22,0,10,4.6,5.1,99,99,99,999,9999,3.6,999,999,99,99
2010,3,16,23,0,340,3.1,3.1,99,99,99,999,9999,3.1,999,999,99,99
2010,3,17,0,0,340,4.1,4.1,99,99,99,999,9999,3.2,999,999,99,99
2010,3,17,1,0,340,4.1,4.1,99,99,99,999,9999,3.4,999,999,99,99
2010,3,17,2,0,340,3.6,4.1,99,99,99,999,9999,4.3,999,999,99,99
2010,3,17,3,0,330,4.1,4.1,99,99,99,999,9999,4.9,999,999,99,99
2010,3,17,4,0,330,2.6,2.6,99,99,99,999,9999,4.5,999,999,99,99
2010,3,17,5,0,340,4.1,4.1,99,99,99,999,9999,4.7,999,999,99,99
2010,3,17,6,0,330,4.6,5.1,99,99,99,999,9999,4,999,999,99,99
2010,3,17,7,15,320,3.6,4.1,99,99,99,999,9999,5.1,999,999,99,99
2010,3,17,8,30,300,3.6,4.1,99,99,99,999,9999,5.9,999,999,99,99
2010,3,17,9,0,300,4.1,4.1,99,99,99,999,9999,5.5,999,999,99,99
2010,3,17,10,0,320,3.1,3.6,99,99,99,999,9999,5.3,999,999,99,99
2010,3,17,11,15,330,3.6,4.1,99,99,99,999,9999,5.4,999,999,99,99
2010,3,17,12,15,330,4.6,4.6,99,99,99,999,9999,4.8,999,999,99,99
2010,3,17,13,30,320,5.1,5.7,99,99,99,999,9999,5.7,999,999,99,99
2010,3,17,14,0,330,6.2,6.7,99,99,99,999,9999,5.7,999,999,99,99
2010,3,17,15,0,330,4.6,5.1,99,99,99,999,9999,5.8,999,999,99,99
2010,3,17,16,0,350,5.7,6.7,99,99,99,999,9999,4.9,999,999,99,99
2010,3,17,17,0,350,4.1,4.6,99,99,99,999,9999,4.9,999,999,99,99
2010,3,17,18,0,360,4.1,4.6,99,99,99,999,9999,4.8,999,999,99,99
2010,3,17,19,0,20,2.1,2.6,99,99,99,999,9999,4.5,999,999,99,99
2010,3,17,20,0,30,3.6,4.1,99,99,99,999,9999,4.2,999,999,99,99
2010,3,17,21,0,40,1.5,2.6,99,99,99,999,9999,4.2,999,999,99,99
2010,3,17,22,0,150,1,1.5,99,99,99,999,9999,7.5,999,999,99,99
2010,3,17,23,0,170,1.5,2.1,99,99,99,999,9999,4.9,999,999,99,99
2010,3,18,0,0,180,3.1,3.1,99,99,99,999,9999,4.3,999,999,99,99
2010,3,18,1,0,180,3.6,3.6,99,99,99,999,9999,5.3,999,999,99,99
2010,3,18,2,0,200,4.1,4.6,99,99,99,999,9999,7.7,999,999,99,99
2010,3,18,3,0,210,2.6,3.1,99,99,99,999,9999,9.8,999,999,99,99
2010,3,18,4,0,210,3.1,3.6,99,99,99,999,9999,9.1,999,999,99,99
2010,3,18,5,0,240,1.5,1.5,99,99,99,999,9999,10.7,999,999,99,99
2010,3,18,6,30,260,6.2,7.2,99,99,99,999,9999,9.7,999,999,99,99
2010,3,18,7,0,260,7.2,8.2,99,99,99,999,9999,9.7,999,999,99,99
2010,3,18,8,15,260,8.2,9.3,99,99,99,999,9999,9.1,999,999,99,99
2010,3,18,9,0,260,8.2,9.8,99,99,99,999,9999,8.9,999,999,99,99
2010,3,18,10,15,270,8.8,9.8,99,99,99,999,9999,8.4,999,999,99,99
2010,3,18,11,15,280,6.7,7.7,99,99,99,999,9999,8.1,999,999,99,99
2010,3,18,12,0,280,5.7,6.7,99,99,99,999,9999,7.5,999,999,99,99
2010,3,18,13,15,270,7.7,9.3,99,99,99,999,9999,8.1,999,999,99,99
2010,3,18,14,0,270,6.2,6.7,99,99,99,999,9999,8.8,999,999,99,99
2010,3,18,15,0,270,7.2,8.8,99,99,99,999,9999,10.4,999,999,99,99
2010,3,18,16,15,260,8.2,9.3,99,99,99,999,9999,12.1,999,999,99,99
2010,3,18,17,15,260,8.2,9.3,99,99,99,999,9999,12.5,999,999,99,99
2010,3,18,18,15,250,8.8,10.8,99,99,99,999,9999,13.6,999,999,99,99
2010,3,18,19,15,230,7.7,9.3,99,99,99,999,9999,13.6,999,999,99,99
2010,3,18,20,15,240,10.8,13.4,99,99,99,999,9999,14.2,999,999,99,99
2010,3,18,21,0,250,11.8,13.9,99,99,99,999,9999,14.6,999,999,99,99
2010,3,18,22,0,250,8.8,11.8,99,99,99,999,9999,15,999,999,99,99
2010,3,18,23,0,260,9.8,11.3,99,99,99,999,9999,14.9,999,999,99,99
2010,3,19,0,15,250,7.7,11.3,99,99,99,999,9999,14.4,999,999,99,99
2010,3,19,1,0,250,8.8,10.3,99,99,99,999,9999,14.1,999,999,99,99
2010,3,19,2,0,230,6.2,8.8,99,99,99,999,9999,13.6,999,999,99,99
2010,3,19,3,30,250,7.7,10.3,99,99,99,999,9999,12.9,999,999,99,99
2010,3,19,4,15,240,6.7,8.8,99,99,99,999,9999,12.7,999,999,99,99
2010,3,19,5,0,240,7.2,10.3,99,99,99,999,9999,12.3,999,999,99,99
2010,3,19,6,0,240,9.3,11.8,99,99,99,999,9999,12,999,999,99,99
2010,3,19,7,0,250,9.3,11.3,99,99,99,999,9999,11.4,999,999,99,99
2010,3,19,8,0,250,8.8,10.3,99,99,99,999,9999,11.2,999,999,99,99
2010,3,19,9,15,250,8.2,9.3,99,99,99,999,9999,10.6,999,999,99,99
2010,3,19,10,15,250,8.2,9.3,99,99,99,999,9999,10.6,999,999,99,99
2010,3,19,11,15,250,8.8,11.8,99,99,99,999,9999,11.3,999,999,99,99
2010,3,19,12,0,250,8.8,10.3,99,99,99,999,9999,10.2,999,999,99,99
2010,3,19,13,0,220,7.2,9.3,99,99,99,999,9999,9.5,999,999,99,99
2010,3,19,14,0,240,6.2,7.2,99,99,99,999,9999,10.5,999,999,99,99
2010,3,19,15,0,240,5.1,6.7,99,99,99,999,9999,11.5,999,999,99,99
2010,3,19,16,0,240,5.1,6.7,99,99,99,999,9999,12.5,999,999,99,99
2010,3,19,17,0,190,5.7,6.7,99,99,99,999,9999,13.7,999,999,99,99
2010,3,19,18,15,220,6.7,8.8,99,99,99,999,9999,15.3,999,999,99,99
2010,3,19,19,0,230,6.7,10.8,99,99,99,999,9999,15.8,999,999,99,99
2010,3,19,20,15,220,7.7,10.3,99,99,99,999,9999,16.6,999,999,99,99
2010,3,19,21,0,210,9.3,13.4,99,99,99,999,9999,16.9,999,999,99,99
2010,3,19,22,0,230,8.8,11.3,99,99,99,999,9999,16.8,999,999,99,99
2010,3,19,23,15,340,7.7,10.3,99,99,99,999,9999,999,999,999,99,99
2010,3,20,0,0,360,8.8,9.8,99,99,99,999,9999,5.3,999,999,99,99
2010,3,20,1,0,10,7.2,8.2,99,99,99,999,9999,4.6,999,999,99,99
2010,3,20,2,0,350,8.2,10.8,99,99,99,999,9999,4.1,999,999,99,99
2010,3,20,3,0,360,7.7,9.3,99,99,99,999,9999,3.5,999,999,99,99
2010,3,20,4,0,360,8.2,9.3,99,99,99,999,9999,3.1,999,999,99,99
2010,3,20,5,0,360,8.2,9.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,20,6,0,360,9.8,11.8,99,99,99,999,9999,2.7,999,999,99,99
2010,3,20,7,0,360,11.3,13.4,99,99,99,999,9999,2.4,999,999,99,99
2010,3,20,8,0,360,12.4,15.4,99,99,99,999,9999,2.2,999,999,99,99
2010,3,20,9,0,360,13.9,16.5,99,99,99,999,9999,1.6,999,999,99,99
2010,3,20,10,0,10,14.4,16.5,99,99,99,999,9999,1.3,999,999,99,99
2010,3,20,11,0,10,15.4,18,99,99,99,999,9999,0.9,999,999,99,99
2010,3,20,12,0,20,15.4,18,99,99,99,999,9999,0.3,999,999,99,99
2010,3,20,13,0,20,15.4,17.5,99,99,99,999,9999,-0.1,999,999,99,99
2010,3,20,14,0,20,14.4,18,99,99,99,999,9999,-0.1,999,999,99,99
2010,3,20,15,0,30,13.9,16.5,99,99,99,999,9999,-0.2,999,999,99,99
2010,3,20,16,0,30,12.9,14.9,99,99,99,999,9999,-0.4,999,999,99,99
2010,3,20,17,0,30,12.9,14.9,99,99,99,999,9999,-0.5,999,999,99,99
2010,3,20,18,15,20,12.9,14.9,99,99,99,999,9999,-0.4,999,999,99,99
2010,3,20,19,0,20,11.8,13.9,99,99,99,999,9999,-0.3,999,999,99,99
2010,3,20,20,0,20,11.8,13.9,99,99,99,999,9999,-0.4,999,999,99,99
2010,3,20,21,0,10,11.8,13.4,99,99,99,999,9999,-0.4,999,999,99,99
2010,3,20,22,0,20,12.9,14.4,99,99,99,999,9999,-0.4,999,999,99,99
2010,3,20,23,0,20,11.8,13.4,99,99,99,999,9999,-0.2,999,999,99,99
2010,3,21,0,0,10,12.9,14.9,99,99,99,999,9999,-0.2,999,999,99,99
2010,3,21,1,15,20,11.3,13.4,99,99,99,999,9999,0.2,999,999,99,99
2010,3,21,2,0,30,11.3,12.9,99,99,99,999,9999,0.3,999,999,99,99
2010,3,21,3,0,30,10.8,11.8,99,99,99,999,9999,0.2,999,999,99,99
2010,3,21,4,0,20,10.8,12.4,99,99,99,999,9999,0.5,999,999,99,99
2010,3,21,5,15,30,11.3,12.9,99,99,99,999,9999,0.9,999,999,99,99
2010,3,21,6,0,30,11.3,12.9,99,99,99,999,9999,0.9,999,999,99,99
2010,3,21,7,0,40,11.8,13.4,99,99,99,999,9999,1,999,999,99,99
2010,3,21,8,0,40,10.3,11.8,99,99,99,999,9999,1.2,999,999,99,99
2010,3,21,9,15,40,10.3,11.8,99,99,99,999,9999,1.1,999,999,99,99
2010,3,21,10,0,40,9.8,11.8,99,99,99,999,9999,1.1,999,999,99,99
2010,3,21,11,0,40,9.8,11.3,99,99,99,999,9999,1,999,999,99,99
2010,3,21,12,0,40,10.3,11.3,99,99,99,999,9999,1,999,999,99,99
2010,3,21,13,15,40,10.8,11.8,99,99,99,999,9999,0.9,999,999,99,99
2010,3,21,14,0,30,10.3,11.3,99,99,99,999,9999,1.1,999,999,99,99
2010,3,21,15,0,40,9.8,11.3,99,99,99,999,9999,1,999,999,99,99
2010,3,21,16,0,40,8.8,9.8,99,99,99,999,9999,1.1,999,999,99,99
2010,3,21,17,0,30,8.8,9.8,99,99,99,999,9999,1.2,999,999,99,99
2010,3,21,18,0,20,9.3,10.3,99,99,99,999,9999,1.3,999,999,99,99
2010,3,21,19,0,10,10.3,11.3,99,99,99,999,9999,1.5,999,999,99,99
2010,3,21,20,0,360,10.8,12.4,99,99,99,999,9999,1.7,999,999,99,99
2010,3,21,21,0,10,9.8,10.8,99,99,99,999,9999,2,999,999,99,99
2010,3,21,22,0,360,10.8,12.9,99,99,99,999,9999,2.1,999,999,99,99
2010,3,21,23,0,360,9.8,10.8,99,99,99,999,9999,2.2,999,999,99,99
2010,3,22,0,0,360,9.3,10.3,99,99,99,999,9999,2.3,999,999,99,99
2010,3,22,1,15,360,8.8,9.8,99,99,99,999,9999,2.5,999,999,99,99
2010,3,22,2,0,10,8.2,9.8,99,99,99,999,9999,2.5,999,999,99,99
2010,3,22,3,15,10,8.8,9.8,99,99,99,999,9999,2.9,999,999,99,99
2010,3,22,4,30,10,9.8,11.3,99,99,99,999,9999,3.4,999,999,99,99
2010,3,22,5,30,10,9.3,10.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,22,6,0,360,9.3,10.3,99,99,99,999,9999,3.2,999,999,99,99
2010,3,22,7,0,360,9.3,10.3,99,99,99,999,9999,3.3,999,999,99,99
2010,3,22,8,0,20,8.8,9.8,99,99,99,999,9999,3.7,999,999,99,99
2010,3,22,9,15,10,7.2,8.8,99,99,99,999,9999,3.3,999,999,99,99
2010,3,22,10,15,10,8.8,10.3,99,99,99,999,9999,3.4,999,999,99,99
2010,3,22,11,0,20,9.3,10.8,99,99,99,999,9999,3.4,999,999,99,99
2010,3,22,12,0,20,10.3,11.3,99,99,99,999,9999,3.2,999,999,99,99
2010,3,22,13,0,30,9.8,11.3,99,99,99,999,9999,3.3,999,999,99,99
2010,3,22,14,30,20,8.8,9.8,99,99,99,999,9999,3.1,999,999,99,99
2010,3,22,15,30,360,8.8,10.3,99,99,99,999,9999,2.9,999,999,99,99
2010,3,22,16,0,360,9.3,11.3,99,99,99,999,9999,2.9,999,999,99,99
2010,3,22,17,0,360,9.3,10.8,99,99,99,999,9999,2.7,999,999,99,99
2010,3,22,18,0,350,9.8,11.3,99,99,99,999,9999,2.7,999,999,99,99
2010,3,22,19,0,340,10.3,12.4,99,99,99,999,9999,2.8,999,999,99,99
2010,3,22,20,30,340,10.8,12.4,99,99,99,999,9999,2.7,999,999,99,99
2010,3,22,21,15,340,10.3,11.8,99,99,99,999,9999,2.9,999,999,99,99
2010,3,22,22,0,340,10.3,11.3,99,99,99,999,9999,3.2,999,999,99,99
2010,3,22,23,0,340,10.3,11.3,99,99,99,999,9999,3.5,999,999,99,99
2010,3,23,0,0,340,9.8,11.3,99,99,99,999,9999,3.4,999,999,99,99
2010,3,23,1,0,360,8.2,9.8,99,99,99,999,9999,3.2,999,999,99,99
2010,3,23,2,0,350,8.8,10.3,99,99,99,999,9999,3.1,999,999,99,99
2010,3,23,15,0,350,2.6,2.6,99,99,99,999,9999,3.2,999,999,99,99
2010,3,23,16,0,20,1.5,2.1,99,99,99,999,9999,3.2,999,999,99,99
2010,3,23,17,0,60,2.1,2.6,99,99,99,999,9999,3.3,999,999,99,99
2010,3,23,18,0,90,3.1,3.1,99,99,99,999,9999,3.1,999,999,99,99
2010,3,23,19,0,120,1.5,1.5,99,99,99,999,9999,4.4,999,999,99,99
2010,3,23,20,0,80,4.1,4.1,99,99,99,999,9999,4.7,999,999,99,99
2010,3,23,21,0,90,3.6,4.1,99,99,99,999,9999,3.7,999,999,99,99
2010,3,23,22,0,120,2.6,3.1,99,99,99,999,9999,4.2,999,999,99,99
2010,3,23,23,0,80,2.6,3.1,99,99,99,999,9999,4.3,999,999,99,99
2010,3,24,0,0,90,2.1,3.1,99,99,99,999,9999,3.4,999,999,99,99
2010,3,24,1,0,70,1.5,2.1,99,99,99,999,9999,3.3,999,999,99,99
2010,3,24,2,0,50,1.5,2.1,99,99,99,999,9999,3.3,999,999,99,99
2010,3,24,3,0,360,3.1,3.6,99,99,99,999,9999,3.1,999,999,99,99
2010,3,24,4,0,360,1,1.5,99,99,99,999,9999,3.1,999,999,99,99
2010,3,24,5,0,360,1.5,1.5,99,99,99,999,9999,3.3,999,999,99,99
2010,3,24,6,0,30,1,2.1,99,99,99,999,9999,4,999,999,99,99
2010,3,24,7,0,30,2.1,2.6,99,99,99,999,9999,3.9,999,999,99,99
2010,3,24,8,15,50,1,1,99,99,99,999,9999,3.7,999,999,99,99
2010,3,24,9,0,240,1,1.5,99,99,99,999,9999,3.6,999,999,99,99
2010,3,24,10,0,40,0.5,1,99,99,99,999,9999,4.3,999,999,99,99
2010,3,24,11,0,10,2.6,2.6,99,99,99,999,9999,3.7,999,999,99,99
2010,3,24,12,0,40,2.6,2.6,99,99,99,999,9999,3.4,999,999,99,99
2010,3,24,13,0,20,3.1,3.1,99,99,99,999,9999,2.9,999,999,99,99
2010,3,24,14,15,20,4.1,4.6,99,99,99,999,9999,3.2,999,999,99,99
2010,3,24,15,15,360,3.1,3.6,99,99,99,999,9999,3.4,999,999,99,99
2010,3,24,16,0,10,2.6,3.1,99,99,99,999,9999,3.5,999,999,99,99
2010,3,24,17,0,50,3.1,3.6,99,99,99,999,9999,3.4,999,999,99,99
2010,3,24,18,0,20,2.1,2.6,99,99,99,999,9999,3.6,999,999,99,99
2010,3,24,19,0,340,1.5,2.6,99,99,99,999,9999,4.3,999,999,99,99
2010,3,24,20,0,360,5.7,6.2,99,99,99,999,9999,4.7,999,999,99,99
2010,3,24,21,0,330,2.1,3.6,99,99,99,999,9999,6,999,999,99,99
2010,3,24,22,0,20,2.1,2.1,99,99,99,999,9999,6.2,999,999,99,99
2010,3,24,23,0,360,6.2,6.7,99,99,99,999,9999,4.8,999,999,99,99
2010,3,25,0,0,350,3.1,4.1,99,99,99,999,9999,4.4,999,999,99,99
2010,3,25,1,0,330,3.1,3.6,99,99,99,999,9999,4.8,999,999,99,99
2010,3,25,2,0,340,2.1,2.1,99,99,99,999,9999,4.5,999,999,99,99
2010,3,25,3,0,360,4.1,4.6,99,99,99,999,9999,4.7,999,999,99,99
2010,3,25,4,0,320,4.1,4.1,99,99,99,999,9999,4,999,999,99,99
2010,3,25,5,0,30,4.1,4.1,99,99,99,999,9999,4.5,999,999,99,99
2010,3,25,6,0,360,3.6,4.1,99,99,99,999,9999,4,999,999,99,99
2010,3,25,7,0,350,3.6,3.6,99,99,99,999,9999,4.1,999,999,99,99
2010,3,25,8,0,320,1.5,3.6,99,99,99,999,9999,4.1,999,999,99,99
2010,3,25,9,0,40,3.1,4.6,99,99,99,999,9999,4.7,999,999,99,99
2010,3,25,10,0,20,9.8,10.8,99,99,99,999,9999,6.1,999,999,99,99
2010,3,25,11,0,60,7.7,8.8,99,99,99,999,9999,7.6,999,999,99,99
2010,3,25,12,15,360,5.1,6.2,99,99,99,999,9999,4.8,999,999,99,99
2010,3,25,13,0,350,4.1,4.6,99,99,99,999,9999,4.1,999,999,99,99
2010,3,25,14,0,10,12.4,14.9,99,99,99,999,9999,4.9,999,999,99,99
2010,3,25,15,15,10,15.4,18,99,99,99,999,9999,3.2,999,999,99,99
2010,3,25,16,0,360,17.5,19.6,99,99,99,999,9999,2.8,999,999,99,99
2010,3,25,17,15,360,17.5,20.6,99,99,99,999,9999,1.5,999,999,99,99
2010,3,25,18,0,360,18.5,21.1,99,99,99,999,9999,0.6,999,999,99,99
2010,3,25,19,0,360,19,22.7,99,99,99,999,9999,0.1,999,999,99,99
2010,3,25,20,0,350,19,22.1,99,99,99,999,9999,-0.4,999,999,99,99
2010,3,25,21,15,350,19,21.6,99,99,99,999,9999,-0.9,999,999,99,99
2010,3,25,22,0,350,18.5,21.6,99,99,99,999,9999,-0.7,999,999,99,99
2010,3,25,23,0,350,18,20.6,99,99,99,999,9999,-0.7,999,999,99,99
2010,3,26,0,0,350,19,21.6,99,99,99,999,9999,-0.8,999,999,99,99
2010,3,26,1,0,360,19,22.1,99,99,99,999,9999,-0.9,999,999,99,99
2010,3,26,2,0,360,18.5,21.1,99,99,99,999,9999,-0.7,999,999,99,99
2010,3,26,3,0,360,17.5,19.6,99,99,99,999,9999,-0.6,999,999,99,99
2010,3,26,4,0,10,15.4,19,99,99,99,999,9999,-0.5,999,999,99,99
2010,3,26,5,15,10,14.4,17,99,99,99,999,9999,-0.8,999,999,99,99
2010,3,26,6,0,10,14.9,17,99,99,99,999,9999,-0.9,999,999,99,99
2010,3,26,7,15,10,13.4,16,99,99,99,999,9999,-1.2,999,999,99,99
2010,3,26,8,15,20,12.4,13.9,99,99,99,999,9999,-1.6,999,999,99,99
2010,3,26,9,15,10,12.9,15.4,99,99,99,999,9999,-1.7,999,999,99,99
2010,3,26,10,15,20,11.3,13.9,99,99,99,999,9999,-1.8,999,999,99,99
2010,3,26,11,0,20,11.8,13.4,99,99,99,999,9999,-2,999,999,99,99
2010,3,26,12,0,30,11.3,12.9,99,99,99,999,9999,-2.2,999,999,99,99
2010,3,26,13,0,40,9.8,11.8,99,99,99,999,9999,-2.5,999,999,99,99
2010,3,26,14,15,40,8.2,9.8,99,99,99,999,9999,-2.8,999,999,99,99
2010,3,26,15,15,50,6.7,7.7,99,99,99,999,9999,-3,999,999,99,99
2010,3,26,16,15,40,4.6,6.2,99,99,99,999,9999,-2.9,999,999,99,99
2010,3,26,17,15,20,3.1,4.6,99,99,99,999,9999,-2.6,999,999,99,99
2010,3,26,18,0,10,3.1,4.1,99,99,99,999,9999,-2.4,999,999,99,99
2010,3,26,19,0,30,4.1,5.1,99,99,99,999,9999,-2.3,999,999,99,99
2010,3,26,20,0,30,4.1,5.1,99,99,99,999,9999,-1.8,999,999,99,99
2010,3,26,21,0,30,5.1,6.2,99,99,99,999,9999,-1.5,999,999,99,99
2010,3,26,22,15,40,4.1,5.1,99,99,99,999,9999,-0.9,999,999,99,99
2010,3,26,23,0,60,4.6,5.1,99,99,99,999,9999,-0.6,999,999,99,99
2010,3,27,0,0,60,3.1,4.1,99,99,99,999,9999,-0.3,999,999,99,99
2010,3,27,1,0,80,3.1,3.6,99,99,99,999,9999,0.1,999,999,99,99
2010,3,27,2,15,90,4.1,5.1,99,99,99,999,9999,0.6,999,999,99,99
2010,3,27,3,0,100,5.1,5.7,99,99,99,999,9999,0.8,999,999,99,99
2010,3,27,4,0,120,4.1,5.1,99,99,99,999,9999,1.2,999,999,99,99
2010,3,27,5,0,120,4.1,4.6,99,99,99,999,9999,1.5,999,999,99,99
2010,3,27,6,30,150,4.6,6.7,99,99,99,999,9999,2.3,999,999,99,99
2010,3,27,7,15,160,10.3,12.4,99,99,99,999,9999,2.5,999,999,99,99
2010,3,27,8,0,160,8.8,10.3,99,99,99,999,9999,2.2,999,999,99,99
2010,3,27,9,0,160,10.3,12.4,99,99,99,999,9999,2.1,999,999,99,99
2010,3,27,10,0,140,8.2,9.8,99,99,99,999,9999,1.8,999,999,99,99
2010,3,27,11,0,140,8.8,10.8,99,99,99,999,9999,1.5,999,999,99,99
2010,3,27,12,0,140,8.2,9.8,99,99,99,999,9999,1.4,999,999,99,99
