,#YY,MM,DD,hh,mm,WDIR,WSPD,GST,ATMP,DEWP
78,2014,1,1,21,45,50,0.8,2.9,-5.8,999
79,2014,1,1,22,0,50,0.8,2.9,-5.7,999
80,2014,1,1,22,15,60,1.3,2.9,-5.8,999
81,2014,1,1,22,45,60,1.3,2.9,-5.8,999
82,2014,1,1,23,0,70,1.3,3.4,-5.8,999
83,2014,1,1,23,30,70,1.3,3.4,-6.0,999
84,2014,1,1,23,45,70,1.8,3.9,-6.0,999
85,2014,1,2,0,0,70,1.8,3.4,-6.1,999
86,2014,1,2,0,30,70,1.3,3.9,-6.1,999
87,2014,1,2,0,45,80,0.3,2.9,-6.2,999
88,2014,1,2,1,0,70,9.8,1.3,-6.2,999
89,2014,1,2,1,15,70,1.3,3.4,-6.5,999
90,2014,1,2,1,45,70,0.3,1.8,-6.5,999
91,2014,1,2,2,0,70,0.3,1.8,-6.5,999
92,2014,1,2,2,15,70,0.3,2.4,-6.5,999
93,2014,1,2,2,30,60,0.3,2.4,-6.5,999
94,2014,1,2,2,45,60,9.8,1.3,-6.6,999
95,2014,1,2,3,0,70,0.3,1.8,-6.7,999
96,2014,1,2,3,30,60,0.3,1.8,-6.5,999
97,2014,1,2,3,45,60,0.3,2.4,-6.6,999
98,2014,1,2,4,0,50,0.3,1.8,-6.6,999
99,2014,1,2,4,15,50,9.8,2.4,-6.4,999
100,2014,1,2,4,30,50,0.3,2.4,-6.6,999
101,2014,1,2,4,45,50,0.8,2.4,-6.6,999
102,2014,1,2,5,0,60,0.3,1.8,-6.5,999
103,2014,1,2,5,15,50,9.8,2.9,-6.5,999
104,2014,1,2,5,30,50,9.8,1.3,-6.7,999
105,2014,1,2,5,45,60,0.3,3.4,-6.7,999
106,2014,1,2,6,0,60,0.3,2.4,-6.7,999
107,2014,1,2,6,15,60,0.8,3.4,-6.6,999
108,2014,1,2,6,30,60,0.8,2.9,-6.6,999
109,2014,1,2,6,45,60,1.8,3.9,-6.7,999
110,2014,1,2,7,0,60,0.3,2.9,-6.6,999
111,2014,1,2,7,15,60,0.3,2.9,-6.7,999
112,2014,1,2,7,30,50,0.8,3.9,-6.6,999
113,2014,1,2,7,45,50,0.3,3.9,-6.5,999
114,2014,1,2,8,0,60,0.8,2.9,-6.5,999
115,2014,1,2,8,15,60,0.8,2.9,-6.3,999
116,2014,1,2,8,30,60,0.8,3.4,-6.2,999
117,2014,1,2,8,45,50,0.8,2.4,-6.2,999
118,2014,1,2,9,0,50,0.3,1.8,-6.1,999
119,2014,1,2,9,15,50,0.8,2.9,-6.2,999
120,2014,1,2,9,30,50,0.8,3.4,-6.2,999
121,2014,1,2,9,45,40,0.8,2.9,-6.1,999
122,2014,1,2,10,0,40,0.8,2.9,-6.2,999
123,2014,1,2,10,15,40,0.8,3.4,-6.1,999
124,2014,1,2,10,30,40,1.3,3.4,-6.1,999
125,2014,1,2,10,45,40,0.8,2.9,-6.0,999
126,2014,1,2,11,0,40,1.8,4.4,-6.1,999
127,2014,1,2,11,15,40,2.4,4.4,-6.1,999
128,2014,1,2,11,30,40,2.9,4.9,-6.2,999
129,2014,1,2,11,45,40,1.8,4.9,-6.3,999
130,2014,1,2,12,0,40,2.9,4.4,-6.5,999
131,2014,1,2,12,15,40,2.4,5.4,-6.5,999
132,2014,1,2,12,30,40,2.9,5.4,-6.6,999
133,2014,1,2,12,45,40,2.9,4.9,-6.7,999
134,2014,1,2,13,0,40,2.4,4.9,-6.7,999
135,2014,1,2,13,30,40,2.4,5.4,-6.9,999
136,2014,1,2,13,45,40,1.8,4.9,-7.1,999
137,2014,1,2,14,0,40,2.9,5.4,-7.3,999
138,2014,1,2,14,15,40,2.9,5.4,-7.2,999
139,2014,1,2,14,30,40,3.9,5.4,-7.4,999
140,2014,1,2,14,45,40,2.9,6.0,-7.5,999
141,2014,1,2,15,0,40,3.4,6.0,-7.5,999
142,2014,1,2,15,15,40,3.4,7.0,-7.7,999
143,2014,1,2,15,30,40,3.4,8.0,-7.7,999
144,2014,1,2,15,45,30,3.9,7.5,-7.7,999
145,2014,1,2,16,0,30,3.9,6.5,-7.8,999
146,2014,1,2,16,45,40,2.9,6.0,-7.2,999
147,2014,1,2,17,0,30,2.9,4.9,-7.5,999
148,2014,1,2,17,30,30,2.4,6.0,-7.3,999
149,2014,1,2,17,45,30,3.9,6.0,-7.2,999
150,2014,1,2,18,0,30,2.4,5.4,-7.2,999
151,2014,1,2,18,30,30,3.4,4.9,-7.1,999
152,2014,1,2,18,45,30,3.4,6.0,-7.3,999
153,2014,1,2,19,0,20,2.4,4.9,-7.3,999
154,2014,1,2,19,15,20,2.9,6.5,-6.8,999
155,2014,1,2,19,45,20,2.4,6.0,-6.7,999
156,2014,1,2,20,0,10,4.4,6.5,-7.0,999
157,2014,1,2,20,30,20,2.4,4.4,-6.8,999
158,2014,1,2,20,45,20,3.4,5.4,-7.0,999
159,2014,1,2,21,0,10,0.8,3.4,-6.8,999
160,2014,1,2,21,30,350,9.3,0.8,-7.3,999
161,2014,1,2,21,45,330,0.3,3.9,-8.1,999
162,2014,1,2,22,0,310,1.3,3.4,-8.5,999
163,2014,1,2,22,45,320,0.3,2.4,-9.0,999
164,2014,1,2,23,0,310,9.8,2.9,-8.5,999
165,2014,1,2,23,15,310,9.8,1.3,-8.8,999
166,2014,1,2,23,45,310,0.3,2.4,-9.3,999
167,2014,1,3,0,0,320,0.3,1.8,-9.7,999
168,2014,1,3,0,15,320,0.3,1.8,-10.0,999
169,2014,1,3,0,30,320,0.8,2.4,-10.2,999
170,2014,1,3,0,45,320,0.8,2.9,-10.4,999
171,2014,1,3,1,0,320,1.3,2.9,-10.8,999
172,2014,1,3,1,15,320,0.8,2.9,-10.9,999
173,2014,1,3,1,30,320,0.8,1.8,-11.3,999
174,2014,1,3,1,45,310,0.8,2.9,-11.7,999
175,2014,1,3,2,0,320,0.8,2.4,-11.8,999
176,2014,1,3,2,15,310,9.8,1.3,-11.8,999
177,2014,1,3,2,30,310,9.8,1.8,-12.2,999
178,2014,1,3,2,45,310,9.3,0.8,-12.3,999
179,2014,1,3,3,0,310,8.2,9.8,-12.5,999
180,2014,1,3,3,15,310,8.2,0.3,-12.6,999
181,2014,1,3,3,45,310,7.7,9.3,-12.7,999
182,2014,1,3,4,0,310,7.7,9.3,-12.5,999
183,2014,1,3,4,15,310,7.7,8.8,-12.5,999
184,2014,1,3,4,30,300,8.2,9.8,-12.6,999
185,2014,1,3,4,45,300,8.2,9.3,-12.9,999
186,2014,1,3,5,0,310,8.2,9.3,-13.1,999
187,2014,1,3,5,15,310,7.7,9.3,-13.3,999
188,2014,1,3,5,30,310,7.7,9.3,-13.2,999
189,2014,1,3,5,45,310,7.7,9.3,-13.2,999
190,2014,1,3,6,0,310,8.2,9.3,-13.5,999
191,2014,1,3,6,45,310,6.7,7.7,-13.7,999
192,2014,1,3,7,0,310,6.7,7.7,-14.0,999
193,2014,1,3,7,30,310,6.2,7.2,-13.9,999
194,2014,1,3,7,45,310,6.7,8.2,-14.0,999
195,2014,1,3,8,0,300,6.7,7.7,-13.9,999
196,2014,1,3,8,15,300,5.1,6.7,-13.8,999
197,2014,1,3,8,45,300,4.6,5.1,-13.9,999
198,2014,1,3,9,0,300,4.6,5.7,-14.0,999
199,2014,1,3,9,15,300,4.6,5.7,-14.1,999
200,2014,1,3,9,30,300,5.1,6.2,-14.1,999
201,2014,1,3,9,45,290,5.1,6.2,-14.1,999
202,2014,1,3,10,0,280,5.1,6.2,-14.3,999
203,2014,1,3,10,15,280,5.7,6.7,-14.4,999
204,2014,1,3,10,30,280,5.1,6.2,-14.5,999
205,2014,1,3,10,45,260,3.6,4.6,-14.3,999
206,2014,1,3,11,0,250,3.6,4.6,-14.3,999
207,2014,1,3,11,15,220,3.1,4.1,-13.5,999
208,2014,1,3,11,30,260,2.6,3.1,-13.5,999
209,2014,1,3,11,45,270,2.6,3.6,-13.8,999
210,2014,1,3,12,0,270,2.6,3.6,-13.8,999
211,2014,1,3,12,30,280,3.1,3.6,-13.8,999
212,2014,1,3,12,45,270,2.1,3.1,-13.7,999
213,2014,1,3,13,0,280,2.6,3.1,-13.7,999
214,2014,1,3,13,30,210,2.6,3.6,-13.1,999
215,2014,1,3,13,45,210,3.1,4.1,-13.0,999
216,2014,1,3,14,0,210,3.6,5.1,-13.6,999
217,2014,1,3,14,15,200,5.7,6.7,-13.0,999
218,2014,1,3,14,30,190,6.2,7.2,-13.6,999
219,2014,1,3,14,45,190,7.2,8.2,-13.6,999
220,2014,1,3,15,0,200,7.7,8.8,-13.6,999
221,2014,1,3,15,15,190,7.7,9.3,-13.4,999
222,2014,1,3,15,30,190,8.8,9.8,-13.3,999
223,2014,1,3,15,45,190,8.2,9.8,-13.2,999
224,2014,1,3,16,0,200,8.8,0.3,-13.1,999
225,2014,1,3,16,30,200,7.7,9.3,-12.5,999
226,2014,1,3,16,45,200,8.2,9.8,-12.3,999
227,2014,1,3,17,0,200,8.2,0.3,-12.1,999
228,2014,1,3,17,15,200,8.2,9.8,-11.6,999
229,2014,1,3,17,30,200,0.8,2.9,-11.4,999
230,2014,1,3,17,45,200,1.3,2.9,-11.3,999
231,2014,1,3,18,0,190,0.3,2.4,-11.1,999
232,2014,1,3,18,30,190,1.8,3.9,-10.5,999
233,2014,1,3,18,45,200,1.3,3.9,-10.3,999
234,2014,1,3,19,0,190,1.8,4.9,-10.1,999
235,2014,1,3,19,30,180,3.9,5.4,-9.9,999
236,2014,1,3,19,45,190,3.4,7.0,-9.5,999
237,2014,1,3,20,0,190,6.0,8.0,-9.7,999
238,2014,1,3,20,15,190,4.9,8.0,-9.4,999
239,2014,1,3,20,45,190,4.4,7.5,-9.0,999
240,2014,1,3,21,0,190,3.9,6.5,-8.9,999
241,2014,1,3,21,15,190,2.9,7.0,-8.6,999
242,2014,1,3,21,45,190,8.0,1.1,-8.3,999
243,2014,1,3,22,0,180,7.5,1.1,-8.2,999
244,2014,1,3,22,30,180,7.0,3.7,-8.0,999
245,2014,1,3,22,45,180,8.0,2.1,-8.3,999
246,2014,1,3,23,0,180,7.0,0.6,-8.1,999
247,2014,1,3,23,30,180,6.5,9.0,-8.0,999
248,2014,1,3,23,45,180,7.0,9.6,-7.9,999
249,2014,1,4,0,0,180,6.5,0.1,-7.8,999
250,2014,1,4,0,15,180,7.5,1.1,-7.6,999
251,2014,1,4,0,30,180,9.0,2.7,-7.7,999
252,2014,1,4,0,45,180,8.5,2.1,-7.7,999
253,2014,1,4,1,0,180,8.0,1.1,-7.5,999
254,2014,1,4,1,15,180,8.5,2.7,-7.5,999
255,2014,1,4,1,45,180,9.6,4.2,-7.5,999
256,2014,1,4,2,0,180,8.5,3.7,-7.3,999
257,2014,1,4,2,15,180,9.0,3.2,-7.5,999
258,2014,1,4,2,30,180,9.0,2.1,-7.2,999
259,2014,1,4,2,45,180,0.6,4.7,-7.2,999
260,2014,1,4,3,0,180,2.1,5.7,-7.1,999
261,2014,1,4,3,15,180,1.6,5.2,-6.8,999
262,2014,1,4,3,30,180,1.1,4.7,-6.7,999
263,2014,1,4,3,45,190,2.1,6.3,-6.8,999
264,2014,1,4,4,0,190,2.1,6.3,-6.7,999
265,2014,1,4,4,15,180,2.7,7.3,-6.6,999
266,2014,1,4,4,30,190,2.1,5.7,-6.5,999
267,2014,1,4,4,45,190,0.6,6.8,-6.4,999
268,2014,1,4,5,0,190,0.1,3.7,-6.3,999
269,2014,1,4,5,15,190,0.6,3.7,-6.2,999
270,2014,1,4,5,30,190,0.1,4.2,-6.1,999
271,2014,1,4,5,45,190,0.1,4.7,-6.1,999
272,2014,1,4,6,0,190,0.1,4.2,-6.1,999
273,2014,1,4,6,15,190,9.6,4.2,-6.1,999
274,2014,1,4,6,30,190,8.0,0.6,-6.2,999
275,2014,1,4,6,45,190,8.0,1.1,-6.2,999
276,2014,1,4,7,0,190,9.0,3.2,-6.1,999
277,2014,1,4,7,30,190,8.5,2.7,-5.9,999
278,2014,1,4,7,45,190,9.0,5.2,-5.8,999
279,2014,1,4,8,0,190,8.5,2.7,-5.7,999
280,2014,1,4,8,15,190,8.0,0.6,-5.7,999
281,2014,1,4,8,30,190,9.0,2.7,-5.7,999
282,2014,1,4,8,45,190,9.0,2.1,-5.7,999
283,2014,1,4,9,0,190,9.0,2.7,-5.5,999
284,2014,1,4,9,15,190,0.6,4.7,-5.4,999
285,2014,1,4,9,30,190,0.1,3.7,-5.2,999
286,2014,1,4,9,45,190,0.1,5.2,-5.0,999
287,2014,1,4,10,0,190,9.0,2.1,-5.0,999
288,2014,1,4,10,15,190,9.6,3.7,-5.1,999
289,2014,1,4,10,30,200,9.0,1.6,-5.1,999
290,2014,1,4,10,45,190,9.6,3.7,-5.0,999
291,2014,1,4,11,0,190,9.6,3.7,-5.0,999
292,2014,1,4,11,15,190,8.0,0.6,-4.8,999
293,2014,1,4,11,30,200,7.5,2.1,-4.7,999
294,2014,1,4,11,45,200,8.0,1.6,-4.7,999
295,2014,1,4,12,0,200,8.0,2.7,-4.6,999
296,2014,1,4,12,15,200,8.5,3.2,-4.6,999
297,2014,1,4,12,30,200,7.5,3.2,-4.5,999
298,2014,1,4,12,45,200,8.5,1.6,-4.6,999
299,2014,1,4,13,0,200,8.0,0.6,-4.5,999
300,2014,1,4,13,15,200,7.5,0.1,-4.5,999
301,2014,1,4,13,30,200,6.5,0.1,-4.5,999
302,2014,1,4,13,45,200,4.9,8.5,-4.3,999
303,2014,1,4,14,0,200,4.4,8.0,-4.2,999
304,2014,1,4,14,15,200,3.4,6.5,-4.1,999
305,2014,1,4,14,30,200,4.4,8.5,-3.9,999
306,2014,1,4,14,45,210,2.9,6.5,-3.7,999
307,2014,1,4,15,0,210,3.4,6.5,-3.6,999
308,2014,1,4,15,15,200,2.9,6.5,-3.3,999
309,2014,1,4,15,30,200,3.4,7.0,-3.1,999
310,2014,1,4,15,45,200,1.8,4.9,-2.8,999
311,2014,1,4,16,0,200,1.8,5.4,-2.4,999
312,2014,1,4,16,30,190,0.8,2.9,-2.0,999
313,2014,1,4,16,45,190,1.3,3.4,-1.8,999
314,2014,1,4,17,0,200,0.8,3.4,-1.6,999
315,2014,1,4,17,15,200,0.3,3.4,-1.4,999
316,2014,1,4,17,45,200,1.8,8.0,-1.0,999
317,2014,1,4,18,0,200,0.8,6.5,-0.9,999
318,2014,1,4,18,15,200,0.8,3.4,-0.8,999
319,2014,1,4,18,30,200,0.3,3.9,-0.7,999
320,2014,1,4,18,45,200,0.3,2.4,-0.7,999
321,2014,1,4,19,0,200,0.3,3.4,-0.6,999
322,2014,1,4,19,30,210,9.3,2.4,-0.4,999
323,2014,1,4,19,45,210,9.8,1.3,-0.3,999
324,2014,1,4,20,0,200,9.3,1.8,-0.2,999
325,2014,1,4,20,45,210,9.8,1.3,-0.4,999
326,2014,1,4,21,0,210,8.2,9.8,-0.5,999
327,2014,1,4,21,15,210,8.2,0.3,-0.7,999
328,2014,1,4,21,30,210,7.2,8.8,-0.8,999
329,2014,1,4,21,45,210,6.7,8.2,-1.1,999
330,2014,1,4,22,0,220,4.6,6.2,-1.3,999
331,2014,1,4,22,30,210,5.7,7.7,-1.2,999
332,2014,1,4,22,45,210,7.2,8.8,-1.2,999
333,2014,1,4,23,0,200,7.7,9.3,-1.4,999
334,2014,1,4,23,15,200,6.7,7.7,-1.5,999
335,2014,1,4,23,45,200,6.2,7.2,-1.5,999
336,2014,1,5,0,0,200,6.2,7.7,-1.5,999
337,2014,1,5,0,15,200,5.7,6.7,-1.5,999
338,2014,1,5,0,30,200,5.7,6.7,-1.4,999
339,2014,1,5,0,45,200,5.1,6.2,-1.3,999
340,2014,1,5,1,0,210,5.7,7.2,-1.2,999
341,2014,1,5,1,15,210,4.1,5.1,-1.2,999
342,2014,1,5,1,30,210,3.1,3.6,-1.2,999
343,2014,1,5,1,45,200,3.6,4.6,-1.2,999
344,2014,1,5,2,0,200,3.6,4.1,-1.2,999
345,2014,1,5,2,15,200,3.6,4.1,-1.2,999
346,2014,1,5,2,45,220,2.1,3.1,-1.2,999
347,2014,1,5,3,0,220,2.1,2.6,-1.2,999
348,2014,1,5,3,15,220,1.5,2.1,-1.2,999
349,2014,1,5,3,30,220,1.5,2.1,-1.2,999
350,2014,1,5,3,45,210,1.5,2.1,-1.2,999
351,2014,1,5,4,0,250,1.0,1.5,-1.2,999
352,2014,1,5,4,30,300,2.1,2.1,-1.2,999
353,2014,1,5,4,45,320,2.1,2.6,-1.3,999
354,2014,1,5,5,0,330,2.6,3.1,-1.3,999
355,2014,1,5,5,15,330,3.1,3.6,-1.4,999
356,2014,1,5,5,45,330,4.1,4.6,-1.6,999
357,2014,1,5,6,0,340,4.6,5.1,-1.5,999
358,2014,1,5,6,30,350,0.3,2.4,-2.1,999
359,2014,1,5,6,45,350,1.8,2.9,-2.7,999
360,2014,1,5,7,0,350,1.3,3.4,-2.7,999
361,2014,1,5,7,15,350,2.9,4.4,-3.1,999
362,2014,1,5,7,30,350,2.4,3.9,-3.1,999
363,2014,1,5,7,45,350,2.4,4.4,-3.0,999
364,2014,1,5,8,0,350,2.9,4.9,-3.2,999
365,2014,1,5,8,15,350,3.4,5.4,-3.2,999
366,2014,1,5,8,30,340,3.9,5.4,-3.3,999
367,2014,1,5,8,45,350,3.4,4.9,-3.2,999
368,2014,1,5,9,0,350,3.4,5.4,-3.2,999
369,2014,1,5,9,15,350,4.4,6.0,-3.3,999
370,2014,1,5,9,30,340,4.4,6.5,-3.5,999
371,2014,1,5,9,45,350,4.9,7.0,-3.7,999
372,2014,1,5,10,0,340,4.4,6.0,-3.9,999
373,2014,1,5,10,15,350,4.4,6.5,-3.9,999
374,2014,1,5,10,45,350,4.9,6.5,-4.1,999
375,2014,1,5,11,0,350,3.9,6.0,-3.8,999
376,2014,1,5,11,15,350,3.9,6.0,-3.8,999
377,2014,1,5,11,30,350,4.4,6.5,-3.8,999
378,2014,1,5,11,45,350,4.9,7.5,-3.9,999
379,2014,1,5,12,0,350,4.4,7.0,-3.8,999
380,2014,1,5,12,15,350,4.4,6.5,-3.7,999
381,2014,1,5,12,30,350,5.4,7.5,-3.8,999
382,2014,1,5,12,45,350,4.4,7.5,-3.7,999
383,2014,1,5,13,0,350,5.4,8.0,-3.8,999
384,2014,1,5,13,30,350,4.9,8.0,-3.3,999
385,2014,1,5,13,45,350,4.9,8.5,-3.2,999
386,2014,1,5,14,0,350,4.9,7.5,-3.4,999
387,2014,1,5,14,15,350,4.4,6.5,-3.4,999
388,2014,1,5,14,30,350,4.9,7.0,-3.5,999
389,2014,1,5,14,45,350,4.4,7.5,-3.3,999
390,2014,1,5,15,0,350,6.5,8.5,-3.4,999
391,2014,1,5,15,30,340,6.5,9.6,-4.1,999
392,2014,1,5,15,45,340,6.5,9.0,-4.0,999
393,2014,1,5,16,0,350,6.0,0.1,-4.0,999
394,2014,1,5,16,15,350,7.5,0.1,-4.4,999
395,2014,1,5,16,30,340,7.5,9.6,-4.8,999
396,2014,1,5,16,45,340,7.5,0.1,-5.1,999
397,2014,1,5,17,0,340,9.0,1.1,-5.3,999
398,2014,1,5,17,15,340,8.0,1.1,-5.2,999
399,2014,1,5,17,30,350,7.0,0.1,-5.1,999
400,2014,1,5,17,45,340,8.5,1.6,-5.5,999
401,2014,1,5,18,0,340,8.5,0.6,-5.3,999
402,2014,1,5,18,15,340,8.5,2.1,-5.5,999
403,2014,1,5,18,45,340,8.5,0.6,-6.2,999
404,2014,1,5,19,0,340,8.5,1.6,-6.0,999
405,2014,1,5,19,45,340,8.5,1.6,-6.9,999
406,2014,1,5,20,0,340,9.0,2.1,-7.1,999
407,2014,1,5,20,45,340,7.5,1.1,-7.9,999
408,2014,1,5,21,0,340,9.0,2.1,-8.0,999
409,2014,1,5,21,30,340,9.0,3.7,-8.3,999
410,2014,1,5,21,45,330,7.5,1.1,-8.3,999
411,2014,1,5,22,0,330,8.5,1.6,-8.9,999
412,2014,1,5,22,15,330,8.0,1.1,-9.0,999
413,2014,1,5,22,30,330,7.5,1.6,-9.3,999
414,2014,1,5,22,45,330,8.0,1.6,-9.6,999
415,2014,1,5,23,0,330,7.0,0.6,-9.9,999
416,2014,1,5,23,15,330,4.4,7.5,-10.1,999
417,2014,1,5,23,30,320,6.0,0.1,-10.3,999
418,2014,1,5,23,45,320,4.4,7.5,-10.9,999
419,2014,1,6,0,0,320,3.9,7.5,-11.4,999
420,2014,1,6,0,15,320,4.9,7.5,-12.0,999
421,2014,1,6,0,30,320,4.4,7.5,-12.3,999
422,2014,1,6,0,45,320,4.4,8.0,-12.7,999
423,2014,1,6,1,0,320,3.9,7.5,-12.9,999
424,2014,1,6,1,15,310,3.9,7.0,-13.4,999
425,2014,1,6,1,45,320,2.9,6.5,-13.8,999
426,2014,1,6,2,0,310,4.9,7.5,-14.6,999
427,2014,1,6,2,30,310,2.4,6.0,-14.4,999
428,2014,1,6,2,45,300,3.9,6.5,-14.8,999
429,2014,1,6,3,0,300,3.9,6.5,-15.1,999
430,2014,1,6,3,15,300,3.9,7.5,-15.6,999
431,2014,1,6,3,45,300,5.4,8.5,-16.0,999
432,2014,1,6,4,0,300,3.4,7.0,-16.3,999
433,2014,1,6,4,15,300,3.4,7.0,-16.6,999
434,2014,1,6,4,30,300,6.0,0.1,-17.0,999
435,2014,1,6,4,45,300,4.4,8.0,-17.3,999
436,2014,1,6,5,0,300,4.4,7.5,-17.4,999
437,2014,1,6,5,30,300,3.9,8.0,-17.7,999
438,2014,1,6,5,45,290,4.4,7.0,-17.8,999
439,2014,1,6,6,0,290,4.4,8.0,-18.1,999
440,2014,1,6,6,30,300,3.4,7.0,-18.4,999
441,2014,1,6,6,45,290,5.4,9.6,-18.7,999
442,2014,1,6,7,0,290,4.4,8.0,-19.0,999
443,2014,1,6,7,15,300,2.9,6.0,-19.6,999
444,2014,1,6,7,30,300,4.9,8.5,-20.0,999
445,2014,1,6,7,45,300,4.9,8.5,-20.0,999
446,2014,1,6,8,0,290,3.4,7.5,-20.1,999
447,2014,1,6,8,15,290,2.9,6.0,-20.3,999
448,2014,1,6,8,30,280,4.9,9.0,-20.7,999
449,2014,1,6,8,45,280,4.9,8.5,-21.1,999
450,2014,1,6,9,0,280,4.9,9.6,-21.1,999
451,2014,1,6,9,30,280,4.9,8.5,-21.1,999
452,2014,1,6,9,45,280,2.9,9.0,-21.5,999
453,2014,1,6,10,0,270,3.9,7.0,-21.7,999
454,2014,1,6,10,15,280,4.4,7.5,-22.3,999
455,2014,1,6,10,30,280,3.9,8.0,-22.6,999
456,2014,1,6,10,45,280,4.9,8.0,-23.1,999
457,2014,1,6,11,0,280,5.4,9.0,-23.4,999
458,2014,1,6,11,15,270,3.4,5.4,-23.4,999
459,2014,1,6,11,30,270,4.4,9.0,-23.8,999
460,2014,1,6,11,45,280,3.9,9.0,-23.9,999
461,2014,1,6,12,0,280,3.9,7.0,-23.9,999
462,2014,1,6,12,15,270,4.9,9.0,-24.4,999
