,#YY,MM,DD,hh,mm,WDIR,WSPD,GST,ATMP,DEWP
7406,2014,3,30,0,30,350,9.3,9.8,0.2,999
7407,2014,3,30,0,45,350,8.2,9.8,0.2,999
7408,2014,3,30,1,0,350,8.8,0.3,0.3,999
7409,2014,3,30,1,15,350,8.2,9.8,0.3,999
7410,2014,3,30,1,30,350,8.2,9.3,0.2,999
7411,2014,3,30,1,45,350,7.7,8.2,0.2,999
7412,2014,3,30,2,0,350,7.2,8.2,0.3,999
7413,2014,3,30,2,15,350,7.2,8.8,0.3,999
7414,2014,3,30,2,30,350,7.2,8.8,0.4,999
7415,2014,3,30,2,45,360,7.7,8.8,0.4,999
7416,2014,3,30,3,0,350,7.2,7.7,0.4,999
7417,2014,3,30,3,15,360,5.7,6.7,0.4,999
7418,2014,3,30,3,30,350,6.2,6.7,0.5,999
7419,2014,3,30,3,45,350,5.7,6.2,0.5,999
7420,2014,3,30,4,0,350,6.2,7.2,0.6,999
7421,2014,3,30,4,15,340,5.7,6.2,0.6,999
7422,2014,3,30,4,30,340,6.2,6.7,0.7,999
7423,2014,3,30,4,45,340,5.7,6.2,0.7,999
7424,2014,3,30,5,0,340,5.7,6.2,0.8,999
7425,2014,3,30,5,15,340,6.2,7.2,0.8,999
7426,2014,3,30,5,30,340,6.2,7.2,0.9,999
7427,2014,3,30,5,45,350,6.2,6.7,0.9,999
7428,2014,3,30,6,0,350,5.7,6.2,0.9,999
7429,2014,3,30,6,15,350,5.1,6.2,0.9,999
7430,2014,3,30,6,30,350,5.1,6.2,0.9,999
7431,2014,3,30,6,45,340,5.1,5.7,0.9,999
7432,2014,3,30,7,0,340,5.1,5.7,0.9,999
7433,2014,3,30,7,15,340,5.1,5.7,1.0,999
7434,2014,3,30,7,30,340,5.1,5.7,1.0,999
7435,2014,3,30,7,45,340,4.6,5.7,1.0,999
7436,2014,3,30,8,0,340,5.1,5.7,0.9,999
7437,2014,3,30,8,15,340,5.1,5.7,0.9,999
7438,2014,3,30,8,30,340,4.6,5.1,0.9,999
7439,2014,3,30,8,45,330,3.6,5.1,0.8,999
7440,2014,3,30,9,0,330,2.6,3.1,0.4,999
7441,2014,3,30,9,15,320,2.6,3.1,0.2,999
7442,2014,3,30,9,30,330,2.6,2.6,0.1,999
7443,2014,3,30,9,45,330,2.1,2.6,0.0,999
7444,2014,3,30,10,0,340,2.6,3.1,0.1,999
7445,2014,3,30,10,15,350,3.1,3.6,0.2,999
7446,2014,3,30,10,30,20,3.6,4.1,0.3,999
7447,2014,3,30,10,45,10,3.1,3.6,0.2,999
7448,2014,3,30,11,0,10,2.6,3.1,0.2,999
7449,2014,3,30,11,15,10,2.1,2.6,0.1,999
7450,2014,3,30,11,30,30,1.5,2.6,0.1,999
7451,2014,3,30,11,45,20,0.5,1.0,0.1,999
7452,2014,3,30,12,0,360,0.5,0.5,0.5,999
7453,2014,3,30,12,15,320,0.5,1.0,0.8,999
7454,2014,3,30,12,30,0,0.0,0.0,1.8,999
7455,2014,3,30,12,45,90,2.6,3.1,1.0,999
7456,2014,3,30,13,0,110,2.1,2.6,1.2,999
7457,2014,3,30,13,15,130,0.5,1.0,2.3,999
7458,2014,3,30,13,30,170,0.5,1.0,1.8,999
7459,2014,3,30,13,45,160,0.5,1.0,2.1,999
7460,2014,3,30,14,0,170,0.0,0.5,2.0,999
7461,2014,3,30,14,15,120,1.0,1.5,2.2,999
7462,2014,3,30,14,30,140,2.1,2.6,2.1,999
7463,2014,3,30,14,45,140,3.6,4.1,1.5,999
7464,2014,3,30,15,0,140,4.6,5.1,1.1,999
7465,2014,3,30,15,15,150,4.1,5.1,1.1,999
7466,2014,3,30,15,30,150,3.1,4.1,1.3,999
7467,2014,3,30,15,45,150,3.6,5.1,1.4,999
7468,2014,3,30,16,0,140,3.1,4.6,1.5,999
7469,2014,3,30,16,15,130,2.6,3.1,1.8,999
7470,2014,3,30,16,30,130,2.1,3.1,1.5,999
7471,2014,3,30,16,45,110,1.5,2.6,1.8,999
7472,2014,3,30,17,0,130,3.6,4.6,2.0,999
7473,2014,3,30,17,15,120,4.6,5.1,2.0,999
7474,2014,3,30,17,30,110,4.1,5.1,2.0,999
7475,2014,3,30,17,45,120,5.7,5.7,3.6,999
7476,2014,3,30,18,0,110,5.1,5.7,3.8,999
7477,2014,3,30,18,15,110,5.7,5.7,4.0,999
7478,2014,3,30,18,30,110,5.7,6.2,4.1,999
7479,2014,3,30,18,45,120,5.7,6.2,4.5,999
7480,2014,3,30,19,0,100,5.7,6.2,2.3,999
7481,2014,3,30,19,15,110,6.2,7.2,3.3,999
7482,2014,3,30,19,30,110,5.7,6.2,3.3,999
7483,2014,3,30,19,45,110,4.6,6.2,3.5,999
7484,2014,3,30,20,0,130,4.1,5.1,3.7,999
7485,2014,3,30,20,15,120,4.6,5.7,3.9,999
7486,2014,3,30,20,30,120,6.7,7.7,3.8,999
7487,2014,3,30,20,45,120,6.7,8.2,3.7,999
7488,2014,3,30,21,0,130,7.2,8.2,4.1,999
7489,2014,3,30,21,15,130,6.7,7.7,3.6,999
7490,2014,3,30,21,30,140,4.1,5.7,4.0,999
7491,2014,3,30,21,45,140,5.1,6.7,4.6,999
7492,2014,3,30,22,0,150,5.1,6.7,5.4,999
7493,2014,3,30,22,15,150,5.1,6.7,5.8,999
7494,2014,3,30,22,30,150,5.7,6.7,6.1,999
7495,2014,3,30,22,45,160,5.1,6.7,8.0,999
7496,2014,3,30,23,0,170,5.1,6.7,8.4,999
7497,2014,3,30,23,15,190,8.8,9.8,11.4,999
7498,2014,3,30,23,30,190,8.8,9.8,11.5,999
7499,2014,3,30,23,45,190,9.3,0.3,11.4,999
7500,2014,3,31,0,0,190,8.8,0.3,10.8,999
7501,2014,3,31,0,15,180,8.2,9.3,11.5,999
7502,2014,3,31,0,30,190,9.3,9.8,11.3,999
7503,2014,3,31,0,45,190,9.8,0.3,11.3,999
7504,2014,3,31,1,0,180,8.8,0.3,10.5,999
7505,2014,3,31,1,15,170,8.8,9.3,10.2,999
7506,2014,3,31,1,30,170,9.3,9.8,10.5,999
7507,2014,3,31,1,45,170,9.3,9.8,10.5,999
7508,2014,3,31,2,0,170,8.8,9.3,9.7,999
7509,2014,3,31,2,15,180,9.3,9.8,9.7,999
7510,2014,3,31,2,30,190,8.2,8.8,9.5,999
7511,2014,3,31,2,45,190,7.7,8.2,9.5,999
7512,2014,3,31,3,0,180,9.3,9.8,9.9,999
7513,2014,3,31,3,15,190,8.2,8.2,9.6,999
7514,2014,3,31,3,30,180,7.2,7.7,9.1,999
7515,2014,3,31,3,45,180,6.7,7.7,8.2,999
7516,2014,3,31,4,0,180,6.7,8.2,7.8,999
7517,2014,3,31,4,15,180,7.2,8.8,8.2,999
7518,2014,3,31,4,30,180,8.2,9.8,8.2,999
7519,2014,3,31,4,45,190,9.8,0.8,9.2,999
7520,2014,3,31,5,0,180,7.2,8.8,8.4,999
7521,2014,3,31,5,15,180,6.7,7.7,8.2,999
7522,2014,3,31,5,30,180,9.3,0.3,8.8,999
7523,2014,3,31,5,45,190,9.8,0.3,9.2,999
7524,2014,3,31,6,0,190,9.3,0.3,9.1,999
7525,2014,3,31,6,15,180,8.2,9.3,7.9,999
7526,2014,3,31,6,30,180,0.8,1.3,9.1,999
7527,2014,3,31,6,45,190,0.3,1.3,9.0,999
7528,2014,3,31,7,0,190,0.8,1.3,8.9,999
7529,2014,3,31,7,15,180,0.8,1.3,8.9,999
7530,2014,3,31,7,30,190,0.8,1.8,8.9,999
7531,2014,3,31,7,45,190,0.8,2.4,9.0,999
7532,2014,3,31,8,0,190,1.3,2.4,9.1,999
7533,2014,3,31,8,15,190,0.8,1.8,8.9,999
7534,2014,3,31,8,30,190,0.8,2.4,9.0,999
7535,2014,3,31,8,45,190,0.8,1.8,8.8,999
7536,2014,3,31,9,0,190,0.3,0.8,8.6,999
7537,2014,3,31,9,15,190,9.3,0.3,8.6,999
7538,2014,3,31,9,30,190,9.3,0.3,8.3,999
7539,2014,3,31,9,45,190,8.8,0.3,8.3,999
7540,2014,3,31,10,0,190,8.2,9.3,8.0,999
7541,2014,3,31,10,15,180,7.2,8.8,7.5,999
7542,2014,3,31,10,30,180,6.2,7.2,7.0,999
7543,2014,3,31,10,45,180,4.6,5.7,6.5,999
7544,2014,3,31,11,0,170,5.1,6.2,6.9,999
7545,2014,3,31,11,15,170,7.7,8.8,6.9,999
7546,2014,3,31,11,30,170,8.8,0.8,6.8,999
7547,2014,3,31,11,45,170,7.7,8.8,6.3,999
7548,2014,3,31,12,0,160,7.7,8.8,5.7,999
7549,2014,3,31,12,15,160,8.2,9.8,5.9,999
7550,2014,3,31,12,30,150,7.2,8.8,5.3,999
7551,2014,3,31,12,45,150,8.2,9.8,5.7,999
7552,2014,3,31,13,0,150,7.2,8.2,4.5,999
7553,2014,3,31,13,15,150,7.2,8.2,4.7,999
7554,2014,3,31,13,30,160,6.7,7.7,4.4,999
7555,2014,3,31,13,45,160,8.8,9.8,5.8,999
7556,2014,3,31,14,0,160,8.8,9.8,6.1,999
7557,2014,3,31,14,15,160,8.8,9.8,6.3,999
7558,2014,3,31,14,30,160,0.3,1.3,7.3,999
7559,2014,3,31,14,45,160,9.3,0.8,7.9,999
7560,2014,3,31,15,0,160,9.8,0.8,7.9,999
7561,2014,3,31,15,15,160,0.8,1.3,8.4,999
7562,2014,3,31,15,30,160,0.8,1.8,8.6,999
7563,2014,3,31,15,45,160,0.3,1.3,9.1,999
7564,2014,3,31,16,0,160,8.8,0.8,7.8,999
7565,2014,3,31,16,15,160,9.8,1.8,8.3,999
7566,2014,3,31,16,30,160,9.8,0.8,9.7,999
7567,2014,3,31,16,45,160,9.8,1.8,9.7,999
7568,2014,3,31,17,0,170,1.8,3.4,11.9,999
7569,2014,3,31,17,15,170,1.3,2.4,10.6,999
7570,2014,3,31,17,30,160,0.8,2.4,10.9,999
7571,2014,3,31,17,45,160,1.3,3.4,10.7,999
7572,2014,3,31,18,0,170,2.9,4.9,11.8,999
7573,2014,3,31,18,15,160,1.8,3.4,11.8,999
7574,2014,3,31,18,30,150,0.8,2.9,11.2,999
7575,2014,3,31,18,45,150,8.2,0.3,9.2,999
7576,2014,3,31,19,0,160,8.8,1.3,9.7,999
7577,2014,3,31,19,15,160,1.3,2.9,10.8,999
7578,2014,3,31,19,30,150,1.3,3.9,11.7,999
7579,2014,3,31,19,45,160,0.8,3.4,11.4,999
7580,2014,3,31,20,0,160,3.4,5.4,13.5,999
7581,2014,3,31,20,15,160,2.9,4.4,13.1,999
7582,2014,3,31,20,30,160,9.8,1.8,10.6,999
7583,2014,3,31,20,45,150,2.9,5.4,12.8,999
7584,2014,3,31,21,0,160,4.9,7.0,12.7,999
7585,2014,3,31,21,15,160,5.4,8.0,12.9,999
7586,2014,3,31,21,30,160,1.8,3.4,11.8,999
7587,2014,3,31,21,45,160,3.4,5.4,12.3,999
7588,2014,3,31,22,0,160,2.4,4.4,11.8,999
7589,2014,3,31,22,15,160,2.4,5.4,11.3,999
7590,2014,3,31,22,30,160,1.3,2.9,10.3,999
7591,2014,3,31,22,45,150,0.8,3.4,10.5,999
7592,2014,3,31,23,0,150,0.8,2.9,11.1,999
7593,2014,3,31,23,15,160,0.8,2.4,11.0,999
7594,2014,3,31,23,30,160,1.3,2.4,12.1,999
7595,2014,4,1,0,0,150,0.8,2.9,12.3,999
7596,2014,4,1,0,15,160,9.8,1.3,10.1,999
7597,2014,4,1,0,30,160,0.8,2.9,11.2,999
7598,2014,4,1,0,45,160,0.8,2.4,11.3,999
7599,2014,4,1,1,0,160,1.3,2.4,11.2,999
7600,2014,4,1,1,15,160,1.3,3.4,12.1,999
7601,2014,4,1,1,30,160,1.8,3.4,12.5,999
7602,2014,4,1,1,45,160,2.9,4.9,12.4,999
7603,2014,4,1,2,0,170,3.4,4.9,11.9,999
7604,2014,4,1,2,15,160,3.4,4.4,11.9,999
7605,2014,4,1,2,30,160,3.4,7.0,12.1,999
7606,2014,4,1,2,45,160,3.9,6.0,11.6,999
7607,2014,4,1,3,0,160,1.8,2.9,10.4,999
7608,2014,4,1,3,15,160,1.3,3.4,9.9,999
7609,2014,4,1,3,30,160,3.4,6.0,10.7,999
7610,2014,4,1,3,45,170,2.9,4.9,11.9,999
7611,2014,4,1,4,0,180,2.4,4.4,12.6,999
7612,2014,4,1,4,15,180,0.8,1.3,12.5,999
7613,2014,4,1,4,30,170,1.8,4.9,12.5,999
7614,2014,4,1,4,45,170,3.9,6.0,12.6,999
7615,2014,4,1,5,0,170,3.9,6.5,11.9,999
7616,2014,4,1,5,15,170,2.9,4.4,11.4,999
7617,2014,4,1,5,30,180,1.8,3.4,11.0,999
7618,2014,4,1,5,45,180,1.8,5.4,11.7,999
7619,2014,4,1,6,0,180,4.4,7.5,12.7,999
7620,2014,4,1,6,15,190,4.9,7.0,13.0,999
7621,2014,4,1,6,30,190,4.4,7.0,13.0,999
7622,2014,4,1,6,45,190,4.4,6.5,12.5,999
7623,2014,4,1,7,0,190,3.4,6.0,12.5,999
7624,2014,4,1,7,15,190,3.4,5.4,12.3,999
7625,2014,4,1,7,30,200,3.4,4.9,12.4,999
7626,2014,4,1,7,45,200,2.9,6.0,12.5,999
7627,2014,4,1,8,0,200,1.8,4.9,12.0,999
7628,2014,4,1,8,15,200,1.8,3.9,11.9,999
7629,2014,4,1,8,30,210,2.4,4.9,12.1,999
7630,2014,4,1,8,45,220,1.3,4.4,12.1,999
7631,2014,4,1,9,0,230,0.8,3.9,12.0,999
7632,2014,4,1,9,15,240,0.8,4.4,11.5,999
7633,2014,4,1,9,30,240,4.4,8.5,10.5,999
7634,2014,4,1,9,45,240,3.9,8.0,9.4,999
7635,2014,4,1,10,0,250,4.4,1.6,8.0,999
7636,2014,4,1,10,15,250,3.4,8.5,6.9,999
7637,2014,4,1,10,30,240,4.4,9.6,6.3,999
7638,2014,4,1,10,45,250,6.5,0.1,5.7,999
7639,2014,4,1,11,0,240,5.4,9.6,5.4,999
7640,2014,4,1,11,15,240,4.4,2.1,4.3,999
7641,2014,4,1,11,30,250,1.8,6.5,3.7,999
7642,2014,4,1,11,45,240,2.9,8.0,3.3,999
7643,2014,4,1,12,0,240,5.4,3.2,2.9,999
7644,2014,4,1,12,15,250,2.9,5.4,2.7,999
7645,2014,4,1,12,30,250,1.8,6.0,1.8,999
7646,2014,4,1,12,45,230,0.8,4.4,1.8,999
7647,2014,4,1,13,0,240,1.8,6.0,1.4,999
7648,2014,4,1,13,15,260,4.4,8.0,1.2,999
7649,2014,4,1,13,30,240,0.3,4.4,1.1,999
7650,2014,4,1,13,45,240,2.4,6.0,0.8,999
7651,2014,4,1,14,0,250,2.9,6.5,0.6,999
7652,2014,4,1,14,15,240,0.8,7.0,0.4,999
7653,2014,4,1,14,30,230,0.8,4.4,0.6,999
7654,2014,4,1,14,45,250,3.4,6.5,0.5,999
7655,2014,4,1,15,0,240,1.8,8.5,0.5,999
7656,2014,4,1,15,15,240,3.9,0.1,0.5,999
7657,2014,4,1,15,30,250,6.0,0.1,0.4,999
7658,2014,4,1,15,45,250,4.4,7.0,0.3,999
7659,2014,4,1,16,0,240,2.4,6.5,0.2,999
7660,2014,4,1,16,15,260,3.9,6.0,0.2,999
7661,2014,4,1,16,30,240,3.4,7.5,0.3,999
7662,2014,4,1,16,45,250,3.4,7.0,0.4,999
7663,2014,4,1,17,0,250,2.4,6.0,0.5,999
7664,2014,4,1,17,15,250,2.4,6.0,0.5,999
7665,2014,4,1,17,30,250,2.9,7.5,0.7,999
7666,2014,4,1,17,45,250,1.8,6.0,1.0,999
7667,2014,4,1,18,0,250,3.9,8.0,1.0,999
7668,2014,4,1,18,15,240,2.9,8.5,1.7,999
7669,2014,4,1,18,30,250,5.4,9.0,2.1,999
7670,2014,4,1,18,45,250,4.9,8.5,2.3,999
7671,2014,4,1,19,0,250,2.9,7.5,3.0,999
7672,2014,4,1,19,15,240,0.3,3.9,4.0,999
7673,2014,4,1,19,30,260,3.4,8.0,4.1,999
7674,2014,4,1,19,45,260,3.4,9.0,4.0,999
7675,2014,4,1,20,0,240,3.4,8.0,4.3,999
7676,2014,4,1,20,15,260,4.4,9.0,4.6,999
7677,2014,4,1,20,30,230,2.4,6.0,5.1,999
7678,2014,4,1,20,45,260,3.4,6.5,5.3,999
7679,2014,4,1,21,0,260,1.3,4.9,5.8,999
7680,2014,4,1,21,15,250,2.4,4.9,6.1,999
7681,2014,4,1,21,30,250,2.4,5.4,6.2,999
7682,2014,4,1,21,45,250,2.4,4.9,6.5,999
7683,2014,4,1,22,0,250,1.8,4.9,6.8,999
7684,2014,4,1,22,15,260,2.9,5.4,7.1,999
7685,2014,4,1,22,30,260,9.8,2.4,7.2,999
7686,2014,4,1,22,45,250,0.8,2.9,7.3,999
7687,2014,4,1,23,0,260,0.8,3.9,7.6,999
7688,2014,4,1,23,15,260,7.7,0.3,7.6,999
7689,2014,4,1,23,30,260,9.3,2.9,7.7,999
7690,2014,4,1,23,45,260,8.8,0.8,7.9,999
7691,2014,4,2,0,0,260,6.2,9.3,7.6,999
7692,2014,4,2,0,15,260,8.8,1.3,7.8,999
7693,2014,4,2,0,30,280,8.8,1.3,7.9,999
7694,2014,4,2,0,45,280,7.2,8.8,7.7,999
7695,2014,4,2,1,0,280,9.3,1.3,7.8,999
7696,2014,4,2,1,15,270,7.7,9.8,7.5,999
7697,2014,4,2,1,30,270,8.8,9.8,7.6,999
7698,2014,4,2,1,45,260,8.2,9.8,7.7,999
7699,2014,4,2,2,0,260,7.7,9.3,7.7,999
7700,2014,4,2,2,15,270,7.7,9.3,7.5,999
7701,2014,4,2,2,30,260,7.7,9.3,7.5,999
7702,2014,4,2,2,45,260,7.2,8.8,7.4,999
7703,2014,4,2,3,0,260,5.1,6.2,7.3,999
7704,2014,4,2,3,15,250,5.1,6.7,7.3,999
7705,2014,4,2,3,30,250,6.7,7.7,7.3,999
7706,2014,4,2,3,45,270,8.2,9.3,7.1,999
7707,2014,4,2,4,0,270,7.7,9.3,6.9,999
7708,2014,4,2,4,15,270,6.7,7.7,6.9,999
7709,2014,4,2,4,30,260,7.7,9.8,6.9,999
7710,2014,4,2,4,45,270,7.2,8.8,6.8,999
7711,2014,4,2,5,0,270,6.7,7.7,6.8,999
7712,2014,4,2,5,15,260,7.2,9.3,6.5,999
7713,2014,4,2,5,30,270,6.2,7.7,6.4,999
7714,2014,4,2,5,45,280,8.2,0.3,6.4,999
7715,2014,4,2,6,0,280,7.2,8.8,6.3,999
7716,2014,4,2,6,15,300,7.7,8.8,6.0,999
7717,2014,4,2,6,30,330,9.3,0.3,5.8,999
7718,2014,4,2,6,45,320,7.7,9.8,5.6,999
7719,2014,4,2,7,0,310,6.7,8.2,5.6,999
7720,2014,4,2,7,15,310,3.6,4.6,5.5,999
7721,2014,4,2,7,30,340,3.6,4.6,4.7,999
7722,2014,4,2,7,45,330,5.7,7.7,4.4,999
7723,2014,4,2,8,0,350,6.2,6.7,4.5,999
7724,2014,4,2,8,15,350,5.7,6.7,4.0,999
7725,2014,4,2,8,30,350,6.2,6.7,3.7,999
7726,2014,4,2,8,45,360,6.2,6.7,3.5,999
7727,2014,4,2,9,0,360,6.7,7.2,3.4,999
7728,2014,4,2,9,15,360,6.2,6.7,3.1,999
7729,2014,4,2,9,30,360,6.7,7.2,3.0,999
7730,2014,4,2,9,45,360,6.7,7.2,2.7,999
7731,2014,4,2,10,0,360,6.2,7.2,2.7,999
7732,2014,4,2,10,15,360,6.2,7.2,2.6,999
7733,2014,4,2,10,30,350,5.1,5.7,2.5,999
7734,2014,4,2,10,45,350,5.7,6.7,2.4,999
7735,2014,4,2,11,0,360,5.1,6.2,2.3,999
7736,2014,4,2,11,15,360,6.2,7.2,2.2,999
7737,2014,4,2,11,30,360,5.7,6.2,2.1,999
7738,2014,4,2,11,45,10,5.7,6.7,1.9,999
7739,2014,4,2,12,0,10,5.7,6.2,1.7,999
7740,2014,4,2,12,15,10,5.7,6.7,1.7,999
7741,2014,4,2,12,30,30,6.2,7.2,1.6,999
7742,2014,4,2,12,45,30,6.2,7.2,1.4,999
7743,2014,4,2,13,0,30,5.1,5.7,1.3,999
7744,2014,4,2,13,15,20,5.7,6.7,1.2,999
7745,2014,4,2,13,30,10,6.2,6.7,1.1,999
7746,2014,4,2,13,45,10,5.7,5.7,1.1,999
7747,2014,4,2,14,0,10,6.2,6.7,1.0,999
7748,2014,4,2,14,15,10,6.2,7.2,0.9,999
7749,2014,4,2,14,30,10,6.2,7.2,1.0,999
7750,2014,4,2,14,45,10,6.2,6.7,0.9,999
7751,2014,4,2,15,0,10,6.2,7.2,0.8,999
7752,2014,4,2,15,15,20,6.2,6.7,0.8,999
7753,2014,4,2,15,30,20,5.1,6.2,0.8,999
7754,2014,4,2,15,45,30,5.1,6.2,0.8,999
7755,2014,4,2,16,0,30,5.7,6.2,0.8,999
7756,2014,4,2,16,15,30,6.2,6.7,0.8,999
7757,2014,4,2,16,30,40,5.7,6.2,0.9,999
7758,2014,4,2,16,45,40,6.2,6.7,0.9,999
7759,2014,4,2,17,0,40,6.2,6.7,0.9,999
7760,2014,4,2,17,15,40,6.2,7.2,0.9,999
7761,2014,4,2,17,30,40,7.2,8.2,1.0,999
7762,2014,4,2,17,45,30,7.7,8.2,1.0,999
7763,2014,4,2,18,0,30,7.2,7.7,1.0,999
7764,2014,4,2,18,15,30,7.2,8.2,1.0,999
7765,2014,4,2,18,30,30,7.7,8.8,1.0,999
7766,2014,4,2,18,45,30,7.7,8.2,0.9,999
7767,2014,4,2,19,0,30,7.2,7.7,0.8,999
7768,2014,4,2,19,15,30,7.7,8.2,0.7,999
7769,2014,4,2,19,30,30,7.7,8.2,0.7,999
7770,2014,4,2,19,45,30,7.7,8.8,0.7,999
7771,2014,4,2,20,0,30,7.7,8.2,0.7,999
7772,2014,4,2,20,15,20,8.2,9.3,0.7,999
7773,2014,4,2,20,30,30,8.8,9.8,0.6,999
7774,2014,4,2,20,45,30,9.8,0.8,0.6,999
7775,2014,4,2,21,0,20,9.8,1.3,0.6,999
7776,2014,4,2,21,15,20,9.8,1.3,0.7,999
7777,2014,4,2,21,30,20,9.8,0.8,0.6,999
7778,2014,4,2,21,45,20,9.3,0.8,0.6,999
7779,2014,4,2,22,0,20,9.8,0.8,0.5,999
7780,2014,4,2,22,15,20,9.8,0.3,0.5,999
7781,2014,4,2,22,30,20,9.8,0.8,0.5,999
7782,2014,4,2,22,45,20,0.3,1.3,0.5,999
7783,2014,4,2,23,0,20,9.8,0.8,0.6,999
7784,2014,4,2,23,15,20,0.3,1.3,0.6,999
7785,2014,4,2,23,30,20,9.3,0.8,0.7,999
7786,2014,4,2,23,45,20,9.8,0.8,0.5,999
7787,2014,4,3,0,0,20,9.8,0.8,0.4,999
7788,2014,4,3,0,15,20,8.8,0.3,0.4,999
7789,2014,4,3,0,30,10,8.2,8.8,0.5,999
7790,2014,4,3,0,45,10,8.2,9.3,0.5,999
7791,2014,4,3,1,0,10,8.8,9.8,0.4,999
7792,2014,4,3,1,15,10,8.8,9.8,0.5,999
7793,2014,4,3,1,30,360,8.2,9.3,0.5,999
7794,2014,4,3,1,45,360,8.2,8.8,0.6,999
7795,2014,4,3,2,0,360,7.7,9.3,0.7,999
7796,2014,4,3,2,15,360,7.2,7.7,0.8,999
7797,2014,4,3,2,30,360,7.2,8.2,0.9,999
7798,2014,4,3,2,45,10,7.2,9.3,1.0,999
7799,2014,4,3,3,0,10,7.7,8.8,1.1,999
7800,2014,4,3,3,15,10,6.7,7.7,1.2,999
7801,2014,4,3,3,30,360,6.7,7.2,1.2,999
7802,2014,4,3,3,45,360,7.2,8.2,1.3,999
7803,2014,4,3,4,0,10,6.7,7.7,1.4,999
7804,2014,4,3,4,15,10,6.2,7.7,1.7,999
7805,2014,4,3,4,30,10,6.2,7.7,1.9,999
7806,2014,4,3,4,45,10,6.2,7.2,1.8,999
7807,2014,4,3,5,0,20,6.7,7.7,1.9,999
7808,2014,4,3,5,15,30,6.2,7.7,2.2,999
7809,2014,4,3,5,30,40,6.7,7.7,2.4,999
7810,2014,4,3,5,45,50,7.2,8.8,2.6,999
7811,2014,4,3,6,0,60,7.7,9.3,2.9,999
7812,2014,4,3,6,15,60,7.2,9.3,3.2,999
7813,2014,4,3,6,30,60,8.8,0.8,3.3,999
7814,2014,4,3,6,45,60,7.2,9.3,3.4,999
7815,2014,4,3,7,0,70,8.2,0.3,3.5,999
7816,2014,4,3,7,15,70,7.2,8.8,3.3,999
7817,2014,4,3,7,30,50,7.7,8.8,3.0,999
7818,2014,4,3,7,45,60,9.8,0.8,3.5,999
7819,2014,4,3,8,0,70,9.8,1.3,4.1,999
7820,2014,4,3,8,15,80,0.8,2.4,4.3,999
7821,2014,4,3,8,30,80,9.8,1.3,4.0,999
7822,2014,4,3,8,45,80,8.8,0.3,3.9,999
7823,2014,4,3,9,0,70,8.2,8.8,3.8,999
7824,2014,4,3,9,15,70,8.2,9.8,3.6,999
7825,2014,4,3,9,30,70,8.2,9.3,3.5,999
7826,2014,4,3,9,45,70,8.8,9.8,3.7,999
7827,2014,4,3,10,0,70,9.3,1.8,3.4,999
7828,2014,4,3,10,15,90,4.9,7.5,3.7,999
7829,2014,4,3,10,30,70,6.7,9.3,3.8,999
7830,2014,4,3,10,45,60,8.2,9.8,3.6,999
7831,2014,4,3,11,0,60,7.7,9.8,3.9,999
7832,2014,4,3,11,15,70,8.2,9.3,3.7,999
7833,2014,4,3,11,30,70,9.3,0.8,3.3,999
7834,2014,4,3,11,45,60,9.3,0.8,3.1,999
7835,2014,4,3,12,0,60,9.8,1.8,3.0,999
7836,2014,4,3,12,15,60,9.8,1.3,2.9,999
7837,2014,4,3,12,30,70,0.8,2.9,2.7,999
7838,2014,4,3,12,45,70,8.8,0.8,2.7,999
7839,2014,4,3,13,0,80,6.7,8.2,2.6,999
7840,2014,4,3,13,15,80,9.3,0.8,2.5,999
7841,2014,4,3,13,30,70,8.2,9.8,2.4,999
7842,2014,4,3,13,45,60,8.2,9.3,2.0,999
7843,2014,4,3,14,0,60,9.3,0.3,1.9,999
7844,2014,4,3,14,15,70,8.8,9.8,1.9,999
7845,2014,4,3,14,30,70,9.3,0.8,1.8,999
7846,2014,4,3,14,45,70,9.3,0.8,1.7,999
7847,2014,4,3,15,0,70,0.8,2.9,1.5,999
7848,2014,4,3,15,15,70,1.3,3.4,1.5,999
7849,2014,4,3,15,30,70,1.3,2.9,1.3,999
7850,2014,4,3,15,45,70,0.8,2.9,1.4,999
7851,2014,4,3,16,0,80,1.8,3.9,1.3,999
7852,2014,4,3,16,15,90,1.3,3.4,1.3,999
7853,2014,4,3,16,30,90,0.3,2.4,1.4,999
7854,2014,4,3,16,45,90,1.8,3.9,1.7,999
7855,2014,4,3,17,0,90,2.4,4.4,1.7,999
7856,2014,4,3,17,15,90,0.3,2.4,1.7,999
7857,2014,4,3,17,30,90,9.3,0.8,1.7,999
7858,2014,4,3,17,45,90,7.7,8.8,1.8,999
7859,2014,4,3,18,0,80,4.6,5.7,1.9,999
7860,2014,4,3,18,15,360,5.1,6.2,1.9,999
7861,2014,4,3,18,30,360,7.2,8.2,1.9,999
7862,2014,4,3,18,45,360,8.2,8.8,1.8,999
7863,2014,4,3,19,0,360,8.8,9.8,1.6,999
7864,2014,4,3,19,15,360,9.8,0.8,1.6,999
7865,2014,4,3,19,30,360,0.8,1.8,1.3,999
7866,2014,4,3,19,45,10,1.3,3.4,1.2,999
7867,2014,4,3,20,0,10,1.3,3.4,1.2,999
7868,2014,4,3,20,15,10,1.8,3.4,1.1,999
7869,2014,4,3,20,30,10,1.3,2.9,1.1,999
7870,2014,4,3,20,45,10,0.8,2.4,0.8,999
