,#YY,MM,DD,hh,mm,WDIR,WSPD,GST,ATMP,DEWP
12297,2017,3,31,3,0,40,1.8,12.9,4.3,4.3
12298,2017,3,31,3,10,40,1.3,12.4,4.2,4.2
12299,2017,3,31,3,20,40,1.3,12.4,4.2,4.2
12300,2017,3,31,3,30,40,1.3,12.4,4.1,4.1
12301,2017,3,31,3,40,40,1.3,12.4,4.1,4.1
12302,2017,3,31,3,50,40,0.8,11.8,4.1,4.0
12303,2017,3,31,4,0,30,0.8,11.8,4.0,3.9
12304,2017,3,31,4,10,40,0.8,11.8,3.9,3.9
12305,2017,3,31,4,20,40,0.8,11.3,3.9,3.9
12306,2017,3,31,4,30,30,0.3,11.3,3.9,3.9
12307,2017,3,31,4,40,30,9.8,10.3,3.9,3.8
12308,2017,3,31,4,50,30,9.3,10.3,3.8,3.8
12309,2017,3,31,5,0,20,0.3,11.3,3.8,3.7
12310,2017,3,31,5,10,20,0.3,11.3,3.7,3.7
12311,2017,3,31,5,20,20,9.8,11.3,3.7,3.7
12312,2017,3,31,5,30,30,0.8,11.8,3.6,3.6
12313,2017,3,31,5,40,30,9.3,10.8,3.6,3.6
12314,2017,3,31,5,50,20,9.8,11.3,3.6,3.6
12315,2017,3,31,6,0,30,0.3,11.3,3.5,3.5
12316,2017,3,31,6,10,30,0.3,11.3,3.5,3.5
12317,2017,3,31,6,20,20,0.8,11.8,3.5,3.5
12318,2017,3,31,6,30,30,1.8,12.9,3.5,3.5
12319,2017,3,31,6,40,20,1.3,12.9,3.4,3.4
12320,2017,3,31,6,50,30,0.3,11.8,3.4,3.4
12321,2017,3,31,7,0,30,9.3,10.8,3.5,3.4
12322,2017,3,31,7,10,30,0.3,11.3,3.4,3.4
12323,2017,3,31,7,20,20,0.3,11.3,3.4,3.4
12324,2017,3,31,7,30,20,1.3,12.4,3.4,3.4
12325,2017,3,31,7,40,20,9.8,10.8,3.4,3.4
12326,2017,3,31,7,50,10,8.8,10.3,3.4,3.4
12327,2017,3,31,8,0,10,9.3,10.8,3.4,3.4
12328,2017,3,31,8,10,10,0.3,11.3,3.4,3.4
12329,2017,3,31,8,20,20,9.8,10.8,3.4,3.4
12330,2017,3,31,8,30,10,9.8,10.8,3.4,3.4
12331,2017,3,31,8,40,20,1.3,11.8,3.4,3.4
12332,2017,3,31,8,50,20,1.8,12.9,3.4,3.3
12333,2017,3,31,9,0,10,1.3,12.4,3.4,3.4
12334,2017,3,31,9,10,10,0.8,11.8,3.4,3.4
12335,2017,3,31,9,20,10,1.8,13.4,3.4,3.3
12336,2017,3,31,9,30,20,0.8,11.8,3.4,3.4
12337,2017,3,31,9,40,20,9.8,11.3,3.4,3.4
12338,2017,3,31,9,50,10,0.3,11.3,3.3,3.3
12339,2017,3,31,10,0,10,1.3,12.4,3.3,3.3
12340,2017,3,31,10,10,10,0.8,12.4,3.3,3.2
12341,2017,3,31,10,20,10,9.8,10.8,3.2,3.2
12342,2017,3,31,10,30,360,1.8,12.9,3.2,3.2
12343,2017,3,31,10,40,10,1.3,12.9,3.2,3.2
12344,2017,3,31,10,50,10,1.8,13.4,3.1,3.1
12345,2017,3,31,11,0,10,1.3,12.4,3.1,3.1
12346,2017,3,31,11,10,10,1.8,12.4,3.1,3.1
12347,2017,3,31,11,20,10,2.4,13.4,3.1,3.0
12348,2017,3,31,11,30,360,2.9,13.9,3.0,3.0
12349,2017,3,31,11,40,10,1.3,12.4,3.1,3.1
12350,2017,3,31,11,50,10,1.8,12.9,3.1,3.0
12351,2017,3,31,12,0,360,1.8,12.9,3.0,3.0
12352,2017,3,31,12,10,360,3.4,14.4,3.0,2.9
12353,2017,3,31,12,20,360,2.4,13.9,3.0,2.9
12354,2017,3,31,12,30,360,1.3,13.4,3.0,3.0
12355,2017,3,31,12,40,360,1.3,12.4,3.0,3.0
12356,2017,3,31,12,50,10,1.8,12.9,3.0,2.9
12357,2017,3,31,13,0,360,1.8,12.9,3.0,2.9
12358,2017,3,31,13,10,360,0.3,11.8,3.1,2.9
12359,2017,3,31,13,20,360,9.8,10.8,3.1,2.9
12360,2017,3,31,13,30,360,9.3,10.3,3.1,2.8
12361,2017,3,31,13,40,360,1.8,12.4,3.1,2.8
12362,2017,3,31,13,50,10,8.2,10.8,3.2,2.9
12363,2017,3,31,14,0,360,0.3,12.4,3.2,2.8
12364,2017,3,31,14,10,360,1.3,12.4,3.2,2.7
12365,2017,3,31,14,20,360,9.8,12.4,3.2,2.8
12366,2017,3,31,14,30,360,0.3,11.3,3.3,2.8
12367,2017,3,31,14,40,360,0.3,11.3,3.3,2.8
12368,2017,3,31,14,50,10,0.8,12.4,3.3,2.7
12369,2017,3,31,15,0,360,9.8,11.8,3.4,2.9
12370,2017,3,31,15,10,350,9.3,11.8,3.3,2.8
12371,2017,3,31,15,20,350,9.8,12.4,3.3,2.8
12372,2017,3,31,15,30,350,0.8,11.8,3.3,2.8
12373,2017,3,31,15,40,360,0.3,11.8,3.4,2.9
12374,2017,3,31,15,50,360,1.3,12.4,3.4,2.7
12375,2017,3,31,16,0,360,1.8,12.9,3.4,2.6
12376,2017,3,31,16,10,360,9.8,11.8,3.4,2.7
12377,2017,3,31,16,20,360,1.3,12.4,3.5,2.6
12378,2017,3,31,16,30,360,9.8,12.4,3.3,2.7
12379,2017,3,31,16,40,350,0.3,11.3,3.2,2.8
12380,2017,3,31,16,50,350,1.3,12.4,3.1,2.7
12381,2017,3,31,17,0,350,1.3,12.4,3.1,2.8
12382,2017,3,31,17,10,360,0.3,11.3,3.2,2.9
12383,2017,3,31,17,20,350,0.8,11.8,3.2,2.9
12384,2017,3,31,17,30,350,9.3,11.3,3.3,2.8
12385,2017,3,31,17,40,350,9.8,11.8,3.2,2.8
12386,2017,3,31,17,50,350,0.3,10.8,3.3,2.7
12387,2017,3,31,18,0,350,1.3,12.9,3.1,2.8
12388,2017,3,31,18,10,350,1.3,12.4,3.3,2.7
12389,2017,3,31,18,20,340,1.8,12.4,3.5,2.5
12390,2017,3,31,18,30,350,1.3,12.9,3.5,2.4
12391,2017,3,31,18,40,350,0.8,12.4,3.5,2.7
12392,2017,3,31,18,50,350,0.8,11.8,3.5,2.4
12393,2017,3,31,19,0,350,2.9,13.4,3.4,2.3
12394,2017,3,31,19,10,340,2.4,13.4,3.4,2.4
12395,2017,3,31,19,20,340,2.4,13.4,3.4,2.5
12396,2017,3,31,19,30,340,2.4,13.9,3.5,2.4
12397,2017,3,31,19,40,340,2.4,13.4,3.5,2.5
12398,2017,3,31,19,50,340,3.9,15.4,3.4,2.3
12399,2017,3,31,20,0,340,2.4,13.9,3.5,2.4
12400,2017,3,31,20,10,350,3.4,14.9,3.5,2.2
12401,2017,3,31,20,20,340,2.4,13.9,3.5,2.4
12402,2017,3,31,20,30,340,3.4,14.9,3.4,2.4
12403,2017,3,31,20,40,340,3.4,14.4,3.5,2.2
12404,2017,3,31,20,50,340,3.4,14.4,3.5,2.3
12405,2017,3,31,21,0,340,3.4,14.4,3.5,2.2
12406,2017,3,31,21,10,340,2.9,14.4,3.6,2.1
12407,2017,3,31,21,20,350,4.4,15.4,3.6,1.9
12408,2017,3,31,21,30,340,3.9,14.9,3.6,2.0
12409,2017,3,31,21,40,340,3.9,14.9,3.6,2.0
12410,2017,3,31,21,50,340,3.9,15.4,3.6,1.8
12411,2017,3,31,22,0,340,3.4,14.4,3.6,2.0
12412,2017,3,31,22,10,350,2.9,13.4,3.6,1.9
12413,2017,3,31,22,20,350,2.9,13.9,3.6,1.8
12414,2017,3,31,22,30,350,3.4,14.4,3.6,1.6
12415,2017,3,31,22,40,350,2.9,13.9,3.6,1.8
12416,2017,3,31,22,50,350,1.8,13.4,3.6,1.6
12417,2017,3,31,23,0,350,1.3,12.9,3.6,1.7
12418,2017,3,31,23,10,350,0.8,11.3,3.7,1.8
12419,2017,3,31,23,20,350,0.8,12.4,3.7,1.6
12420,2017,3,31,23,30,350,0.3,11.8,3.7,1.7
12421,2017,4,1,0,0,350,9.3,9.8,3.7,1.9
12422,2017,4,1,0,10,340,9.3,9.8,3.7,1.9
12423,2017,4,1,0,20,340,9.3,10.3,3.7,1.8
12424,2017,4,1,0,30,340,9.3,9.8,3.7,1.8
12425,2017,4,1,0,40,340,8.8,9.8,3.7,1.9
12426,2017,4,1,0,50,350,8.8,9.3,3.7,2.0
12427,2017,4,1,1,0,350,8.2,9.3,3.8,2.0
12428,2017,4,1,1,10,350,8.2,8.8,3.8,2.0
12429,2017,4,1,1,20,350,8.2,9.3,3.8,2.1
12430,2017,4,1,1,30,350,8.2,9.3,3.8,2.1
12431,2017,4,1,1,40,350,7.7,8.8,3.9,2.3
12432,2017,4,1,1,50,350,8.2,8.8,3.9,2.2
12433,2017,4,1,2,0,350,7.7,8.2,3.9,2.3
12434,2017,4,1,2,10,340,7.2,7.7,3.9,2.3
12435,2017,4,1,2,20,340,7.2,7.7,3.9,2.4
12436,2017,4,1,2,30,350,7.7,8.2,3.9,2.4
12437,2017,4,1,2,40,350,7.2,8.2,3.9,2.5
12438,2017,4,1,2,50,340,7.7,8.2,3.9,2.5
12439,2017,4,1,3,0,340,7.7,8.2,3.9,2.5
12440,2017,4,1,3,10,340,7.7,8.2,4.0,2.6
12441,2017,4,1,3,20,340,7.7,8.2,4.0,2.7
12442,2017,4,1,3,30,340,7.7,8.2,4.0,2.6
12443,2017,4,1,3,40,340,6.7,7.2,4.1,2.7
12444,2017,4,1,3,50,340,7.7,8.2,4.1,2.5
12445,2017,4,1,4,0,350,7.2,7.7,4.1,2.5
12446,2017,4,1,4,10,350,7.7,8.2,4.1,2.6
12447,2017,4,1,4,20,350,7.7,8.2,4.2,2.6
12448,2017,4,1,4,30,350,7.2,7.7,4.2,2.5
12449,2017,4,1,4,40,350,6.2,7.2,4.1,2.5
12450,2017,4,1,4,50,360,6.2,7.2,4.1,2.6
12451,2017,4,1,5,0,360,6.7,7.2,4.1,2.5
12452,2017,4,1,5,10,360,7.2,7.7,4.1,2.7
12453,2017,4,1,5,20,360,7.7,8.8,4.1,2.7
12454,2017,4,1,5,30,360,6.7,7.2,4.2,2.7
12455,2017,4,1,5,40,360,6.2,6.7,4.2,2.7
12456,2017,4,1,5,50,360,6.2,6.7,4.2,2.7
12457,2017,4,1,6,0,350,6.7,7.2,4.2,2.8
12458,2017,4,1,6,10,340,6.7,7.2,4.3,2.9
12459,2017,4,1,6,20,340,6.2,6.7,4.4,2.8
12460,2017,4,1,6,30,350,7.2,7.7,4.4,2.8
12461,2017,4,1,6,40,340,7.2,7.7,4.4,2.8
12462,2017,4,1,6,50,350,6.7,7.2,4.3,2.8
12463,2017,4,1,7,0,350,6.7,7.2,4.4,2.8
12464,2017,4,1,7,10,360,7.2,7.7,4.3,2.7
12465,2017,4,1,7,20,360,7.2,7.7,4.2,2.8
12466,2017,4,1,7,30,360,6.2,7.7,4.2,2.7
12467,2017,4,1,7,40,350,6.7,7.2,4.2,2.7
12468,2017,4,1,7,50,350,6.2,6.7,4.2,2.7
12469,2017,4,1,8,0,350,6.7,7.2,4.3,2.6
12470,2017,4,1,8,10,350,6.7,7.2,4.4,2.3
12471,2017,4,1,8,20,350,6.2,6.2,4.4,2.6
12472,2017,4,1,8,30,340,5.7,6.2,4.5,2.6
12473,2017,4,1,8,40,340,6.2,6.7,4.8,2.1
12474,2017,4,1,8,50,340,6.2,6.2,4.8,2.1
12475,2017,4,1,9,0,330,6.2,6.7,4.9,1.9
12476,2017,4,1,9,10,320,4.6,5.1,4.8,1.6
12477,2017,4,1,9,20,300,4.6,4.6,4.4,1.5
12478,2017,4,1,9,30,300,4.1,4.6,4.3,1.6
12479,2017,4,1,9,40,290,4.6,4.6,4.2,1.3
12480,2017,4,1,9,50,290,3.6,4.1,4.3,1.5
12481,2017,4,1,10,0,290,4.1,4.1,4.1,1.3
12482,2017,4,1,10,10,310,3.6,3.6,4.0,1.0
12483,2017,4,1,10,20,310,3.6,3.6,4.1,0.8
12484,2017,4,1,10,30,320,3.1,3.1,4.0,0.8
12485,2017,4,1,10,40,320,3.1,3.6,4.0,1.0
12486,2017,4,1,10,50,330,3.6,3.6,4.1,1.2
12487,2017,4,1,11,0,330,3.6,4.1,4.1,0.9
12488,2017,4,1,11,10,340,3.6,4.1,4.1,0.9
12489,2017,4,1,11,20,340,4.1,4.6,4.1,1.0
12490,2017,4,1,11,30,330,4.1,4.6,4.2,1.1
12491,2017,4,1,11,40,330,5.1,5.7,4.3,1.0
12492,2017,4,1,11,50,330,5.1,5.7,4.4,0.8
12493,2017,4,1,12,0,330,5.1,6.2,4.4,0.8
12494,2017,4,1,12,10,320,5.7,6.2,4.6,0.2
12495,2017,4,1,12,20,330,4.6,5.1,4.6,0.4
12496,2017,4,1,12,30,320,4.1,4.6,4.6,0.3
12497,2017,4,1,12,40,320,3.6,4.1,4.5,-0.1
12498,2017,4,1,12,50,330,3.6,3.6,4.5,0.0
12499,2017,4,1,13,0,320,3.6,3.6,4.5,-0.2
12500,2017,4,1,13,10,320,3.1,3.6,4.5,0.2
12501,2017,4,1,13,20,320,3.1,3.6,4.6,0.1
12502,2017,4,1,13,30,330,3.1,3.1,4.6,-0.1
12503,2017,4,1,13,40,320,2.6,3.1,4.6,0.0
12504,2017,4,1,13,50,310,3.1,3.1,4.6,-0.3
12505,2017,4,1,14,0,320,3.1,3.6,4.7,-0.5
12506,2017,4,1,14,10,320,3.6,4.1,4.7,-0.4
12507,2017,4,1,14,20,330,3.1,3.6,4.8,-0.3
12508,2017,4,1,14,30,330,3.6,3.6,4.9,-1.3
12509,2017,4,1,14,40,320,3.1,3.1,4.9,-0.9
12510,2017,4,1,14,50,320,3.1,3.6,5.0,-1.5
12511,2017,4,1,15,0,320,3.6,3.6,5.2,-2.0
12512,2017,4,1,15,10,320,3.6,3.6,5.3,-2.5
12513,2017,4,1,15,20,320,3.1,3.1,5.4,-2.6
12514,2017,4,1,15,30,330,3.1,3.6,5.5,-2.5
12515,2017,4,1,15,40,350,3.6,4.1,5.6,-3.8
12516,2017,4,1,15,50,360,4.1,4.6,5.4,-3.0
12517,2017,4,1,16,0,360,4.6,4.6,5.4,-3.1
12518,2017,4,1,16,10,360,5.1,5.7,5.6,-3.9
12519,2017,4,1,16,20,360,4.6,5.1,5.6,-4.1
12520,2017,4,1,16,30,360,5.1,5.1,5.7,-4.6
12521,2017,4,1,16,40,360,5.7,5.7,5.7,-4.6
12522,2017,4,1,16,50,360,5.1,5.1,5.7,-4.6
12523,2017,4,1,17,0,10,4.6,4.6,5.7,-5.0
12524,2017,4,1,17,10,20,4.6,4.6,5.7,-4.9
12525,2017,4,1,17,20,20,4.6,5.1,5.7,-4.8
12526,2017,4,1,17,30,20,6.2,6.2,5.6,-4.9
12527,2017,4,1,17,40,30,5.7,6.2,5.5,-4.3
12528,2017,4,1,17,50,40,5.7,5.7,5.4,-3.7
12529,2017,4,1,18,0,40,6.2,6.7,5.4,-4.0
12530,2017,4,1,18,10,40,6.7,7.2,5.5,-4.8
12531,2017,4,1,18,20,40,6.7,6.7,5.4,-3.9
12532,2017,4,1,18,30,40,6.7,6.7,5.5,-4.3
12533,2017,4,1,18,40,50,7.2,7.2,5.8,-6.2
12534,2017,4,1,18,50,50,6.2,6.2,5.2,-2.4
12535,2017,4,1,19,0,60,6.2,6.7,5.3,-2.7
12536,2017,4,1,19,10,60,6.7,6.7,5.4,-3.0
12537,2017,4,1,19,20,60,6.2,6.7,5.1,-1.9
12538,2017,4,1,19,30,60,6.7,7.2,5.3,-3.1
12539,2017,4,1,19,40,60,6.2,6.7,5.4,-3.4
12540,2017,4,1,19,50,70,5.7,5.7,5.4,-3.5
12541,2017,4,1,20,0,80,5.1,5.1,5.2,-2.7
12542,2017,4,1,20,10,80,5.1,5.1,5.2,-3.1
12543,2017,4,1,20,20,90,4.6,5.1,5.4,-3.6
12544,2017,4,1,20,30,90,4.1,4.6,5.4,-3.5
12545,2017,4,1,20,40,90,4.1,4.1,5.3,-2.8
12546,2017,4,1,20,50,90,4.6,4.6,5.4,-3.3
12547,2017,4,1,21,0,100,4.6,4.6,5.3,-2.4
12548,2017,4,1,21,10,100,4.6,4.6,5.1,-1.0
12549,2017,4,1,21,20,110,4.6,5.1,5.2,-0.5
12550,2017,4,1,21,30,120,5.1,5.1,5.8,-0.6
12551,2017,4,1,21,40,140,4.6,5.1,5.8,-0.6
12552,2017,4,1,21,50,150,3.1,3.6,5.5,0.8
12553,2017,4,1,22,0,170,3.1,3.1,5.6,0.7
12554,2017,4,1,22,10,170,3.1,3.6,5.2,0.6
12555,2017,4,1,22,20,160,2.6,3.1,5.2,0.7
12556,2017,4,1,22,30,170,3.1,3.6,5.0,0.8
12557,2017,4,1,22,40,160,3.6,3.6,5.2,0.7
12558,2017,4,1,22,50,160,2.6,3.1,6.0,0.9
12559,2017,4,1,23,0,160,3.1,3.6,5.3,0.8
12560,2017,4,1,23,10,160,3.1,3.6,5.0,1.0
12561,2017,4,1,23,20,160,3.1,3.6,4.8,1.0
12562,2017,4,1,23,30,160,3.6,3.6,4.9,0.7
12563,2017,4,1,23,40,140,3.6,4.1,4.7,0.9
12564,2017,4,1,23,50,140,3.1,3.1,4.8,0.8
12565,2017,4,2,0,0,170,2.6,3.1,4.7,1.4
12566,2017,4,2,0,10,180,3.1,3.6,4.8,0.8
12567,2017,4,2,0,20,180,4.1,4.6,5.2,-0.3
12568,2017,4,2,0,30,180,4.6,4.6,5.5,-0.6
12569,2017,4,2,0,40,190,4.1,4.1,5.4,-0.1
12570,2017,4,2,0,50,170,3.6,4.1,5.5,-1.1
12571,2017,4,2,1,0,180,3.6,4.1,5.8,-2.0
12572,2017,4,2,1,10,180,3.6,4.1,5.6,-1.0
12573,2017,4,2,1,20,180,4.1,4.6,5.6,-0.7
12574,2017,4,2,1,30,190,4.6,4.6,5.7,-0.7
12575,2017,4,2,1,40,180,4.6,4.6,5.7,-0.7
12576,2017,4,2,1,50,190,5.1,5.7,6.0,-1.1
12577,2017,4,2,2,0,190,5.7,6.2,6.1,-1.5
12578,2017,4,2,2,10,190,5.1,5.7,6.3,-1.4
12579,2017,4,2,2,20,200,5.7,6.2,6.7,-2.6
12580,2017,4,2,2,30,190,6.2,6.7,7.4,-6.5
12581,2017,4,2,2,40,190,6.2,6.2,7.8,-6.5
12582,2017,4,2,2,50,180,6.2,6.7,7.8,-7.6
12583,2017,4,2,3,0,180,5.7,5.7,8.7,-10.5
12584,2017,4,2,3,10,190,4.6,4.6,9.1,-10.8
12585,2017,4,2,3,20,190,4.1,4.1,9.2,-10.5
12586,2017,4,2,3,30,190,3.6,4.1,9.1,-10.3
12587,2017,4,2,3,40,200,3.6,3.6,9.1,-9.8
12588,2017,4,2,3,50,200,4.1,4.6,9.3,-10.7
12589,2017,4,2,4,0,200,3.6,4.1,9.5,-10.9
12590,2017,4,2,4,10,200,3.6,3.6,9.5,-10.3
12591,2017,4,2,4,20,200,3.6,3.6,9.5,-9.9
12592,2017,4,2,4,30,200,4.1,4.1,9.7,-10.9
12593,2017,4,2,4,40,210,3.1,3.6,9.6,-10.1
12594,2017,4,2,4,50,210,3.1,3.6,9.7,-10.6
12595,2017,4,2,5,0,200,3.1,3.1,9.8,-10.8
12596,2017,4,2,5,10,200,3.6,3.6,9.7,-10.5
12597,2017,4,2,5,20,200,3.1,3.1,9.7,-10.1
12598,2017,4,2,5,30,200,2.1,2.6,9.6,-10.5
12599,2017,4,2,5,40,200,2.6,2.6,9.5,-10.5
12600,2017,4,2,5,50,190,3.6,3.6,9.3,-9.9
12601,2017,4,2,6,0,190,4.1,4.1,9.2,-10.2
12602,2017,4,2,6,10,190,4.1,4.1,9.2,-10.0
12603,2017,4,2,6,20,200,5.7,5.7,9.1,-10.1
12604,2017,4,2,6,30,200,5.7,5.7,9.0,-9.8
12605,2017,4,2,6,40,200,5.1,5.1,9.2,-10.9
12606,2017,4,2,6,50,190,3.6,3.6,9.2,-11.0
12607,2017,4,2,7,0,180,2.6,3.1,9.0,-10.9
12608,2017,4,2,7,10,180,3.6,3.6,8.8,-10.7
12609,2017,4,2,7,20,180,4.1,4.1,8.7,-10.3
12610,2017,4,2,7,30,190,4.1,4.1,8.5,-9.9
12611,2017,4,2,7,40,190,3.1,3.1,8.4,-9.8
12612,2017,4,2,7,50,190,4.6,5.1,8.3,-9.5
12613,2017,4,2,8,0,190,5.1,5.7,8.2,-9.3
12614,2017,4,2,8,10,190,4.6,4.6,8.1,-9.0
12615,2017,4,2,8,20,200,3.6,3.6,8.1,-8.6
12616,2017,4,2,8,30,200,4.6,4.6,8.2,-8.7
12617,2017,4,2,8,40,200,5.7,5.7,8.9,-7.9
12618,2017,4,2,8,50,190,5.1,5.1,8.9,-7.1
12619,2017,4,2,9,0,200,4.1,4.1,9.0,-6.5
12620,2017,4,2,9,10,200,4.6,5.1,9.1,-5.7
12621,2017,4,2,9,20,200,4.1,4.1,9.2,-5.6
12622,2017,4,2,9,30,200,2.1,2.1,9.2,-5.4
12623,2017,4,2,9,40,190,2.6,3.1,8.6,-4.5
12624,2017,4,2,9,50,180,2.6,2.6,9.2,-6.0
12625,2017,4,2,10,0,170,2.1,2.6,8.3,-3.9
12626,2017,4,2,10,10,140,2.6,3.1,7.8,-2.7
12627,2017,4,2,10,20,140,3.1,3.1,7.8,-5.0
12628,2017,4,2,10,30,160,3.6,3.6,7.9,-5.2
12629,2017,4,2,10,40,170,3.6,4.1,8.2,-6.3
12630,2017,4,2,10,50,180,4.1,4.6,8.3,-5.8
12631,2017,4,2,11,0,170,4.1,4.1,8.2,-5.8
12632,2017,4,2,11,10,150,3.1,3.1,8.1,-6.3
12633,2017,4,2,11,20,170,4.6,4.6,7.9,-6.8
12634,2017,4,2,11,30,160,3.1,3.6,8.0,-7.0
12635,2017,4,2,11,40,170,6.2,6.2,7.8,-6.8
12636,2017,4,2,11,50,180,6.7,6.7,7.5,-6.2
12637,2017,4,2,12,0,170,5.7,6.2,7.6,-4.9
12638,2017,4,2,12,10,170,6.2,6.2,7.5,-5.7
12639,2017,4,2,12,20,180,5.1,5.1,8.0,-5.4
12640,2017,4,2,12,30,170,4.6,4.6,8.0,-5.3
12641,2017,4,2,12,40,170,4.1,4.6,7.9,-5.3
12642,2017,4,2,12,50,170,4.6,4.6,7.8,-5.1
12643,2017,4,2,13,0,160,3.6,4.1,7.8,-5.2
12644,2017,4,2,13,10,170,4.1,4.1,7.7,-5.5
12645,2017,4,2,13,20,170,3.6,4.1,7.7,-5.4
12646,2017,4,2,13,30,170,3.6,4.1,7.7,-5.3
12647,2017,4,2,13,40,180,5.1,6.2,7.6,-5.2
12648,2017,4,2,13,50,180,5.7,5.7,7.7,-5.1
12649,2017,4,2,14,0,170,4.1,4.1,7.6,-5.0
12650,2017,4,2,14,10,170,4.1,4.1,7.7,-4.9
12651,2017,4,2,14,20,180,4.6,4.6,7.7,-4.5
12652,2017,4,2,14,30,180,4.6,5.1,8.0,-3.7
12653,2017,4,2,14,40,180,4.1,4.1,8.3,-3.4
12654,2017,4,2,14,50,180,4.1,4.1,8.8,-3.3
12655,2017,4,2,15,0,180,3.6,4.1,9.1,-3.0
12656,2017,4,2,15,10,170,3.6,3.6,9.3,-2.7
12657,2017,4,2,15,20,160,3.6,4.1,9.5,-2.7
12658,2017,4,2,15,30,150,3.6,4.1,9.3,-2.3
12659,2017,4,2,15,40,140,3.1,3.6,9.7,-2.1
12660,2017,4,2,15,50,140,3.6,3.6,8.9,-2.3
12661,2017,4,2,16,0,130,4.1,4.6,8.8,-1.3
12662,2017,4,2,16,10,130,4.1,4.1,9.2,-1.7
12663,2017,4,2,16,20,130,5.1,5.1,9.4,-0.9
12664,2017,4,2,16,30,130,4.1,4.6,9.9,-0.2
12665,2017,4,2,16,40,120,5.1,5.1,9.6,-0.5
12666,2017,4,2,16,50,110,5.1,5.1,8.9,-0.7
12667,2017,4,2,17,0,120,6.2,6.2,9.3,-0.2
12668,2017,4,2,17,10,110,6.2,6.7,8.6,-0.1
12669,2017,4,2,17,20,110,6.7,6.7,9.5,0.2
12670,2017,4,2,17,30,110,6.2,6.7,8.6,0.5
12671,2017,4,2,17,40,120,6.7,6.7,9.8,0.3
12672,2017,4,2,17,50,120,6.2,6.2,10.2,0.3
12673,2017,4,2,18,0,120,6.7,6.7,10.9,0.4
12674,2017,4,2,18,10,120,6.7,6.7,11.2,0.3
12675,2017,4,2,18,20,110,6.2,6.2,11.6,-0.1
12676,2017,4,2,18,30,110,6.7,6.7,10.9,0.0
12677,2017,4,2,18,40,100,5.7,6.2,11.0,0.1
12678,2017,4,2,18,50,100,6.7,6.7,9.1,1.0
12679,2017,4,2,19,0,100,6.7,6.7,10.0,0.2
12680,2017,4,2,19,10,100,6.7,7.2,10.1,0.2
12681,2017,4,2,19,20,100,6.7,7.2,10.9,-0.9
12682,2017,4,2,19,30,100,7.2,7.7,10.2,-0.1
12683,2017,4,2,19,40,100,6.2,6.2,8.1,1.5
12684,2017,4,2,19,50,100,6.2,6.7,7.1,2.2
12685,2017,4,2,20,0,110,6.7,6.7,8.0,1.6
12686,2017,4,2,20,10,100,6.7,6.7,8.2,1.2
12687,2017,4,2,20,20,110,7.2,7.7,10.6,-2.0
12688,2017,4,2,20,30,100,7.2,7.7,10.7,-1.9
12689,2017,4,2,20,40,90,7.7,8.2,7.7,0.7
12690,2017,4,2,20,50,90,7.2,7.2,6.9,1.4
12691,2017,4,2,21,0,90,7.7,7.7,8.0,0.2
12692,2017,4,2,21,10,100,8.2,8.2,9.0,-0.8
12693,2017,4,2,21,20,90,7.2,7.7,7.7,0.6
12694,2017,4,2,21,30,100,8.2,8.2,8.6,-0.7
12695,2017,4,2,21,40,90,7.7,8.2,8.2,-0.2
12696,2017,4,2,21,50,90,6.7,7.2,8.6,-0.5
12697,2017,4,2,22,0,90,7.2,7.2,8.4,-0.7
12698,2017,4,2,22,10,90,6.7,6.7,8.2,-0.4
12699,2017,4,2,22,20,90,7.2,7.2,8.2,-0.9
12700,2017,4,2,22,30,90,6.7,7.2,8.5,-2.2
12701,2017,4,2,22,40,90,8.2,8.2,9.5,-5.6
12702,2017,4,2,22,50,80,8.2,8.2,8.4,-2.5
12703,2017,4,2,23,0,80,8.2,8.8,8.0,-1.7
12704,2017,4,2,23,10,90,7.7,8.2,8.1,-1.1
12705,2017,4,2,23,20,90,7.2,7.2,7.7,-0.9
12706,2017,4,2,23,30,80,7.2,7.2,7.8,-1.2
12707,2017,4,2,23,40,80,6.7,7.2,7.7,-1.0
12708,2017,4,2,23,50,90,7.2,7.7,7.7,-0.9
12709,2017,4,3,0,0,90,7.7,7.7,7.9,-1.0
12710,2017,4,3,0,10,80,7.2,7.2,7.6,-1.2
12711,2017,4,3,0,20,70,7.2,7.7,7.0,-0.7
12712,2017,4,3,0,30,80,7.2,7.7,6.8,-0.1
12713,2017,4,3,0,40,80,7.7,8.2,7.2,0.5
12714,2017,4,3,0,50,90,8.8,8.8,7.5,1.4
12715,2017,4,3,1,0,90,8.2,8.8,7.2,2.0
12716,2017,4,3,1,10,80,8.2,8.2,7.0,2.6
12717,2017,4,3,1,20,80,6.7,6.7,7.2,2.9
12718,2017,4,3,1,30,80,6.7,7.2,6.7,3.0
12719,2017,4,3,1,40,80,7.7,8.2,7.0,3.0
12720,2017,4,3,1,50,70,6.2,6.7,6.3,3.0
12721,2017,4,3,2,0,80,6.2,6.7,6.4,3.0
12722,2017,4,3,2,10,70,6.2,6.7,6.3,3.1
12723,2017,4,3,2,20,80,4.6,5.7,6.3,3.1
12724,2017,4,3,2,30,80,8.2,8.2,6.3,3.2
12725,2017,4,3,2,40,70,5.7,6.2,6.4,3.5
12726,2017,4,3,2,50,70,6.7,7.2,6.4,3.5
