YYYY,MM,DD,hh,mm,WD,WSP,D GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2006,6,29,21,0,120,4.1,4.6,99,99,99,999,9999,19.8,999,999,99,99
2006,6,29,22,0,140,4.1,5.1,99,99,99,999,9999,20.4,999,999,99,99
2006,6,29,23,0,170,4.1,4.1,99,99,99,999,9999,20.1,999,999,99,99
2006,6,30,0,0,160,3.1,3.6,99,99,99,999,9999,20.5,999,999,99,99
2006,6,30,1,0,170,3.6,4.1,99,99,99,999,9999,20.2,999,999,99,99
2006,6,30,12,0,190,5.7,6.2,99,99,99,999,9999,18.9,999,999,99,99
2006,6,30,13,0,180,5.1,6.2,99,99,99,999,9999,19,999,999,99,99
2006,6,30,14,0,170,3.1,3.6,99,99,99,999,9999,19.9,999,999,99,99
2006,6,30,15,0,160,4.6,5.7,99,99,99,999,9999,20.5,999,999,99,99
2006,6,30,17,0,130,5.7,6.2,99,99,99,999,9999,21.7,999,999,99,99
2006,6,30,18,0,110,6.2,6.7,99,99,99,999,9999,22.5,999,999,99,99
2006,6,30,19,0,80,5.1,6.2,99,99,99,999,9999,20.9,999,999,99,99
2006,6,30,20,0,100,7.2,7.7,99,99,99,999,9999,22.1,999,999,99,99
2006,6,30,21,0,90,5.7,6.2,99,99,99,999,9999,21.2,999,999,99,99
2006,7,1,1,0,70,6.7,7.2,99,99,99,999,9999,22,999,999,99,99
2006,7,1,2,0,70,6.2,7.2,99,99,99,999,9999,21.7,999,999,99,99
2006,7,1,4,0,100,4.1,4.6,99,99,99,999,9999,20.9,999,999,99,99
2006,7,1,6,0,160,4.6,4.6,99,99,99,999,9999,20.9,999,999,99,99
2006,7,1,7,0,180,6.7,7.2,99,99,99,999,9999,22.3,999,999,99,99
2006,7,1,8,0,180,6.2,6.2,99,99,99,999,9999,22.2,999,999,99,99
2006,7,3,14,0,310,5.1,6.7,99,99,99,999,9999,21.6,999,999,99,99
2006,7,3,16,0,60,0.5,1,99,99,99,999,9999,20.3,999,999,99,99
2006,7,3,17,0,130,5.7,6.7,99,99,99,999,9999,20,999,999,99,99
2006,7,3,18,0,140,6.7,7.7,99,99,99,999,9999,20.5,999,999,99,99
2006,7,3,20,0,130,3.6,4.1,99,99,99,999,9999,22.1,999,999,99,99
2006,7,3,21,0,230,4.6,6.2,99,99,99,999,9999,25.5,999,999,99,99
2006,7,3,23,0,140,6.7,7.2,99,99,99,999,9999,24,999,999,99,99
2006,7,4,0,0,120,5.1,5.7,99,99,99,999,9999,23.2,999,999,99,99
2006,7,4,1,0,180,4.1,5.1,99,99,99,999,9999,21.9,999,999,99,99
2006,7,4,2,0,210,6.2,7.7,99,99,99,999,9999,26.8,999,999,99,99
2006,7,4,3,0,220,5.1,7.2,99,99,99,999,9999,26,999,999,99,99
2006,7,4,4,0,200,7.7,9.3,99,99,99,999,9999,25.5,999,999,99,99
2006,7,4,6,0,250,8.8,10.8,99,99,99,999,9999,24.6,999,999,99,99
2006,7,4,8,0,270,6.7,7.7,99,99,99,999,9999,23.8,999,999,99,99
2006,7,4,9,0,260,5.7,6.2,99,99,99,999,9999,23.6,999,999,99,99
2006,7,4,12,0,280,5.1,6.2,99,99,99,999,9999,22.8,999,999,99,99
2006,7,4,13,0,330,6.7,7.2,99,99,99,999,9999,22.2,999,999,99,99
2006,7,4,14,0,350,7.7,10.3,99,99,99,999,9999,20.7,999,999,99,99
2006,7,4,15,0,350,7.7,9.3,99,99,99,999,9999,20,999,999,99,99
2006,7,4,16,0,350,10.8,12.9,99,99,99,999,9999,19.4,999,999,99,99
2006,7,4,19,0,360,7.7,8.8,99,99,99,999,9999,18.9,999,999,99,99
2006,7,4,20,0,360,6.7,7.2,99,99,99,999,9999,19.1,999,999,99,99
2006,7,4,21,0,30,5.7,6.7,99,99,99,999,9999,19.2,999,999,99,99
2006,7,4,22,0,30,6.7,7.7,99,99,99,999,9999,19.5,999,999,99,99
2006,7,4,23,0,40,7.2,8.8,99,99,99,999,9999,19.5,999,999,99,99
2006,7,5,1,0,30,5.7,6.7,99,99,99,999,9999,19.4,999,999,99,99
2006,7,5,2,0,30,4.1,5.7,99,99,99,999,9999,19.2,999,999,99,99
2006,7,5,3,0,10,4.1,5.1,99,99,99,999,9999,19.2,999,999,99,99
2006,7,5,4,0,350,3.1,4.1,99,99,99,999,9999,19.1,999,999,99,99
2006,7,5,5,0,360,3.6,4.6,99,99,99,999,9999,19.3,999,999,99,99
2006,7,5,6,0,340,3.6,4.1,99,99,99,999,9999,19.2,999,999,99,99
2006,7,5,7,0,340,4.1,5.1,99,99,99,999,9999,19.3,999,999,99,99
2006,7,5,9,0,10,8.8,9.8,99,99,99,999,9999,18.1,999,999,99,99
2006,7,5,14,0,70,5.1,5.7,99,99,99,999,9999,18.9,999,999,99,99
2006,7,5,15,0,90,4.1,4.6,99,99,99,999,9999,18.7,999,999,99,99
2006,7,5,16,0,70,2.6,3.1,99,99,99,999,9999,18.8,999,999,99,99
2006,7,5,17,0,60,2.6,4.1,99,99,99,999,9999,18.9,999,999,99,99
2006,7,5,18,0,50,2.6,3.6,99,99,99,999,9999,18.8,999,999,99,99
2006,7,5,19,0,50,2.1,2.6,99,99,99,999,9999,18.8,999,999,99,99
2006,7,5,20,0,50,2.6,3.1,99,99,99,999,9999,18.8,999,999,99,99
2006,7,5,21,0,70,2.6,3.1,99,99,99,999,9999,19.1,999,999,99,99
2006,7,5,22,0,90,3.6,4.1,99,99,99,999,9999,19.2,999,999,99,99
2006,7,5,23,0,90,2.6,3.1,99,99,99,999,9999,19.6,999,999,99,99
2006,7,6,0,0,110,2.6,3.1,99,99,99,999,9999,20.3,999,999,99,99
2006,7,6,1,0,150,2.1,2.6,99,99,99,999,9999,20.5,999,999,99,99
2006,7,6,2,0,140,3.1,4.1,99,99,99,999,9999,19.4,999,999,99,99
2006,7,6,3,0,160,3.1,3.6,99,99,99,999,9999,19.4,999,999,99,99
2006,7,6,4,0,180,3.6,4.1,99,99,99,999,9999,19.8,999,999,99,99
2006,7,6,5,0,190,3.6,4.1,99,99,99,999,9999,20.1,999,999,99,99
2006,7,6,10,0,260,8.2,9.3,99,99,99,999,9999,19.3,999,999,99,99
2006,7,6,11,0,270,6.2,7.2,99,99,99,999,9999,18.7,999,999,99,99
2006,7,6,12,0,300,4.6,5.1,99,99,99,999,9999,19,999,999,99,99
2006,7,6,15,0,360,7.2,8.2,99,99,99,999,9999,19.2,999,999,99,99
2006,7,6,16,0,360,5.7,6.7,99,99,99,999,9999,19.3,999,999,99,99
2006,7,6,17,0,10,5.7,6.2,99,99,99,999,9999,19.1,999,999,99,99
2006,7,6,18,0,10,5.7,6.2,99,99,99,999,9999,19,999,999,99,99
2006,7,6,19,0,360,4.6,4.6,99,99,99,999,9999,19.2,999,999,99,99
2006,7,6,20,0,350,4.1,4.1,99,99,99,999,9999,19.3,999,999,99,99
2006,7,6,21,0,350,4.6,5.1,99,99,99,999,9999,19.5,999,999,99,99
2006,7,6,22,0,340,4.1,5.1,99,99,99,999,9999,19.8,999,999,99,99
2006,7,6,23,0,340,4.6,5.1,99,99,99,999,9999,20,999,999,99,99
2006,7,7,1,0,350,4.1,4.6,99,99,99,999,9999,20.1,999,999,99,99
2006,7,7,5,0,100,2.1,2.1,99,99,99,999,9999,19.3,999,999,99,99
2006,7,7,8,0,160,3.1,3.6,99,99,99,999,9999,19.4,999,999,99,99
2006,7,7,20,0,80,6.2,6.7,99,99,99,999,9999,21.5,999,999,99,99
2006,7,7,21,0,80,5.7,6.2,99,99,99,999,9999,21.7,999,999,99,99
2006,7,7,22,0,80,5.7,6.2,99,99,99,999,9999,21.8,999,999,99,99
2006,7,7,23,0,90,5.1,5.7,99,99,99,999,9999,22,999,999,99,99
2006,7,8,1,0,130,5.7,7.2,99,99,99,999,9999,22,999,999,99,99
2006,7,8,2,0,130,7.2,7.7,99,99,99,999,9999,21.4,999,999,99,99
2006,7,8,3,0,130,7.2,8.2,99,99,99,999,9999,21.6,999,999,99,99
2006,7,8,4,0,150,5.7,6.7,99,99,99,999,9999,21.9,999,999,99,99
2006,7,8,5,0,180,4.1,4.6,99,99,99,999,9999,21.9,999,999,99,99
2006,7,8,6,0,190,5.7,6.2,99,99,99,999,9999,22.3,999,999,99,99
2006,7,8,7,0,200,4.6,5.1,99,99,99,999,9999,22.5,999,999,99,99
2006,7,8,9,0,200,6.2,6.7,99,99,99,999,9999,21.7,999,999,99,99
2006,7,8,15,0,200,7.7,8.8,99,99,99,999,9999,23.2,999,999,99,99
2006,7,8,16,0,200,6.7,8.8,99,99,99,999,9999,24.1,999,999,99,99
2006,7,8,17,0,200,6.7,8.2,99,99,99,999,9999,24.5,999,999,99,99
2006,7,8,18,0,230,6.2,8.2,99,99,99,999,9999,25,999,999,99,99
2006,7,8,19,0,190,6.7,8.8,99,99,99,999,9999,25.6,999,999,99,99
2006,7,8,21,0,220,4.1,5.7,99,99,99,999,9999,26.5,999,999,99,99
2006,7,8,22,0,200,5.1,6.7,99,99,99,999,9999,27,999,999,99,99
2006,7,9,0,0,200,8.8,10.3,99,99,99,999,9999,26.5,999,999,99,99
2006,7,9,1,0,240,6.2,7.2,99,99,99,999,9999,26.7,999,999,99,99
2006,7,9,2,0,210,6.2,7.2,99,99,99,999,9999,26,999,999,99,99
2006,7,9,3,0,210,7.2,8.2,99,99,99,999,9999,25.8,999,999,99,99
2006,7,9,4,0,200,5.7,7.2,99,99,99,999,9999,25,999,999,99,99
2006,7,9,7,0,220,6.2,8.2,99,99,99,999,9999,23.6,999,999,99,99
2006,7,9,9,0,200,8.8,10.8,99,99,99,999,9999,23.1,999,999,99,99
2006,7,9,10,0,200,7.7,9.3,99,99,99,999,9999,22.9,999,999,99,99
2006,7,9,11,0,190,8.2,9.8,99,99,99,999,9999,22.9,999,999,99,99
2006,7,9,12,0,220,9.8,12.9,99,99,99,999,9999,22.9,999,999,99,99
2006,7,9,14,0,220,9.8,11.8,99,99,99,999,9999,23.2,999,999,99,99
2006,7,9,15,0,230,9.8,12.9,99,99,99,999,9999,24.5,999,999,99,99
2006,7,9,16,0,220,9.8,11.8,99,99,99,999,9999,25.3,999,999,99,99
2006,7,9,18,0,230,7.7,11.3,99,99,99,999,9999,26.6,999,999,99,99
2006,7,9,19,0,220,9.8,12.4,99,99,99,999,9999,27.3,999,999,99,99
2006,7,9,20,0,240,7.2,9.8,99,99,99,999,9999,28.1,999,999,99,99
2006,7,9,21,0,230,6.2,8.2,99,99,99,999,9999,28.7,999,999,99,99
2006,7,9,22,0,240,6.7,8.8,99,99,99,999,9999,29.1,999,999,99,99
2006,7,10,1,0,220,6.2,7.7,99,99,99,999,9999,29.2,999,999,99,99
2006,7,10,2,0,220,7.2,9.8,99,99,99,999,9999,28.6,999,999,99,99
2006,7,10,3,0,220,6.2,8.2,99,99,99,999,9999,28.4,999,999,99,99
2006,7,10,5,0,340,4.1,4.6,99,99,99,999,9999,21,999,999,99,99
2006,7,10,7,0,360,7.7,8.8,99,99,99,999,9999,20.2,999,999,99,99
2006,7,10,8,0,10,7.2,8.2,99,99,99,999,9999,19.6,999,999,99,99
2006,7,10,9,0,10,7.2,8.8,99,99,99,999,9999,19.3,999,999,99,99
2006,7,10,10,0,10,7.2,8.2,99,99,99,999,9999,18.8,999,999,99,99
2006,7,10,11,0,10,7.7,8.8,99,99,99,999,9999,18.4,999,999,99,99
2006,7,10,13,0,10,7.7,8.8,99,99,99,999,9999,17.7,999,999,99,99
2006,7,10,14,0,10,6.7,8.2,99,99,99,999,9999,17.5,999,999,99,99
2006,7,10,15,0,10,6.7,7.7,99,99,99,999,9999,17.3,999,999,99,99
2006,7,10,16,0,10,6.7,8.8,99,99,99,999,9999,17.2,999,999,99,99
2006,7,10,17,0,20,6.2,7.2,99,99,99,999,9999,17.1,999,999,99,99
2006,7,10,18,0,20,6.2,6.7,99,99,99,999,9999,17.2,999,999,99,99
2006,7,10,19,0,20,4.6,5.7,99,99,99,999,9999,17.2,999,999,99,99
2006,7,10,20,0,30,4.1,5.1,99,99,99,999,9999,17.3,999,999,99,99
2006,7,10,21,0,20,5.1,6.2,99,99,99,999,9999,17.3,999,999,99,99
2006,7,10,22,0,20,5.1,6.7,99,99,99,999,9999,17.3,999,999,99,99
2006,7,10,23,0,20,4.6,5.7,99,99,99,999,9999,17.4,999,999,99,99
2006,7,11,0,0,30,5.1,5.7,99,99,99,999,9999,17.6,999,999,99,99
2006,7,11,1,0,40,4.6,5.1,99,99,99,999,9999,17.8,999,999,99,99
2006,7,11,2,0,40,5.1,6.2,99,99,99,999,9999,18,999,999,99,99
2006,7,11,3,0,60,5.1,6.2,99,99,99,999,9999,18.4,999,999,99,99
2006,7,11,4,0,50,3.6,4.1,99,99,99,999,9999,18.7,999,999,99,99
2006,7,11,5,0,60,3.6,4.6,99,99,99,999,9999,19,999,999,99,99
2006,7,11,6,0,70,3.6,4.1,99,99,99,999,9999,19.4,999,999,99,99
2006,7,11,7,0,70,3.6,4.6,99,99,99,999,9999,19.6,999,999,99,99
2006,7,11,8,0,90,3.6,4.1,99,99,99,999,9999,20,999,999,99,99
2006,7,11,9,0,80,3.1,3.6,99,99,99,999,9999,20.3,999,999,99,99
2006,7,11,10,0,120,2.1,2.6,99,99,99,999,9999,20.6,999,999,99,99
2006,7,11,11,0,290,2.1,2.6,99,99,99,999,9999,20.4,999,999,99,99
2006,7,11,12,0,10,0,1,99,99,99,999,9999,20.2,999,999,99,99
2006,7,11,13,0,40,1,1.5,99,99,99,999,9999,20.2,999,999,99,99
2006,7,11,14,0,60,0.5,0.5,99,99,99,999,9999,20.6,999,999,99,99
2006,7,11,15,0,70,2.1,2.6,99,99,99,999,9999,20.2,999,999,99,99
2006,7,11,16,0,70,2.1,2.6,99,99,99,999,9999,20.5,999,999,99,99
2006,7,11,17,0,280,2.1,3.1,99,99,99,999,9999,20.7,999,999,99,99
2006,7,11,18,0,100,4.6,5.1,99,99,99,999,9999,21.4,999,999,99,99
2006,7,11,19,0,100,6.2,6.7,99,99,99,999,9999,21.5,999,999,99,99
2006,7,11,20,0,130,4.6,5.1,99,99,99,999,9999,22,999,999,99,99
2006,7,11,21,0,240,0.5,1.5,99,99,99,999,9999,23.3,999,999,99,99
2006,7,11,22,0,340,4.6,5.1,99,99,99,999,9999,21.8,999,999,99,99
2006,7,11,23,0,340,6.7,7.7,99,99,99,999,9999,20.4,999,999,99,99
2006,7,12,0,0,340,6.7,7.2,99,99,99,999,9999,20,999,999,99,99
2006,7,12,1,0,340,7.2,8.2,99,99,99,999,9999,19.9,999,999,99,99
2006,7,12,2,0,330,6.2,7.2,99,99,99,999,9999,19.7,999,999,99,99
2006,7,12,3,0,340,8.2,9.3,99,99,99,999,9999,19.6,999,999,99,99
2006,7,12,4,0,340,6.2,6.7,99,99,99,999,9999,19.5,999,999,99,99
2006,7,12,5,0,340,5.7,6.2,99,99,99,999,9999,19.1,999,999,99,99
2006,7,12,6,0,350,5.7,6.2,99,99,99,999,9999,19.5,999,999,99,99
2006,7,12,7,0,330,2.6,3.1,99,99,99,999,9999,19.5,999,999,99,99
2006,7,12,8,0,320,4.6,5.7,99,99,99,999,9999,19.7,999,999,99,99
2006,7,12,9,0,310,3.1,3.6,99,99,99,999,9999,19.5,999,999,99,99
2006,7,12,10,0,340,5.7,6.7,99,99,99,999,9999,19.6,999,999,99,99
2006,7,12,11,0,330,5.1,6.2,99,99,99,999,9999,19.7,999,999,99,99
2006,7,12,12,0,340,5.7,6.2,99,99,99,999,9999,19.6,999,999,99,99
2006,7,12,14,0,330,6.7,7.2,99,99,99,999,9999,19.6,999,999,99,99
2006,7,12,15,0,330,6.7,7.7,99,99,99,999,9999,19.8,999,999,99,99
2006,7,12,16,0,340,7.2,7.7,99,99,99,999,9999,19.8,999,999,99,99
2006,7,12,17,0,350,6.2,6.7,99,99,99,999,9999,19.8,999,999,99,99
2006,7,12,18,0,350,5.7,6.2,99,99,99,999,9999,19.8,999,999,99,99
2006,7,12,19,0,350,5.7,6.2,99,99,99,999,9999,19.7,999,999,99,99
2006,7,12,20,0,350,4.6,5.7,99,99,99,999,9999,19.8,999,999,99,99
2006,7,12,21,0,360,5.1,6.2,99,99,99,999,9999,20,999,999,99,99
2006,7,12,22,0,10,4.1,5.1,99,99,99,999,9999,19.9,999,999,99,99
2006,7,12,23,0,20,3.1,3.6,99,99,99,999,9999,19.9,999,999,99,99
2006,7,13,0,0,350,4.1,5.1,99,99,99,999,9999,19.5,999,999,99,99
2006,7,13,1,0,350,4.1,5.1,99,99,99,999,9999,19.3,999,999,99,99
2006,7,13,2,0,360,5.1,6.2,99,99,99,999,9999,19,999,999,99,99
2006,7,13,3,0,10,4.6,5.1,99,99,99,999,9999,19,999,999,99,99
2006,7,13,4,0,20,4.6,5.7,99,99,99,999,9999,19,999,999,99,99
2006,7,13,5,0,30,1.5,2.6,99,99,99,999,9999,19.3,999,999,99,99
2006,7,13,6,0,40,0.5,1,99,99,99,999,9999,19.4,999,999,99,99
2006,7,13,7,0,290,1,1.5,99,99,99,999,9999,19.4,999,999,99,99
2006,7,13,8,0,320,2.6,3.1,99,99,99,999,9999,19.4,999,999,99,99
2006,7,13,9,0,340,3.6,3.6,99,99,99,999,9999,19,999,999,99,99
2006,7,13,10,0,340,2.6,3.1,99,99,99,999,9999,18.8,999,999,99,99
2006,7,13,11,0,350,3.6,4.6,99,99,99,999,9999,18.8,999,999,99,99
2006,7,13,12,0,340,3.1,3.6,99,99,99,999,9999,19.3,999,999,99,99
2006,7,13,13,0,360,2.6,3.1,99,99,99,999,9999,20.1,999,999,99,99
2006,7,13,14,0,360,2.1,2.1,99,99,99,999,9999,20.8,999,999,99,99
2006,7,13,15,0,30,0.5,1,99,99,99,999,9999,21.7,999,999,99,99
2006,7,13,16,0,90,1,1,99,99,99,999,9999,22.1,999,999,99,99
2006,7,13,17,0,80,1.5,2.1,99,99,99,999,9999,22.2,999,999,99,99
2006,7,13,18,0,70,1.5,2.1,99,99,99,999,9999,22.7,999,999,99,99
2006,7,13,19,0,60,2.6,3.1,99,99,99,999,9999,22.9,999,999,99,99
2006,7,13,20,0,60,4.1,4.6,99,99,99,999,9999,23,999,999,99,99
2006,7,13,21,0,60,4.6,5.1,99,99,99,999,9999,23.3,999,999,99,99
2006,7,13,22,0,70,4.6,5.1,99,99,99,999,9999,23.4,999,999,99,99
2006,7,13,23,0,70,5.7,6.2,99,99,99,999,9999,23.3,999,999,99,99
2006,7,14,0,0,80,6.2,6.7,99,99,99,999,9999,23.3,999,999,99,99
2006,7,14,1,0,90,6.7,7.7,99,99,99,999,9999,23.1,999,999,99,99
2006,7,14,2,0,90,7.2,7.7,99,99,99,999,9999,23.1,999,999,99,99
2006,7,14,3,0,100,7.2,7.7,99,99,99,999,9999,22.8,999,999,99,99
2006,7,14,4,0,100,6.7,7.2,99,99,99,999,9999,22.9,999,999,99,99
2006,7,14,5,0,150,4.1,6.7,99,99,99,999,9999,23.2,999,999,99,99
2006,7,14,6,0,150,3.6,4.1,99,99,99,999,9999,22.8,999,999,99,99
2006,7,14,7,0,160,2.6,3.6,99,99,99,999,9999,22.6,999,999,99,99
2006,7,14,8,0,150,5.1,5.7,99,99,99,999,9999,23,999,999,99,99
2006,7,14,9,0,160,6.2,6.7,99,99,99,999,9999,22.9,999,999,99,99
2006,7,14,10,0,160,5.1,6.7,99,99,99,999,9999,23,999,999,99,99
2006,7,14,11,0,170,6.2,7.2,99,99,99,999,9999,22.9,999,999,99,99
2006,7,14,13,0,140,6.7,8.2,99,99,99,999,9999,22.2,999,999,99,99
2006,7,14,14,0,140,5.1,6.2,99,99,99,999,9999,22,999,999,99,99
2006,7,14,15,0,140,3.1,4.1,99,99,99,999,9999,22.2,999,999,99,99
2006,7,14,16,0,150,3.6,4.1,99,99,99,999,9999,22.8,999,999,99,99
2006,7,14,17,0,110,2.1,2.6,99,99,99,999,9999,22.6,999,999,99,99
2006,7,14,18,0,70,2.1,2.6,99,99,99,999,9999,22.6,999,999,99,99
2006,7,14,19,0,120,4.1,4.6,99,99,99,999,9999,23.2,999,999,99,99
2006,7,14,20,0,100,5.1,5.1,99,99,99,999,9999,24,999,999,99,99
2006,7,14,21,0,150,2.6,4.1,99,99,99,999,9999,22.6,999,999,99,99
2006,7,14,22,0,170,5.1,5.1,99,99,99,999,9999,23.2,999,999,99,99
2006,7,14,23,0,160,1.5,2.6,99,99,99,999,9999,27,999,999,99,99
2006,7,15,0,0,120,2.1,2.1,99,99,99,999,9999,27.2,999,999,99,99
2006,7,15,1,0,130,2.6,2.6,99,99,99,999,9999,26.9,999,999,99,99
2006,7,15,2,0,210,1,1.5,99,99,99,999,9999,26.3,999,999,99,99
2006,7,15,3,0,160,0.5,1,99,99,99,999,9999,25.6,999,999,99,99
2006,7,15,4,0,270,2.1,2.6,99,99,99,999,9999,27.4,999,999,99,99
2006,7,15,5,0,290,4.1,4.1,99,99,99,999,9999,27.5,999,999,99,99
2006,7,15,6,0,280,5.1,7.2,99,99,99,999,9999,26.6,999,999,99,99
2006,7,15,7,0,280,6.7,8.2,99,99,99,999,9999,26,999,999,99,99
2006,7,15,8,0,280,7.7,8.2,99,99,99,999,9999,25.8,999,999,99,99
2006,7,15,9,0,280,6.7,7.7,99,99,99,999,9999,25.4,999,999,99,99
2006,7,15,10,0,280,6.7,7.7,99,99,99,999,9999,25.1,999,999,99,99
2006,7,15,11,0,270,6.7,7.7,99,99,99,999,9999,24.6,999,999,99,99
2006,7,15,12,0,280,5.7,6.7,99,99,99,999,9999,24.7,999,999,99,99
2006,7,15,16,0,80,1.5,2.1,99,99,99,999,9999,27.2,999,999,99,99
2006,7,15,17,0,50,3.1,3.6,99,99,99,999,9999,25.5,999,999,99,99
2006,7,15,19,0,50,6.7,6.7,99,99,99,999,9999,26.8,999,999,99,99
2006,7,15,21,0,150,3.1,4.1,99,99,99,999,9999,26.3,999,999,99,99
2006,7,15,22,0,160,4.1,4.6,99,99,99,999,9999,25.8,999,999,99,99
2006,7,16,0,0,150,3.6,4.1,99,99,99,999,9999,26.8,999,999,99,99
2006,7,16,1,0,150,3.6,4.6,99,99,99,999,9999,26.7,999,999,99,99
2006,7,16,2,0,170,3.6,4.6,99,99,99,999,9999,27.9,999,999,99,99
2006,7,16,3,0,270,5.7,6.7,99,99,99,999,9999,30.9,999,999,99,99
2006,7,16,4,0,260,5.1,5.7,99,99,99,999,9999,30.2,999,999,99,99
2006,7,16,5,0,260,4.6,5.1,99,99,99,999,9999,29.6,999,999,99,99
2006,7,16,6,0,240,3.6,4.1,99,99,99,999,9999,29.3,999,999,99,99
2006,7,16,7,0,230,2.6,3.6,99,99,99,999,9999,28.3,999,999,99,99
2006,7,16,8,0,230,1.5,2.1,99,99,99,999,9999,28,999,999,99,99
2006,7,16,10,0,200,6.2,6.7,99,99,99,999,9999,26,999,999,99,99
2006,7,16,12,0,260,6.7,7.2,99,99,99,999,9999,26.1,999,999,99,99
2006,7,16,13,0,260,6.2,6.7,99,99,99,999,9999,26.1,999,999,99,99
2006,7,16,14,0,250,4.6,5.7,99,99,99,999,9999,27.2,999,999,99,99
2006,7,16,15,0,240,5.1,6.7,99,99,99,999,9999,28.6,999,999,99,99
2006,7,16,16,0,240,7.2,8.2,99,99,99,999,9999,29.8,999,999,99,99
2006,7,16,17,0,210,6.7,8.2,99,99,99,999,9999,29.7,999,999,99,99
2006,7,16,18,0,220,5.7,7.7,99,99,99,999,9999,30.9,999,999,99,99
2006,7,16,19,0,220,6.7,9.3,99,99,99,999,9999,31.8,999,999,99,99
2006,7,16,20,0,190,6.7,7.7,99,99,99,999,9999,31.3,999,999,99,99
2006,7,16,21,0,200,7.2,8.2,99,99,99,999,9999,31.5,999,999,99,99
2006,7,16,22,0,200,9.3,10.3,99,99,99,999,9999,31.5,999,999,99,99
2006,7,16,23,0,190,10.3,11.3,99,99,99,999,9999,31.5,999,999,99,99
2006,7,17,0,0,190,9.3,11.3,99,99,99,999,9999,30.6,999,999,99,99
2006,7,17,1,0,200,8.2,10.3,99,99,99,999,9999,30,999,999,99,99
2006,7,17,2,0,200,7.7,8.8,99,99,99,999,9999,30.2,999,999,99,99
2006,7,17,3,0,180,7.7,8.2,99,99,99,999,9999,29.7,999,999,99,99
2006,7,17,4,0,180,8.2,8.8,99,99,99,999,9999,27.5,999,999,99,99
2006,7,17,5,0,190,8.2,8.8,99,99,99,999,9999,27.9,999,999,99,99
2006,7,17,9,0,200,7.7,9.8,99,99,99,999,9999,26.9,999,999,99,99
2006,7,17,10,0,200,8.8,12.4,99,99,99,999,9999,26.9,999,999,99,99
2006,7,17,12,0,210,6.7,8.8,99,99,99,999,9999,26.1,999,999,99,99
2006,7,17,17,0,200,10.8,13.4,99,99,99,999,9999,30,999,999,99,99
2006,7,17,18,0,210,9.3,10.8,99,99,99,999,9999,30.7,999,999,99,99
2006,7,17,20,0,200,10.3,13.4,99,99,99,999,9999,31.7,999,999,99,99
2006,7,17,22,0,200,9.8,11.8,99,99,99,999,9999,32.2,999,999,99,99
2006,7,17,23,0,230,9.3,12.9,99,99,99,999,9999,33,999,999,99,99
2006,7,18,0,0,210,10.3,13.4,99,99,99,999,9999,32.1,999,999,99,99
2006,7,18,1,0,210,11.3,13.4,99,99,99,999,9999,31.5,999,999,99,99
2006,7,18,2,0,210,9.3,10.8,99,99,99,999,9999,30.1,999,999,99,99
2006,7,18,3,0,210,10.3,13.4,99,99,99,999,9999,29.7,999,999,99,99
2006,7,18,21,0,10,9.3,10.8,99,99,99,999,9999,22.8,999,999,99,99
2006,7,18,22,0,10,10.3,11.3,99,99,99,999,9999,22.9,999,999,99,99
2006,7,18,23,0,10,8.8,9.8,99,99,99,999,9999,22.9,999,999,99,99
2006,7,19,0,0,10,8.2,9.8,99,99,99,999,9999,23,999,999,99,99
2006,7,19,1,0,10,7.7,8.8,99,99,99,999,9999,22.9,999,999,99,99
2006,7,19,2,0,10,7.7,9.3,99,99,99,999,9999,22.7,999,999,99,99
2006,7,19,3,0,30,8.8,9.8,99,99,99,999,9999,22.8,999,999,99,99
2006,7,19,4,0,60,8.2,9.3,99,99,99,999,9999,22.8,999,999,99,99
2006,7,19,5,0,70,6.2,7.2,99,99,99,999,9999,23.3,999,999,99,99
2006,7,19,6,0,80,6.7,7.7,99,99,99,999,9999,23.4,999,999,99,99
2006,7,19,7,0,80,5.7,6.2,99,99,99,999,9999,23.3,999,999,99,99
2006,7,19,8,0,100,5.1,5.7,99,99,99,999,9999,23.1,999,999,99,99
2006,7,19,9,0,100,5.1,5.7,99,99,99,999,9999,22.9,999,999,99,99
2006,7,19,10,0,110,6.2,6.7,99,99,99,999,9999,22.8,999,999,99,99
2006,7,19,11,0,100,4.6,5.7,99,99,99,999,9999,22.6,999,999,99,99
2006,7,19,14,0,130,6.2,6.7,99,99,99,999,9999,23.2,999,999,99,99
2006,7,19,15,0,130,6.7,7.7,99,99,99,999,9999,23.4,999,999,99,99
2006,7,19,16,0,120,7.7,8.2,99,99,99,999,9999,23.4,999,999,99,99
2006,10,1,0,0,280,1,1.5,99,99,99,999,9999,18.7,999,999,99,99
2006,10,1,1,0,260,8.8,11.3,99,99,99,999,9999,16,999,999,99,99
2006,10,1,2,0,320,2.6,4.1,99,99,99,999,9999,15.6,999,999,99,99
2006,10,1,4,0,250,1.5,2.1,99,99,99,999,9999,15.5,999,999,99,99
2006,10,1,5,0,190,3.6,4.1,99,99,99,999,9999,15.6,999,999,99,99
2006,10,1,6,0,210,3.1,3.6,99,99,99,999,9999,15.4,999,999,99,99
2006,10,1,7,0,200,4.1,4.6,99,99,99,999,9999,15.1,999,999,99,99
