#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2017,3,2,11,30,290,5.1,6.2,99,99,99,999,9999,-0.7,999,-6.4,99,99
2017,3,2,11,40,290,5.7,6.2,99,99,99,999,9999,-0.7,999,-6.7,99,99
2017,3,2,11,50,310,6.7,7.7,99,99,99,999,9999,-0.7,999,-6.4,99,99
2017,3,2,12,0,300,6.2,6.7,99,99,99,999,9999,-0.8,999,-6.6,99,99
2017,3,2,12,10,310,6.2,7.2,99,99,99,999,9999,-0.8,999,-7.5,99,99
2017,3,2,12,20,320,7.2,9.3,99,99,99,999,9999,-0.9,999,-9,99,99
2017,3,2,12,30,310,5.1,6.2,99,99,99,999,9999,-1,999,-7.6,99,99
2017,3,2,12,40,320,5.1,6.2,99,99,99,999,9999,-0.9,999,-7.9,99,99
2017,3,2,12,50,320,5.7,6.2,99,99,99,999,9999,-0.8,999,-7.8,99,99
2017,3,2,13,0,310,6.2,6.7,99,99,99,999,9999,-0.9,999,-8.4,99,99
2017,3,2,13,10,310,6.2,7.2,99,99,99,999,9999,-1.1,999,-9,99,99
2017,3,2,13,20,320,6.7,8.8,99,99,99,999,9999,-1,999,-8,99,99
2017,3,2,13,30,330,6.2,6.7,99,99,99,999,9999,-1.3,999,-8.2,99,99
2017,3,2,13,40,320,6.7,7.2,99,99,99,999,9999,-1.4,999,-8.5,99,99
2017,3,2,13,50,310,5.7,6.2,99,99,99,999,9999,-1.3,999,-7.5,99,99
2017,3,2,14,0,340,8.8,9.8,99,99,99,999,9999,-1.4,999,-8,99,99
2017,3,2,14,10,330,7.7,8.8,99,99,99,999,9999,-1.3,999,-7.6,99,99
2017,3,2,14,20,310,5.1,5.7,99,99,99,999,9999,-1.4,999,-7.5,99,99
2017,3,2,14,30,320,5.1,5.7,99,99,99,999,9999,-1.6,999,-7.9,99,99
2017,3,2,14,40,310,4.1,4.6,99,99,99,999,9999,-1.3,999,-7.7,99,99
2017,3,2,14,50,310,5.1,6.2,99,99,99,999,9999,-1.4,999,-9.5,99,99
2017,3,2,15,0,300,5.1,5.7,99,99,99,999,9999,-1.2,999,-8.8,99,99
2017,3,2,15,10,320,5.1,6.2,99,99,99,999,9999,-1.1,999,-8.8,99,99
2017,3,2,15,20,330,4.6,6.2,99,99,99,999,9999,-1,999,-9.7,99,99
2017,3,2,15,30,350,6.7,7.7,99,99,99,999,9999,-1.1,999,-9.5,99,99
2017,3,2,15,40,350,6.2,6.7,99,99,99,999,9999,-1.1,999,-8.7,99,99
2017,3,2,15,50,350,6.2,7.2,99,99,99,999,9999,-1.2,999,-9,99,99
2017,3,2,16,0,350,5.7,6.7,99,99,99,999,9999,-1,999,-8.5,99,99
2017,3,2,16,10,350,4.6,5.7,99,99,99,999,9999,-1.1,999,-8.4,99,99
2017,3,2,16,20,360,3.6,4.1,99,99,99,999,9999,-1,999,-9.4,99,99
2017,3,2,16,30,10,4.1,4.6,99,99,99,999,9999,-1,999,-8.8,99,99
2017,3,2,16,40,10,4.1,5.1,99,99,99,999,9999,-0.9,999,-8.5,99,99
2017,3,2,16,50,20,5.7,6.2,99,99,99,999,9999,-1.1,999,-8.5,99,99
2017,3,2,17,0,10,5.1,5.7,99,99,99,999,9999,-0.9,999,-8.5,99,99
2017,3,2,17,10,360,5.1,5.7,99,99,99,999,9999,-0.9,999,-8.1,99,99
2017,3,2,17,20,20,4.6,5.1,99,99,99,999,9999,-1,999,-8.3,99,99
2017,3,2,17,30,10,5.7,6.2,99,99,99,999,9999,-0.8,999,-7.9,99,99
2017,3,2,17,40,10,5.7,6.2,99,99,99,999,9999,-0.9,999,-7.8,99,99
2017,3,2,17,50,10,6.7,7.2,99,99,99,999,9999,-0.9,999,-7.9,99,99
2017,3,2,18,0,10,6.7,7.7,99,99,99,999,9999,-1,999,-7.8,99,99
2017,3,2,18,10,10,6.7,7.2,99,99,99,999,9999,-1,999,-7.5,99,99
2017,3,2,18,20,360,7.7,8.2,99,99,99,999,9999,-1.1,999,-7.4,99,99
2017,3,2,18,30,10,7.2,7.7,99,99,99,999,9999,-1,999,-6.7,99,99
2017,3,2,18,40,10,6.2,7.2,99,99,99,999,9999,-1.1,999,-6.9,99,99
2017,3,2,18,50,10,5.7,6.2,99,99,99,999,9999,-1.1,999,-6.9,99,99
2017,3,2,19,0,360,5.1,6.7,99,99,99,999,9999,-1.1,999,-6.1,99,99
2017,3,2,19,10,360,6.7,7.7,99,99,99,999,9999,-1.1,999,-5.6,99,99
2017,3,2,19,20,10,6.7,7.2,99,99,99,999,9999,-1.3,999,-5.6,99,99
2017,3,2,19,30,10,5.1,6.2,99,99,99,999,9999,-0.8,999,-5.8,99,99
2017,3,2,19,40,330,2.6,4.1,99,99,99,999,9999,-0.1,999,-6.8,99,99
2017,3,2,19,50,290,6.7,7.7,99,99,99,999,9999,0.3,999,-9.3,99,99
2017,3,2,20,0,310,8.2,9.3,99,99,99,999,9999,0.2,999,-8.3,99,99
2017,3,2,20,10,280,7.2,8.2,99,99,99,999,9999,0.1,999,-8,99,99
2017,3,2,20,20,280,7.2,8.8,99,99,99,999,9999,0.2,999,-6.7,99,99
2017,3,2,20,30,310,6.7,7.7,99,99,99,999,9999,-0.2,999,-6.6,99,99
2017,3,2,20,40,300,4.1,4.6,99,99,99,999,9999,-0.1,999,-6.7,99,99
2017,3,2,20,50,280,7.7,8.2,99,99,99,999,9999,0.2,999,-7.9,99,99
2017,3,2,21,0,290,7.7,8.2,99,99,99,999,9999,0.2,999,-8.9,99,99
2017,3,2,21,10,310,6.7,8.8,99,99,99,999,9999,0.3,999,-6.9,99,99
2017,3,2,21,20,320,9.8,10.3,99,99,99,999,9999,-0.3,999,-5.9,99,99
2017,3,2,21,30,310,9.8,11.3,99,99,99,999,9999,-0.3,999,-6.8,99,99
2017,3,2,21,40,280,9.8,10.8,99,99,99,999,9999,-0.3,999,-6.5,99,99
2017,3,2,21,50,300,7.7,8.8,99,99,99,999,9999,-0.5,999,-7.2,99,99
2017,3,2,22,0,300,9.3,10.3,99,99,99,999,9999,-0.2,999,-9,99,99
2017,3,2,22,10,300,8.8,9.8,99,99,99,999,9999,0,999,-8.5,99,99
2017,3,2,22,20,300,6.2,6.7,99,99,99,999,9999,0,999,-7.5,99,99
2017,3,2,22,30,310,7.2,8.8,99,99,99,999,9999,0.1,999,-8.3,99,99
2017,3,2,22,40,300,7.7,8.8,99,99,99,999,9999,0,999,-10,99,99
2017,3,2,22,50,310,7.2,7.7,99,99,99,999,9999,0.1,999,-8.8,99,99
2017,3,2,23,0,320,6.2,7.2,99,99,99,999,9999,-0.3,999,-8,99,99
2017,3,2,23,10,320,6.2,7.7,99,99,99,999,9999,-0.2,999,-7.8,99,99
2017,3,2,23,20,300,8.2,8.8,99,99,99,999,9999,-0.1,999,-9,99,99
2017,3,2,23,30,310,6.7,7.7,99,99,99,999,9999,0,999,-8.8,99,99
2017,3,2,23,40,310,7.7,8.8,99,99,99,999,9999,0,999,-8.7,99,99
2017,3,2,23,50,300,7.7,9.3,99,99,99,999,9999,-0.2,999,-9.3,99,99
2017,3,3,0,0,290,6.7,7.7,99,99,99,999,9999,-0.1,999,-9.1,99,99
2017,3,3,0,10,300,6.7,7.7,99,99,99,999,9999,-0.1,999,-8.6,99,99
2017,3,3,0,20,300,6.7,7.7,99,99,99,999,9999,-0.2,999,-8.9,99,99
2017,3,3,0,30,290,7.7,8.8,99,99,99,999,9999,-0.1,999,-8.8,99,99
2017,3,3,0,40,300,7.2,8.2,99,99,99,999,9999,-0.1,999,-8.8,99,99
2017,3,3,0,50,300,7.2,8.8,99,99,99,999,9999,0,999,-8.4,99,99
2017,3,3,1,0,300,7.7,8.8,99,99,99,999,9999,-0.1,999,-8.6,99,99
2017,3,3,1,10,290,6.7,8.2,99,99,99,999,9999,-0.1,999,-8.7,99,99
2017,3,3,1,20,290,8.2,9.3,99,99,99,999,9999,-0.1,999,-8.9,99,99
2017,3,3,1,30,290,7.2,8.8,99,99,99,999,9999,-0.2,999,-8.5,99,99
2017,3,3,1,40,290,7.2,8.2,99,99,99,999,9999,-0.2,999,-8.6,99,99
2017,3,3,1,50,300,6.7,7.2,99,99,99,999,9999,-0.1,999,-8.1,99,99
2017,3,3,2,0,300,5.7,6.2,99,99,99,999,9999,-0.1,999,-7.6,99,99
2017,3,3,2,10,300,7.7,9.3,99,99,99,999,9999,-0.2,999,-8.4,99,99
2017,3,3,2,20,300,7.7,9.3,99,99,99,999,9999,-0.2,999,-8,99,99
2017,3,3,2,30,310,8.2,9.3,99,99,99,999,9999,-0.2,999,-8,99,99
2017,3,3,2,40,300,9.3,9.8,99,99,99,999,9999,-0.3,999,-8.5,99,99
2017,3,3,2,50,310,7.2,7.7,99,99,99,999,9999,-0.4,999,-8.1,99,99
2017,3,3,3,0,310,9.3,10.8,99,99,99,999,9999,-0.4,999,-7.5,99,99
2017,3,3,3,10,310,8.8,9.8,99,99,99,999,9999,-0.6,999,-8.2,99,99
2017,3,3,3,20,320,9.8,10.8,99,99,99,999,9999,-0.7,999,-8.3,99,99
2017,3,3,3,30,320,8.2,10.3,99,99,99,999,9999,-0.8,999,-7.7,99,99
2017,3,3,3,40,320,9.3,10.3,99,99,99,999,9999,-0.8,999,-6.8,99,99
2017,3,3,3,50,310,8.8,9.8,99,99,99,999,9999,-1.1,999,-8.2,99,99
2017,3,3,4,0,320,8.2,9.8,99,99,99,999,9999,-1.2,999,-8.3,99,99
2017,3,3,4,10,320,8.2,9.3,99,99,99,999,9999,-1.3,999,-8.2,99,99
2017,3,3,4,20,330,9.3,10.8,99,99,99,999,9999,-1.2,999,-7.8,99,99
2017,3,3,4,30,320,9.8,11.3,99,99,99,999,9999,-1.4,999,-8.6,99,99
2017,3,3,4,40,320 1,0.3,12.4,99,99,99,999,9999,-1.6,999,-9.8,99,99
2017,3,3,4,50,310 1,0.3,11.8,99,99,99,999,9999,-1.6,999,-9.9,99,99
2017,3,3,5,0,320,8.8,9.8,99,99,99,999,9999,-1.6,999,-8.9,99,99
2017,3,3,5,10,320,9.3,10.3,99,99,99,999,9999,-1.6,999,-9,99,99
2017,3,3,5,20,320 1,0.3,11.8,99,99,99,999,9999,-1.7,999,-9.7,99,99
2017,3,3,5,30,310 1,0.8,12.4,99,99,99,999,9999,-1.7,999,-9.7,99,99
2017,3,3,5,40,310,9.8,10.8,99,99,99,999,9999,-1.7,999,-9.1,99,99
2017,3,3,5,50,310 1,0.3,12.4,99,99,99,999,9999,-1.9,999,-9.9,99,99
2017,3,3,6,0,300,8.8,10.8,99,99,99,999,9999,-1.9,999,-9.5,99,99
2017,3,3,6,10,310 1,0.8,13.4,99,99,99,999,9999,-1.9,999,-9.9,99,99
2017,3,3,6,20,310,9.8,11.8,99,99,99,999,9999,-2.1,999,-10.4,99,99
2017,3,3,6,30,310 1,0.3,12.4,99,99,99,999,9999,-2.1,999,-10.1,99,99
2017,3,3,6,40,300,9.8,12.4,99,99,99,999,9999,-2.1,999,-9.6,99,99
2017,3,3,6,50,310 1,0.8,12.4,99,99,99,999,9999,-2.3,999,-10.6,99,99
2017,3,3,7,0,310,8.8,10.8,99,99,99,999,9999,-2.1,999,-9.5,99,99
2017,3,3,7,10,310 1,0.8,12.4,99,99,99,999,9999,-2.4,999,-10.8,99,99
2017,3,3,7,20,310,9.3,10.3,99,99,99,999,9999,-2.3,999,-10.5,99,99
2017,3,3,7,30,300 1,0.3,11.8,99,99,99,999,9999,-2.4,999,-11.5,99,99
2017,3,3,7,40,310 1,0.3,12.4,99,99,99,999,9999,-2.6,999,-12.4,99,99
2017,3,3,7,50,310,9.8,11.3,99,99,99,999,9999,-2.7,999,-12.8,99,99
2017,3,3,8,0,310 1,1.3,12.9,99,99,99,999,9999,-2.8,999,-13,99,99
2017,3,3,8,10,320 1,1.8,13.9,99,99,99,999,9999,-2.9,999,-12.7,99,99
2017,3,3,8,20,320 1,0.3,11.8,99,99,99,999,9999,-2.9,999,-11.8,99,99
2017,3,3,8,30,310 1,0.8,12.4,99,99,99,999,9999,-3.2,999,-13.2,99,99
2017,3,3,8,40,330 1,1.3,12.9,99,99,99,999,9999,-3.2,999,-12.8,99,99
2017,3,3,8,50,320 1,3.4,14.4,99,99,99,999,9999,-3.4,999,-14.6,99,99
2017,3,3,9,0,330 1,1.3,12.9,99,99,99,999,9999,-3.4,999,-13.6,99,99
2017,3,3,9,10,330 1,0.3,13.4,99,99,99,999,9999,-3.4,999,-13.1,99,99
2017,3,3,9,20,330 1,1.3,12.9,99,99,99,999,9999,-3.5,999,-13.6,99,99
2017,3,3,9,30,320 1,0.8,11.8,99,99,99,999,9999,-3.8,999,-15.1,99,99
2017,3,3,9,40,310 1,1.3,13.9,99,99,99,999,9999,-3.8,999,-15,99,99
2017,3,3,9,50,320 1,2.9,14.9,99,99,99,999,9999,-4,999,-15,99,99
2017,3,3,10,0,320 1,2.4,13.4,99,99,99,999,9999,-4.2,999,-16.8,99,99
2017,3,3,10,10,310 1,1.3,12.9,99,99,99,999,9999,-4.2,999,-16.7,99,99
2017,3,3,10,20,320,9.8,11.3,99,99,99,999,9999,-4.2,999,-15.7,99,99
2017,3,3,10,30,310 1,0.8,12.4,99,99,99,999,9999,-4.6,999,-17.3,99,99
2017,3,3,10,40,320,9.8,11.8,99,99,99,999,9999,-4.4,999,-16.6,99,99
2017,3,3,10,50,310 1,0.3,11.8,99,99,99,999,9999,-4.7,999,-17.7,99,99
2017,3,3,11,0,320 1,0.3,12.9,99,99,99,999,9999,-4.6,999,-17.3,99,99
2017,3,3,11,10,320,8.2,9.8,99,99,99,999,9999,-4.6,999,-16.3,99,99
2017,3,3,11,20,310,7.7,8.8,99,99,99,999,9999,-4.6,999,-16,99,99
2017,3,3,11,30,310,8.2,10.8,99,99,99,999,9999,-4.9,999,-17.8,99,99
2017,3,3,11,40,310,8.8,10.8,99,99,99,999,9999,-4.8,999,-16.3,99,99
2017,3,3,11,50,310,7.7,9.8,99,99,99,999,9999,-5,999,-17.3,99,99
2017,3,3,12,0,310,7.2,8.8,99,99,99,999,9999,-5,999,-16.7,99,99
2017,3,3,12,10,310,8.2,9.8,99,99,99,999,9999,-5.1,999,-17.5,99,99
2017,3,3,12,20,320,8.2,10.3,99,99,99,999,9999,-5.2,999,-17.8,99,99
2017,3,3,12,30,310,8.2,9.3,99,99,99,999,9999,-5.4,999,-18.7,99,99
2017,3,3,12,40,310,8.8,10.8,99,99,99,999,9999,-5.4,999,-18.5,99,99
2017,3,3,12,50,320,8.8,10.3,99,99,99,999,9999,-5.2,999,-17.1,99,99
2017,3,3,13,0,300,8.2,10.8,99,99,99,999,9999,-5.4,999,-17.8,99,99
2017,3,3,13,10,310,9.3,11.8,99,99,99,999,9999,-5.5,999,-18.8,99,99
2017,3,3,13,20,310,7.7,8.8,99,99,99,999,9999,-5.7,999,-18.8,99,99
2017,3,3,13,30,310,8.8,10.3,99,99,99,999,9999,-5.7,999,-18.7,99,99
2017,3,3,13,40,310,7.2,9.3,99,99,99,999,9999,-5.5,999,-17.4,99,99
2017,3,3,13,50,320,8.2,9.8,99,99,99,999,9999,-5.5,999,-17.5,99,99
2017,3,3,14,0,300,8.8,9.8,99,99,99,999,9999,-5.7,999,-18.1,99,99
2017,3,3,14,10,310,8.8,9.8,99,99,99,999,9999,-5.4,999,-16.6,99,99
2017,3,3,14,20,310,8.8,10.3,99,99,99,999,9999,-5.6,999,-17.7,99,99
2017,3,3,14,30,310,7.2,8.8,99,99,99,999,9999,-5.5,999,-17.1,99,99
2017,3,3,14,40,300,7.7,9.3,99,99,99,999,9999,-5.6,999,-18.1,99,99
2017,3,3,14,50,310,7.2,8.8,99,99,99,999,9999,-5.5,999,-17.7,99,99
2017,3,3,15,0,330,7.7,8.8,99,99,99,999,9999,-5.4,999,-18.2,99,99
2017,3,3,15,10,320,8.2,8.8,99,99,99,999,9999,-5.2,999,-17.7,99,99
2017,3,3,15,20,300,8.8,10.8,99,99,99,999,9999,-5.1,999,-17.8,99,99
2017,3,3,15,30,320,7.2,8.2,99,99,99,999,9999,-5.2,999,-19.3,99,99
2017,3,3,15,40,320,8.8,9.8,99,99,99,999,9999,-5,999,-19.4,99,99
2017,3,3,15,50,330,7.7,9.3,99,99,99,999,9999,-4.9,999,-19,99,99
2017,3,3,16,0,320,6.2,7.7,99,99,99,999,9999,-4.9,999,-19.3,99,99
2017,3,3,16,10,340,7.2,8.8,99,99,99,999,9999,-4.9,999,-19.5,99,99
2017,3,3,16,20,330,6.7,7.7,99,99,99,999,9999,-4.7,999,-18.9,99,99
2017,3,3,16,30,350,5.7,6.2,99,99,99,999,9999,-4.8,999,-19.8,99,99
2017,3,3,16,40,340,4.6,5.7,99,99,99,999,9999,-4.6,999,-19,99,99
2017,3,3,16,50,350,5.1,6.7,99,99,99,999,9999,-4.6,999,-18.4,99,99
2017,3,3,17,0,340,5.1,5.7,99,99,99,999,9999,-4.5,999,-16.9,99,99
2017,3,3,17,10,360,4.1,4.6,99,99,99,999,9999,-4.7,999,-17.4,99,99
2017,3,3,17,20,10,3.6,4.6,99,99,99,999,9999,-4.6,999,-17.2,99,99
2017,3,3,17,30,360,4.1,4.6,99,99,99,999,9999,-4.4,999,-16.4,99,99
2017,3,3,17,40,360,4.1,4.6,99,99,99,999,9999,-4.1,999,-15.5,99,99
2017,3,3,17,50,30,4.1,4.6,99,99,99,999,9999,-4.3,999,-15.9,99,99
2017,3,3,18,0,10,3.1,3.6,99,99,99,999,9999,-4.3,999,-16.7,99,99
2017,3,3,18,10,10,3.1,3.6,99,99,99,999,9999,-4.2,999,-16.5,99,99
2017,3,3,18,20,30,3.6,4.1,99,99,99,999,9999,-4.1,999,-15.7,99,99
2017,3,3,18,30,40,3.6,4.1,99,99,99,999,9999,-4.1,999,-16.2,99,99
2017,3,3,18,40,30,4.1,4.6,99,99,99,999,9999,-4,999,-15.9,99,99
2017,3,3,18,50,50,3.6,4.1,99,99,99,999,9999,-4.1,999,-15.9,99,99
2017,3,3,19,0,50,3.1,3.6,99,99,99,999,9999,-3.9,999,-15.3,99,99
2017,3,3,19,10,60,3.6,4.1,99,99,99,999,9999,-3.9,999,-15.6,99,99
2017,3,3,19,20,40,3.6,3.6,99,99,99,999,9999,-3.9,999,-15.8,99,99
2017,3,3,19,30,60,4.1,4.6,99,99,99,999,9999,-3.7,999,-15.3,99,99
2017,3,3,19,40,80,3.1,4.1,99,99,99,999,9999,-3.7,999,-15.5,99,99
2017,3,3,19,50,70,2.6,3.1,99,99,99,999,9999,-3.6,999,-15.4,99,99
2017,3,3,20,0,50,2.1,3.6,99,99,99,999,9999,-3.6,999,-15.3,99,99
2017,3,3,20,10,50,3.1,3.6,99,99,99,999,9999,-3.5,999,-14.4,99,99
2017,3,3,20,20,100,3.6,4.1,99,99,99,999,9999,-3.4,999,-15,99,99
2017,3,3,20,30,70,2.6,3.1,99,99,99,999,9999,-3.3,999,-14.8,99,99
2017,3,3,20,40,80,2.1,3.1,99,99,99,999,9999,-3,999,-14.1,99,99
2017,3,3,20,50,80,3.1,3.6,99,99,99,999,9999,-3.2,999,-15,99,99
2017,3,3,21,0,60,3.1,3.6,99,99,99,999,9999,-3,999,-14.6,99,99
2017,3,3,21,10,70,3.6,4.1,99,99,99,999,9999,-3.1,999,-14.5,99,99
2017,3,3,21,20,100,3.6,4.1,99,99,99,999,9999,-3,999,-13.7,99,99
2017,3,3,21,30,80,4.6,5.1,99,99,99,999,9999,-3.1,999,-13.8,99,99
2017,3,3,21,40,90,4.1,5.1,99,99,99,999,9999,-3,999,-13.3,99,99
2017,3,3,21,50,90,4.1,5.1,99,99,99,999,9999,-3,999,-12.9,99,99
2017,3,3,22,0,90,4.6,5.1,99,99,99,999,9999,-3,999,-13,99,99
2017,3,3,22,10,90,4.1,5.1,99,99,99,999,9999,-2.9,999,-13,99,99
2017,3,3,22,20,90,4.1,5.1,99,99,99,999,9999,-2.8,999,-12.5,99,99
2017,3,3,22,30,100,4.1,4.6,99,99,99,999,9999,-2.8,999,-12.5,99,99
2017,3,3,22,40,100,4.1,4.6,99,99,99,999,9999,-2.7,999,-12.2,99,99
2017,3,3,22,50,110,4.1,4.6,99,99,99,999,9999,-2.3,999,-12.6,99,99
2017,3,3,23,0,110,4.1,4.6,99,99,99,999,9999,-2.7,999,-12.2,99,99
2017,3,3,23,10,110,4.6,5.1,99,99,99,999,9999,-2.6,999,-11.7,99,99
2017,3,3,23,20,110,4.6,5.1,99,99,99,999,9999,-2.6,999,-11.4,99,99
2017,3,3,23,30,120,4.6,5.7,99,99,99,999,9999,-2.6,999,-11.4,99,99
2017,3,3,23,40,120,4.1,4.6,99,99,99,999,9999,-2.6,999,-11.6,99,99
2017,3,3,23,50,120,4.6,5.1,99,99,99,999,9999,-2.6,999,-11.2,99,99
2017,3,4,0,0,110,4.6,5.7,99,99,99,999,9999,-2.5,999,-10.5,99,99
2017,3,4,0,10,120,4.6,5.1,99,99,99,999,9999,-2.4,999,-11,99,99
2017,3,4,0,20,110,4.6,5.7,99,99,99,999,9999,-2.3,999,-10.1,99,99
2017,3,4,0,30,120,5.1,5.7,99,99,99,999,9999,-2.3,999,-10.9,99,99
2017,3,4,0,40,110,5.1,5.1,99,99,99,999,9999,-2.3,999,-10.4,99,99
2017,3,4,0,50,120,4.1,4.6,99,99,99,999,9999,-2,999,-9.6,99,99
2017,3,4,1,0,120,4.6,5.1,99,99,99,999,9999,-2.1,999,-10,99,99
2017,3,4,1,10,120,3.6,4.1,99,99,99,999,9999,-2,999,-10.7,99,99
2017,3,4,1,20,130,4.1,4.6,99,99,99,999,9999,-1.9,999,-10.2,99,99
2017,3,4,1,30,140,3.1,3.6,99,99,99,999,9999,-1.8,999,-10.5,99,99
2017,3,4,1,40,150,2.6,3.6,99,99,99,999,9999,-1.7,999,-9.6,99,99
2017,3,4,1,50,150,3.6,4.6,99,99,99,999,9999,-1.6,999,-9.5,99,99
2017,3,4,2,0,140,3.6,4.1,99,99,99,999,9999,-1.5,999,-9.2,99,99
2017,3,4,2,10,150,2.1,3.1,99,99,99,999,9999,-1.4,999,-8.9,99,99
2017,3,4,2,20,140,3.6,4.1,99,99,99,999,9999,-1.4,999,-8.8,99,99
2017,3,4,2,30,160,3.6,4.6,99,99,99,999,9999,-1.2,999,-8.6,99,99
2017,3,4,2,40,150,2.6,3.6,99,99,99,999,9999,-1.1,999,-8.4,99,99
2017,3,4,2,50,150,3.1,4.1,99,99,99,999,9999,-1.1,999,-8.2,99,99
2017,3,4,3,0,130,2.6,3.1,99,99,99,999,9999,-1,999,-8.2,99,99
2017,3,4,3,10,140,3.1,3.6,99,99,99,999,9999,-0.9,999,-7.9,99,99
2017,3,4,3,20,140,2.6,3.6,99,99,99,999,9999,-0.8,999,-8.3,99,99
2017,3,4,3,30,140,3.6,3.6,99,99,99,999,9999,-0.8,999,-7.9,99,99
2017,3,4,3,40,120,3.1,3.6,99,99,99,999,9999,-0.7,999,-8.1,99,99
2017,3,4,3,50,150,3.1,3.6,99,99,99,999,9999,-0.6,999,-7.4,99,99
2017,3,4,4,0,150,2.6,3.1,99,99,99,999,9999,-0.6,999,-7.7,99,99
2017,3,4,4,10,150,2.6,3.1,99,99,99,999,9999,-0.5,999,-7.7,99,99
2017,3,4,4,20,140,3.1,3.6,99,99,99,999,9999,-0.4,999,-7.6,99,99
2017,3,4,4,30,140,3.1,4.1,99,99,99,999,9999,-0.3,999,-7.4,99,99
2017,3,4,4,40,170,4.1,4.6,99,99,99,999,9999,-0.2,999,-7.7,99,99
2017,3,4,4,50,190,4.1,4.6,99,99,99,999,9999,0.1,999,-9.1,99,99
2017,3,4,5,0,200,5.1,6.2,99,99,99,999,9999,0.1,999,-9.5,99,99
2017,3,4,5,10,200,4.6,5.1,99,99,99,999,9999,0.2,999,-9.2,99,99
2017,3,4,5,20,210,3.1,4.1,99,99,99,999,9999,0.3,999,-9.3,99,99
2017,3,4,5,30,210,3.6,4.6,99,99,99,999,9999,0.3,999,-9.2,99,99
2017,3,4,5,40,230,4.1,4.6,99,99,99,999,9999,0.3,999,-9,99,99
2017,3,4,5,50,200,4.6,5.1,99,99,99,999,9999,0.2,999,-8.4,99,99
2017,3,4,6,0,210,4.6,5.7,99,99,99,999,9999,0.3,999,-8.6,99,99
2017,3,4,6,10,200,3.6,4.1,99,99,99,999,9999,0.3,999,-9.3,99,99
2017,3,4,6,20,210,4.6,5.1,99,99,99,999,9999,0.1,999,-8.7,99,99
2017,3,4,6,30,220,6.2,6.7,99,99,99,999,9999,0,999,-8.1,99,99
2017,3,4,6,40,190,6.2,7.2,99,99,99,999,9999,-0.1,999,-7.7,99,99
2017,3,4,6,50,200,5.7,6.7,99,99,99,999,9999,-0.1,999,-7.3,99,99
2017,3,4,7,0,210,3.6,5.1,99,99,99,999,9999,-0.3,999,-7.6,99,99
2017,3,4,7,10,200,6.7,7.7,99,99,99,999,9999,-0.4,999,-6.6,99,99
2017,3,4,7,20,210,5.1,6.2,99,99,99,999,9999,-1.1,999,-5.3,99,99
2017,3,4,7,30,210,4.6,4.6,99,99,99,999,9999,-1.3,999,-4.5,99,99
2017,3,4,7,40,190,4.1,4.6,99,99,99,999,9999,-1.3,999,-4.2,99,99
2017,3,4,7,50,190,4.1,4.6,99,99,99,999,9999,-1.5,999,-4.2,99,99
2017,3,4,8,0,190,4.6,5.1,99,99,99,999,9999,-1.5,999,-4.1,99,99
2017,3,4,8,10,190,4.6,5.1,99,99,99,999,9999,-1.5,999,-4.3,99,99
2017,3,4,8,20,190,4.1,4.6,99,99,99,999,9999,-1.6,999,-3.8,99,99
2017,3,4,8,30,180,3.6,4.1,99,99,99,999,9999,-1.7,999,-3.6,99,99
2017,3,4,8,40,170,3.6,4.6,99,99,99,999,9999,-1.6,999,-3.1,99,99
2017,3,4,8,50,150,3.6,5.1,99,99,99,999,9999,-1.6,999,-3,99,99
2017,3,4,9,0,150,4.6,5.1,99,99,99,999,9999,-1.6,999,-3.1,99,99
2017,3,4,9,10,150,5.1,6.2,99,99,99,999,9999,-1.6,999,-3,99,99
2017,3,4,9,20,140,4.1,5.1,99,99,99,999,9999,-1.4,999,-3,99,99
2017,3,4,9,30,150,3.6,5.1,99,99,99,999,9999,-1.3,999,-3,99,99
2017,3,4,9,40,150,4.1,5.7,99,99,99,999,9999,-1.2,999,-2.9,99,99
2017,3,4,9,50,150,5.7,6.7,99,99,99,999,9999,-1.2,999,-3.2,99,99
2017,3,4,10,0,140,5.1,6.2,99,99,99,999,9999,-1.1,999,-2.9,99,99
2017,3,4,10,10,130,6.2,6.7,99,99,99,999,9999,-1.1,999,-2.8,99,99
2017,3,4,10,20,130,6.2,6.7,99,99,99,999,9999,-1.1,999,-2.9,99,99
2017,3,4,10,30,120,6.7,7.7,99,99,99,999,9999,-1.1,999,-2.9,99,99
2017,3,4,10,40,120,6.7,7.2,99,99,99,999,9999,-1,999,-2.8,99,99
2017,3,4,10,50,110,7.7,8.2,99,99,99,999,9999,-1,999,-2.9,99,99
2017,3,4,11,0,110,8.2,9.3,99,99,99,999,9999,-0.8,999,-2.6,99,99
2017,3,4,11,10,110,8.2,8.8,99,99,99,999,9999,-0.9,999,-2.9,99,99
2017,3,4,11,20,130,8.8,9.8,99,99,99,999,9999,-0.8,999,-2.9,99,99
2017,3,4,11,30,120,7.7,8.8,99,99,99,999,9999,-0.7,999,-2.4,99,99
2017,3,4,11,40,130,7.7,8.8,99,99,99,999,9999,-0.6,999,-2.3,99,99
2017,3,4,11,50,120,7.7,8.8,99,99,99,999,9999,-0.8,999,-2.6,99,99
2017,3,4,12,0,130,8.2,8.8,99,99,99,999,9999,-0.7,999,-2.6,99,99
