#YY,MM,DD,WDIR,WSPD,ATMP
2014,1,1,113.29411764705883,4.14352941176471,-7.041176470588234
2014,1,2,69.51219512195122,2.4524390243902463,-6.8475609756097535
2014,1,3,253.29268292682926,5.176829268292679,-12.076829268292682
2014,1,4,194.5977011494253,5.3873563218390785,-4.341379310344827
2014,1,5,316.6265060240964,5.042168674698797,-4.050602409638555
2014,1,6,280.0,3.6621951219512194,-21.53170731707317
2014,1,7,249.51807228915663,4.326506024096385,-21.09036144578313
2014,1,8,248.8235294117647,4.881176470588245,-12.180000000000001
2014,1,9,197.5609756097561,4.673170731707319,-9.136585365853659
2014,1,10,172.5,7.303409090909088,-1.1613636363636366
2014,1,11,234.26966292134833,5.660674157303373,2.993258426966292
2014,1,12,222.24719101123594,5.658426966292131,0.3348314606741575
2014,1,13,215.65217391304347,5.5706521739130475,5.932608695652173
2014,1,14,230.21978021978023,5.840659340659334,-0.15164835164835178
2014,1,15,273.69565217391306,5.458695652173913,-6.608695652173914
2014,1,16,198.57142857142858,4.6726190476190474,-4.111904761904763
2014,1,17,268.55555555555554,6.592222222222221,-7.937777777777775
2014,1,18,204.66666666666666,7.562222222222224,-8.841111111111111
2014,1,19,225.47619047619048,4.574999999999999,-5.213095238095238
2014,1,20,274.4943820224719,5.450561797752815,0.2674157303370785
2014,1,21,245.28735632183907,4.131034482758625,-9.599999999999998
2014,1,22,247.95454545454547,5.518181818181817,-13.355681818181813
2014,1,23,296.51162790697674,3.32325581395349,-15.156976744186046
2014,1,24,228.6206896551724,6.494252873563219,-13.765517241379303
2014,1,25,265.97701149425285,4.736781609195399,-4.985057471264367
2014,1,26,232.5,4.033333333333333,-8.944047619047618
2014,1,27,281.0975609756098,2.9280487804878117,-14.9109756097561
2014,1,28,261.56626506024094,6.571084337349392,-19.662650602409634
2014,1,29,242.89473684210526,7.451315789473685,-12.046052631578945
2014,1,30,193.875,6.42,-3.98125
2014,1,31,240.12048192771084,4.697590361445785,-4.037349397590362
2014,2,1,157.6829268292683,4.759756097560973,-3.062195121951219
2014,2,2,324.3529411764706,5.923529411764708,-6.527058823529411
2014,2,3,279.87951807228916,3.2987951807228897,-9.137349397590363
2014,2,4,175.125,3.5987499999999963,-7.121250000000001
2014,2,5,129.08045977011494,4.4862068965517246,-5.1770114942528735
2014,2,6,274.06976744186045,6.388372093023252,-12.497674418604648
2014,2,7,250.80459770114942,5.46436781609195,-14.91149425287356
2014,2,8,201.70731707317074,5.531707317073178,-11.250000000000002
2014,2,9,269.875,5.779999999999996,-9.041250000000002
2014,2,10,296.91358024691357,6.456790123456793,-12.827160493827154
2014,2,11,256.9047619047619,5.370238095238098,-12.992857142857144
2014,2,12,184.32432432432432,5.840540540540538,-8.797297297297296
2014,2,13,183.20987654320987,6.259259259259257,-5.023456790123454
2014,2,14,283.972602739726,6.295890410958908,-6.5835616438356155
2014,2,15,268.67469879518075,6.062650602409644,-7.849397590361446
2014,2,16,273.3720930232558,6.983720930232553,-6.769767441860468
2014,2,17,124.58823529411765,4.882352941176469,-5.028235294117648
2014,2,18,234.28571428571428,4.82727272727272,-0.23116883116883113
2014,2,19,241.9318181818182,5.938636363636362,4.294318181818179
2014,2,20,127.05882352941177,5.409411764705882,1.5564705882352945
2014,2,21,231.11111111111111,5.550617283950612,1.1765432098765432
2014,2,22,252.6829268292683,3.7926829268292654,-1.3182926829268293
2014,2,23,284.5882352941176,6.927058823529404,-4.851764705882352
2014,2,24,277.012987012987,6.590909090909093,-7.453246753246759
2014,2,25,284.5348837209302,6.102325581395339,-7.505813953488373
2014,2,26,267.8481012658228,4.368354430379743,-13.31772151898734
2014,2,27,289.7647058823529,4.189411764705888,-11.794117647058826
2014,2,28,199.62025316455697,5.0645569620253195,-10.469620253164555
2014,3,1,298.11764705882354,6.5411764705882325,-4.624705882352941
2014,3,2,338.0952380952381,7.3833333333333435,-11.927380952380945
2014,3,3,236.54761904761904,6.209523809523815,-13.273809523809524
2014,3,4,183.92857142857142,4.3047619047619055,-8.983333333333329
2014,3,5,77.3170731707317,6.126829268292677,-6.557317073170732
2014,3,6,81.3953488372093,5.383720930232565,-7.402325581395349
2014,3,7,175.0,6.252380952380948,-1.8404761904761922
2014,3,8,266.7415730337079,4.250561797752815,-0.4123595505617981
2014,3,9,229.6341463414634,4.118292682926829,-2.152439024390243
2014,3,10,235.9090909090909,4.64318181818182,7.663636363636363
2014,3,11,222.88888888888889,4.859999999999998,6.107777777777779
2014,3,12,231.72413793103448,5.363218390804598,-2.2183908045977003
2014,3,13,256.219512195122,4.648780487804875,-4.723170731707315
2014,3,14,217.21518987341773,4.094936708860759,5.889873417721519
2014,3,15,228.14814814814815,6.886419753086418,1.6592592592592594
2014,3,16,33.88235294117647,3.394117647058829,-5.295294117647058
2014,3,17,93.70370370370371,6.462962962962962,-4.982716049382716
2014,3,18,142.289156626506,7.028915662650597,0.9469879518072288
2014,3,19,203.48314606741573,6.308988764044938,4.844943820224719
2014,3,20,220.50632911392404,4.672151898734181,1.4949367088607597
2014,3,21,127.38095238095238,5.5607142857142815,1.904761904761905
2014,3,22,258.69565217391306,5.367391304347828,4.292391304347826
2014,3,23,196.27906976744185,4.320930232558147,-4.098837209302325
2014,3,24,191.3095238095238,3.8440476190476174,-4.26547619047619
2014,3,25,285.679012345679,7.207407407407407,-2.9111111111111114
2014,3,26,250.6818181818182,5.739772727272725,-3.4681818181818183
2014,3,27,181.1578947368421,3.4905263157894733,3.586315789473684
2014,3,28,206.45833333333334,5.203125000000006,5.260416666666667
2014,3,29,147.70833333333334,6.127083333333327,0.22812499999999988
2014,3,30,221.97916666666666,4.783333333333336,2.009375
2014,3,31,170.8421052631579,5.526315789473683,9.20736842105263
2014,4,1,220.72916666666666,3.1395833333333365,6.898958333333333
2014,4,2,160.625,6.908333333333324,3.191666666666667
2014,4,3,93.4375,6.262499999999992,1.9937500000000006
2014,4,4,176.97916666666666,5.961458333333322,3.648958333333336
2014,4,5,239.27083333333334,4.945833333333334,2.178125
2014,4,6,151.97916666666666,6.145833333333333,5.303125
2014,4,7,203.95833333333334,4.183333333333328,3.9874999999999994
2014,4,8,245.0,3.9968750000000033,6.732291666666664
2014,4,9,208.85416666666666,3.4729166666666647,6.918749999999998
2014,4,10,202.60416666666666,4.598958333333336,13.15416666666667
2014,4,11,221.14583333333334,3.8364583333333315,10.511458333333332
2014,4,12,198.125,5.877083333333331,25.815624999999997
2014,4,13,165.20833333333334,3.5437500000000046,13.728124999999997
2014,4,14,275.625,3.311458333333338,6.985416666666668
2014,4,15,253.33333333333334,5.750000000000003,-1.6239583333333334
2014,4,16,163.95833333333334,5.634375000000001,3.1218750000000006
2014,4,17,188.54166666666666,4.787500000000002,8.946875
2014,4,18,194.47916666666666,6.0666666666666655,5.577083333333335
2014,4,19,67.29166666666667,5.2791666666666694,3.9999999999999982
2014,4,20,148.125,6.727083333333326,10.976041666666667
2014,4,21,200.3125,6.595833333333328,17.318749999999998
2014,4,22,221.875,5.01145833333334,60.32708333333332
2014,4,23,131.77083333333334,5.908333333333339,3.2083333333333326
2014,4,24,124.47916666666667,5.642708333333332,6.769791666666667
2014,4,25,222.39583333333334,5.114583333333335,10.721874999999995
2014,4,26,110.41666666666667,6.799999999999993,8.711458333333338
2014,4,27,64.47916666666667,5.872916666666669,5.616666666666666
2014,4,28,87.70833333333333,6.862499999999994,7.670833333333334
2014,4,29,158.85416666666666,4.571875000000001,9.141666666666664
2014,4,30,198.21052631578948,6.18105263157894,10.52
2014,5,1,221.25,6.134375000000005,7.677083333333332
2014,5,2,248.75,7.356250000000009,8.959375000000001
2014,5,3,248.64583333333334,5.013541666666671,12.394791666666663
2014,5,4,217.29166666666666,6.654166666666672,11.104166666666666
2014,5,5,77.70833333333333,4.482291666666671,6.347916666666669
2014,5,6,99.26315789473684,6.955789473684197,6.638947368421052
2014,5,7,114.0625,6.273958333333333,10.43854166666667
2014,5,8,188.64583333333334,5.296874999999998,19.365625
2014,5,9,204.47916666666666,4.145833333333337,20.3
2014,5,10,197.29166666666666,4.063541666666665,15.75625
2014,5,11,145.625,5.515624999999996,17.021874999999998
2014,5,12,169.89583333333334,6.192708333333337,19.63437500000001
2014,5,13,226.5625,6.506250000000005,17.45416666666667
2014,5,14,277.2631578947368,6.64210526315789,10.306315789473684
2014,5,15,227.29166666666666,5.429166666666667,6.276041666666669
2014,5,16,50.31578947368421,5.39684210526316,3.958947368421055
2014,5,17,206.875,4.522916666666668,8.025000000000004
2014,5,18,213.22916666666666,6.531250000000004,13.991666666666669
2014,5,19,169.16666666666666,7.062499999999993,14.57604166666666
2014,5,20,171.45833333333334,5.315625000000003,19.259374999999995
2014,5,21,184.79166666666666,4.3760416666666755,16.602083333333333
2014,5,22,238.02083333333334,4.3760416666666755,23.68124999999999
2014,5,23,104.09836065573771,2.773770491803276,10.332786885245902
2014,5,24,197.1875,2.6124999999999967,10.811458333333334
2014,5,25,76.14583333333333,2.538541666666665,24.26562499999999
2014,5,26,162.5,5.660416666666666,20.64270833333333
2014,5,27,215.625,5.26875,21.49166666666667
2014,5,28,283.8541666666667,5.618749999999995,11.709375
2014,5,29,342.7368421052632,5.7305263157894775,10.792631578947365
2014,5,30,324.8958333333333,3.7875000000000028,11.832291666666665
2014,5,31,209.57894736842104,3.5705263157894707,14.428421052631574
2014,6,1,152.1875,4.940624999999997,19.962499999999995
2014,6,2,202.60416666666666,3.736458333333335,23.08229166666666
2014,6,3,211.66666666666666,6.101041666666671,21.589583333333334
2014,6,4,100.0,5.552083333333331,15.66041666666667
2014,6,5,204.6875,4.070833333333339,12.97395833333333
2014,6,6,104.16666666666667,2.1229166666666646,15.164583333333333
2014,6,7,125.83333333333333,4.317708333333328,18.995833333333334
2014,6,8,267.1875,4.18958333333333,13.384374999999997
2014,6,9,319.2708333333333,5.335416666666671,11.963541666666666
2014,6,10,316.4583333333333,5.689583333333327,12.113541666666668
2014,6,11,157.87234042553192,3.8085106382978755,13.129787234042555
2014,6,12,181.875,4.360416666666665,16.15625
2014,6,13,217.8125,6.132291666666673,16.187500000000004
2014,6,14,158.85416666666666,6.192708333333335,17.19791666666666
2014,6,15,158.22916666666666,6.374999999999994,20.003125
2014,6,16,187.39583333333334,5.830208333333338,23.658333333333342
2014,6,17,179.0625,5.415625000000002,23.950000000000014
2014,6,18,201.05263157894737,5.278947368421059,21.327368421052636
2014,6,19,237.68421052631578,4.704210526315794,14.660000000000005
2014,6,20,177.08333333333334,4.4916666666666645,19.809375
2014,6,21,221.14583333333334,4.396875000000002,15.981250000000001
2014,6,22,121.39784946236558,2.860215053763439,16.42365591397849
2014,6,23,153.85416666666666,3.0666666666666647,17.660416666666666
2014,6,24,148.10526315789474,3.2936842105263158,19.986315789473686
2014,6,25,233.22916666666666,4.687499999999998,16.09166666666666
2014,6,26,185.10416666666666,4.294791666666674,13.98645833333333
2014,6,27,97.78947368421052,3.301052631578945,16.92105263157895
2014,6,28,154.89583333333334,7.049999999999994,22.81770833333333
2014,6,29,198.125,6.6041666666666705,23.851041666666674
2014,6,30,194.55555555555554,4.400000000000002,24.441111111111113
2014,7,1,209.02173913043478,5.984782608695648,21.535869565217393
2014,7,2,245.72916666666666,7.119791666666669,18.764583333333338
2014,7,3,143.0952380952381,3.5952380952380927,15.542857142857144
2014,7,4,173.85416666666666,4.039583333333339,18.086458333333333
2014,7,5,163.64583333333334,5.569791666666663,20.158333333333335
2014,7,6,199.89583333333334,6.176041666666662,21.917708333333337
2014,7,7,182.3404255319149,3.938297872340431,23.734042553191475
2014,7,8,239.375,5.676041666666666,23.794791666666665
2014,7,9,210.41666666666666,4.673958333333341,19.938541666666666
2014,7,10,120.83333333333333,3.345833333333331,18.75416666666667
2014,7,11,140.20833333333334,4.595833333333329,20.289583333333336
2014,7,12,183.95833333333334,5.563541666666668,22.53958333333333
2014,7,13,217.29166666666666,4.972916666666671,22.402083333333326
2014,7,14,190.20833333333334,4.204166666666672,21.453125
2014,7,15,306.0416666666667,6.523958333333333,17.136458333333326
2014,7,16,220.20833333333334,4.908333333333334,16.33125
2014,7,17,155.0,4.226041666666662,18.639583333333334
2014,7,18,133.54166666666666,5.407291666666666,20.04479166666667
2014,7,19,119.16666666666667,2.895833333333332,20.43437500000001
2014,7,20,144.16666666666666,3.5697916666666623,21.001041666666666
2014,7,21,155.72916666666666,4.709374999999995,22.589583333333334
2014,7,22,190.9375,6.677083333333326,25.135416666666668
2014,7,23,275.05263157894734,3.7589473684210546,19.917894736842104
2014,7,24,85.85365853658537,5.132926829268298,17.159756097560976
2014,7,25,179.16666666666666,5.101041666666663,19.228124999999995
2014,7,26,162.91666666666666,5.1385416666666766,21.046875
2014,7,27,254.79166666666666,4.219791666666661,24.072916666666668
2014,7,28,318.63157894736844,3.7305263157894784,16.87368421052632
2014,7,29,159.0625,3.3156250000000003,17.912500000000005
2014,7,30,171.875,3.7687500000000007,18.114583333333332
2014,7,31,213.08510638297872,5.248936170212762,21.089361702127658
2014,8,1,215.20833333333334,4.421875000000001,22.907291666666666
2014,8,2,205.72916666666666,3.337500000000002,20.139583333333334
2014,8,3,188.73684210526315,2.8126315789473657,22.524210526315795
2014,8,4,198.61111111111111,4.159722222222219,22.631944444444443
2014,8,5,180.11904761904762,3.9285714285714266,20.24404761904762
2014,8,6,254.6875,4.816666666666671,19.80729166666667
2014,8,7,109.58333333333333,3.9406249999999967,20.760416666666668
2014,8,8,69.0625,6.848958333333338,21.244791666666682
2014,8,9,63.473684210526315,7.642105263157905,21.01578947368421
2014,8,10,106.25,6.239583333333342,20.89375000000001
2014,8,11,181.77083333333334,4.29062500000001,20.81979166666667
2014,8,12,275.9375,4.302083333333338,18.668750000000003
2014,8,13,230.20833333333334,5.180208333333335,19.781250000000004
2014,8,14,46.979166666666664,5.0802083333333385,17.910416666666666
2014,8,15,167.70833333333334,4.0520833333333295,18.84583333333332
2014,8,16,217.70833333333334,5.896875000000002,22.321875000000002
2014,8,17,306.4583333333333,5.773958333333333,20.162499999999994
2014,8,18,232.94736842105263,4.395789473684218,19.21368421052631
