#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,deg,T m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2008,8,18,14,0,270,5.1,6.2,99,99,99,999,9999,22.5,999,999,99,99
2008,8,18,15,0,270,3.1,3.6,99,99,99,999,9999,23.9,999,999,99,99
2008,8,18,16,0,270,1,2.1,99,99,99,999,9999,25.4,999,999,99,99
2008,8,18,17,0,270,3.1,4.6,99,99,99,999,9999,25.6,999,999,99,99
2008,8,18,18,0,290,5.7,8.2,99,99,99,999,9999,26.1,999,999,99,99
2008,8,18,19,0,250,3.1,3.6,99,99,99,999,9999,26.4,999,999,99,99
2008,8,18,20,0,90,4.1,4.6,99,99,99,999,9999,24.5,999,999,99,99
2008,8,18,21,0,90,4.1,4.1,99,99,99,999,9999,25.5,999,999,99,99
2008,8,18,22,0,100,4.1,4.6,99,99,99,999,9999,25.4,999,999,99,99
2008,8,18,23,0,130,3.1,4.1,99,99,99,999,9999,25.1,999,999,99,99
2008,8,19,0,0,250,7.2,8.8,99,99,99,999,9999,27.1,999,999,99,99
2008,8,19,1,0,280,6.2,7.2,99,99,99,999,9999,26.3,999,999,99,99
2008,8,19,2,0,280,5.1,6.2,99,99,99,999,9999,26,999,999,99,99
2008,8,19,3,0,250,5.7,6.2,99,99,99,999,9999,25.4,999,999,99,99
2008,8,19,4,0,260,4.6,5.7,99,99,99,999,9999,25,999,999,99,99
2008,8,19,5,0,260,4.1,4.6,99,99,99,999,9999,24.6,999,999,99,99
2008,8,19,6,0,260,4.6,5.1,99,99,99,999,9999,24.5,999,999,99,99
2008,8,19,7,0,270,4.1,4.6,99,99,99,999,9999,23.8,999,999,99,99
2008,8,19,8,0,280,4.1,5.1,99,99,99,999,9999,23.4,999,999,99,99
2008,8,19,9,0,350,5.7,6.2,99,99,99,999,9999,21.2,999,999,99,99
2008,8,19,10,0,330,4.6,5.1,99,99,99,999,9999,20.9,999,999,99,99
2008,8,19,11,0,350,5.7,6.2,99,99,99,999,9999,20.7,999,999,99,99
2008,8,19,12,0,340,3.6,4.6,99,99,99,999,9999,20.4,999,999,99,99
2008,8,19,13,0,340,4.1,4.6,99,99,99,999,9999,20.8,999,999,99,99
2008,8,19,14,0,350,4.6,5.7,99,99,99,999,9999,20.5,999,999,99,99
2008,8,19,15,0,350,3.6,4.1,99,99,99,999,9999,20.6,999,999,99,99
2008,8,19,17,0,340,4.6,5.7,99,99,99,999,9999,21.1,999,999,99,99
2008,8,19,18,0,350,5.1,5.7,99,99,99,999,9999,21.4,999,999,99,99
2008,8,19,19,0,350,5.7,6.2,99,99,99,999,9999,21.8,999,999,99,99
2008,8,19,20,0,10,4.6,5.1,99,99,99,999,9999,22.1,999,999,99,99
2008,8,19,21,0,10,6.7,7.2,99,99,99,999,9999,22.3,999,999,99,99
2008,8,19,22,0,20,6.7,7.7,99,99,99,999,9999,21.9,999,999,99,99
2008,8,19,23,0,20,7.2,8.2,99,99,99,999,9999,21.9,999,999,99,99
2008,8,20,0,0,20,6.2,7.2,99,99,99,999,9999,22.1,999,999,99,99
2008,8,20,1,0,20,5.7,6.2,99,99,99,999,9999,22,999,999,99,99
2008,8,20,2,0,10,5.7,6.7,99,99,99,999,9999,21.6,999,999,99,99
2008,8,20,3,0,10,5.7,6.2,99,99,99,999,9999,21.5,999,999,99,99
2008,8,20,4,0,10,5.7,6.7,99,99,99,999,9999,21.6,999,999,99,99
2008,8,20,5,0,90,6.2,6.7,99,99,99,999,9999,22.3,999,999,99,99
2008,8,20,6,0,80,6.7,7.2,99,99,99,999,9999,22,999,999,99,99
2008,8,20,7,0,100,5.7,7.2,99,99,99,999,9999,21.8,999,999,99,99
2008,8,20,8,0,120,7.2,7.7,99,99,99,999,9999,21.4,999,999,99,99
2008,8,20,9,0,130,7.2,7.7,99,99,99,999,9999,21.1,999,999,99,99
2008,8,20,10,0,140,7.2,9.3,99,99,99,999,9999,20.8,999,999,99,99
2008,8,20,11,0,130,6.2,7.2,99,99,99,999,9999,20.5,999,999,99,99
2008,8,20,12,0,130,7.2,8.2,99,99,99,999,9999,20.2,999,999,99,99
2008,8,20,13,0,130,5.1,6.7,99,99,99,999,9999,20.2,999,999,99,99
2008,8,20,14,0,130,5.1,6.7,99,99,99,999,9999,20.3,999,999,99,99
2008,8,20,15,0,120,5.7,6.2,99,99,99,999,9999,20.3,999,999,99,99
2008,8,20,16,0,90,5.1,6.2,99,99,99,999,9999,20.2,999,999,99,99
2008,8,20,17,0,90,5.1,6.2,99,99,99,999,9999,20.3,999,999,99,99
2008,8,20,18,0,80,4.6,5.7,99,99,99,999,9999,20.5,999,999,99,99
2008,8,20,19,0,70,4.1,5.1,99,99,99,999,9999,21,999,999,99,99
2008,8,20,20,0,60,4.1,4.6,99,99,99,999,9999,21.4,999,999,99,99
2008,8,20,21,0,50,6.2,7.2,99,99,99,999,9999,21.8,999,999,99,99
2008,8,20,22,0,40,6.2,7.2,99,99,99,999,9999,21.6,999,999,99,99
2008,8,20,23,0,40,7.2,8.2,99,99,99,999,9999,21.7,999,999,99,99
2008,8,21,0,0,40,7.2,8.2,99,99,99,999,9999,21.9,999,999,99,99
2008,8,21,1,0,50,6.2,7.2,99,99,99,999,9999,22,999,999,99,99
2008,8,21,2,0,50,5.7,7.2,99,99,99,999,9999,22,999,999,99,99
2008,8,21,3,0,60,6.2,7.2,99,99,99,999,9999,22.2,999,999,99,99
2008,8,21,4,0,80,5.7,6.2,99,99,99,999,9999,22.4,999,999,99,99
2008,8,21,5,0,100,5.7,6.7,99,99,99,999,9999,22.9,999,999,99,99
2008,8,21,6,0,120,8.2,9.3,99,99,99,999,9999,23,999,999,99,99
2008,8,21,7,0,130,8.8,10.3,99,99,99,999,9999,22.1,999,999,99,99
2008,8,21,8,0,130,6.7,7.7,99,99,99,999,9999,21.5,999,999,99,99
2008,8,21,9,0,130,7.7,8.8,99,99,99,999,9999,21.4,999,999,99,99
2008,8,21,10,0,120,5.7,6.2,99,99,99,999,9999,21.3,999,999,99,99
2008,8,21,11,0,120,5.7,6.7,99,99,99,999,9999,21.1,999,999,99,99
2008,8,21,12,0,110,6.7,7.2,99,99,99,999,9999,21,999,999,99,99
2008,8,21,13,0,100,5.7,6.2,99,99,99,999,9999,20.8,999,999,99,99
2008,8,21,14,0,100,5.7,6.7,99,99,99,999,9999,20.9,999,999,99,99
2008,8,21,15,0,100,5.7,6.2,99,99,99,999,9999,21.1,999,999,99,99
2008,8,21,16,0,80,4.6,5.1,99,99,99,999,9999,21,999,999,99,99
2008,8,21,17,0,70,4.6,5.1,99,99,99,999,9999,21.2,999,999,99,99
2008,8,21,18,0,80,4.1,4.6,99,99,99,999,9999,21.5,999,999,99,99
2008,8,21,19,0,80,2.6,3.1,99,99,99,999,9999,21.9,999,999,99,99
2008,8,21,20,0,130,3.1,3.6,99,99,99,999,9999,22.4,999,999,99,99
2008,8,21,21,0,130,2.1,2.6,99,99,99,999,9999,23.5,999,999,99,99
2008,8,21,22,0,140,5.1,5.7,99,99,99,999,9999,23.6,999,999,99,99
2008,8,21,23,0,100,6.7,7.2,99,99,99,999,9999,23.2,999,999,99,99
2008,8,22,0,0,120,7.2,8.2,99,99,99,999,9999,23.4,999,999,99,99
2008,8,22,1,0,140,8.2,9.3,99,99,99,999,9999,23.5,999,999,99,99
2008,8,22,2,0,140,7.7,9.3,99,99,99,999,9999,23.7,999,999,99,99
2008,8,22,3,0,140,6.2,7.2,99,99,99,999,9999,23.5,999,999,99,99
2008,8,22,4,0,140,6.7,7.7,99,99,99,999,9999,23.5,999,999,99,99
2008,8,22,5,0,170,8.2,9.3,99,99,99,999,9999,24.1,999,999,99,99
2008,8,22,6,0,170,6.7,7.7,99,99,99,999,9999,23.9,999,999,99,99
2008,8,22,7,0,180,8.8,10.3,99,99,99,999,9999,24.1,999,999,99,99
2008,8,22,8,0,180,7.7,8.8,99,99,99,999,9999,23.9,999,999,99,99
2008,8,22,9,0,180,7.2,8.2,99,99,99,999,9999,23.7,999,999,99,99
2008,8,22,10,0,180,8.2,9.8,99,99,99,999,9999,23.7,999,999,99,99
2008,8,22,11,0,180,7.2,8.2,99,99,99,999,9999,23.6,999,999,99,99
2008,8,22,12,0,180,7.2,8.2,99,99,99,999,9999,23.6,999,999,99,99
2008,8,22,13,0,180,8.2,9.3,99,99,99,999,9999,23.4,999,999,99,99
2008,8,22,14,0,170,8.8,10.3,99,99,99,999,9999,23.5,999,999,99,99
2008,8,22,15,0,160,8.8,10.3,99,99,99,999,9999,23.7,999,999,99,99
2008,8,22,16,0,150,6.2,8.8,99,99,99,999,9999,24.5,999,999,99,99
2008,8,22,17,0,130,8.2,9.8,99,99,99,999,9999,23.9,999,999,99,99
2008,8,22,18,0,180,10.8,12.9,99,99,99,999,9999,25.7,999,999,99,99
2008,8,22,19,0,210,6.2,7.2,99,99,99,999,9999,24.8,999,999,99,99
2008,8,22,20,0,180,8.2,9.8,99,99,99,999,9999,25.9,999,999,99,99
2008,8,22,21,0,200,11.3,13.9,99,99,99,999,9999,26.5,999,999,99,99
2008,8,22,22,0,190,10.3,11.3,99,99,99,999,9999,26.6,999,999,99,99
2008,8,22,23,0,180,9.8,12.4,99,99,99,999,9999,26.7,999,999,99,99
2008,8,23,0,0,180,9.3,10.3,99,99,99,999,9999,26,999,999,99,99
2008,8,23,1,0,170,9.8,10.8,99,99,99,999,9999,25.2,999,999,99,99
2008,8,23,2,0,170,9.3,9.8,99,99,99,999,9999,25.2,999,999,99,99
2008,8,23,3,0,180,7.7,8.2,99,99,99,999,9999,24.9,999,999,99,99
2008,8,23,4,0,180,8.8,9.3,99,99,99,999,9999,24.9,999,999,99,99
2008,8,23,5,0,180,8.2,9.8,99,99,99,999,9999,24.2,999,999,99,99
2008,8,23,6,0,200,9.3,10.8,99,99,99,999,9999,24.7,999,999,99,99
2008,8,23,7,0,200,8.8,10.8,99,99,99,999,9999,24.5,999,999,99,99
2008,8,23,8,0,210,8.8,10.8,99,99,99,999,9999,24.4,999,999,99,99
2008,8,23,9,0,190,7.7,9.8,99,99,99,999,9999,23.9,999,999,99,99
2008,8,23,10,0,190,7.2,8.2,99,99,99,999,9999,23.6,999,999,99,99
2008,8,23,11,0,200,7.2,8.2,99,99,99,999,9999,23.2,999,999,99,99
2008,8,23,12,0,190,8.2,9.8,99,99,99,999,9999,22.6,999,999,99,99
2008,8,23,13,0,200,8.8,10.3,99,99,99,999,9999,23.2,999,999,99,99
2008,8,23,14,0,200,8.2,10.3,99,99,99,999,9999,24.1,999,999,99,99
2008,8,23,15,0,220,7.2,8.8,99,99,99,999,9999,25.5,999,999,99,99
2008,8,23,16,0,220,7.2,11.3,99,99,99,999,9999,26.9,999,999,99,99
2008,8,23,17,0,220,6.7,8.8,99,99,99,999,9999,27.5,999,999,99,99
2008,8,23,18,0,230,6.7,10.8,99,99,99,999,9999,28.4,999,999,99,99
2008,8,23,19,0,230,7.7,9.3,99,99,99,999,9999,29.2,999,999,99,99
2008,8,23,20,0,220,5.1,9.8,99,99,99,999,9999,29.4,999,999,99,99
2008,8,23,21,0,240,7.7,9.8,99,99,99,999,9999,28.9,999,999,99,99
2008,8,23,22,0,260,6.7,7.7,99,99,99,999,9999,28.6,999,999,99,99
2008,8,23,23,0,20,3.6,4.6,99,99,99,999,9999,24.6,999,999,99,99
2008,8,24,0,0,50,3.6,5.1,99,99,99,999,9999,24.6,999,999,99,99
2008,8,24,1,0,270,6.7,7.7,99,99,99,999,9999,27.1,999,999,99,99
2008,8,24,2,0,280,5.7,7.2,99,99,99,999,9999,26.4,999,999,99,99
2008,8,24,3,0,280,5.7,7.2,99,99,99,999,9999,25.6,999,999,99,99
2008,8,24,4,0,290,4.6,5.7,99,99,99,999,9999,24.8,999,999,99,99
2008,8,24,5,0,300,6.2,7.2,99,99,99,999,9999,24,999,999,99,99
2008,8,24,6,0,310,6.7,7.2,99,99,99,999,9999,23.1,999,999,99,99
2008,8,24,7,0,320,6.7,8.2,99,99,99,999,9999,22.4,999,999,99,99
2008,8,24,8,0,330,7.7,9.3,99,99,99,999,9999,21.5,999,999,99,99
2008,8,24,9,0,340,9.3,10.3,99,99,99,999,9999,21.4,999,999,99,99
2008,8,24,10,0,340,7.7,9.3,99,99,99,999,9999,20.9,999,999,99,99
2008,8,24,11,0,330,7.7,9.3,99,99,99,999,9999,20.3,999,999,99,99
2008,8,24,12,0,340,8.2,9.3,99,99,99,999,9999,19.9,999,999,99,99
2008,8,24,13,0,330,7.7,8.8,99,99,99,999,9999,19.8,999,999,99,99
2008,8,24,14,0,350,7.2,8.8,99,99,99,999,9999,19.6,999,999,99,99
2008,8,24,15,0,340,7.2,8.2,99,99,99,999,9999,19.5,999,999,99,99
2008,8,24,16,0,340,7.7,8.8,99,99,99,999,9999,19.4,999,999,99,99
2008,8,24,17,0,350,7.7,8.8,99,99,99,999,9999,20.1,999,999,99,99
2008,8,24,18,0,360,5.1,6.2,99,99,99,999,9999,20.4,999,999,99,99
2008,8,24,19,0,20,5.7,7.2,99,99,99,999,9999,20.3,999,999,99,99
2008,8,24,20,0,10,7.7,8.8,99,99,99,999,9999,20,999,999,99,99
2008,8,24,21,0,30,6.2,7.2,99,99,99,999,9999,20.1,999,999,99,99
2008,8,24,22,0,30,4.6,5.7,99,99,99,999,9999,20.3,999,999,99,99
2008,8,24,23,0,30,5.1,6.2,99,99,99,999,9999,20.4,999,999,99,99
2008,8,25,0,0,30,6.7,8.8,99,99,99,999,9999,20.1,999,999,99,99
2008,8,25,1,0,20,7.7,9.3,99,99,99,999,9999,19.8,999,999,99,99
2008,8,25,2,0,20,8.8,10.3,99,99,99,999,9999,19.4,999,999,99,99
2008,8,25,3,0,20,9.8,11.3,99,99,99,999,9999,19.4,999,999,99,99
2008,8,25,4,0,20,8.8,11.3,99,99,99,999,9999,19.3,999,999,99,99
2008,8,25,5,0,20,10.3,12.4,99,99,99,999,9999,19.4,999,999,99,99
2008,8,25,6,0,20,9.3,11.3,99,99,99,999,9999,18.9,999,999,99,99
2008,8,25,7,0,30,8.2,10.3,99,99,99,999,9999,19,999,999,99,99
2008,8,25,8,0,40,8.8,10.3,99,99,99,999,9999,19.1,999,999,99,99
2008,8,25,9,0,30,8.8,10.8,99,99,99,999,9999,18.9,999,999,99,99
2008,8,25,10,0,40,9.3,10.8,99,99,99,999,9999,18.7,999,999,99,99
2008,8,25,11,0,50,7.7,9.3,99,99,99,999,9999,18.6,999,999,99,99
2008,8,25,12,0,50,8.2,9.8,99,99,99,999,9999,18.5,999,999,99,99
2008,8,25,13,0,40,7.2,8.2,99,99,99,999,9999,18.3,999,999,99,99
2008,8,25,14,0,50,7.7,9.3,99,99,99,999,9999,18.3,999,999,99,99
2008,8,25,15,0,50,8.2,9.3,99,99,99,999,9999,18.3,999,999,99,99
2008,8,25,16,0,50,7.7,9.3,99,99,99,999,9999,18.3,999,999,99,99
2008,8,25,17,0,30,8.2,9.3,99,99,99,999,9999,18.4,999,999,99,99
2008,8,25,18,0,40,7.2,8.8,99,99,99,999,9999,18.6,999,999,99,99
2008,8,25,19,0,30,7.2,8.8,99,99,99,999,9999,18.7,999,999,99,99
2008,8,25,20,0,30,8.2,9.8,99,99,99,999,9999,19.1,999,999,99,99
2008,8,25,21,0,20,7.7,9.8,99,99,99,999,9999,19.1,999,999,99,99
2008,8,25,22,0,10,8.2,10.3,99,99,99,999,9999,19.1,999,999,99,99
2008,8,25,23,0,20,9.3,10.8,99,99,99,999,9999,19.4,999,999,99,99
2008,8,26,0,0,10,8.2,9.8,99,99,99,999,9999,19.4,999,999,99,99
2008,8,26,1,0,20,8.8,9.8,99,99,99,999,9999,19.4,999,999,99,99
2008,8,26,2,0,30,10.3,11.8,99,99,99,999,9999,19.9,999,999,99,99
2008,8,26,3,0,30,10.8,11.8,99,99,99,999,9999,20,999,999,99,99
2008,8,26,4,0,40,11.3,12.9,99,99,99,999,9999,20.3,999,999,99,99
2008,8,26,5,0,70,11.3,13.4,99,99,99,999,9999,20.6,999,999,99,99
2008,8,26,6,0,80,11.8,13.4,99,99,99,999,9999,20.2,999,999,99,99
2008,8,26,7,0,90,11.8,13.9,99,99,99,999,9999,19.5,999,999,99,99
2008,8,26,8,0,100,11.8,13.4,99,99,99,999,9999,19.4,999,999,99,99
2008,8,26,9,0,110,9.8,10.8,99,99,99,999,9999,18.9,999,999,99,99
2008,8,26,10,0,110,7.7,9.3,99,99,99,999,9999,18.4,999,999,99,99
2008,8,26,11,0,110,7.2,9.3,99,99,99,999,9999,18,999,999,99,99
2008,8,26,12,0,90,7.7,9.3,99,99,99,999,9999,17.5,999,999,99,99
2008,8,26,13,0,90,6.7,8.2,99,99,99,999,9999,17.5,999,999,99,99
2008,8,26,14,0,110,6.7,8.8,99,99,99,999,9999,17.2,999,999,99,99
2008,8,26,15,0,100,5.7,6.7,99,99,99,999,9999,17.6,999,999,99,99
2008,8,26,16,0,100,4.6,5.1,99,99,99,999,9999,18.1,999,999,99,99
2008,8,26,17,0,60,6.2,7.2,99,99,99,999,9999,18.3,999,999,99,99
2008,8,26,18,0,50,7.2,8.8,99,99,99,999,9999,18.8,999,999,99,99
2008,8,26,19,0,60,5.7,7.2,99,99,99,999,9999,19.2,999,999,99,99
2008,8,26,20,0,30,7.2,8.2,99,99,99,999,9999,19.5,999,999,99,99
2008,8,26,21,0,20,8.2,9.3,99,99,99,999,9999,19.8,999,999,99,99
2008,8,26,22,0,20,8.8,9.8,99,99,99,999,9999,20.1,999,999,99,99
2008,8,26,23,0,20,8.8,9.8,99,99,99,999,9999,20.6,999,999,99,99
2008,8,27,0,0,20,8.8,9.8,99,99,99,999,9999,20.9,999,999,99,99
2008,8,27,1,0,30,9.3,10.3,99,99,99,999,9999,21.3,999,999,99,99
2008,8,27,2,0,30,8.2,9.3,99,99,99,999,9999,21.4,999,999,99,99
2008,8,27,3,0,40,7.2,8.2,99,99,99,999,9999,21.7,999,999,99,99
2008,8,27,4,0,90,6.7,7.7,99,99,99,999,9999,22.7,999,999,99,99
2008,8,27,5,0,110,10.8,12.4,99,99,99,999,9999,22.3,999,999,99,99
2008,8,27,6,0,100,11.3,12.4,99,99,99,999,9999,21.6,999,999,99,99
2008,8,27,7,0,120,9.8,10.8,99,99,99,999,9999,20.5,999,999,99,99
2008,8,27,8,0,110,7.2,8.2,99,99,99,999,9999,20.1,999,999,99,99
2008,8,27,9,0,110,5.1,5.7,99,99,99,999,9999,19.7,999,999,99,99
2008,8,27,10,0,120,4.1,5.1,99,99,99,999,9999,19.6,999,999,99,99
2008,8,27,11,0,120,4.6,5.7,99,99,99,999,9999,19.6,999,999,99,99
2008,8,27,12,0,110,3.6,4.6,99,99,99,999,9999,19.9,999,999,99,99
2008,8,27,13,0,80,1.5,2.1,99,99,99,999,9999,20.4,999,999,99,99
2008,8,27,14,0,70,2.1,3.1,99,99,99,999,9999,20.1,999,999,99,99
2008,8,27,15,0,360,2.1,3.1,99,99,99,999,9999,20.2,999,999,99,99
2008,8,27,16,0,20,3.6,4.1,99,99,99,999,9999,20,999,999,99,99
2008,8,27,17,0,20,3.6,4.6,99,99,99,999,9999,20.1,999,999,99,99
2008,8,27,18,0,360,5.1,6.2,99,99,99,999,9999,20.3,999,999,99,99
2008,8,27,19,0,360,5.7,6.7,99,99,99,999,9999,20.3,999,999,99,99
2008,8,27,20,0,30,4.1,5.7,99,99,99,999,9999,20.6,999,999,99,99
2008,8,27,21,0,40,3.6,4.6,99,99,99,999,9999,20.9,999,999,99,99
2008,8,27,22,0,80,3.1,3.6,99,99,99,999,9999,21.3,999,999,99,99
2008,8,27,23,0,80,2.1,2.6,99,99,99,999,9999,21.6,999,999,99,99
2008,8,28,1,0,60,2.1,2.1,99,99,99,999,9999,21.2,999,999,99,99
2008,8,28,2,0,90,1,1.5,99,99,99,999,9999,21.3,999,999,99,99
2008,8,28,3,0,50,1.5,2.1,99,99,99,999,9999,21.3,999,999,99,99
2008,8,28,4,0,50,2.1,2.6,99,99,99,999,9999,21.4,999,999,99,99
2008,8,28,5,0,30,1,1,99,99,99,999,9999,21.4,999,999,99,99
2008,8,28,6,0,110,2.6,3.1,99,99,99,999,9999,21.3,999,999,99,99
2008,8,28,7,0,130,4.6,5.1,99,99,99,999,9999,21.4,999,999,99,99
2008,8,28,8,0,140,5.1,6.2,99,99,99,999,9999,21.7,999,999,99,99
2008,8,28,9,0,180,4.6,5.1,99,99,99,999,9999,21.7,999,999,99,99
2008,8,28,10,0,170,5.7,7.2,99,99,99,999,9999,21.1,999,999,99,99
2008,8,28,11,0,170,7.2,8.2,99,99,99,999,9999,20.7,999,999,99,99
2008,8,28,12,0,180,4.6,5.7,99,99,99,999,9999,20.6,999,999,99,99
2008,8,28,13,0,180,4.1,4.6,99,99,99,999,9999,20.9,999,999,99,99
2008,8,28,14,0,170,5.1,6.2,99,99,99,999,9999,20.8,999,999,99,99
2008,8,28,15,0,180,6.7,7.2,99,99,99,999,9999,21.9,999,999,99,99
2008,8,28,16,0,180,7.7,9.3,99,99,99,999,9999,22.3,999,999,99,99
2008,8,28,17,0,170,10.8,11.8,99,99,99,999,9999,22.1,999,999,99,99
2008,8,28,18,0,230,5.7,6.7,99,99,99,999,9999,22.4,999,999,99,99
2008,8,28,19,0,350,2.6,3.1,99,99,99,999,9999,21.9,999,999,99,99
2008,8,28,20,0,80,2.1,2.1,99,99,99,999,9999,22.3,999,999,99,99
2008,8,28,21,0,90,2.6,3.1,99,99,99,999,9999,22.5,999,999,99,99
2008,8,28,22,0,120,3.1,3.6,99,99,99,999,9999,23.1,999,999,99,99
2008,8,28,23,0,180,5.1,5.7,99,99,99,999,9999,25,999,999,99,99
2008,8,29,0,0,150,5.7,6.7,99,99,99,999,9999,24.6,999,999,99,99
2008,8,29,1,0,180,7.7,8.2,99,99,99,999,9999,24.8,999,999,99,99
2008,8,29,2,0,180,6.7,6.7,99,99,99,999,9999,24.6,999,999,99,99
2008,8,29,3,0,190,7.2,7.7,99,99,99,999,9999,24.3,999,999,99,99
2008,8,29,4,0,200,4.1,4.6,99,99,99,999,9999,24.4,999,999,99,99
2008,8,29,5,0,220,1.5,2.1,99,99,99,999,9999,24.3,999,999,99,99
2008,8,29,6,0,300,2.6,3.1,99,99,99,999,9999,24,999,999,99,99
2008,8,29,7,0,280,2.6,3.1,99,99,99,999,9999,23.5,999,999,99,99
2008,8,29,8,0,340,3.6,4.6,99,99,99,999,9999,22.6,999,999,99,99
2008,8,29,9,0,330,3.6,4.1,99,99,99,999,9999,22.8,999,999,99,99
2008,8,29,10,0,320,6.7,7.7,99,99,99,999,9999,22.4,999,999,99,99
2008,8,29,11,0,340,9.3,10.8,99,99,99,999,9999,21.9,999,999,99,99
2008,8,29,12,0,340,8.8,9.8,99,99,99,999,9999,21.5,999,999,99,99
2008,8,29,13,0,350,8.2,9.3,99,99,99,999,9999,21.7,999,999,99,99
2008,8,29,14,0,350,7.7,8.8,99,99,99,999,9999,21.7,999,999,99,99
2008,8,29,15,0,350,6.7,7.2,99,99,99,999,9999,21.4,999,999,99,99
2008,8,29,16,0,340,4.6,5.1,99,99,99,999,9999,21.4,999,999,99,99
2008,8,29,17,0,350,3.6,4.1,99,99,99,999,9999,21.6,999,999,99,99
2008,8,29,18,0,30,2.6,3.1,99,99,99,999,9999,21.8,999,999,99,99
2008,8,29,19,0,60,3.6,4.6,99,99,99,999,9999,21.9,999,999,99,99
2008,8,29,20,0,60,3.6,4.1,99,99,99,999,9999,22.1,999,999,99,99
2008,8,29,21,0,50,4.1,4.6,99,99,99,999,9999,22,999,999,99,99
2008,8,29,22,0,40,2.6,3.1,99,99,99,999,9999,22.1,999,999,99,99
2008,8,29,23,0,50,3.1,3.6,99,99,99,999,9999,22.6,999,999,99,99
2008,8,30,0,0,50,3.1,3.6,99,99,99,999,9999,22.7,999,999,99,99
2008,8,30,1,0,40,1.5,2.1,99,99,99,999,9999,22.3,999,999,99,99
2008,8,30,2,0,110,2.1,2.1,99,99,99,999,9999,22.1,999,999,99,99
2008,8,30,3,0,140,2.1,3.1,99,99,99,999,9999,22.1,999,999,99,99
2008,8,30,4,0,180,1.5,2.1,99,99,99,999,9999,22.3,999,999,99,99
2008,8,30,5,0,190,1.5,2.1,99,99,99,999,9999,22.3,999,999,99,99
2008,8,30,6,0,190,2.1,2.6,99,99,99,999,9999,22.3,999,999,99,99
2008,8,30,7,0,290,2.6,2.6,99,99,99,999,9999,22.2,999,999,99,99
2008,8,30,8,0,290,2.1,2.1,99,99,99,999,9999,21.7,999,999,99,99
2008,8,30,9,0,290,1,1.5,99,99,99,999,9999,21.5,999,999,99,99
2008,8,30,10,0,290,2.1,2.6,99,99,99,999,9999,21.4,999,999,99,99
2008,8,30,11,0,250,1,1.5,99,99,99,999,9999,21,999,999,99,99
2008,8,30,12,0,190,3.6,4.1,99,99,99,999,9999,21.1,999,999,99,99
2008,8,30,13,0,200,4.1,4.6,99,99,99,999,9999,21.5,999,999,99,99
2008,8,30,14,0,180,4.1,4.6,99,99,99,999,9999,21.8,999,999,99,99
2008,8,30,15,0,170,3.6,4.6,99,99,99,999,9999,22,999,999,99,99
2008,8,30,16,0,160,3.6,4.6,99,99,99,999,9999,23.2,999,999,99,99
2008,8,30,17,0,140,5.1,5.7,99,99,99,999,9999,23.8,999,999,99,99
2008,8,30,18,0,130,5.7,6.2,99,99,99,999,9999,23.5,999,999,99,99
2008,8,30,19,0,120,6.2,7.2,99,99,99,999,9999,23.7,999,999,99,99
2008,8,30,20,0,120,6.7,7.2,99,99,99,999,9999,24.2,999,999,99,99
2008,8,30,21,0,120,6.2,6.7,99,99,99,999,9999,24.7,999,999,99,99
2008,8,30,22,0,100,5.7,6.7,99,99,99,999,9999,25,999,999,99,99
2008,8,30,23,0,110,6.7,7.2,99,99,99,999,9999,25,999,999,99,99
2008,8,31,0,0,120,6.2,6.7,99,99,99,999,9999,24.9,999,999,99,99
2008,8,31,1,0,150,3.6,5.1,99,99,99,999,9999,24.4,999,999,99,99
2008,8,31,2,0,140,0,1,99,99,99,999,9999,24,999,999,99,99
2008,8,31,3,0,280,2.1,2.1,99,99,99,999,9999,24.3,999,999,99,99
2008,8,31,4,0,310,2.6,2.6,99,99,99,999,9999,24.6,999,999,99,99
2008,8,31,5,0,300,2.1,2.1,99,99,99,999,9999,24.9,999,999,99,99
2008,8,31,6,0,310,1.5,1.5,99,99,99,999,9999,24.2,999,999,99,99
2008,8,31,7,0,360,1,1,99,99,99,999,9999,23.9,999,999,99,99
2008,8,31,8,0,170,2.1,2.6,99,99,99,999,9999,22.9,999,999,99,99
2008,8,31,9,0,200,2.1,2.1,99,99,99,999,9999,23.5,999,999,99,99
2008,8,31,10,0,180,1.5,1.5,99,99,99,999,9999,23.9,999,999,99,99
2008,8,31,11,0,180,3.6,4.1,99,99,99,999,9999,22.1,999,999,99,99
2008,8,31,12,0,180,3.1,3.6,99,99,99,999,9999,21.9,999,999,99,99
2008,8,31,13,0,180,3.1,3.6,99,99,99,999,9999,22,999,999,99,99
2008,8,31,14,0,170,1.5,2.1,99,99,99,999,9999,22.4,999,999,99,99
2008,8,31,15,0,80,1,1.5,99,99,99,999,9999,22.5,999,999,99,99
2008,8,31,16,0,100,2.1,2.6,99,99,99,999,9999,23.1,999,999,99,99
2008,8,31,17,0,80,2.1,2.6,99,99,99,999,9999,22.7,999,999,99,99
2008,8,31,18,0,70,2.1,2.6,99,99,99,999,9999,23.1,999,999,99,99
2008,8,31,19,0,70,4.1,4.6,99,99,99,999,9999,23.4,999,999,99,99
