"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-14","10.96",,,"0.23","4.0","3.1","30","31","22","   10","  330",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-15","12.30",,,"0.00","0.2","5.0","19","22","10","  310","  310",,"23.9","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-16","5.59",,,"0.05","0.7","5.1","13","21","7","  280","  280",,"15.0","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-17","13.42",,,"0.01","0.2","3.9","22","33","16","  290","  290",,"21.0","27.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-18","12.53",,,"0.00","0.0","3.9","25","35","15","  200","  200",,"25.1","33.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-19","6.93",,,"0.06","0.0","3.1","35","39","33","  230","  220",,"18.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-20","9.40",,,"0.31","0.0","1.2","35","36","33","   20","   30",,"18.1","23.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-21","8.50",,,"0.24","0.0","1.2","32","35","30","   50","   50",,"23.0","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-22","11.18",,,"0.20","0.0","0.0","33","34","24","   40","   20",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-23","12.53",,,"0.00","0.1","0.0","20","26","-1","  270","  270",,"21.0","27.1","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-24","8.95",,,"0.01","0.1","0.0","4","18","-2","  160","  260",,"15.0","19.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-25","10.29",,,"0.07","1.2","0.0","20","27","18","  200","  200",,"18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-26","9.84",,,"0.00","0.0","1.2","23","34","14","  270","  270",,"23.0","28.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-27","9.62",,,"0.00","0.0","0.0","33","41","21","  230","  220",,"21.9","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-28","12.75",,,"0.00","0.0","0.0","40","50","33","  210","  260",,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-29","11.63",,,"0.01","0.0","0.0","35","40","11","  330","   30",,"21.0","28.0",,,,,,"    1",,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-30","7.38",,,"0.04","0.5","0.0","10","13","1","  320","  320",,"17.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2013-12-31","8.05",,,"0.30","3.0","1.2","8","12","2","  260","   40",,"15.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-01","11.41",,,"0.25","2.1","3.1","16","22","10","   60","   60",,"19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-02","12.75",,,"0.22","5.8","5.9","19","21","-1","  340","  340",,"21.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-03","14.99",,,"0.00","0.0","7.9","4","20","-12","  190","  180",,"35.1","44.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-04","14.32",,,"0.26","3.0","7.1","24","31","19","  200","  200",,"27.1","40.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-05","16.78",,,"0.59","8.7","9.1","21","29","-3","  310","  330",,"31.1","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-06","18.79",,,"0.00","0.0","11.0","-8","-2","-16","  300","  310",,"28.0","35.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-07","9.62",,,"0.00","0.0","9.8","-7","3","-12","  240","  240",,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-08","4.47",,,"0.00","0.0","9.8","3","17","-6","  300","   20",,"10.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-09","5.59",,,"0.01","0.3","9.1","8","27","-4","  150","  140",,"14.1","16.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-10","10.51",,,"0.80","0.0","9.1","30","40","27","  180","  180",,"19.9","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-11","13.87",,,"0.06","0.0","2.0","37","40","31","  280","  270",,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-12","16.11",,,"0.00","0.0","1.2","33","44","28","  220","  210",,"28.0","36.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-13","10.96",,,"0.00","0.0","0.0","41","45","27","  210","  200",,"25.1","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-14","15.21",,,"0.01","0.0","0.0","30","35","22","  270","  270",,"33.1","44.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-15","11.86",,,"0.00","0.1","0.0","20","22","15","  210","  300",,"19.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-16","16.33",,,"0.01","0.3","0.0","25","34","19","  270","  270",,"25.9","34.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-17","12.30",,,"0.04","1.1","0.0","18","20","12","  270","  270",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-18","6.49",,,"0.12","2.4","1.2","15","21","7","  130","  140",,"16.1","19.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-19","14.09",,,"0.00","0.0","3.1","19","37","10","  250","  240",,"25.9","35.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-20","11.63",,,"0.18","3.4","1.2","33","35","13","  360","   10",,"23.9","31.1",,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-21","14.09",,,"0.07","2.5","5.9","10","13","0","  340","  340",,"25.9","36.0",,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-22","12.30",,,"0.00","0.6","5.1","6","15","0","  320","  320",,"23.0","31.1",,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-23","14.32",,,"0.00","0.0","5.1","3","10","-5","  290","  300",,"21.0","27.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-24","20.13",,,"0.02","0.4","3.9","5","28","-6","  220","  210",,"38.0","51.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-25","17.90",,,"0.00","0.0","3.9","23","33","7","  330","  330",,"32.0","40.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-26","16.11",,,"0.17","2.4","5.1","15","31","6","  300","  300",,"33.1","44.1",,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-27","16.11",,,"0.00","0.0","3.9","5","6","-7","  300","  290",,"25.9","36.0",,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-28","11.86",,,"0.00","0.0","3.1","-5","3","-11","  250","  260",,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-29","12.97",,,"0.00","0.0","3.1","8","23","1","  200","  210",,"23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-30","18.12",,,"0.00","0.4","3.1","24","33","20","  210","  210",,"36.9","45.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-01-31","5.59",,,"0.01","0.2","3.1","24","28","17","  320","  330",,"16.1","19.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-01","6.93",,,"0.43","3.8","3.9","25","31","20","   20","   40",,"14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-02","7.83",,,"0.00","0.0","5.9","19","21","-1","  320","   10",,"14.1","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-03","3.80",,,"0.00","0.0","5.9","8","21","-6","  270","  270",,"8.9","10.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-04","6.93",,,"0.08","1.3","5.9","15","24","7","   40","   50",,"18.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-05","13.20",,,"0.35","5.7","9.8","23","25","9","   20","  360",,"25.1","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-06","12.30",,,"0.00","0.0","11.8","7","14","-2","  270","  260",,"19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-07","10.51",,,"0.00","0.0","11.0","2","11","-4","  250","  250",,"21.0","25.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-08","4.92",,,"0.07","2.5","11.0","10","16","5","  220","  220",,"10.1","12.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-09","9.40",,,"0.00","0.0","13.0","14","19","4","  290","  290",,"19.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-10","8.95",,,"0.00","0.0","13.0","6","12","-3","  330","  340",,"15.0","17.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-11","5.82",,,"0.00","0.0","11.8","4","14","-8","  180","  230",,"10.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-12","6.49",,,"0.00","0.0","11.8","8","24","-5","  160","  170",,"12.1","14.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-13","11.41",,,"0.00","0.1","11.0","22","32","10","  290","  290",,"30.0","38.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-14","9.84",,,"0.00","0.0","9.1","20","22","12","  340","  300",,"17.0","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-15","7.38",,,"0.04","0.7","9.1","15","24","3","  220","  340",,"15.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-16","10.51",,,"0.00","0.0","9.8","20","29","17","  120","   20",,"16.1","23.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-17","14.54",,,"0.35","5.0","9.1","24","28","23","  130","  300",,"25.9","34.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-18","12.30",,,"0.00","0.0","14.2","31","46","16","  200","  200",,"30.0","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-19","7.38",,,"0.00","0.0","7.1","38","44","30","  250","  260",,"15.0","19.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-20","13.87",,,"1.16","0.1","5.9","36","49","34","  230","  230",,"38.9","49.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-21","23.26",,,"0.00","0.3","3.9","34","37","26","  250","  270",,"38.0","51.0",,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-22","11.63",,,"0.00","0.0","3.1","28","35","21","  270","  260",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-23","12.75",,,"0.00","0.0","3.1","23","28","15","  280","  270",,"21.0","25.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-24","12.30",,,"0.00","0.0","2.0","18","25","12","  270","  270",,"21.9","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-25","12.97",,,"0.00","0.0","2.0","18","22","6","  300","  300",,"18.1","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-26","15.43",,,"0.00","0.0","2.0","8","18","1","  230","  220",,"25.9","36.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-27","11.86",,,"0.00","0.0","2.0","11","18","4","  330","  320",,"29.1","38.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-02-28","9.17",,,"0.00","0.0","2.0","12","30","3","  180","  170",,"21.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-01","9.40",,,"0.29","3.7","3.1","25","31","11","  350","   30",,"16.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-02","11.18",,,"0.09","1.4","5.9","11","14","1","  330","   20",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-03","4.92",,,"0.00","0.0","5.9","7","19","-2","  340","  340",,"14.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-04","6.04",,,"0.00","0.1","5.1","16","27","12","  260","   60",,"12.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-05","12.08",,,"0.15","1.7","5.1","21","23","19","   50","   50",,"18.1","23.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-06","6.71",,,"0.00","0.0","5.9","22","33","16","   90","   70",,"14.1","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-07","7.61",,,"0.00","0.0","5.1","29","47","13","  210","   20",,"17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-08","10.51",,,"0.02","0.3","2.0","33","38","21","   40","   10",,"23.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-09","12.30",,,"0.00","0.0","2.0","27","42","19","  230","  230",,"23.9","33.1",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-10","11.41",,,"0.00","0.0","1.2","44","53","40","  230","  260",,"21.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-11","9.17",,,"0.14","0.4","0.0","44","50","34","   50","   20",,"23.0","32.0","    1",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-12","15.21",,,"0.48","3.2","3.1","31","34","14","   20","   20",,"29.1","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-13","10.74",,,"0.00","0.0","3.1","22","39","11","  200","  210",,"23.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-14","17.90",,,"0.00","0.0","2.0","43","53","37","  290","  290",,"33.1","40.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-15","10.29",,,"0.00","0.2","0.0","37","40","27","   40","   40",,"21.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-16","17.90",,,"0.00","0.0","0.0","24","27","19","   30","   30",,"29.1","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-17","8.28",,,"0.00","0.0","0.0","26","40","20","  180","  190",,"15.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-18","11.41",,,"0.00","0.0","0.0","37","52","27","  130","  130",,"23.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-19","12.75",,,"0.19","0.0","0.0","44","46","34","  300","  290",,"25.1","32.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-20","7.61",,,"0.04","0.7","0.0","37","47","30","  300","  320",,"21.0","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-21","11.41",,,"0.00","0.0","0.0","41","58","30","  300","  290",,"23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-22","13.42",,,"0.00","0.0","0.0","42","41","26","  320","  320",,"23.9","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-23","9.84",,,"0.00","0.0","0.0","27","32","19","  360","   10",,"17.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-24","7.38",,,"0.00","0.0","0.0","26","36","20","  270","  280",,"15.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-25","13.20",,,"0.05","0.6","1.2","27","31","20","  330","  320",,"23.0","30.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-26","10.51",,,"0.00","0.0","0.0","26","39","15","  190","  190",,"25.9","33.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-27","17.45",,,"0.20","0.0","0.0","39","55","34","  200","  210",,"29.1","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-28","11.86",,,"0.06","0.0","0.0","44","55","34","  250","  240",,"32.0","40.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-29","10.07",,,"0.00","0.0","0.0","36","41","28","   20","   10",,"21.0","25.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-30","6.04",,,"0.00","0.0","0.0","38","57","25","  200","  200",,"17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-03-31","17.22",,,"0.00","0.0","0.0","52","68","41","  170","  170",,"31.1","42.9",,,"    1",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-01","18.79",,,"0.00","0.0","0.0","46","57","32","  250","  260",,"32.0","42.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-02","10.29",,,"0.00","0.0","0.0","41","45","34","   40","   40",,"17.0","29.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-03","13.65",,,"0.53","0.0","0.0","38","43","35","  100","  100",,"29.1","35.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-04","16.55",,,"0.00","0.0","0.0","40","48","34","  260","  250",,"30.0","40.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-05","5.82",,,"0.00","0.0","0.0","40","51","31","  250","  230",,"13.0","16.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-06","6.49",,,"0.00","0.0","0.0","42","57","31","  200","  200",,"14.1","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-07","6.71",,,"0.00","0.0","0.0","45","54","36","   40","   30",,"19.9","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-08","6.93",,,"0.02","0.0","0.0","50","60","40","   50","   30",,"16.1","23.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-09","9.17",,,"0.00","0.0","0.0","49","62","33","  210","  220",,"23.0","31.1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-10","12.53",,,"0.00","0.0","0.0","58","66","41","  200","  200",,"28.0","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-11","6.71",,,"0.00","0.0","0.0","55","70","37","  260","  250",,"19.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-12","14.99",,,"0.00","0.0","0.0","63","80","44","  200","  190",,"33.1","44.1",,,"    1",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-13","13.20",,,"0.43","0.0","0.0","62","69","42","  190","  180",,"30.0","38.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-14","15.66",,,"0.30","1.4","0.0","46","63","30","  330","  210",,"28.0","36.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-15","9.40",,,"0.00","0.0","1.2","31","38","26","  340","  340",,"15.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-16","16.11",,,"0.00","0.0","0.0","38","52","26","  160","  120",,"25.9","36.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-17","12.30",,,"0.00","0.0","0.0","50","62","40","  220","  210",,"21.9","28.0",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-18","7.83",,,"0.00","0.0","0.0","48","51","38","   40","   40",,"19.9","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-19","9.17",,,"0.00","0.0","0.0","46","66","37","  120","   60",,"16.1","23.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-20","10.07",,,"0.00","0.0","0.0","60","79","41","  200","  190",,"17.0","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-21","8.95",,,"0.00","0.0","0.0","67","74","58","  270","  270",,"18.1","21.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-22","11.41",,,"0.00","0.0","0.0","54","61","36","  340","  340",,"21.9","25.9",,,,,,,,"    1",,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-23","8.72",,,"0.02","0.0","0.0","42","51","33","   40","   60",,"17.0","19.9",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2014-04-24","14.99",,,"0.06","0.0","0.0","49","64","39","  140","  150",,"28.0","36.9",,,,,,,,,,,,,,,,,,,
