IGRA,LAT,LON,Number,Name,Fir_date,Last_date,Other_Number
IDM00096749,-6.1167,106.65,8.0,JAKARTA/SOEKARNO-HATTA ,8,2019,44476
IDM00096773,-6.55,107.667,110.0,KALIJATI ,110,1993,1040
IDM00096781,-6.9,107.583,740.0,BANDUNG/HUSEIN ,740,1989,2478
IDM00096791,-6.75,108.2667,50.0,CIREBON/JATIWANGI ,50,2019,19124
IDM00096797,-6.85,109.15,10.0,TEGAL ,10,2019,20758
IDM00096801,-7.333,108.25,335.0,CIBEUREM/TASIK(AFB) ,335,1994,625
IDM00096805,-7.7333,109.0167,6.0,CILACAP ,6,2019,24255
IDM00096839,-6.9833,110.3833,3.0,SEMARANG/AHMAD YANI ,3,2019,31334
IDM00096845,-7.5167,110.75,0.0,SURAKARTA/ADISUMARM ,0,1989,3567
IDM00096853,-7.783,110.433,107.0,ADISUCIPTO/JOGYAKAR ,107,1993,3047
IDM00096881,-7.617,111.517,110.0,MADIUN/ISWAHYUD AFB ,110,1993,3443
IDM00096925,-5.85,112.6333,3.0,SANGKAPURA (BAWEAN IS.) ,3,2019,20606
IDM00096935,-7.3772,112.7939,3.0,JUANDA SURABAYA ,3,2019,39799
IDM00096947,-7.967,112.7,526.0,MALANG/ABDUL (AFB) ,526,1993,586
IDM00096973,-7.05,113.9667,3.0,KALIANGET (MADURA IS) ,3,2019,19935
IDM00096987,-8.2167,114.3833,5.0,BANYUWANGI ,5,2019,18160
IDM00097008,3.5833,125.4667,38.0,NAHA/TAHUNA ,38,2019,9911
IDM00097014,1.5333,124.9167,80.0,MENADO/ SAM RATULANGI ,80,2019,33250
IDM00097028,1.0167,120.8,2.0,TOLI-TOLI/LALOS ,2,2019,16936
IDM00097048,0.5167,123.0667,2.0,GORONTALO/JALALUDDIN ,2,2019,14015
IDM00097072,-0.6833,119.7333,6.0,PALU/MUTIARA ,6,2019,29470
IDM00097086,-1.0405,122.7709,17.0,LUWUK/BUBUNG ,17,2019,10481
IDM00097096,-1.3833,120.7333,2.0,POSO/KASIGUNCU ,2,2019,6873
IDM00097120,-3.5,119.0,8.0,MAJENE ,8,2019,9364
IDM00097146,-4.1,122.433,50.0,KENDARI/WOLTER MONG ,50,1992,1064
IDM00097180,-5.0667,119.55,14.0,UJUNG PANDANG/HASANUDDIN ,14,2019,38929
IDM00097192,-5.4667,122.6167,2.0,BAU-BAU/BETO AMBARI ,2,2019,11615
IDM00097230,-8.75,115.1667,1.0,DENPASAR/NGURAH RAI ,1,2019,36626
IDM00097240,-8.55,116.0833,3.0,PRAYA LOMBOK ,3,2019,23223
IDM00097260,-8.4333,117.4167,3.0,SUMBAWA BESAR/BRANGBIJI ,3,2019,19882
IDM00097270,-8.55,118.7,2.0,BIMA/M.SALAHUDDIN ,2,2019,20760
IDM00097300,-8.6333,122.25,3.0,MAUMERE/WAI OTI ,3,2019,21882
IDM00097340,-9.6667,120.3333,12.0,WAINGAPU/MAU HAU ,12,2019,34518
IDM00097372,-10.1667,123.6667,108.0,KUPANG/ELTARI ,108,2019,31173
IDM00097430,0.7667,127.3667,23.0,TERNATE/BABULLAH ,23,2019,15420
IDM00097460,-0.6333,127.5,3.0,LABUHA/OESMAN SADIK ,3,2019,6995
IDM00097502,-0.8939,131.2858,3.0,DEO SORONG ,3,2019,7015
IDM00097530,-0.8833,134.05,3.0,MANOKWARI/RENDANI ,3,2019,5311
IDM00097560,-1.1833,136.1167,11.0,BIAK/FRANS KAISIEPO ,11,2019,25851
IDM00097600,-2.0833,126.0,2.0,SANANA ,2,2019,10984
IDM00097686,-4.0667,138.95,1660.0,WAMENA ,1660,2019,4708
IDM00097690,-2.5667,140.4833,99.0,JAYAPURA/SENTANI ,99,2019,4564
IDM00097724,-3.7,128.0833,12.0,AMBON/PATTIMURA ,12,2019,28105
IDM00097748,-3.8,130.8333,3.0,GESER ,3,2019,14137
IDM00097760,-3.6667,133.75,3.0,KAIMANA/UTAROM ,3,2018,3055
IDM00097810,-5.6833,132.75,12.0,TUAL/DUMATUBUN ,12,2019,14932
IDM00097876,-6.1,140.3,16.0,TANAH MERAH ,16,2019,2265
IDM00097900,-7.9833,131.3,24.0,SAUMLAKI/OLILIT ,24,2019,30119
IDM00097980,-8.4667,140.3833,3.0,MERAUKE/MOPAH ,3,2019,13046
INM00042027,34.0833,74.8333,1585.0,SRINAGAR ,1585,2019,24694
INM00042056,32.6667,74.8333,318.0,JAMMU ,318,2019,1314
INM00042071,31.6333,74.8667,229.0,AMRITSAR ,229,2016,2563
INM00042079,31.5333,76.9,874.0,SUNDERNAGAR ,874,2019,1040
INM00042101,30.3333,76.4667,251.0,PATIALA ,251,2019,23409
INM00042103,30.3833,76.7667,273.0,AMBALA ,273,2019,18574
INM00042111,30.3167,78.0333,683.0,DEHRADUN ,683,2018,11453
INM00042123,29.9167,73.8833,172.0,GANGANAGAR ,172,2019,1792
INM00042165,28.0,73.3,223.0,BIKANER ,223,2019,15558
INM00042170,28.25,74.9167,290.0,CHURU ,290,2019,2161
INM00042182,28.5833,77.2,211.0,NEW DELHI/SAFDARJUNG ,211,2019,67758
INM00042189,28.3667,79.4,167.0,BAREILLY ,167,2019,5985
INM00042260,27.15,77.9667,168.0,AGRA ,168,2019,7823
INM00042273,27.5667,81.6,123.0,BAHRAICH ,123,2019,8916
INM00042299,27.3333,88.6167,1756.0,GANGTOK ,1756,2019,1055
INM00042314,27.4833,95.0167,110.0,DIBRUGARH /MOHANBARI ,110,2019,32370
INM00042328,26.9,70.9167,231.0,JAISALMER ,231,2019,1975
INM00042339,26.3,73.0167,217.0,JODHPUR ,217,2019,61679
INM00042348,26.8167,75.8,383.0,JAIPUR / SANGANER ,383,2019,17683
INM00042361,26.2333,78.25,205.0,GWALIOR ,205,2019,43223
INM00042369,26.75,80.8833,122.0,LUCKNOW/AMAUSI ,122,2019,47052
INM00042379,26.75,83.3667,78.3,GORAKHPUR ,78,2019,31059
INM00042382,26.983,84.85,79.0,RAXAUL ,79,1978,1140
INM00042397,26.6667,88.3667,123.0,SILIGURI ,123,2015,19334
INM00042399,26.5333,88.7167,83.0,JALPAIGURI ,83,2019,1449
INM00042410,26.1,91.5833,54.0,GUWAHATI ,54,2019,52545
INM00042416,26.717,92.8,75.0,TEZPUR/BINDUKURI ,75,1975,424
INM00042435,25.75,71.3833,193.0,BARMER ,193,2019,1902
INM00042452,25.15,75.85,273.0,KOTA AERODROME ,273,2019,1242
INM00042475,25.45,81.733,98.0,ALLAHABAD/BAMHRAULI ,98,2018,22124
INM00042492,25.6,85.1667,51.0,PATNA ,51,2019,21501
INM00042498,25.2333,86.95,44.0,BHAGALPUR ,44,2019,5959
INM00042516,25.5667,91.8833,1500.0,SHILLONG S06 03Z ,1500,1954,280
INM00042539,24.2,72.2,135.0,DEESA ,135,2019,1694
INM00042542,24.6167,73.8833,509.0,UDAIPUR DABOK ,509,2019,9136
INM00042543,24.583,73.7,582.0,UDAIPUR ,582,1975,1174
INM00042591,24.75,84.95,116.0,GAYA ,116,2019,23590
INM00042623,24.7667,93.9,781.0,IMPHAL/TULIHAL ,781,2018,19682
INM00042634,23.25,69.8,78.0,BHUJ-RUDRAMATA ,78,2017,12200
INM00042647,23.0667,72.6333,55.0,AHMADABAD ,55,2019,58321
INM00042667,23.2833,77.35,522.0,BHOPAL/BAIRAGHAR ,522,2019,35597
INM00042675,23.2,79.95,397.0,JABALPUR ,397,2018,18138
INM00042701,23.3167,85.3167,646.0,M.O. RANCHI ,646,2019,11811
INM00042706,23.3833,87.0833,100.0,BANKURA ,100,2019,991
INM00042724,23.8833,91.25,16.0,AGARTALA ,16,2019,37399
INM00042734,22.45,70.083,20.0,JAMNAGAR ,20,1975,895
INM00042779,22.767,81.9,625.0,PENDRA ROAD ,625,1993,5308
INM00042798,22.8167,86.1833,142.0,JAMSHEDPUR ,142,2019,7376
INM00042809,22.65,88.45,6.0,KOLKATA/DUM DUM ,6,2019,64348
INM00042840,21.2,72.8333,10.0,SURAT ,10,2019,2307
INM00042867,21.1,79.05,310.0,NAGPUR SONEGAON ,310,2019,59752
INM00042874,21.2333,81.65,296.0,PBO RAIPUR ,296,2019,17715
INM00042886,21.9167,84.0833,228.0,JHARSIGUDA ,228,2019,8174
INM00042895,21.5167,86.9333,18.8,BALASORE ,18,2019,1408
INM00042909,20.9,70.367,6.0,VERAVAL ,6,2008,17106
INM00042970,20.48,85.87,26.0,CUTTACK ,26,1946,318
INM00042971,20.25,85.8333,45.0,BHUBANESHWAR ,45,2019,46955
INM00043003,19.1167,72.85,14.2,BOMBAY / SANTACRUZ ,14,2019,62420
INM00043014,19.85,75.4,585.0,AURANGABAD CHIKALTHANA AERODRO ,585,2018,33895
INM00043041,19.0833,82.0333,554.0,JAGDALPUR ,554,2019,26125
INM00043049,19.2667,84.8833,16.4,GOPALPUR ,16,2017,8817
INM00043063,18.5333,73.85,555.0,PUNE ,555,2019,22079
INM00043110,16.9833,73.3333,90.5,RATNAGIRI ,90,2019,2518
INM00043128,17.45,78.4667,530.0,HYDERABAD AIRPORT ,530,2019,49346
INM00043150,17.6833,83.3,69.9,VISHAKHAPATNAM/WALTAIR ,69,2019,58135
INM00043181,16.533,80.8,24.0,VIJAYAWADA/GANNAVA ,24,1982,8012
INM00043185,16.2,81.15,3.0,MACHILIPATNAM/FRANCHPET ,3,2019,32889
INM00043192,15.4833,73.8167,58.4,GOA/PANJIM ,58,2019,24514
INM00043194,15.383,73.817,52.0,GOA/DABOLIM AIRPORT ,52,1975,1902
INM00043201,15.4167,75.6333,670.0,GADAG ,670,2019,12331
INM00043237,14.6833,77.6167,349.0,ANANTAPUR ,349,2010,10993
INM00043279,13.0,80.1833,13.7,CHENNAI/MINAMBAKKAM ,13,2019,67932
INM00043284,12.917,74.883,102.0,MANGALORE/BAJPE ,102,1978,2209
INM00043285,12.95,74.8333,30.8,MANGALORE/PANAMBUR ,30,2019,24268
INM00043295,12.9667,77.5833,917.0,BANGALORE ,917,2019,51083
INM00043311,11.1167,72.7333,2.7,AMINIDIVI ,2,2019,26389
INM00043333,11.6667,92.7167,79.0,PORT BLAIR ,79,2019,49713
INM00043344,10.7667,78.7167,85.0,TIRUCHCHIRAPALLI ,85,2009,12612
INM00043346,10.9167,79.8333,6.9,KARAIKAL ,6,2019,40811
INM00043353,9.9333,76.2333,1.0,COCHIN (IN-NAVY) ,1,2019,16656
INM00043368,9.15,92.81,10.0,CAR NICOBAR ,10,1990,1627
INM00043369,8.3,73.15,0.9,MINICOY ,0,2019,39865
INM00043371,8.4833,76.95,59.9,THIRUVANANTHAPURAM ,59,2019,56806
INXUAC03369,22.77,88.37,0.0,BARAKPUR ,0,1946,388
INXUAE05431,23.28,69.67,81.0,BHUJ ,81,1942,1679
INXUAE05449,25.05,73.88,538.0,KANKROLI/RAJSAMAND ,538,1942,1612
INXUAE05454,20.57,74.53,431.0,MALEGAON ,431,1942,2563
INXUAE05455,8.28,73.05,0.0,MALIKU ,0,1942,574
INXUAE05457,12.98,74.88,95.0,MANGALORE/MANGALURU ,95,1942,3322
INXUAE05462,28.63,77.2,216.0,NEW DEHLI ,216,1942,2068
INXUAE05466,21.47,83.98,153.0,SAMBALPUR ,153,1942,4315
INXUAE05469,26.67,92.82,69.0,TEZPUR ,69,1942,4754
INXUAE05473,15.85,73.63,5.0,VENGURLA ,5,1942,121
INXUAE05784,26.45,74.73,490.0,AJMER ,490,1934,3098
INXUAE05786,22.53,88.4,10.0,ALIPORE ,10,1935,3679
INXUAE05794,15.15,76.95,470.0,BELLARY ,470,1935,989
INXUAE05796,18.9,72.82,40.0,COLABA ,40,1935,973
INXUAE05798,27.05,88.3,2270.0,DARJEELING ,2270,1933,116
INXUAE05800,22.18,88.18,10.0,DIAMOND HARBOUR ,10,1929,1268
INXUAE05822,25.77,87.52,40.0,PURNEA ,40,1933,179
INXUAE05832,31.08,77.18,2130.0,SHIMLA ,2130,1928,728
INXUAE05834,24.83,92.85,40.0,SILCHAR ,40,1935,1477
INXUAE05840,17.68,83.35,20.0,WALTAIR ,20,1935,3498
IOM00061967,-7.3,72.4,3.0,DIEGO GARCIA ,3,2006,16326
IRM00040706,38.0833,46.2833,1367.0,TABRIZ ,1367,2019,10217
IRM00040745,36.2667,59.6333,999.0,MASHHAD ,999,2019,15193
IRM00040754,35.6833,51.3167,1204.0,TEHRAN-MEHRABAD ,1204,2019,25449
IRM00040766,34.35,47.15,1319.0,KERMANSHAH ,1319,2019,14711
IRM00040800,32.5175,51.7061,1550.4,ESFAHAN ,1550,2019,8975
IRM00040809,32.8667,59.2,1491.0,BIRJAND ,1491,2019,6298
IRM00040811,31.3333,48.6667,20.0,AHWAZ ,20,2019,4519
IRM00040821,31.9,54.2833,1238.0,YAZD ,1238,2012,1516
IRM00040841,30.25,56.9667,1748.0,KERMAN ,1748,2019,10041
IRM00040848,29.5333,52.6,1484.0,SHIRAZ ,1484,2019,9705
IRM00040856,29.4667,60.8833,1370.0,ZAHEDAN ,1370,2019,3591
IRM00040875,27.2167,56.3667,10.0,BANDARABBASS ,10,2018,7331
ISM00040179,32.0,34.8167,35.0,BET DAGAN ,35,2019,61502
ISM00040181,31.933,34.833,63.0,BEER-YA AQOV TO 401790 ,63,1963,2572
ISM00040186,31.8667,34.6833,20.0,ASHDOD NORTH ,20,2018,1453
ISM00040191,31.233,34.783,280.0,BEER-SHEVA ,280,1983,2318
ISM00040199,29.55,34.95,12.0,EILAT ,12,1988,6192
ITM00016037,46.0303,12.5992,113.0,AVIANO ,113,2011,1508
ITM00016044,46.0333,13.1833,93.0,UDINE/CAMPOFORMIDO ,93,2016,58072
ITM00016045,45.9806,13.0592,50.0,UDINE/RIVOLTO RDS ,50,2019,2117
ITM00016080,45.4614,9.2831,104.0,MILANO LINATE RDS ,104,2019,61866
ITM00016113,44.5392,7.6125,385.0,CUNEO-LEVALDIGI RDS ,385,2019,9436
ITM00016144,44.6539,11.6225,10.0,S. PIETRO CAPOFIUME RDS ,10,2019,16785
ITM00016242,41.8,12.233,3.0,ROMA FIUMICINO ,3,1986,25186
ITM00016245,41.67,12.4508,32.0,PRATICA DI MARE RDS ,32,2019,34841
ITM00016320,40.6603,17.9567,14.5,BRINDISI RDS ,14,2019,60645
ITM00016420,38.2,15.55,59.0,MESSINA ,59,1966,5442
ITM00016429,37.9142,12.4914,7.3,TRAPANI BIRGI RDS ,7,2019,45704
ITM00016546,39.3461,8.9675,29.0,DECIMOMANNU RDS ,29,2019,5213
ITM00016560,39.2436,9.06,4.0,CAGLIARI ELMAS ,4,2012,48789
ITXUAC00012,37.47,15.07,142.0,CATANIA ,142,1943,912
ITXUAC00013,37.78,12.45,7.0,MARSALA ,7,1941,112
IVM00065528,9.5,-7.567,421.0,ODIENNE ,421,1981,140
IVM00065536,9.417,-5.617,381.0,KORHOGO ,381,1995,11845
IVM00065548,7.383,-7.517,339.0,MAN ,339,2002,21575
IVM00065555,7.733,-5.067,376.0,BOUAKE ,376,1997,14811
IVM00065578,5.25,-3.9333,7.0,ABIDJAN ,7,2019,54105
IVM00065592,4.417,-7.367,21.0,TABOU ,21,1994,12633
IZM00040608,36.317,43.15,223.0,MOSUL ,223,1977,884
IZM00040642,33.033,40.283,615.0,RUTBAH ,615,1980,2392
IZM00040648,33.37,43.57,45.0,AL HABBANIYAH ,45,1958,5634
IZM00040650,33.3,44.4,32.0,BAGHDAD INT. AIRPORT ,32,2015,14024
IZM00040676,31.017,46.233,3.0,NASIRIYA ,3,1979,750
IZM00040689,30.517,47.783,2.0,BASRAH-HUSSEN ,2,1990,2290
JAM00047401,45.415,141.6789,2.8,WAKKANAI ,2,2019,69093
JAM00047412,43.06,141.3286,17.5,SAPPORO ,17,2019,70488
JAM00047418,42.9531,144.4375,14.1,KUSHIRO ,14,2019,6540
JAM00047420,43.3333,145.5833,26.0,NEMURO ,26,2010,57934
JAM00047580,40.7053,141.3719,36.3,MISAWA AB ,36,2019,45606
JAM00047582,39.7175,140.0992,6.3,AKITA ,6,2019,65722
JAM00047590,38.267,140.9,43.0,SENDAI ,43,2008,57672
JAM00047600,37.3914,136.8953,5.2,WAJIMA ,5,2019,65773
JAM00047604,37.917,139.05,6.0,NIIGATA ,6,1990,2033
JAM00047624,36.4,139.067,113.0,MAEBASHI ,113,1990,5175
JAM00047646,36.0581,140.1258,25.2,TATENO ,25,2019,66325
JAM00047655,34.6,138.217,47.0,OMAEZAKI ,47,1990,4148
JAM00047678,33.1217,139.7792,151.2,HACHIJOJIMA ,151,2019,61633
JAM00047681,34.7503,137.703,45.7,HAMAMATSU AB ,45,2019,37305
JAM00047684,34.933,136.583,56.0,YOKKAICHI ,56,1990,4758
JAM00047688,34.983,139.833,6.0,TATEYAMA AB ,6,1979,533
JAM00047696,35.28,139.67,49.0,YOKOSUKA ,49,1957,1414
JAM00047727,35.8,140.017,33.0,SHIMOFUSA AB ,33,1979,467
JAM00047741,35.4572,133.0656,16.9,MATSUE ,16,2019,6665
JAM00047744,35.4333,133.35,6.0,YONAGO ,6,2010,60127
JAM00047764,34.15,132.22,2.0,IWAKUNI ,2,1990,2734
JAM00047772,34.683,135.517,83.0,OSAKA ,83,1992,7833
JAM00047778,33.4503,135.7572,67.5,SHIONOMISAKI ,67,2019,65594
JAM00047787,34.05,131.05,7.0,OZUKI AB ,7,1979,303
JAM00047807,33.5822,130.3764,2.5,FUKUOKA ,2,2019,74461
JAM00047810,33.15,130.3,5.0,SAGA AIRPORT ,5,2000,499
JAM00047827,31.555,130.5481,3.9,KAGOSHIMA ,3,2019,65856
JAM00047850,31.367,130.833,68.0,KANOYA AB ,68,1979,464
JAM00047855,32.917,129.917,6.0,NAGASAKI AIRPORT ,6,1979,506
JAM00047881,34.133,134.6,8.0,TOKUSHIMA AB ,8,2006,5284
JAM00047884,34.0,134.633,6.0,KOMATSUSHIMA AB ,6,1979,445
JAM00047898,32.717,133.017,31.0,SHIMIZU ,31,1990,5015
JAM00047909,28.3942,129.5528,294.1,NAZE/FUNCHATOGE ,294,2019,64852
JAM00047918,24.3367,124.1644,5.7,ISHIGAKIJIMA ,5,2019,59183
JAM00047931,26.35,127.75,45.0,KADENA AB ,45,1990,24180
JAM00047936,26.2,127.683,27.0,NAHA ,27,2008,45567
JAM00047938,26.717,127.783,73.0,IEJIMA AUXILIARY AB ,73,1980,1571
JAM00047945,25.8289,131.2286,15.3,MINAMIDAITOJIMA ,15,2019,61327
JAM00047963,30.483,140.3,83.0,TORISHIMA ,83,1965,6556
JAM00047971,27.0922,142.1914,2.7,CHICHIJIMA ,2,2019,36584
JAM00047981,24.783,141.333,106.0,IWOTO ,106,2008,16295
JAM00047991,24.2883,153.9833,7.1,MINAMITORISHIMA ,7,2019,47426
JMM00078397,18.0667,-76.85,786.0,COOPERS HILL ,786,2019,34783
JNM00001001,70.9397,-8.6678,9.0,JAN MAYEN ,9,2019,48141
JNM00001005,78.0667,13.6333,9.0,ISFJORD RADIO ,9,1961,1297
JNM00001020,80.05,18.3,7.0,KINNVIKA STATION ,7,1958,259
JOM00040255,32.55,35.85,616.0,IRBED ,616,1984,691
JOM00040265,32.3667,36.25,683.0,MAFRAQ ,683,2019,18234
JOM00040270,31.983,35.983,779.0,AMMAN AIRPORT ,779,1986,1315
JOM00040310,30.167,35.783,1069.0,MAAN ,1069,1984,595
JQM00091275,16.7333,-169.5167,2.7,JOHNSTON IS WSO AP ,2,1984,27741
JUM00061970,-17.05,42.717,9.0,ILE JUAN DE NOVA ,9,1998,5730
KEM00063612,3.117,35.617,515.0,LODWAR ,515,1998,8644
KEM00063619,3.533,39.05,1113.0,MOYALE ,1113,1991,3218
KEM00063624,3.933,41.867,231.0,MANDERA ,231,1990,3516
KEM00063641,2.333,37.983,1345.0,MARSABIT ,1345,1991,1160
KEM00063661,1.017,35.0,1890.0,KITALE ,1890,1996,9576
KEM00063671,1.75,40.067,224.0,WAJIR ,224,1990,3181
KEM00063686,0.483,35.3,2120.0,ELDORET ,2120,1995,1687
KEM00063694,0.033,37.033,1872.0,NANUYKI ,1872,1974,3435
KEM00063695,0.083,37.65,1554.0,MERU ,1554,1995,2638
KEM00063708,-0.1,34.75,1146.0,KISUMU ,1146,1991,9077
KEM00063710,-0.367,35.267,1976.0,KERICHO ,1976,1996,1787
KEM00063714,-0.267,36.1,1901.0,NAKURU ,1901,1999,7184
KEM00063717,-0.433,36.967,1798.0,NYERI ,1798,1988,426
KEM00063720,-0.5,37.45,1493.0,EMBU ,1493,1995,862
KEM00063723,-0.467,39.633,138.0,GARISSA ,138,1999,7179
KEM00063737,-1.133,35.833,1890.0,NAROK ,1890,1996,4802
KEM00063741,-1.3036,36.7597,1798.3,DAGORETTI CORNER ,1798,2018,25061
KEM00063766,-2.283,37.833,1000.0,MAKINDU ,1000,1999,5723
KEM00063793,-3.4,38.567,579.0,VOI ,579,1995,4508
KEM00063799,-3.217,40.1,19.0,MALINDI ,19,1988,1769
KEM00063820,-4.033,39.617,55.0,MOMBASA ,55,1984,3673
KGM00036974,41.433,76.0,2041.0,NARYN ,2041,1992,13926
KGM00038353,42.833,74.583,760.0,BISHKEK ,760,2007,24813
KGM00038613,40.917,72.95,765.0,DZHALAL-ABAD ,765,1992,30741
KNM00047041,39.9333,127.55,39.0,HAMHEUNG ,39,2015,11836
KNM00047058,39.0333,125.7833,36.0,PYONGYANG ,36,2016,29151
KRM00091487,3.85,-159.367,5.0,FANNING ISLAND ,5,1979,103
KRM00091492,2.0,-157.4,3.0,CHRISTMAS ISLAND ,3,2001,29424
KRM00091610,1.35,172.9167,2.0,TARAWA ,2,2019,20481
KRM00091701,-2.767,-171.717,3.0,KANTON ISLAND ,3,1992,16684
KSI0000RKSC,37.35,126.917,122.0,SV RI SAN ,122,1989,4194
KSM00047090,38.2508,128.5647,18.7,SOKCHO ,18,2015,10880
KSM00047101,37.9025,127.7358,78.2,CHUNCHEON ,78,2018,395
KSM00047102,37.966,124.63,146.0,BAENGNYEONGDO ,146,2008,8261
KSM00047107,37.75,128.95,6.0,GANGNEUNG AB ,6,2000,6015
KSM00047110,37.567,126.783,17.0,GIMPO INTL AIRPORT ,17,1990,16411
KSM00047111,37.433,127.117,20.0,SEOUL AB ,20,1988,2869
KSM00047118,37.433,127.95,101.0,WONJU AB ,101,2000,6345
KSM00047122,37.0833,127.0333,11.8,OSAN AB ,11,2019,80360
KSM00047123,37.1,128.8667,703.6,SANGDONG ,703,2000,294
KSM00047128,36.7,127.5,58.0,CHEONGJU INTL AIRPO ,58,2000,4459
KSM00047129,36.767,126.467,21.0,SEOSAN ,21,2000,566
KSM00047131,36.633,127.433,59.0,CHEONGJU ,59,2000,1969
KSM00047134,36.617,128.35,120.0,YECHEON AB ,120,2000,5663
KSM00047138,36.0319,129.38,2.9,POHANG ,2,2019,34468
KSM00047139,35.983,129.417,20.0,POHANG AB ,20,1977,862
KSM00047142,35.9,128.65,37.0,DAEGU AB ,37,2000,5685
KSM00047153,35.169,128.934,4.0,GIMHAE INTL AIRPORT ,4,2000,5577
KSM00047158,35.1167,126.8,12.5,GWANGJU AB ,12,2019,46743
KSM00047161,35.083,128.083,8.0,SACHEON AB ,8,2000,8441
KSM00047169,34.6872,125.4511,77.1,HEUKSANDO ,77,2019,11591
KSM00047185,33.2939,126.1628,74.8,GOSAN ,74,2016,21028
KSM00047187,33.233,126.25,27.0,MOESULPO AB ,27,1985,17945
KTM00096995,-10.45,105.7,279.0,CHRISTMAS ISL (PVT) ,279,1980,3447
KUM00040582,29.2425,47.9714,56.0,KUWAIT INTERNATIONAL AIRPORT ,56,2017,36208
KZM00028951,53.2333,63.6167,171.0,KOSTANAI ,171,2019,52515
KZM00035108,51.25,51.4,36.0,URALSK ,36,1996,34602
KZM00035188,51.1333,71.3667,348.0,CELINOGRAD ,348,1956,167
KZM00035229,50.2833,57.15,219.0,AKTOBE ,219,2019,55632
KZM00035361,50.133,65.233,142.0,AMANGELDY ,142,1989,15887
KZM00035394,49.8,73.15,553.0,KARAGANDA ,553,2019,52749
KZM00035671,47.8,67.7167,346.0,ZHEZKAZGAN ,346,2019,35619
KZM00035700,47.1167,51.9167,-22.0,ATYRAU ,-22,2019,49262
KZM00035746,46.783,61.65,62.0,ARALSKOE MORE ,62,1995,40172
KZM00035796,46.8,75.083,350.0,BALHASH ,350,1995,36009
KZM00036003,52.3,76.9333,122.0,PAVLODAR ,122,2019,37677
KZM00036177,50.417,80.3,196.0,SEMIPALATINSK ,196,1995,42269
KZM00036859,44.167,80.067,645.0,ZHARKENT ,645,1994,23543
KZM00036872,43.3633,77.0042,662.7,ALMATY ,662,2019,54597
KZM00038001,44.55,50.25,-25.0,FORT SHEVCHENKO ,-25,1982,1177
KZM00038064,44.7667,65.5167,133.4,KYZYLORDA ,133,2019,44759
KZM00038341,42.85,71.3,652.0,TARAZ ,652,2019,33295
LAM00048930,19.883,102.133,305.0,LUANG-PRABANG ,305,1974,472
LAM00048940,17.95,102.567,171.0,VIENTIANE ,171,1987,2162
LAM00048947,16.55,104.65,145.0,SAVANNAKHET ,145,1973,508
LAM00048955,15.117,105.783,102.0,PAKSE ,102,1974,590
LEM00040100,33.817,35.483,29.0,RAFIC HARIRI INTL ,29,2007,12102
LGM00026406,56.483,21.017,7.0,LIEPAJA ,7,1992,26905
LGM00026422,56.917,23.967,3.0,RIGA ,3,2005,47749
LGM00026435,56.6425,25.1283,79.4,SKRIVERI ,79,2019,2299
LHM00026629,54.8839,23.8358,76.1,KAUNAS ,76,2014,46049
LIM00065660,6.25,-10.35,10.0,ROBERTS FIELD ,10,1987,1457
LOM00011934,49.067,20.25,696.0,POPRAD/TATRY ,696,1977,15541
LOM00011952,49.0333,20.3167,703.0,POPRAD-GANOVCE ,703,2019,46435
LQM00091385,5.8833,-162.05,2.0,PALMYRA ISLAND ,2,1962,631
LYM00062002,31.867,10.983,621.0,NALUT ,621,1986,2037
LYM00062007,32.883,12.083,3.0,ZUARA ,3,1986,2793
LYM00062010,32.6833,13.1667,80.0,TRIPOLI INTL ARPT ,80,2010,18212
LYM00062011,32.9,13.2833,13.1,WHEELUS ,13,1970,18584
LYM00062016,32.417,15.05,32.0,MISURATA ,32,1986,1073
LYM00062019,31.2,16.583,14.0,SIRTE ,14,1995,2738
LYM00062053,32.1,20.2667,131.0,BENINA ,131,2013,16181
LYM00062055,30.717,20.167,7.0,AGEDABIA ,7,1986,3757
LYM00062056,32.8,21.883,648.0,SHAHAT ,648,1985,1530
LYM00062059,32.783,22.583,26.0,DERNA ,26,1986,4590
LYM00062062,32.1,23.933,51.0,TOBRUK ,51,1986,7553
LYM00062103,30.133,9.5,347.0,GHADAMES ,347,1997,5808
LYM00062120,30.383,13.583,497.0,GARIAT EL-SHARGHIA ,497,1982,688
LYM00062124,27.0167,14.45,435.0,SEBHA ,435,2011,3998
LYM00062131,29.117,15.933,267.0,HON ,267,1985,3794
LYM00062161,29.033,21.567,60.0,JALO ,60,1986,3469
LYM00062176,29.75,24.533,-1.0,GIARABUB ,-1,1986,2551
LYM00062259,25.8,21.133,261.0,TAZERBO ,261,1986,3989
LYM00062271,24.217,23.3,436.0,KUFRA ,436,1989,6321
MAM00067009,-12.35,49.3,114.0,ANTSIRANANA ,114,2001,8157
MAM00067012,-13.317,48.317,9.0,FASCENE (NOSSI-BE) ,9,1981,786
MAM00067017,-13.367,50.0,5.0,VOHEMAR ,5,1981,807
MAM00067019,-14.633,47.767,57.0,ANALALAVA ,57,1980,1607
MAM00067023,-14.283,50.167,5.0,SAMBAVA ,5,1982,2763
MAM00067025,-15.0,50.333,6.0,ANTALAHA ,6,1999,4654
MAM00067027,-15.6667,46.35,26.0,MAHAJANGA ,26,2019,35632
MAM00067072,-17.083,49.817,3.0,SAINTE-MARIE AERODR ,3,1981,681
