IGRA,LAT,LON,Number,Name,Fir_date,Last_date,Other_Number
RSM00022768,62.1,42.9,50.0,SENKURSK ,50,1954,255
RSM00022802,61.717,30.717,18.0,SORTAVALA ,18,1990,36442
RSM00022820,61.8167,34.2667,110.0,PETROZAVODSK ,110,2019,43507
RSM00022845,61.5067,38.9347,124.0,KARGOPOL ,124,2019,34069
RSM00023022,69.783,61.783,49.0,AMDERMA ,49,1998,34229
RSM00023074,69.4,86.17,28.0,DUDINKA ,28,1960,5076
RSM00023078,69.3472,88.2639,60.0,NORIL'SK ,60,2019,34212
RSM00023146,68.47,73.6,2.0,MYS KAMENNY ,2,1991,29022
RSM00023205,67.625,53.0175,5.4,NAR'JAN-MAR ,5,2019,56755
RSM00023274,67.47,86.57,30.0,IGARKA ,30,1974,13709
RSM00023330,66.5319,66.6744,14.8,SALEHARD ,14,2019,55510
RSM00023415,65.1167,57.1,56.0,PECHORA ,56,2019,54020
RSM00023472,65.7944,87.9889,37.5,TURUHANSK ,37,2019,55717
RSM00023552,64.917,77.817,27.0,TARKO-SALE ,27,1998,33211
RSM00023802,61.6767,50.7806,116.0,SYKTYVKAR ,116,2019,57686
RSM00023884,61.5806,90.0306,62.0,BOR ,62,2019,50609
RSM00023921,60.6833,60.45,93.0,IVDEL ,93,2019,50793
RSM00023933,61.0278,69.1189,44.0,HANTY-MANSIJSK ,44,2019,51257
RSM00023955,60.4333,77.8667,47.0,ALEKSANDROVSKOE ,47,2019,55478
RSM00024125,68.5,112.4333,207.0,OLENEK ,207,2018,41882
RSM00024266,67.5667,133.4,135.9,VERHOJANSK ,135,2019,50721
RSM00024343,66.7667,123.4,87.8,ZHIGANSK ,87,2019,49012
RSM00024507,64.2694,100.2167,188.0,TURA ,188,2019,47677
RSM00024641,63.7833,121.6167,110.8,VILJUJSK ,110,2019,48218
RSM00024688,63.25,143.15,740.3,OJMJAKON ,740,2019,47272
RSM00024726,62.5333,113.8667,351.2,MIRNVY ,351,2019,34032
RSM00024790,62.7833,148.1333,649.0,SUSUMAN ,649,1991,12807
RSM00024793,62.85,149.76,632.0,SHTURMOVOY ,632,1959,2661
RSM00024817,61.267,108.2,278.0,ERBOGACEN ,278,1996,35974
RSM00024908,60.3361,102.2944,258.8,VANAVARA ,258,2019,45223
RSM00024944,60.3667,120.4167,134.0,OLEKMINSK ,134,2018,49762
RSM00024959,62.0167,129.7167,98.3,JAKUTSK ,98,2019,58373
RSM00025042,69.9333,167.9667,16.0,AJON ISLAND ,16,2010,9137
RSM00025123,68.75,161.2833,32.0,CHERSKIJ ,32,2019,39243
RSM00025173,68.92,-179.48,2.0,MYS SHMIDTA ,2,1998,33429
RSM00025399,66.167,-169.833,7.0,MYS UELEN ,7,1998,30932
RSM00025400,65.7333,150.9,47.0,ZYRYANKA ,47,2018,35033
RSM00025428,65.2333,160.5333,260.0,OMOLON ,260,2019,30662
RSM00025551,64.683,170.417,23.0,MARKOVO ,23,1993,33706
RSM00025563,64.7833,177.5667,64.0,ANADYR ,64,2013,38190
RSM00025594,64.383,-173.233,39.0,BUHTA PROVIDENJA ,39,1991,27529
RSM00025677,63.017,179.283,82.0,BERINGOVSKAJA ,82,1995,25831
RSM00025703,62.9167,152.4167,206.1,SEJMCHAN ,206,2019,51268
RSM00025822,61.95,160.8667,2.0,GIZIGA ,2,1998,28015
RSM00025913,59.55,150.7833,115.3,MAGADAN ,115,2019,56602
RSM00025954,60.35,166.0,4.0,KORF ,4,2006,42069
RSM00026063,59.95,30.7,72.0,ST.PETERSBURG (VOEJKOVO) ,72,2018,59664
RSM00026065,59.933,30.317,20.0,LENINGRAD/CHOSSEYNOR ,20,1956,254
RSM00026258,57.817,28.333,45.0,PSKOV ,45,1998,39213
RSM00026298,57.8833,34.0333,186.0,BOLOGOE ,186,2019,49487
RSM00026477,56.35,30.6167,97.0,VELIKIE LUKI ,97,2019,42306
RSM00026702,54.7264,20.5583,19.0,KALININGRAD ,19,2019,45970
RSM00026781,54.75,32.0667,240.0,SMOLENSK ,240,2019,55241
RSM00027038,59.3183,39.9256,124.7,VOLOGDA ,124,2019,56340
RSM00027199,58.5667,49.5667,156.5,KIROV ,156,2019,56204
RSM00027331,57.58,39.58,103.0,JAROSLAVL ,103,1953,529
RSM00027459,56.2667,44.0,161.1,NIZHNIJ NOVGOROD ,161,2019,57614
RSM00027595,55.6075,49.2942,115.5,KAZAN ,115,2017,52427
RSM00027612,55.93,37.5183,187.0,MOSKVA (DOLGOPRUDNYJ) ,187,2018,64778
RSM00027707,54.1,35.35,237.0,SUHINICHI ,237,2019,39351
RSM00027730,54.6333,39.7,155.0,RYAZAN ,155,2019,44670
RSM00027944,52.733,41.467,161.0,TAMBOV ,161,1995,38381
RSM00027962,53.1228,45.0189,169.5,PENZA ,169,2019,28749
RSM00027995,52.9833,49.4333,44.7,SAMARA (BEZENCHUK) ,44,2019,13266
RSM00028225,57.9583,56.1972,170.0,PERM ,170,2019,41934
RSM00028275,58.15,68.25,55.3,TOBOL'SK ,55,2019,51452
RSM00028445,56.7333,61.0667,286.1,EKATERINBURG (VERHNEE DUBROVO) ,286,2019,60558
RSM00028661,55.4567,65.4011,70.8,KURGAN ,70,2019,37124
RSM00028698,54.9333,73.4,90.4,OMSK ,90,2018,59041
RSM00028722,54.7106,55.815,103.6,UFA-DIOMA ,103,2019,54775
RSM00028900,53.25,50.45,40.0,SAMARA ,40,1994,39657
RSM00029231,58.3167,82.95,72.9,KOLPASEVO ,72,2019,53310
RSM00029263,58.4528,92.2028,76.9,ENISEJSK ,76,2019,44397
RSM00029282,58.3833,97.45,131.0,BOGUCANY ,131,2019,50170
RSM00029572,56.1806,92.6056,204.6,EMEL' YANOVO ,204,2019,15716
RSM00029574,56.0,92.883,215.0,KRASNOYARSK ,215,1994,40900
RSM00029612,55.3544,78.3083,118.6,BARABINSK ,118,2019,48774
RSM00029634,54.9667,82.95,143.0,NOVOSIBIRSK ,143,2019,58589
RSM00029698,54.8833,99.0333,410.6,NIZHNEUDINSK ,410,2019,52431
RSM00029839,53.5,83.8333,140.3,BARNAUL ,140,2019,37625
RSM00029846,53.7333,87.1833,215.0,ABAGUR ,215,1956,181
RSM00029862,53.7667,91.3167,253.6,ABAKAN ,253,2019,45539
RSM00030054,59.45,112.5833,186.0,VITIM ,186,2019,51806
RSM00030230,57.7667,108.0667,256.5,KIRENSK ,256,2019,54050
RSM00030309,56.2833,101.75,410.8,BRATSK ,410,2019,40224
RSM00030372,56.9,118.2667,709.0,CHARA ,709,2019,42023
RSM00030521,54.8,105.167,418.0,ZHIGALOVO ,418,1996,35584
RSM00030554,54.4667,113.5833,995.4,BAGDARIN ,995,2018,52117
RSM00030635,53.4167,109.0167,459.0,UST'-BARGUZIN ,459,2019,36839
RSM00030636,53.6167,109.6333,489.0,BARGUZIN ,489,1970,6508
RSM00030673,53.75,119.7333,624.0,MOGOCHA ,624,2019,43526
RSM00030692,54.0,123.967,400.0,SKOVORODINO ,400,1996,31293
RSM00030710,52.267,104.317,469.0,IRKUTSK ,469,1988,39087
RSM00030715,52.4833,103.85,435.5,ANGARSK ,435,2019,18917
RSM00030758,52.0833,113.4833,671.0,CHITA ,671,2019,61062
RSM00030935,50.3667,108.75,770.0,KRASNYJ CHIKOJ ,770,2019,52905
RSM00030965,50.4,116.5167,675.0,BORZYA ,675,2019,47872
RSM00031004,58.6167,125.3667,678.4,ALDAN ,678,2019,52095
RSM00031088,59.3667,143.2,4.6,OHOTSK ,4,2019,47395
RSM00031168,56.45,138.15,6.0,AYAN ,6,2019,38768
RSM00031300,53.7414,127.2764,228.0,ZEJA ,228,2019,43374
RSM00031329,53.067,132.983,542.0,EKIMCHAN ,542,1996,29232
RSM00031369,53.1475,140.6939,44.8,NIKOLAEVSK-NA-AMURE ,44,2019,47448
RSM00031510,50.2803,127.4783,168.0,BLAGOVESCETNSK ,168,2019,50025
RSM00031538,50.0667,132.1333,343.2,SUTUR ,343,2019,38387
RSM00031561,50.6,137.0333,19.0,KOMSOMOLSK-ON-AMUR ,19,2010,33016
RSM00031707,47.733,130.967,73.0,EKATERINO-NIKOLSKOE ,73,1993,30472
RSM00031736,48.5333,135.2333,72.0,HABAROVSK ,72,2019,56626
RSM00031770,49.0,140.3,20.5,SOVETSKAYA GAVAN ,20,2019,32827
RSM00031873,45.8667,133.7333,100.0,DAL'NERECHENSK ,100,2019,47647
RSM00031909,45.0,136.6,68.0,TERNEJ ,68,1996,35417
RSM00031977,43.2667,132.05,77.0,VLADIVOSTOK (SAD GOROD) ,77,2019,57129
RSM00032061,50.9,142.1667,30.0,ALEKSANDROVSK-SAHALINSKIJ ,30,2019,53738
RSM00032098,49.2167,143.1,7.0,PORONAJSK ,7,2019,33519
RSM00032099,48.65,144.75,33.0,M. TERPENIYA (FL) ,33,1970,7763
RSM00032150,46.95,142.7167,22.0,JUZHNO-SAHALINSK ,22,2019,60308
RSM00032165,44.017,145.867,49.0,JUZHNO-KURILSK ,49,1995,37102
RSM00032186,46.2,150.5,70.0,URUP ,70,1996,29544
RSM00032195,46.85,151.8667,26.0,SIMUSIR ,26,1961,4608
RSM00032215,50.6833,156.1333,24.0,SEVERO-KURIL'SK ,24,2019,8777
RSM00032217,50.017,155.4,25.0,M. VASILYEV ,25,1994,34757
RSM00032389,56.3167,160.8333,28.0,KLJUCHI ,28,2019,48666
RSM00032477,54.3,155.9167,25.0,SOBOLEVO ,25,2019,15299
RSM00032540,53.0833,158.5833,78.0,PETROPAVLOVSK-KAMCHATSKIJ ,78,2019,60807
RSM00032618,55.2,165.9833,16.0,OSTROV BERINGA ,16,2019,39551
RSM00034009,51.7667,36.1667,246.4,KURSK ,246,2019,56725
RSM00034122,51.65,39.25,100.0,VORONEZ ,100,2019,44784
RSM00034139,51.1833,40.7,193.0,KAMENNAYA STEP NO2 ,193,1961,6225
RSM00034172,51.5567,46.0394,166.5,SARATOV ,166,2019,49596
RSM00034247,50.4167,41.05,90.4,KALACH ,90,2019,41761
RSM00034467,48.7833,44.3333,141.0,VOLGOGRAD ,141,2019,54552
RSM00034731,47.25,39.8167,78.0,ROSTOV-NA-DONU ,78,2019,57343
RSM00034858,45.9167,43.35,85.9,DIVNOE ,85,2019,42315
RSM00034866,46.18,45.35,7.0,YASHKUL ,7,1957,3336
RSM00034882,46.2833,47.9833,-17.0,ASTRAHAN ,-17,2019,50588
RSM00035121,51.6925,55.0783,114.8,ORENBURG ,114,2019,53813
RSM00036096,51.7103,94.4917,626.1,KYZYL ,626,2019,46191
RSM00036259,50.0,88.667,1758.0,KOS-AGAC ,1758,1991,10486
RSM00037011,44.1,39.0333,94.6,TUAPSE ,94,2019,45856
RSM00037050,44.05,43.03,573.0,PJATIGORSK ,573,1951,230
RSM00037055,44.2167,43.1,312.6,MINERAL'NYE VODY ,312,2019,55888
RSM00037099,43.5833,39.7667,141.9,SOCHI ,141,2014,194
RSM00037259,43.0,47.5,-19.7,MAHACHKALA ,-19,2019,24131
RSXUAC00073,59.68,30.45,35.0,SLUTSK ,35,1939,186
RSXUAC00075,56.8,60.6,252.0,SWERDLOWSK ,252,1941,171
RSXUAE04636,53.05,158.33,5.0,NIKOLAEVKA ,5,1955,127
RSXUAE04778,77.72,104.28,7.0,MYS CHELIUSKINA ,7,1949,657
SAM00040373,28.3167,46.1333,358.0,AL-QAISUMAH ,358,2019,19574
SAM00040375,28.3833,36.6,778.0,TABUK ,778,2019,30261
SAM00040394,27.4333,41.6833,1015.0,HAIL ,1015,2019,19387
SAM00040400,26.2,36.483,24.0,AL-WEJH ,24,1985,5395
SAM00040416,26.267,50.167,19.0,DHAHRAN ,19,1997,17304
SAM00040417,26.45,49.8167,22.0,K.F.I.A. ,22,2019,12437
SAM00040430,24.55,39.7,654.0,AL-MADINAH ,654,2019,25222
SAM00040437,24.9333,46.7167,614.0,KING KHALED INT. AIRPORT ,614,2019,22080
SAM00040438,24.7,46.733,603.0,RIYADH OBS. ,603,1992,11578
SAM00041024,21.7,39.1833,15.0,JEDDAH ,15,2019,35328
SAM00041112,18.2333,42.65,2090.0,ABHA ,2090,2019,11833
SAM00041114,18.3,42.8,2066.0,KHAMIS MUSHAIT ,2066,1999,11138
SAM00041140,16.883,42.583,7.0,GIZAN ,7,1985,1629
SBM00071805,46.767,-56.167,24.0,SAINT-PIERRE ,24,1983,690
SEM00063985,-4.6833,55.5167,4.0,SEYCHELLES INTER. AIRPORT ,4,2019,19262
SEM00063995,-9.35,46.533,4.0,ALDABRA ,4,1981,143
SFM00068174,-23.8667,29.45,1230.0,PIETERSBURG (SAAF) ,1230,2009,13740
SFM00068242,-25.783,25.533,1277.0,MAFIKENG WO ,1277,1998,1154
SFM00068262,-25.733,28.183,1326.0,PRETORIA-EENDRACHT ,1326,1974,3937
SFM00068263,-25.91,28.2111,1526.0,PRETORIA (IRENE) ,1526,2019,28777
SFM00068406,-28.567,16.533,27.0,KORTDOORN/ALEXANDER ,27,1987,11144
SFM00068424,-28.4136,21.2597,835.0,UPINGTON ,835,2019,21017
SFM00068438,-28.8,24.767,1196.0,KIMBERLEY ,1196,1994,9829
SFM00068442,-29.1,26.3,1353.0,BLOEMFONTEIN AIRPORT ,1353,2019,25229
SFM00068461,-28.25,28.3333,1680.0,BETHLEHEM AIRPORT ,1680,2009,11390
SFM00068512,-29.6719,17.8875,1006.0,SPRINGBOK ,1006,2018,12806
SFM00068538,-30.6747,23.9992,1286.0,DE AAR ,1286,2018,9332
SFM00068588,-29.9667,30.95,8.0,DURBAN/LOUIS BOTHA ,8,2010,29090
SFM00068592,-29.6017,31.13,105.0,KING SHAKA INT'L AIRPORT ,105,2018,4531
SFM00068816,-33.97,18.6,46.0,CAPE TOWN INTNL. AIRPORT ,46,2019,35362
SFM00068828,-34.017,22.383,190.0,GEORGE AIRPORT ,190,1994,4491
SFM00068842,-33.9844,25.6108,63.0,PORT ELIZABETH ,63,2019,29556
SFM00068858,-33.033,27.833,125.0,EAST LONDON ,125,1991,3098
SFM00068994,-46.8831,37.8669,24.0,MARION ISLAND ,24,2019,32745
SGM00061600,16.05,-16.483,4.0,SAINT-LOUIS ,4,2004,40076
SGM00061641,14.73,-17.5,24.5,DAKAR/YOFF ,24,2018,72333
SGM00061687,13.7697,-13.6797,48.7,TAMBACOUNDA ,48,2019,46035
SGM00061695,12.55,-16.267,26.0,ZIGUINCHOR ,26,1997,40419
SGXUAAWO067,14.8,-17.0667,71.0,THIES ,71,1954,3844
SHM00061901,-15.9419,-5.6672,435.0,ST. HELENA IS. ,435,2019,16262
SHM00061902,-7.9667,-14.4,79.0,WIDE AWAKE FIELD ,79,2010,18170
SHM00068906,-40.35,-9.88,54.0,GOUGH ISLAND ,54,2019,32243
SIM00014015,46.0656,14.5122,299.0,LJUBLJANA/BEZIGRAD ,299,2019,7040
SLM00061856,8.617,-13.2,27.0,LUNGI ,27,1979,1194
SNM00048698,1.3667,103.9833,5.0,SINGAPORE/CHANGI AIRPORT ,5,2019,66232
SPM00008001,43.3658,-8.4214,58.0,LA CORUNA ,58,2019,38671
SPM00008023,43.4911,-3.8006,52.0,SANTANDER ,52,2019,21839
SPM00008055,42.583,-5.65,914.0,LEON/VIRGEN DEL CAM ,914,1976,200
SPM00008084,42.45,-2.333,363.0,LOGRONO/AGONCILLO ,363,1977,349
SPM00008087,42.2,-1.45,295.0,BARDENAS REALES ,295,1990,4866
SPM00008140,41.717,-4.85,849.0,VALLADOLID/VILLANUB ,849,1976,206
SPM00008160,41.6786,-1.0731,252.0,ZARAGOZA/BASE AEREA ,252,2015,19731
SPM00008190,41.3844,2.1181,95.0,BARCELONA SERVEI ,95,2019,7990
SPM00008202,40.95,-5.5,794.0,SALAMANCA/MATACAN ,794,1976,173
SPM00008221,40.4653,-3.5797,631.0,MADRID/BARAJAS RS ,631,2019,42595
SPM00008301,39.55,2.617,6.0,PALMA DE MALLORCA ,6,2002,9948
SPM00008302,39.6058,2.7067,41.0,MALLORCA-SON BONET ,41,2019,25982
SPM00008314,39.867,4.233,86.0,MENORCA/MAHON ,86,1976,165
SPM00008430,38.0019,-1.1708,61.0,MURCIA ,61,2019,23878
SPM00008433,37.783,-0.8,3.0,MURCIA/SAN JAVIER ,3,1980,1000
SPM00060018,28.3183,-16.3822,105.0,TENERIFE-GUIMAR ,105,2019,11575
SPM00060020,28.467,-16.25,36.0,STA. CRUZ DE TENERI ,36,2002,22725
STM00078949,13.75,-60.98,99.0,VIEUX FORT ,99,1957,815
SUM00062600,21.817,31.35,190.0,WADI HALFA ,190,1983,3487
SUM00062640,19.533,33.317,312.0,ABU HAMED ,312,2005,1995
SUM00062641,19.583,37.217,3.0,PORT SUDAN ,3,2006,2214
SUM00062650,19.167,30.483,226.0,DONGOLA ,226,2008,1444
SUM00062660,18.55,31.85,249.0,KARIMA ,249,1975,2435
SUM00062680,17.7,33.967,345.0,ATBARA ,345,1975,361
SUM00062721,15.6,32.55,382.0,KHARTOUM ,382,2014,10644
SUM00062730,15.467,36.4,500.0,KASSALA ,500,2006,4169
SUM00062751,14.4,33.483,408.0,WAD MEDANI ,408,1975,269
SUM00062752,14.033,35.4,599.0,GEDAREF ,599,1975,238
SUM00062760,13.617,25.333,733.0,EL FASHER ,733,2008,2234
SUM00062770,13.483,22.45,805.0,GENINA ,805,1977,1058
SUM00062771,13.167,30.233,574.0,EL OBEID ,574,2005,4005
SUM00062772,13.167,32.667,381.0,AROMA ,381,1975,298
SUM00062781,12.7,28.433,564.0,EN NAHUD ,564,1975,198
SUM00062805,11.783,34.383,470.0,DAMAZINE ,470,2005,1808
SUXUAE04936,15.58,32.55,388.0,AL-KHARTUM ,388,1954,3020
SVM00001004,78.9233,11.9222,15.5,NY-ALESUND II ,15,2019,10433
SVM00001028,74.5039,19.0011,20.0,BJORNOYA ,20,2019,45411
SVM00020107,78.07,14.22,49.0,BARENTSBURG ,49,1994,29741
SWM00002084,57.717,11.783,5.0,GOTEBURG/TORSLANDA ,5,1977,20557
SWM00002185,65.5433,22.1144,17.0,LULEA-KALLAX ,17,2019,40974
SWM00002225,63.183,14.5,366.0,OSTERSUND/FROSON ,366,1983,16859
SWM00002365,62.5317,17.4361,3.9,SUNDSVALL HARNOSAND ,3,2019,51315
SWM00002465,59.35,17.95,22.0,STOCKHOLM/BROMMA ,22,1995,41574
SWM00002515,58.183,12.15,20.0,TORPABRON ,20,1977,288
SWM00002527,57.6572,12.2911,164.0,GOTEBORG/LANDVETTER ,164,2019,37140
SWM00002591,57.65,18.35,45.0,VISBY AEROLOGISKA STATION ,45,2019,28278
SXM00088968,-60.75,-44.7167,4.0,ISLAS ORCADAS (MET) ,4,1985,8699
SYM00040001,37.05,41.217,455.0,KAMISHLI ,455,1973,136
SYM00040007,36.333,37.217,425.0,ALEPPO INT. AEROPOR ,425,1996,18332
SYM00040022,35.533,35.767,7.0,LATTAKIA ,7,1976,458
SYM00040030,35.117,36.75,303.0,HAMA ,303,1976,741
SYM00040039,35.933,39.017,245.0,RAQQA ,245,1976,252
SYM00040080,33.417,36.517,610.0,DAMASCUS INT. AIRPO ,610,2001,10082
SZM00006610,46.8117,6.9425,490.0,PAYERNE ,490,2019,73047
TBM00078894,17.9,-62.85,52.0,ST. BARTHELEMY ,52,1996,4048
TDM00078967,10.6833,-61.6167,13.1,TRINIDAD BWI ,13,1969,10395
TDM00078970,10.6167,-61.35,12.0,PIARCO INT. AIRPORT ,12,2019,24458
TEM00061976,-15.8878,54.5206,7.0,SERGE-FROLOW (ILE TROMELIN) ,7,2011,20680
THM00048327,18.7706,98.9683,313.2,CHIANG MAI ,313,2019,65806
THM00048354,17.3769,102.8094,177.0,UDON THANI ,177,2016,48194
THM00048357,17.417,104.783,148.0,NAKHON PHANOM ,148,1975,2528
THM00048378,16.7961,100.2758,44.0,PHITSANULOK ,44,2019,49341
THM00048379,16.433,101.15,116.0,PHETCHABUN ,116,1974,401
THM00048381,16.4608,102.7894,187.0,KHON KAEN ,187,2019,1370
THM00048407,15.25,104.8667,122.0,UBON RATCHATHANI ,122,2019,65342
THM00048426,14.8,100.617,11.0,LOP BURI ,11,1976,837
THM00048431,14.9681,102.0858,186.6,NAKHON RATCHASIMA ,186,2019,51160
THM00048453,13.6664,100.6061,0.8,BANGNA AGROMET ,0,2019,14692
THM00048455,13.733,100.567,4.0,BANGKOK METROPOLIS ,4,2008,58473
THM00048456,13.917,100.6,12.0,DON MUANG ,12,1976,780
THM00048477,12.6914,100.9853,16.0,SATTAHIP ,16,2019,33655
THM00048480,12.6094,102.1039,2.9,CHANTHA BURI ,2,2019,36739
THM00048500,11.835,99.8103,4.0,PRACHUAP KHIRIKHAN ,4,2019,44345
THM00048532,9.983,98.617,8.0,RANONG ,8,1974,194
THM00048551,9.1342,99.1519,5.0,SURAT THANI ,5,2019,42020
THM00048565,8.145,98.3144,5.9,PHUKET AIRPORT ,5,2019,37912
THM00048568,7.1819,100.6075,4.6,SONGKHLA ,4,2019,65689
TIM00038599,40.217,69.733,427.0,KHUDJAND ,427,1977,382
TIM00038836,38.55,68.783,800.0,DUSHANBE ,800,1994,35803
TIM00038954,37.5,71.5,2077.0,KHOROG ,2077,1994,28898
TKM00078118,21.45,-71.15,10.0,TURKS ISLAND ,10,1978,10548
TNM00091792,-21.233,-175.15,38.0,FUAAMOTU ,38,1999,5436
TOM00065361,8.983,1.15,386.0,SOKODE ,386,1989,5401
TOM00065387,6.1667,1.25,20.0,LOME ,20,2013,40196
TPM00061931,0.383,6.717,13.0,S. TOME ,13,1979,5381
TSM00060710,36.95,8.75,21.0,TABARKA ,21,1999,4939
TSM00060714,37.233,9.817,3.0,BIZERTE ,3,1995,7207
TSM00060715,36.8333,10.2333,4.0,TUNIS-CARTHAGE ,4,2019,39864
TSM00060720,36.85,11.083,4.0,KELIBIA ,4,1996,18563
TSM00060725,36.483,8.8,143.0,JENDOUBA ,143,1996,19808
TSM00060735,35.667,10.1,60.0,KAIROUAN ,60,1996,22918
TSM00060738,35.55,8.683,1092.0,THALA ,1092,1996,10938
TSM00060740,35.75,10.75,2.0,MONASTIR-SKANES ,2,2005,22479
TSM00060745,34.417,8.817,313.0,GAFSA ,313,1998,20537
TSM00060750,34.717,10.683,21.0,SFAX EL-MAOU ,21,2005,30654
TSM00060760,33.9167,8.1667,86.0,TOZEUR ,86,2019,27696
TSM00060769,33.867,10.767,3.0,DJERBA MELLITA ,3,2005,27692
TSM00060775,32.317,10.4,300.0,REMADA ,300,1997,9738
TSM00060780,31.683,9.3,259.0,EL BORMA ,259,1995,1728
TTM00097385,-9.2,124.367,5.0,OE-CUSSIE ,5,1999,498
TTM00097388,-8.55,126.567,550.0,KOMORO ,550,1998,6384
TTM00097390,-8.55,125.55,6.0,DILLI/DILLI AIRPORT ,6,1983,7176
TTM00097395,-8.5,126.4,522.0,BAU CAU ,522,1988,555
TUM00017022,41.45,31.8,137.0,ZONGULDAK ,137,1974,304
TUM00017030,41.2833,36.3,4.0,SAMSUN ,4,2019,33928
TUM00017064,40.9,29.15,18.0,ISTANBUL BOLGE (KARTAL) ,18,2019,37308
TUM00017082,40.85,35.583,535.0,MERZIFON ,535,1982,1796
TUM00017095,39.9,41.2833,1869.0,ERZURUM BOLGE ,1869,2019,8452
TUM00017130,39.95,32.8833,891.0,ANKARA/CENTRAL ,891,2019,41148
TUM00017195,38.817,35.433,1054.0,KAYSERI/ERKILET ,1054,1982,1942
TUM00017196,38.6833,35.4833,1096.0,KAYSERI BOLGE ,1096,2019,2373
TUM00017220,38.4333,27.1667,25.0,IZMIR/GUZELYALI ,25,2019,34588
TUM00017240,37.75,30.55,997.0,ISPARTA ,997,2019,30269
TUM00017281,37.9,40.2,675.0,DIYARBAKIR-BOLGE ,675,2019,31636
TUM00017300,36.867,30.733,54.0,ANTALYA ,54,1979,1476
TUM00017351,36.9833,35.35,27.0,ADANA/BOLGE ,27,2019,21792
TVM00091643,-8.5167,179.2167,1.0,FUNAFUTI ,1,2019,21923
TWM00046689,26.15,119.95,30.0,MAZU (=588490) ,30,1998,4062
TWM00046697,25.067,121.233,45.0,TAOYUAN AB ,45,1984,13298
TWM00046699,23.9833,121.6,19.0,HUA-LIEN CITY ,19,2012,17027
TWM00046734,23.5833,119.6167,31.0,MAKUNG AB (=593450) ,31,2012,22564
TWM00046736,24.433,118.433,12.0,CHINMEM/SHATOU(AFB) ,12,1999,10320
TWM00046743,22.95,120.217,16.0,TAINAN (TW-AFB) ,16,1993,6094
TWM00046746,23.467,120.383,25.0,CHIAYI (TW-AFB) ,25,1994,6409
TWM00046747,22.467,120.433,8.0,DONGGANG (=595530) ,8,1998,21904
TWM00046750,22.6667,120.45,24.0,PINGTUNG SOUTH(AFB) ,24,2012,11471
TWM00046751,24.183,120.65,112.0,TAICHUNG (TW-AFB) ,112,1992,4776
TWM00046780,22.6833,121.5,280.0,LU-TAO ,280,2012,3323
TWM00046810,20.7167,116.7167,3.0,DONGSHA (=597920) ,3,2012,9110
TWM00046902,10.717,115.833,5.0,NENSHA ISL ,5,1998,436
TWM00058968,25.0333,121.5167,9.0,TAIBEI ,9,2019,34042
TWM00059559,22.0,120.75,24.0,467590 ,24,1964,4646
TXM00038392,41.833,59.983,87.0,DASHKHOVUZ ,87,1997,40766
TXM00038507,40.0333,52.9833,90.0,TURKMENBASHI ,90,2015,35133
TXM00038687,39.083,63.6,190.0,CHARDZHEV ,190,1994,36014
TXM00038750,37.467,53.967,-22.0,ESENGYLY ,-22,1993,36098
TXM00038880,37.987,58.361,211.0,ASHGABAT KESHI ,211,1997,38470
TXM00038989,35.9,62.9667,375.0,TAGTABAZAR ,375,1996,13721
TZM00063729,-1.333,31.817,1143.0,BUKOBA ,1143,1979,1433
TZM00063756,-2.467,32.917,1140.0,MWANZA ,1140,1979,383
TZM00063791,-3.417,37.067,896.0,KILIMANJARO AIRPORT ,896,1981,696
TZM00063801,-4.883,29.667,824.0,KIGOMA ,824,1978,112
TZM00063818,-4.883,38.283,511.0,MOMBO ,511,1974,113
TZM00063832,-5.083,32.833,1182.0,TABORA AIRPORT ,1182,1988,1062
TZM00063844,-5.083,39.067,35.0,TANGA ,35,1986,776
TZM00063862,-6.167,35.767,1120.0,DODOMA ,1120,1979,1096
TZM00063866,-6.833,37.65,526.0,MOROGORO ,526,1974,142
TZM00063887,-7.633,35.767,1428.0,IRINGA ,1428,1980,677
TZM00063894,-6.8667,39.2,55.0,DAR ES SALAAM INT ,55,2013,10437
TZM00063932,-8.933,33.467,1758.0,MBEYA ,1758,1989,767
UCM00078988,12.2,-68.9667,8.0,HATO AIRPORT ,8,2019,34830
UGM00063654,1.683,31.717,1147.0,MASINDI ,1147,1976,632
UGM00063658,1.717,33.617,1123.0,SOROTI ,1123,1974,112
UGM00063674,0.183,30.1,961.0,KASESE ,961,1976,419
UGM00063684,0.683,34.167,1171.0,TORORO ,1171,1977,264
UGM00063702,-0.617,30.65,1413.0,MBARARA ,1413,1973,114
UGM00063705,0.05,32.45,1155.0,ENTEBBE AIRPORT ,1155,2018,6316
UKM00003005,60.1392,-1.1847,82.0,LERWICK ,82,2019,65518
UKM00003023,57.3575,-7.385,4.0,SOUTH UIST RANGE ,4,2019,418
UKM00003026,58.217,-6.317,9.0,STORNOWAY ,9,2002,52782
UKM00003066,57.65,-3.567,7.0,KINLOSS ,7,2004,767
UKM00003091,57.2,-2.217,65.0,ABERDEEN/DYCE AIRPO ,65,1999,421
UKM00003162,55.317,-3.2,242.0,ESKDALEMUIR ,242,2000,233
UKM00003170,56.433,-2.867,4.0,SHANWELL ,4,1992,35061
UKM00003171,56.383,-2.867,12.0,LEUCHARS ,12,2002,3165
UKM00003238,55.0197,-1.8817,142.0,ALBEMARLE ,142,2019,9839
