#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2015,3,25,7,0,177,4.1,99,99,99,99,999,9999,5.1,999,999,99,99
2015,3,25,8,0,187,4.6,99,99,99,99,999,9999,4.9,999,999,99,99
2015,3,25,9,0,203,3.7,99,99,99,99,999,9999,5.2,999,999,99,99
2015,3,25,10,0,212,2.9,99,99,99,99,999,9999,5.9,999,999,99,99
2015,3,25,11,0,256,6.1,99,99,99,99,999,9999,6.2,999,999,99,99
2015,3,25,12,0,280,5.3,99,99,99,99,999,9999,5.4,999,999,99,99
2015,3,25,13,0,276,7,99,99,99,99,999,9999,4.9,999,999,99,99
2015,3,25,14,0,269,6,99,99,99,99,999,9999,4.3,999,999,99,99
2015,3,25,15,0,258,7.4,99,99,99,99,999,9999,4.7,999,999,99,99
2015,3,25,16,0,262,5.8,99,99,99,99,999,9999,5.3,999,999,99,99
2015,3,25,17,0,269,6.8,99,99,99,99,999,9999,5.3,999,999,99,99
2015,3,25,18,0,267,6.8,99,99,99,99,999,9999,5.3,999,999,99,99
2015,3,25,19,0,260,8.3,99,99,99,99,999,9999,5.4,999,999,99,99
2015,3,25,20,0,261,7.3,99,99,99,99,999,9999,5.9,999,999,99,99
2015,3,25,21,0,274,7.5,99,99,99,99,999,9999,5.9,999,999,99,99
2015,3,25,22,0,265,5.6,99,99,99,99,999,9999,6.1,999,999,99,99
2015,3,25,23,0,272,5.1,99,99,99,99,999,9999,6,999,999,99,99
2015,3,26,0,0,249,3.3,99,99,99,99,999,9999,5.9,999,999,99,99
2015,3,26,1,0,243,2.5,99,99,99,99,999,9999,5.6,999,999,99,99
2015,3,26,2,0,274,4,99,99,99,99,999,9999,5.4,999,999,99,99
2015,3,26,3,0,268,4.6,99,99,99,99,999,9999,5.4,999,999,99,99
2015,3,26,4,0,303,3.5,99,99,99,99,999,9999,5.1,999,999,99,99
2015,3,26,5,0,305,2.5,99,99,99,99,999,9999,4,999,999,99,99
2015,3,26,6,0,319,1.6,99,99,99,99,999,9999,3.3,999,999,99,99
2015,3,26,7,0,318,2.4,99,99,99,99,999,9999,3.3,999,999,99,99
2015,3,26,8,0,328,2.5,99,99,99,99,999,9999,3,999,999,99,99
2015,3,26,9,0,327,1.4,99,99,99,99,999,9999,2.7,999,999,99,99
2015,3,26,10,0,317,1.9,99,99,99,99,999,9999,2.7,999,999,99,99
2015,3,26,11,0,307,1.9,99,99,99,99,999,9999,2.6,999,999,99,99
2015,3,26,12,0,316,3.1,99,99,99,99,999,9999,2.8,999,999,99,99
2015,3,26,13,0,339,2.9,99,99,99,99,999,9999,3,999,999,99,99
2015,3,26,14,0,347,1.4,99,99,99,99,999,9999,3.2,999,999,99,99
2015,3,26,15,0,343,1.9,99,99,99,99,999,9999,4.3,999,999,99,99
2015,3,26,16,0,61,3.5,99,99,99,99,999,9999,3.5,999,999,99,99
2015,3,26,17,0,65,3.9,99,99,99,99,999,9999,3.3,999,999,99,99
2015,3,26,19,0,66,3.1,99,99,99,99,999,9999,3.8,999,999,99,99
2015,3,26,20,0,64,3.6,99,99,99,99,999,9999,3.5,999,999,99,99
2015,3,26,21,0,68,3.1,99,99,99,99,999,9999,3.3,999,999,99,99
2015,3,26,22,0,57,3,99,99,99,99,999,9999,3.2,999,999,99,99
2015,3,26,23,0,56,1.9,99,99,99,99,999,9999,3,999,999,99,99
2015,3,27,0,0,14,6.9,99,99,99,99,999,9999,3.2,999,999,99,99
2015,3,27,1,0,12,3.5,99,99,99,99,999,9999,3.1,999,999,99,99
2015,3,27,2,0,33,8,99,99,99,99,999,9999,2.1,999,999,99,99
2015,3,27,3,0,11,6.5,99,99,99,99,999,9999,1.7,999,999,99,99
2015,3,27,4,0,13,6.7,99,99,99,99,999,9999,1.8,999,999,99,99
2015,3,27,5,0,30,9,99,99,99,99,999,9999,0.8,999,999,99,99
2015,3,27,6,0,42,8.9,99,99,99,99,999,9999,-0.3,999,999,99,99
2015,3,27,7,0,44,9.7,99,99,99,99,999,9999,-0.7,999,999,99,99
2015,3,27,8,0,29,8.5,99,99,99,99,999,9999,-0.7,999,999,99,99
2015,3,27,9,0,45,9.7,99,99,99,99,999,9999,-1.5,999,999,99,99
2015,3,27,10,0,27 1,0.2,99,99,99,99,999,9999,-2,999,999,99,99
2015,3,27,11,0,20,7.1,99,99,99,99,999,9999,-2.4,999,999,99,99
2015,3,27,12,0,7,8,99,99,99,99,999,9999,-2.5,999,999,99,99
2015,3,27,13,0,352,8.4,99,99,99,99,999,9999,-3,999,999,99,99
2015,3,27,14,0,4,7.7,99,99,99,99,999,9999,-3.1,999,999,99,99
2015,3,27,15,0,11,7.2,99,99,99,99,999,9999,-2.8,999,999,99,99
2015,3,27,16,0,358,6.2,99,99,99,99,999,9999,-2.8,999,999,99,99
2015,3,27,17,0,9,6.9,99,99,99,99,999,9999,-2.5,999,999,99,99
2015,3,27,19,0,14,7.2,99,99,99,99,999,9999,-2.4,999,999,99,99
2015,3,27,20,0,19,6.6,99,99,99,99,999,9999,-2.5,999,999,99,99
2015,3,27,22,0,20,7.1,99,99,99,99,999,9999,-2.7,999,999,99,99
2015,3,27,23,0,15,8.6,99,99,99,99,999,9999,-2.7,999,999,99,99
2015,3,28,0,0,14,7,99,99,99,99,999,9999,-2.5,999,999,99,99
2015,3,28,1,0,21,6.6,99,99,99,99,999,9999,-2.2,999,999,99,99
2015,3,28,2,0,19,6.3,99,99,99,99,999,9999,-2.2,999,999,99,99
2015,3,28,3,0,28,7.6,99,99,99,99,999,9999,-1.7,999,999,99,99
2015,3,28,4,0,28,7.9,99,99,99,99,999,9999,-1.9,999,999,99,99
2015,3,28,5,0,40,8.5,99,99,99,99,999,9999,-1.9,999,999,99,99
2015,3,28,6,0,28,7.6,99,99,99,99,999,9999,-2.2,999,999,99,99
2015,3,28,7,0,22,4.5,99,99,99,99,999,9999,-2.5,999,999,99,99
2015,3,28,8,0,47,5.8,99,99,99,99,999,9999,-2.5,999,999,99,99
2015,3,28,9,0,51,5.1,99,99,99,99,999,9999,-2.8,999,999,99,99
2015,3,28,10,0,43,4.5,99,99,99,99,999,9999,-2.8,999,999,99,99
2015,3,28,11,0,60,5.1,99,99,99,99,999,9999,-2.8,999,999,99,99
2015,3,28,12,0,49,5.1,99,99,99,99,999,9999,-2.7,999,999,99,99
2015,3,28,13,0,60,4.8,99,99,99,99,999,9999,-2.7,999,999,99,99
2015,3,28,14,0,43,3.6,99,99,99,99,999,9999,-2.6,999,999,99,99
2015,3,28,15,0,59,3.1,99,99,99,99,999,9999,-2.4,999,999,99,99
2015,3,28,16,0,43,4.4,99,99,99,99,999,9999,-2.6,999,999,99,99
2015,3,28,17,0,47,3.3,99,99,99,99,999,9999,-2.2,999,999,99,99
2015,3,28,18,0,56,3.2,99,99,99,99,999,9999,-2,999,999,99,99
2015,3,28,19,0,60,3.3,99,99,99,99,999,9999,-1.9,999,999,99,99
2015,3,28,20,0,45,3.6,99,99,99,99,999,9999,-1.8,999,999,99,99
2015,3,28,21,0,68,2.9,99,99,99,99,999,9999,-1.2,999,999,99,99
2015,3,28,22,0,91,2.2,99,99,99,99,999,9999,-1.1,999,999,99,99
2015,3,28,23,0,109,2.1,99,99,99,99,999,9999,-1.2,999,999,99,99
2015,3,29,0,0,119,3.6,99,99,99,99,999,9999,-0.9,999,999,99,99
2015,3,29,1,0,133,3.2,99,99,99,99,999,9999,-0.5,999,999,99,99
2015,3,29,2,0,161,3.4,99,99,99,99,999,9999,-0.2,999,999,99,99
2015,3,29,3,0,201,2.6,99,99,99,99,999,9999,-1,999,999,99,99
2015,3,29,4,0,189,3.3,99,99,99,99,999,9999,-1.6,999,999,99,99
2015,3,29,5,0,202,3.4,99,99,99,99,999,9999,-1.6,999,999,99,99
2015,3,29,6,0,198,3.4,99,99,99,99,999,9999,-1.5,999,999,99,99
2015,3,29,7,0,195,3.1,99,99,99,99,999,9999,-1.5,999,999,99,99
2015,3,29,8,0,204,4.6,99,99,99,99,999,9999,-0.9,999,999,99,99
2015,3,29,9,0,197,4.8,99,99,99,99,999,9999,-0.4,999,999,99,99
2015,3,29,10,0,205,5.1,99,99,99,99,999,9999,-0.3,999,999,99,99
2015,3,29,11,0,197,4.1,99,99,99,99,999,9999,-0.2,999,999,99,99
2015,3,29,12,0,199,6.3,99,99,99,99,999,9999,0.8,999,999,99,99
2015,3,29,13,0,197,7.4,99,99,99,99,999,9999,1.9,999,999,99,99
2015,3,29,14,0,214,6.6,99,99,99,99,999,9999,3.4,999,999,99,99
2015,3,29,15,0,199,8.5,99,99,99,99,999,9999,4.5,999,999,99,99
2015,3,29,17,0,238,9.3,99,99,99,99,999,9999,3.5,999,999,99,99
2015,3,29,18,0,209,7,99,99,99,99,999,9999,3,999,999,99,99
2015,3,29,19,0,222,6,99,99,99,99,999,9999,3.6,999,999,99,99
2015,3,29,20,0,231,8.5,99,99,99,99,999,9999,5.8,999,999,99,99
2015,3,29,21,0,250,7.1,99,99,99,99,999,9999,8,999,999,99,99
2015,3,29,22,0,247,6.8,99,99,99,99,999,9999,9.1,999,999,99,99
2015,3,29,23,0,248,7.1,99,99,99,99,999,9999,9.6,999,999,99,99
2015,3,30,0,0,275,8.3,99,99,99,99,999,9999,10.4,999,999,99,99
2015,3,30,1,0,305,4,99,99,99,99,999,9999,9.3,999,999,99,99
2015,3,30,2,0,286,3.9,99,99,99,99,999,9999,8.3,999,999,99,99
2015,3,30,3,0,284,2.6,99,99,99,99,999,9999,7.4,999,999,99,99
2015,3,30,4,0,289,2.8,99,99,99,99,999,9999,7.2,999,999,99,99
2015,3,30,5,0,274,1.7,99,99,99,99,999,9999,6.4,999,999,99,99
2015,3,30,6,0,281,2.1,99,99,99,99,999,9999,6.2,999,999,99,99
2015,3,30,7,0,282,2.7,99,99,99,99,999,9999,5.7,999,999,99,99
2015,3,30,8,0,277,2.7,99,99,99,99,999,9999,5.1,999,999,99,99
2015,3,30,9,0,280,3.2,99,99,99,99,999,9999,4.5,999,999,99,99
2015,3,30,10,0,278,2.6,99,99,99,99,999,9999,4.3,999,999,99,99
2015,3,30,11,0,283,3.3,99,99,99,99,999,9999,4.4,999,999,99,99
2015,3,30,12,0,278,3.4,99,99,99,99,999,9999,5.7,999,999,99,99
2015,3,30,13,0,273,3,99,99,99,99,999,9999,7.8,999,999,99,99
2015,3,30,14,0,272,6.5,99,99,99,99,999,9999,9.5,999,999,99,99
2015,3,30,15,0,285,3.5,99,99,99,99,999,9999,12,999,999,99,99
2015,3,30,16,0,288,4,99,99,99,99,999,9999,13,999,999,99,99
2015,3,30,17,0,268,4.2,99,99,99,99,999,9999,14.4,999,999,99,99
2015,3,30,18,0,255,5.9,99,99,99,99,999,9999,15.1,999,999,99,99
2015,3,30,19,0,261,7.3,99,99,99,99,999,9999,16.1,999,999,99,99
2015,3,30,20,0,328,4.6,99,99,99,99,999,9999,16,999,999,99,99
2015,3,30,21,0,302,2.9,99,99,99,99,999,9999,16.1,999,999,99,99
2015,3,30,22,0,30,4.1,99,99,99,99,999,9999,9.6,999,999,99,99
2015,3,30,23,0,60,4,99,99,99,99,999,9999,7.9,999,999,99,99
2015,3,31,0,0,135,2.4,99,99,99,99,999,9999,6.8,999,999,99,99
2015,3,31,1,0,152,4.8,99,99,99,99,999,9999,7.6,999,999,99,99
2015,3,31,2,0,201,0.9,99,99,99,99,999,9999,9,999,999,99,99
2015,3,31,3,0,189,2.4,99,99,99,99,999,9999,11.5,999,999,99,99
2015,3,31,4,0,226,5.2,99,99,99,99,999,9999,13,999,999,99,99
2015,3,31,5,0,234,7,99,99,99,99,999,9999,13,999,999,99,99
2015,3,31,6,0,250,6.6,99,99,99,99,999,9999,13.3,999,999,99,99
2015,3,31,7,0,266,6.9,99,99,99,99,999,9999,14,999,999,99,99
2015,3,31,8,0,272,4.5,99,99,99,99,999,9999,12,999,999,99,99
2015,3,31,9,0,7,5.2,99,99,99,99,999,9999,6.2,999,999,99,99
2015,3,31,10,0,2,6.4,99,99,99,99,999,9999,3.2,999,999,99,99
2015,3,31,11,0,2,4,99,99,99,99,999,9999,3.8,999,999,99,99
2015,3,31,12,0,4,4.3,99,99,99,99,999,9999,4,999,999,99,99
2015,3,31,13,0,359,3,99,99,99,99,999,9999,4.4,999,999,99,99
2015,3,31,14,0,8,5.3,99,99,99,99,999,9999,5,999,999,99,99
2015,3,31,15,0,17,5.3,99,99,99,99,999,9999,5.8,999,999,99,99
2015,3,31,16,0,17,4.2,99,99,99,99,999,9999,5.4,999,999,99,99
2015,3,31,17,0,19,2.7,99,99,99,99,999,9999,5.5,999,999,99,99
2015,3,31,18,0,64,3.8,99,99,99,99,999,9999,4.9,999,999,99,99
2015,3,31,19,0,112,2.5,99,99,99,99,999,9999,4.8,999,999,99,99
2015,3,31,20,0,117,2.9,99,99,99,99,999,9999,4.8,999,999,99,99
2015,3,31,21,0,139,3,99,99,99,99,999,9999,5.1,999,999,99,99
2015,3,31,22,0,134,3.5,99,99,99,99,999,9999,5.2,999,999,99,99
2015,3,31,23,0,139,2.5,99,99,99,99,999,9999,6,999,999,99,99
2015,4,1,0,0,154,2.5,99,99,99,99,999,9999,6,999,999,99,99
2015,4,1,1,0,160,0.9,99,99,99,99,999,9999,6.3,999,999,99,99
2015,4,1,2,0,202,2.5,99,99,99,99,999,9999,9,999,999,99,99
2015,4,1,3,0,214,3.2,99,99,99,99,999,9999,8.9,999,999,99,99
2015,4,1,4,0,211,4.4,99,99,99,99,999,9999,8.5,999,999,99,99
2015,4,1,5,0,223,3.3,99,99,99,99,999,9999,8.1,999,999,99,99
2015,4,1,6,0,236,3.6,99,99,99,99,999,9999,7.9,999,999,99,99
2015,4,1,7,0,246,4,99,99,99,99,999,9999,7.6,999,999,99,99
2015,4,1,8,0,244,4.1,99,99,99,99,999,9999,7.4,999,999,99,99
2015,4,1,9,0,246,4.3,99,99,99,99,999,9999,7.3,999,999,99,99
2015,4,1,10,0,15,1.7,99,99,99,99,999,9999,6.6,999,999,99,99
2015,4,1,11,0,0,0,99,99,99,99,999,9999,7.3,999,999,99,99
2015,4,1,12,0,120,0.9,99,99,99,99,999,9999,7.1,999,999,99,99
2015,4,1,13,0,142,1.5,99,99,99,99,999,9999,6.8,999,999,99,99
2015,4,1,14,0,142,2.6,99,99,99,99,999,9999,7,999,999,99,99
2015,4,1,15,0,77,0.7,99,99,99,99,999,9999,11.3,999,999,99,99
2015,4,1,16,0,234,3.2,99,99,99,99,999,9999,999,999,999,99,99
2015,4,1,17,0,201,1.6,99,99,99,99,999,9999,18.1,999,999,99,99
2015,4,1,18,0,138,3,99,99,99,99,999,9999,999,999,999,99,99
2015,4,1,19,0,143,2.9,99,99,99,99,999,9999,11.5,999,999,99,99
2015,4,1,20,0,194,5.5,99,99,99,99,999,9999,999,999,999,99,99
2015,4,1,21,0,197,6,99,99,99,99,999,9999,999,999,999,99,99
2015,4,1,22,0,193,7,99,99,99,99,999,9999,21.7,999,999,99,99
2015,4,1,23,0,202,4.5,99,99,99,99,999,9999,20.9,999,999,99,99
2015,4,2,0,0,196,5.5,99,99,99,99,999,9999,19.5,999,999,99,99
2015,4,2,1,0,202,4.7,99,99,99,99,999,9999,18.5,999,999,99,99
2015,4,2,2,0,203,4.5,99,99,99,99,999,9999,17.5,999,999,99,99
2015,4,2,3,0,201,7.4,99,99,99,99,999,9999,17.2,999,999,99,99
2015,4,2,4,0,197,6.2,99,99,99,99,999,9999,16.3,999,999,99,99
2015,4,2,5,0,196,6.8,99,99,99,99,999,9999,15.5,999,999,99,99
2015,4,2,6,0,208,4.6,99,99,99,99,999,9999,15,999,999,99,99
2015,4,2,7,0,200,5.3,99,99,99,99,999,9999,14.7,999,999,99,99
2015,4,2,8,0,207,4.7,99,99,99,99,999,9999,14.4,999,999,99,99
2015,4,2,9,0,202,4.9,99,99,99,99,999,9999,13.8,999,999,99,99
2015,4,2,10,0,197,3.9,99,99,99,99,999,9999,12.9,999,999,99,99
2015,4,2,11,0,197,4.3,99,99,99,99,999,9999,12.8,999,999,99,99
2015,4,2,12,0,207,6.3,99,99,99,99,999,9999,11.2,999,999,99,99
2015,4,2,13,0,222,3.9,99,99,99,99,999,9999,12.6,999,999,99,99
2015,4,2,14,0,239,3.9,99,99,99,99,999,9999,12.5,999,999,99,99
2015,4,2,15,0,246,5.7,99,99,99,99,999,9999,14.6,999,999,99,99
2015,4,2,16,0,265,6,99,99,99,99,999,9999,14.9,999,999,99,99
2015,4,2,17,0,282,3.7,99,99,99,99,999,9999,15.4,999,999,99,99
2015,4,2,18,0,298,2.5,99,99,99,99,999,9999,15.8,999,999,99,99
2015,4,2,19,0,322,2.7,99,99,99,99,999,9999,16.8,999,999,99,99
2015,4,2,20,0,345,3.7,99,99,99,99,999,9999,17.4,999,999,99,99
2015,4,2,21,0,74,2.3,99,99,99,99,999,9999,11.6,999,999,99,99
2015,4,2,22,0,142,1.1,99,99,99,99,999,9999,10.9,999,999,99,99
2015,4,2,23,0,154,2.3,99,99,99,99,999,9999,12.9,999,999,99,99
2015,4,3,0,0,0,0,99,99,99,99,999,9999,13.4,999,999,99,99
2015,4,3,1,0,208,1.1,99,99,99,99,999,9999,13.4,999,999,99,99
2015,4,3,2,0,263,2.1,99,99,99,99,999,9999,14.4,999,999,99,99
2015,4,3,3,0,276,1.8,99,99,99,99,999,9999,14.8,999,999,99,99
2015,4,3,4,0,288,2,99,99,99,99,999,9999,14.4,999,999,99,99
2015,4,3,5,0,296,1.4,99,99,99,99,999,9999,13.5,999,999,99,99
2015,4,3,6,0,274,2.7,99,99,99,99,999,9999,13.1,999,999,99,99
2015,4,3,7,0,318,2.9,99,99,99,99,999,9999,13.5,999,999,99,99
2015,4,3,8,0,312,2.1,99,99,99,99,999,9999,13.5,999,999,99,99
2015,4,3,9,0,318,2.6,99,99,99,99,999,9999,13.3,999,999,99,99
2015,4,3,10,0,350,4.7,99,99,99,99,999,9999,13.3,999,999,99,99
2015,4,3,11,0,357,5.5,99,99,99,99,999,9999,11.4,999,999,99,99
2015,4,3,12,0,4,4,99,99,99,99,999,9999,11,999,999,99,99
2015,4,3,13,0,8,3.2,99,99,99,99,999,9999,10.7,999,999,99,99
2015,4,3,14,0,10,5.6,99,99,99,99,999,9999,8.2,999,999,99,99
2015,4,3,15,0,6,5.1,99,99,99,99,999,9999,8.4,999,999,99,99
2015,4,3,17,0,18,2.5,99,99,99,99,999,9999,7.9,999,999,99,99
2015,4,3,18,0,29,8.1,99,99,99,99,999,9999,4.5,999,999,99,99
2015,4,3,19,0,19,6.2,99,99,99,99,999,9999,4.4,999,999,99,99
2015,4,3,20,0,10,6.9,99,99,99,99,999,9999,3.9,999,999,99,99
2015,4,3,21,0,11,6.3,99,99,99,99,999,9999,4,999,999,99,99
2015,4,3,22,0,12,7.2,99,99,99,99,999,9999,3.2,999,999,99,99
2015,4,3,23,0,11,6.3,99,99,99,99,999,9999,2.9,999,999,99,99
2015,4,4,0,0,13,7.9,99,99,99,99,999,9999,2.5,999,999,99,99
2015,4,4,1,0,13,6.4,99,99,99,99,999,9999,2.3,999,999,99,99
2015,4,4,2,0,13,5.9,99,99,99,99,999,9999,2.2,999,999,99,99
2015,4,4,3,0,13,3.7,99,99,99,99,999,9999,2.3,999,999,99,99
2015,4,4,4,0,297,2.2,99,99,99,99,999,9999,2.1,999,999,99,99
2015,4,4,5,0,307,2.4,99,99,99,99,999,9999,2.3,999,999,99,99
2015,4,4,6,0,292,3.1,99,99,99,99,999,9999,1.9,999,999,99,99
2015,4,4,7,0,288,2,99,99,99,99,999,9999,1.7,999,999,99,99
2015,4,4,8,0,298,1.3,99,99,99,99,999,9999,1.5,999,999,99,99
2015,4,4,9,0,257,1.9,99,99,99,99,999,9999,1.1,999,999,99,99
2015,4,4,10,0,257,2,99,99,99,99,999,9999,0.7,999,999,99,99
2015,4,4,11,0,247,3,99,99,99,99,999,9999,1.1,999,999,99,99
2015,4,4,12,0,271,4.8,99,99,99,99,999,9999,2.4,999,999,99,99
2015,4,4,13,0,259,5,99,99,99,99,999,9999,4.5,999,999,99,99
2015,4,4,14,0,244,6.6,99,99,99,99,999,9999,5.9,999,999,99,99
2015,4,4,15,0,253,7.5,99,99,99,99,999,9999,7.5,999,999,99,99
2015,4,4,16,0,260,7.8,99,99,99,99,999,9999,9.5,999,999,99,99
2015,4,4,17,0,247,7.4,99,99,99,99,999,9999,11.3,999,999,99,99
2015,4,4,18,0,282,7.7,99,99,99,99,999,9999,12.5,999,999,99,99
2015,4,4,19,0,275,5,99,99,99,99,999,9999,13.8,999,999,99,99
2015,4,4,20,0,304,5.4,99,99,99,99,999,9999,14.5,999,999,99,99
2015,4,4,21,0,286,5.3,99,99,99,99,999,9999,15,999,999,99,99
2015,4,4,22,0,287,3.3,99,99,99,99,999,9999,15.2,999,999,99,99
2015,4,4,23,0,271,4.3,99,99,99,99,999,9999,14.7,999,999,99,99
2015,4,5,0,0,269,1.6,99,99,99,99,999,9999,13.7,999,999,99,99
2015,4,5,1,0,230,1.6,99,99,99,99,999,9999,13,999,999,99,99
2015,4,5,2,0,207,1.3,99,99,99,99,999,9999,12.1,999,999,99,99
2015,4,5,3,0,220,3.1,99,99,99,99,999,9999,11,999,999,99,99
2015,4,5,4,0,246,5.2,99,99,99,99,999,9999,11,999,999,99,99
2015,4,5,5,0,224,4.8,99,99,99,99,999,9999,9.7,999,999,99,99
2015,4,5,6,0,242,4.6,99,99,99,99,999,9999,9.2,999,999,99,99
2015,4,5,7,0,246,5.9,99,99,99,99,999,9999,9.4,999,999,99,99
2015,4,5,8,0,248,6.5,99,99,99,99,999,9999,9.3,999,999,99,99
2015,4,5,9,0,253,4.8,99,99,99,99,999,9999,9.3,999,999,99,99
2015,4,5,10,0,245,4.4,99,99,99,99,999,9999,8.8,999,999,99,99
2015,4,5,11,0,247,4.6,99,99,99,99,999,9999,8.5,999,999,99,99
2015,4,5,12,0,254,5,99,99,99,99,999,9999,9,999,999,99,99
2015,4,5,13,0,270,4.2,99,99,99,99,999,9999,10.9,999,999,99,99
2015,4,5,14,0,259,5.3,99,99,99,99,999,9999,13.1,999,999,99,99
2015,4,5,15,0,250,8.3,99,99,99,99,999,9999,14.7,999,999,99,99
2015,4,5,16,0,257,7.4,99,99,99,99,999,9999,16.2,999,999,99,99
2015,4,5,17,0,237,6.2,99,99,99,99,999,9999,17.3,999,999,99,99
2015,4,5,18,0,254,6.2,99,99,99,99,999,9999,18.5,999,999,99,99
2015,4,5,19,0,259,8.1,99,99,99,99,999,9999,18.8,999,999,99,99
2015,4,5,20,0,241,7.5,99,99,99,99,999,9999,19.4,999,999,99,99
2015,4,5,21,0,241,2.9,99,99,99,99,999,9999,19.5,999,999,99,99
2015,4,5,22,0,210,4.8,99,99,99,99,999,9999,19,999,999,99,99
2015,4,5,23,0,19,3.1,99,99,99,99,999,9999,8.8,999,999,99,99
2015,4,6,0,0,19,3.9,99,99,99,99,999,9999,6.3,999,999,99,99
2015,4,6,1,0,15,3.9,99,99,99,99,999,9999,6.1,999,999,99,99
2015,4,6,2,0,22,4.1,99,99,99,99,999,9999,5.7,999,999,99,99
2015,4,6,3,0,20,3.7,99,99,99,99,999,9999,5.5,999,999,99,99
2015,4,6,4,0,21,2.2,99,99,99,99,999,9999,5.3,999,999,99,99
2015,4,6,5,0,69,1.5,99,99,99,99,999,9999,5.4,999,999,99,99
2015,4,6,6,0,180,1.3,99,99,99,99,999,9999,8.6,999,999,99,99
2015,4,6,7,0,200,2.4,99,99,99,99,999,9999,9.7,999,999,99,99
2015,4,6,8,0,216,1.3,99,99,99,99,999,9999,9,999,999,99,99
2015,4,6,9,0,237,1.9,99,99,99,99,999,9999,9.6,999,999,99,99
2015,4,6,10,0,232,2.3,99,99,99,99,999,9999,10.5,999,999,99,99
2015,4,6,11,0,219,2.1,99,99,99,99,999,9999,11.2,999,999,99,99
2015,4,6,12,0,231,3.5,99,99,99,99,999,9999,12.2,999,999,99,99
2015,4,6,13,0,245,3.1,99,99,99,99,999,9999,12.6,999,999,99,99
2015,4,6,14,0,246,4.5,99,99,99,99,999,9999,13.1,999,999,99,99
2015,4,6,15,0,212,2.8,99,99,99,99,999,9999,14.3,999,999,99,99
2015,4,6,16,0,88,1.6,99,99,99,99,999,9999,15.3,999,999,99,99
2015,4,6,17,0,85,3.2,99,99,99,99,999,9999,13.9,999,999,99,99
2015,4,6,18,0,11,5.1,99,99,99,99,999,9999,7.5,999,999,99,99
