#YY,MM,DD,WDIR,WSPD,GST,ATMP,DEWP
2015,12,18,265.60869565217394,4.8652173913043475,99.0,-1.039130434782609,999.0
2015,12,19,276.35,4.77,99.0,-3.6100000000000003,999.0
2015,12,20,208.82608695652175,4.917391304347826,99.0,3.8999999999999995,999.0
2015,12,21,232.13636363636363,5.122727272727274,99.0,9.113636363636362,999.0
2015,12,22,163.5,2.991666666666666,99.0,4.791666666666669,999.0
2015,12,23,168.91304347826087,4.452173913043479,99.0,9.834782608695651,999.0
2015,12,24,246.0,4.8791666666666655,99.0,6.658333333333334,999.0
2015,12,25,154.72727272727272,3.486363636363636,99.0,5.504545454545456,999.0
2015,12,26,89.95833333333333,5.470833333333334,99.0,5.845833333333331,999.0
2015,12,27,51.416666666666664,4.433333333333333,99.0,5.195833333333334,999.0
2015,12,28,69.73684210526316,2.694736842105263,99.0,2.478947368421053,999.0
2015,12,29,239.20833333333334,6.058333333333333,99.0,2.4375,999.0
2015,12,30,264.6666666666667,3.116666666666666,99.0,-0.7250000000000001,999.0
2015,12,31,275.4166666666667,4.541666666666667,99.0,-2.0166666666666666,999.0
2016,1,1,263.7083333333333,6.058333333333334,99.0,-3.358333333333333,999.0
2016,1,2,261.7391304347826,4.4565217391304355,99.0,-1.3434782608695648,999.0
2016,1,3,307.0833333333333,4.275,99.0,-1.1083333333333334,999.0
2016,1,4,226.79166666666666,4.716666666666667,99.0,-1.3291666666666668,999.0
2016,1,5,179.625,3.7750000000000004,99.0,-2.1375,999.0
2016,1,6,207.30434782608697,2.9434782608695653,99.0,0.20869565217391303,999.0
2016,1,7,184.33333333333334,2.7916666666666665,99.0,4.033333333333333,999.0
2016,1,8,167.125,2.458333333333334,99.0,5.562500000000001,999.0
2016,1,9,198.7826086956522,3.0217391304347827,99.0,5.052173913043478,999.0
2016,1,10,315.6521739130435,5.308695652173914,99.0,-5.643478260869566,999.0
2016,1,11,246.58333333333334,4.316666666666667,99.0,-12.649999999999999,999.0
2016,1,12,278.17391304347825,5.486956521739131,99.0,-8.404347826086955,999.0
2016,1,13,250.95833333333334,3.670833333333334,99.0,-12.020833333333334,999.0
2016,1,14,238.79166666666666,3.8375000000000004,99.0,1.7791666666666668,999.0
2016,1,15,236.58333333333334,4.479166666666665,99.0,5.7625,999.0
2016,1,16,307.7083333333333,4.204166666666667,99.0,-0.48750000000000004,999.0
2016,1,17,292.4583333333333,4.670833333333333,99.0,-11.983333333333333,999.0
2016,1,18,283.0833333333333,5.170833333333333,99.0,-15.862499999999999,999.0
2016,1,19,262.1666666666667,2.8708333333333336,99.0,-12.699999999999998,999.0
2016,1,20,243.04166666666666,1.7916666666666667,99.0,-7.104166666666668,999.0
2016,1,21,215.04166666666666,1.8416666666666661,99.0,-5.533333333333334,999.0
2016,1,22,118.25,4.1000000000000005,99.0,-1.9041666666666666,999.0
2016,1,23,74.75,5.145833333333333,99.0,-0.10416666666666667,999.0
2016,1,24,234.83333333333334,3.679166666666667,99.0,-0.9250000000000002,999.0
2016,1,25,201.95833333333334,3.1125000000000003,99.0,1.8125,999.0
2016,1,26,263.8333333333333,5.970833333333334,99.0,1.5666666666666664,999.0
2016,1,27,262.4166666666667,4.091666666666668,99.0,-1.3833333333333335,999.0
2016,1,28,249.625,5.304166666666667,99.0,2.275,999.0
2016,1,29,167.125,3.8125000000000004,99.0,-0.9791666666666665,999.0
2016,1,30,236.625,4.291666666666667,99.0,5.020833333333333,999.0
2016,1,31,232.91666666666666,3.2499999999999996,99.0,7.9958333333333345,999.0
2016,2,1,239.56521739130434,2.430434782608696,99.0,2.9565217391304346,999.0
2016,2,2,72.45833333333333,4.449999999999999,99.0,2.0875000000000004,999.0
2016,2,3,220.58333333333334,5.008333333333333,99.0,3.366666666666667,999.0
2016,2,4,274.0416666666667,4.133333333333334,99.0,-1.729166666666667,999.0
2016,2,5,57.4,3.4599999999999995,99.0,-0.45,999.0
2016,2,6,240.04166666666666,3.35,99.0,0.4416666666666666,999.0
2016,2,7,232.33333333333334,4.529166666666666,99.0,5.1083333333333325,999.0
2016,2,8,273.1666666666667,3.8125000000000004,99.0,0.9333333333333331,999.0
2016,2,9,321.8181818181818,3.9,99.0,-7.118181818181819,999.0
2016,2,10,316.0833333333333,3.8750000000000004,99.0,-8.754166666666666,999.0
2016,2,11,246.20833333333334,2.5833333333333335,99.0,-8.758333333333333,999.0
2016,2,12,283.5416666666667,3.966666666666667,99.0,-5.720833333333334,999.0
2016,2,13,312.125,4.145833333333333,99.0,-11.054166666666667,999.0
2016,2,14,182.34782608695653,4.430434782608694,99.0,-8.560869565217393,999.0
2016,2,15,213.29166666666666,2.9375,99.0,-4.7749999999999995,999.0
2016,2,16,149.91666666666666,1.4791666666666667,99.0,-1.5250000000000001,999.0
2016,2,17,164.82608695652175,3.5652173913043477,99.0,-1.056521739130435,999.0
2016,2,18,136.25,4.487500000000001,99.0,0.5541666666666666,999.0
2016,2,19,213.0,5.97391304347826,99.0,10.29565217391304,999.0
2016,2,20,266.7916666666667,5.012500000000002,99.0,11.787500000000001,999.0
2016,2,21,55.38095238095238,3.8952380952380943,99.0,4.552380952380952,999.0
2016,2,22,70.9090909090909,1.9636363636363634,99.0,2.018181818181818,999.0
2016,2,23,50.625,2.8166666666666664,99.0,1.7124999999999997,999.0
2016,2,24,53.916666666666664,6.079166666666667,99.0,2.091666666666666,999.0
2016,2,25,276.4583333333333,5.533333333333332,99.0,1.1500000000000001,999.0
2016,2,26,311.875,3.8000000000000007,99.0,0.7541666666666668,999.0
2016,2,27,241.91304347826087,5.160869565217391,99.0,3.8043478260869565,999.0
2016,2,28,233.95833333333334,6.375,99.0,11.554166666666667,999.0
2016,2,29,265.7916666666667,5.795833333333333,99.0,5.750000000000001,999.0
2016,3,1,94.18181818181819,6.786363636363637,99.0,-0.6136363636363636,999.0
2016,3,2,261.375,3.258333333333333,99.0,-4.316666666666667,999.0
2016,3,3,120.95652173913044,3.930434782608695,99.0,-0.26086956521739135,999.0
2016,3,4,94.16666666666667,4.283333333333332,99.0,0.21666666666666665,999.0
2016,3,5,179.16666666666666,3.591666666666667,99.0,1.4791666666666667,999.0
2016,3,6,175.5,4.033333333333334,99.0,4.745833333333334,999.0
2016,3,7,213.5,4.925,99.0,11.612499999999999,999.0
2016,3,8,214.33333333333334,4.8,99.0,17.113333333333337,999.0
2016,3,9,230.1304347826087,4.604347826086957,99.0,17.53478260869565,999.0
2016,3,10,76.25,2.8250000000000006,99.0,7.8625,999.0
2016,3,11,31.375,3.0750000000000006,99.0,4.175,999.0
2016,3,12,106.125,1.5708333333333337,99.0,5.304166666666666,999.0
2016,3,13,47.68181818181818,3.4636363636363643,99.0,5.754545454545456,999.0
2016,3,14,173.875,1.729166666666667,99.0,6.55,999.0
2016,3,15,130.0,2.379166666666667,99.0,6.5125,999.0
2016,3,16,234.29166666666666,4.187500000000001,99.0,11.825000000000001,999.0
2016,3,17,272.25,6.270833333333332,99.0,10.554166666666669,999.0
2016,3,18,200.95833333333334,4.091666666666667,99.0,5.695833333333334,999.0
2016,3,19,53.416666666666664,4.195833333333334,99.0,3.483333333333333,999.0
2016,3,20,38.416666666666664,5.120833333333332,99.0,3.1875,999.0
2016,3,21,162.5,2.6916666666666664,99.0,3.2041666666666675,999.0
2016,3,22,219.25,5.183333333333334,99.0,11.262499999999998,999.0
2016,3,23,61.25,6.1499999999999995,99.0,6.687500000000001,999.0
2016,3,24,111.36363636363636,4.590909090909092,99.0,4.572727272727273,999.0
2016,3,25,211.91666666666666,3.558333333333334,99.0,1.5791666666666664,999.0
2016,3,26,133.16666666666666,3.2249999999999996,99.0,4.7124999999999995,999.0
2016,3,27,196.45833333333334,2.85,99.0,10.566666666666668,999.0
2016,3,28,221.91666666666666,3.6333333333333333,99.0,6.999999999999997,999.0
2016,3,29,166.16666666666666,2.0625,99.0,5.629166666666667,999.0
2016,3,30,181.29166666666666,4.295833333333333,99.0,10.629166666666666,999.0
2016,3,31,209.79166666666666,6.162499999999999,99.0,15.412500000000001,999.0
2016,4,1,156.58333333333334,3.6208333333333336,99.0,6.708333333333333,999.0
2016,4,2,287.0833333333333,5.4750000000000005,99.0,2.6625,999.0
2016,4,3,251.91666666666666,4.625,99.0,6.445833333333333,999.0
2016,4,4,89.28571428571429,6.321428571428571,99.0,7.228571428571428,999.0
2016,4,10,194.31578947368422,5.478947368421053,99.0,4.9947368421052625,999.0
2016,4,11,272.75,3.5916666666666655,99.0,10.033333333333333,999.0
2016,4,12,129.83333333333334,3.629166666666667,99.0,4.295833333333334,999.0
2016,4,13,113.625,3.7375000000000003,99.0,5.8999999999999995,999.0
2016,4,14,96.25,3.0499999999999994,99.0,7.279166666666666,999.0
2016,4,15,70.30434782608695,3.0391304347826082,99.0,7.991304347826087,999.0
2016,4,16,25.625,2.575,99.0,9.370833333333332,999.0
2016,4,17,48.2,1.5933333333333335,99.0,11.280000000000003,999.0
2016,4,18,57.0,1.0,99.0,14.4,999.0
2016,4,19,33.125,5.233333333333333,99.0,9.64166666666667,999.0
2016,4,20,110.79166666666667,3.2916666666666674,99.0,12.091666666666669,999.0
2016,4,21,188.33333333333334,2.0333333333333337,99.0,15.445833333333335,999.0
2016,4,22,121.33333333333333,4.858333333333333,99.0,9.637500000000001,999.0
2016,4,23,38.375,3.8000000000000003,99.0,7.354166666666667,999.0
2016,4,24,144.625,2.6375,99.0,12.983333333333334,999.0
2016,4,25,212.57894736842104,4.352631578947369,99.0,22.178947368421053,999.0
2016,4,26,69.08333333333333,6.662499999999999,99.0,10.575000000000003,999.0
2016,4,27,56.17391304347826,7.85217391304348,99.0,7.095652173913043,999.0
2016,4,28,76.65217391304348,5.456521739130435,99.0,7.930434782608696,999.0
2016,4,29,123.38095238095238,3.852380952380952,99.0,6.795238095238095,999.0
2016,4,30,76.27272727272727,4.7318181818181815,99.0,7.45,999.0
2016,5,1,37.541666666666664,5.8500000000000005,99.0,7.3374999999999995,999.0
2016,5,2,34.416666666666664,5.595833333333334,99.0,8.2,999.0
2016,5,3,189.33333333333334,2.3625000000000003,99.0,11.795833333333334,999.0
2016,5,4,91.58333333333333,5.704166666666666,99.0,10.570833333333333,999.0
2016,5,5,21.916666666666668,5.025,99.0,7.370833333333334,999.0
2016,5,6,226.79166666666666,2.125,99.0,15.941666666666668,999.0
2016,5,7,161.625,4.629166666666666,99.0,17.0375,999.0
2016,5,8,89.83333333333333,1.6875000000000002,99.0,12.558333333333335,999.0
2016,5,9,143.08333333333334,3.154166666666667,99.0,12.491666666666669,999.0
2016,5,10,128.9090909090909,2.9272727272727277,99.0,11.786363636363633,999.0
2016,5,11,51.375,1.6500000000000004,99.0,11.366666666666665,999.0
2016,5,12,194.33333333333334,3.2833333333333337,99.0,15.5625,999.0
2016,5,13,280.2083333333333,3.2416666666666667,99.0,15.508333333333331,999.0
2016,5,14,291.5,3.358333333333333,99.0,8.55,999.0
2016,5,15,225.79166666666666,2.7000000000000006,99.0,7.616666666666667,999.0
2016,5,16,244.20833333333334,4.491666666666666,99.0,14.270833333333334,999.0
2016,5,17,116.75,4.7625,99.0,11.633333333333333,999.0
2016,5,18,47.291666666666664,3.4916666666666667,99.0,10.254166666666668,999.0
2016,5,19,89.08333333333333,1.5041666666666667,99.0,11.366666666666667,999.0
2016,5,20,56.625,2.2166666666666663,99.0,12.879166666666665,999.0
2016,5,21,10.166666666666666,4.291666666666667,99.0,15.541666666666664,999.0
2016,5,22,129.95833333333334,2.395833333333333,99.0,14.683333333333332,999.0
2016,5,23,149.95833333333334,1.4166666666666667,99.0,15.674999999999999,999.0
2016,5,24,216.95833333333334,2.908333333333333,99.0,23.3125,999.0
2016,5,25,209.20833333333334,2.154166666666667,99.0,22.974999999999994,999.0
2016,5,26,191.69565217391303,2.591304347826087,99.0,22.160869565217393,999.0
2016,5,27,202.70833333333334,2.8208333333333333,99.0,23.5125,999.0
2016,5,28,204.83333333333334,4.012499999999999,99.0,23.52083333333333,999.0
2016,5,29,245.625,4.254166666666667,99.0,23.866666666666664,999.0
2016,5,30,190.95833333333334,1.6083333333333336,99.0,21.975000000000005,999.0
2016,5,31,87.70833333333333,1.8916666666666666,99.0,18.61666666666667,999.0
2016,6,1,118.125,0.9833333333333333,99.0,17.775000000000002,999.0
2016,6,2,253.54166666666666,1.5916666666666668,99.0,22.17083333333333,999.0
2016,6,3,90.66666666666667,1.2041666666666668,99.0,18.929166666666664,999.0
2016,6,4,189.8695652173913,2.1739130434782608,99.0,21.08695652173913,999.0
2016,6,5,271.0416666666667,2.904166666666667,99.0,21.404166666666665,999.0
2016,6,6,247.2173913043478,3.560869565217391,99.0,22.243478260869562,999.0
2016,6,7,123.66666666666667,3.2958333333333325,99.0,16.49166666666667,999.0
2016,6,8,143.20833333333334,2.745833333333333,99.0,14.575000000000003,999.0
2016,6,9,179.125,1.925,99.0,17.72083333333333,999.0
2016,6,10,160.91666666666666,2.841666666666667,99.0,23.137500000000003,999.0
2016,6,11,217.35714285714286,2.978571428571428,99.0,30.307142857142853,999.0
2016,6,12,81.70833333333333,5.508333333333333,99.0,20.425,999.0
2016,6,13,70.83333333333333,2.308333333333333,99.0,18.32916666666667,999.0
2016,6,14,65.75,1.8083333333333327,99.0,20.4875,999.0
2016,6,15,198.1304347826087,3.0173913043478255,99.0,24.960869565217394,999.0
2016,6,16,165.5,3.7416666666666667,99.0,22.15416666666667,999.0
2016,6,17,25.5,4.541666666666666,99.0,18.7,999.0
2016,6,18,55.5,2.05,99.0,19.966666666666665,999.0
2016,6,19,168.75,2.0875,99.0,25.724999999999998,999.0
2016,6,20,252.29166666666666,4.612500000000001,99.0,29.158333333333328,999.0
2016,6,21,153.375,1.3083333333333333,99.0,22.525000000000002,999.0
2016,6,22,215.79166666666666,2.2541666666666664,99.0,22.35416666666666,999.0
2016,6,23,40.958333333333336,2.904166666666667,99.0,20.175,999.0
2016,6,24,41.25,3.495833333333333,99.0,20.85833333333333,999.0
2016,6,25,166.25,2.4875000000000003,99.0,25.341666666666665,999.0
2016,6,26,160.95833333333334,2.5124999999999997,99.0,25.79166666666667,999.0
2016,6,27,249.0,2.579166666666667,99.0,27.17083333333333,999.0
2016,6,28,26.791666666666668,5.133333333333332,99.0,19.28333333333333,999.0
2016,6,29,127.41666666666667,1.9916666666666674,99.0,19.116666666666664,999.0
2016,6,30,229.66666666666666,2.375,99.0,22.04583333333333,999.0
2016,7,1,135.54166666666666,4.3,99.0,19.983333333333334,999.0
2016,7,2,85.17647058823529,2.505882352941176,99.0,20.470588235294116,999.0
2016,7,3,148.29166666666666,1.8458333333333334,99.0,20.304166666666664,999.0
2016,7,4,126.125,1.1375000000000002,99.0,20.82916666666667,999.0
2016,7,5,251.125,2.4041666666666663,99.0,25.1875,999.0
2016,7,6,220.41666666666666,2.7291666666666665,99.0,25.525000000000002,999.0
2016,7,7,215.45833333333334,2.3666666666666667,99.0,25.125000000000004,999.0
2016,7,8,201.91666666666666,3.033333333333333,99.0,25.616666666666664,999.0
2016,7,9,158.58333333333334,3.795833333333333,99.0,22.37916666666666,999.0
