#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2018,5,22,16,0,30,3.7,4.9,99,99,99,999,9999,10.5,999,999,99,99
2018,5,22,17,0,33,5.3,6.6,99,99,99,999,9999,10.3,999,999,99,99
2018,5,22,18,0,35,3.8,5,99,99,99,999,9999,10.4,999,999,99,99
2018,5,22,19,0,51,1.1,2.4,99,99,99,999,9999,10.7,999,999,99,99
2018,5,22,20,0,67,2,2.5,99,99,99,999,9999,10.7,999,999,99,99
2018,5,22,21,0,105,1.3,2.1,99,99,99,999,9999,10.4,999,999,99,99
2018,5,22,22,0,62,1.4,2,99,99,99,999,9999,10.8,999,999,99,99
2018,5,22,23,0,82,1.6,2.4,99,99,99,999,9999,10.8,999,999,99,99
2018,5,23,0,0,82,1.5,2.1,99,99,99,999,9999,10.2,999,999,99,99
2018,5,23,1,0,0,0,0.5,99,99,99,999,9999,10.8,999,999,99,99
2018,5,23,2,0,120,0.6,0.9,99,99,99,999,9999,10.5,999,999,99,99
2018,5,23,3,0,109,0.6,1,99,99,99,999,9999,10.9,999,999,99,99
2018,5,23,4,0,226,0.8,1.1,99,99,99,999,9999,10.9,999,999,99,99
2018,5,23,5,0,252,1.4,1.6,99,99,99,999,9999,11,999,999,99,99
2018,5,23,6,0,254,2,2.7,99,99,99,999,9999,11.3,999,999,99,99
2018,5,23,7,0,325,0.4,0.4,99,99,99,999,9999,11.9,999,999,99,99
2018,5,23,8,0,106,0.4,0.7,99,99,99,999,9999,11.8,999,999,99,99
2018,5,23,9,0,0,0,0,99,99,99,999,9999,11.5,999,999,99,99
2018,5,23,10,0,258,0.9,1.3,99,99,99,999,9999,11.5,999,999,99,99
2018,5,23,11,0,272,1.2,2,99,99,99,999,9999,14.2,999,999,99,99
2018,5,23,12,0,94,0,0.7,99,99,99,999,9999,15.7,999,999,99,99
2018,5,23,13,0,134,0.8,1.1,99,99,99,999,9999,13.4,999,999,99,99
2018,5,23,14,0,85,1.5,2.3,99,99,99,999,9999,15.8,999,999,99,99
2018,5,23,15,0,118,0.8,1.1,99,99,99,999,9999,15.3,999,999,99,99
2018,5,23,16,0,111,1.4,2.1,99,99,99,999,9999,14.9,999,999,99,99
2018,5,23,17,0,117,1.1,1.4,99,99,99,999,9999,16,999,999,99,99
2018,5,23,18,0,105,2,2.8,99,99,99,999,9999,16.1,999,999,99,99
2018,5,23,19,0,82,2.4,3.5,99,99,99,999,9999,16,999,999,99,99
2018,5,23,20,0,108,1.8,2.8,99,99,99,999,9999,15.7,999,999,99,99
2018,5,23,21,0,97,1.2,1.8,99,99,99,999,9999,16.1,999,999,99,99
2018,5,23,22,0,111,1.7,2.3,99,99,99,999,9999,15.4,999,999,99,99
2018,5,23,23,0,79,2,2.4,99,99,99,999,9999,15,999,999,99,99
2018,5,24,0,0,108,1.2,1.6,99,99,99,999,9999,14.2,999,999,99,99
2018,5,24,1,0,115,0.9,1.3,99,99,99,999,9999,13.7,999,999,99,99
2018,5,24,2,0,59,0.7,1.3,99,99,99,999,9999,14.1,999,999,99,99
2018,5,24,3,0,78,1.3,1.4,99,99,99,999,9999,14.1,999,999,99,99
2018,5,24,4,0,0,0,0.3,99,99,99,999,9999,14.7,999,999,99,99
2018,5,24,5,0,50,0.7,1.1,99,99,99,999,9999,14.8,999,999,99,99
2018,5,24,6,0,35,1.3,1.5,99,99,99,999,9999,14.6,999,999,99,99
2018,5,24,7,0,34,1,1.3,99,99,99,999,9999,14.8,999,999,99,99
2018,5,24,8,0,19,1,1.4,99,99,99,999,9999,14.3,999,999,99,99
2018,5,24,9,0,0,0,0.3,99,99,99,999,9999,14.4,999,999,99,99
2018,5,24,10,0,314,0.3,0.4,99,99,99,999,9999,15.1,999,999,99,99
2018,5,24,11,0,66,0.9,1.2,99,99,99,999,9999,15.6,999,999,99,99
2018,5,24,12,0,178,0.5,0.9,99,99,99,999,9999,18.4,999,999,99,99
2018,5,24,13,0,207,0.9,1.7,99,99,99,999,9999,23.4,999,999,99,99
2018,5,24,14,0,110,0.9,2.1,99,99,99,999,9999,19.7,999,999,99,99
2018,5,24,15,0,191,1.6,3.3,99,99,99,999,9999,24.8,999,999,99,99
2018,5,24,16,0,137,0.9,1.6,99,99,99,999,9999,20.1,999,999,99,99
2018,5,24,17,0,138,0.9,1.4,99,99,99,999,9999,19.5,999,999,99,99
2018,5,24,18,0,116,2.8,3.5,99,99,99,999,9999,20,999,999,99,99
2018,5,24,19,0,136,0.9,1.9,99,99,99,999,9999,19.4,999,999,99,99
2018,5,24,20,0,123,1.2,3.1,99,99,99,999,9999,19.9,999,999,99,99
2018,5,24,21,0,152,1.1,3.2,99,99,99,999,9999,19.5,999,999,99,99
2018,5,24,22,0,119,1.9,3.3,99,99,99,999,9999,19.9,999,999,99,99
2018,5,24,23,0,125,1.7,2.9,99,99,99,999,9999,20.2,999,999,99,99
2018,5,25,0,0,145,1,2,99,99,99,999,9999,19.5,999,999,99,99
2018,5,25,1,0,151,1.4,3.6,99,99,99,999,9999,19.9,999,999,99,99
2018,5,25,2,0,155,2,3.9,99,99,99,999,9999,20.6,999,999,99,99
2018,5,25,3,0,187,0.9,2.2,99,99,99,999,9999,21.2,999,999,99,99
2018,5,25,4,0,194,2.2,2.9,99,99,99,999,9999,23.2,999,999,99,99
2018,5,25,5,0,212,1.9,4,99,99,99,999,9999,22.7,999,999,99,99
2018,5,25,6,0,218,1.9,2.6,99,99,99,999,9999,21.9,999,999,99,99
2018,5,25,7,0,222,2.6,4.3,99,99,99,999,9999,21.7,999,999,99,99
2018,5,25,8,0,213,1.8,3.7,99,99,99,999,9999,21.1,999,999,99,99
2018,5,25,9,0,229,2.1,3.8,99,99,99,999,9999,20.7,999,999,99,99
2018,5,25,10,0,220,2.1,3.1,99,99,99,999,9999,20.8,999,999,99,99
2018,5,25,11,0,230,3.2,5.9,99,99,99,999,9999,22.5,999,999,99,99
2018,5,25,12,0,246,3.4,4.9,99,99,99,999,9999,24.6,999,999,99,99
2018,5,25,13,0,257,4.5,6.2,99,99,99,999,9999,26.3,999,999,99,99
2018,5,25,14,0,259,4.9,6.9,99,99,99,999,9999,27.5,999,999,99,99
2018,5,25,15,0,231,3.8,6.4,99,99,99,999,9999,29.1,999,999,99,99
2018,5,25,16,0,259,3.4,5.4,99,99,99,999,9999,29.7,999,999,99,99
2018,5,25,17,0,262,3.3,5.3,99,99,99,999,9999,29.9,999,999,99,99
2018,5,25,18,0,245,2.7,4.3,99,99,99,999,9999,31,999,999,99,99
2018,5,25,19,0,133,1.9,3.7,99,99,99,999,9999,22.5,999,999,99,99
2018,5,25,20,0,62,0.6,1.5,99,99,99,999,9999,23.7,999,999,99,99
2018,5,25,21,0,130,1,2.6,99,99,99,999,9999,22.5,999,999,99,99
2018,5,25,22,0,148,1.1,2.1,99,99,99,999,9999,21.5,999,999,99,99
2018,5,25,23,0,151,1.7,2.8,99,99,99,999,9999,22.1,999,999,99,99
2018,5,26,0,0,0,0,0.4,99,99,99,999,9999,25.4,999,999,99,99
2018,5,26,1,0,296,1.3,3.1,99,99,99,999,9999,26.8,999,999,99,99
2018,5,26,2,0,263,1.4,2.2,99,99,99,999,9999,26.5,999,999,99,99
2018,5,26,3,0,209,1.9,3.9,99,99,99,999,9999,22.7,999,999,99,99
2018,5,26,4,0,247,3,4,99,99,99,999,9999,23.5,999,999,99,99
2018,5,26,5,0,243,2.6,4.3,99,99,99,999,9999,22.7,999,999,99,99
2018,5,26,6,0,194,2.4,3.9,99,99,99,999,9999,22.5,999,999,99,99
2018,5,26,7,0,207,1.5,2.3,99,99,99,999,9999,22,999,999,99,99
2018,5,26,8,0,213,1.8,3.7,99,99,99,999,9999,21.8,999,999,99,99
2018,5,26,9,0,263,3,4.1,99,99,99,999,9999,21.8,999,999,99,99
2018,5,26,10,0,250,3,5,99,99,99,999,9999,21.4,999,999,99,99
2018,5,26,11,0,258,4,6.2,99,99,99,999,9999,21.8,999,999,99,99
2018,5,26,12,0,265,3.5,5.5,99,99,99,999,9999,23.4,999,999,99,99
2018,5,26,13,0,252,2.4,3.7,99,99,99,999,9999,24.9,999,999,99,99
2018,5,26,14,0,268,2.9,3.9,99,99,99,999,9999,26,999,999,99,99
2018,5,26,15,0,121,0.6,1.1,99,99,99,999,9999,23.8,999,999,99,99
2018,5,26,16,0,134,0.9,1.6,99,99,99,999,9999,22.9,999,999,99,99
2018,5,26,17,0,135,0.6,1.1,99,99,99,999,9999,21.6,999,999,99,99
2018,5,26,18,0,141,0.7,1.2,99,99,99,999,9999,23,999,999,99,99
2018,5,26,19,0,139,0.6,1,99,99,99,999,9999,23.3,999,999,99,99
2018,5,26,20,0,138,0.7,1.1,99,99,99,999,9999,23.3,999,999,99,99
2018,5,26,21,0,134,0.6,0.9,99,99,99,999,9999,23.6,999,999,99,99
2018,5,26,22,0,152,0.6,0.9,99,99,99,999,9999,23,999,999,99,99
2018,5,26,23,0,117,0.7,1.2,99,99,99,999,9999,22.8,999,999,99,99
2018,5,27,0,0,85,0.9,1.4,99,99,99,999,9999,21.7,999,999,99,99
2018,5,27,1,0,123,0.5,0.8,99,99,99,999,9999,21.8,999,999,99,99
2018,5,27,2,0,128,0.4,0.9,99,99,99,999,9999,21.9,999,999,99,99
2018,5,27,3,0,0,0,0.4,99,99,99,999,9999,23,999,999,99,99
2018,5,27,4,0,0,0,1.1,99,99,99,999,9999,22.3,999,999,99,99
2018,5,27,5,0,190,2.6,3.6,99,99,99,999,9999,25.8,999,999,99,99
2018,5,27,6,0,221,1.4,2.3,99,99,99,999,9999,25.1,999,999,99,99
2018,5,27,7,0,243,2.2,2.8,99,99,99,999,9999,24.8,999,999,99,99
2018,5,27,8,0,239,1.8,2.4,99,99,99,999,9999,24.3,999,999,99,99
2018,5,27,9,0,244,1.9,2.6,99,99,99,999,9999,23.5,999,999,99,99
2018,5,27,10,0,244,2.3,3.2,99,99,99,999,9999,23.5,999,999,99,99
2018,5,27,11,0,255,2.5,4.1,99,99,99,999,9999,25,999,999,99,99
2018,5,27,12,0,252,1.8,2.7,99,99,99,999,9999,27.2,999,999,99,99
2018,5,27,13,0,114,0.9,1.2,99,99,99,999,9999,24.2,999,999,99,99
2018,5,27,14,0,125,0.5,0.7,99,99,99,999,9999,24.4,999,999,99,99
2018,5,27,15,0,107,0.6,1.2,99,99,99,999,9999,24.2,999,999,99,99
2018,5,27,16,0,134,0.7,1.2,99,99,99,999,9999,24.5,999,999,99,99
2018,5,27,17,0,112,0.7,2.1,99,99,99,999,9999,23.4,999,999,99,99
2018,5,27,18,0,141,0.9,2.3,99,99,99,999,9999,24.5,999,999,99,99
2018,5,27,19,0,68,2.5,4.6,99,99,99,999,9999,24.3,999,999,99,99
2018,5,27,20,0,109,1.5,3,99,99,99,999,9999,23.7,999,999,99,99
2018,5,27,21,0,95,2.2,3.7,99,99,99,999,9999,24.4,999,999,99,99
2018,5,27,22,0,0,0,0.6,99,99,99,999,9999,24.3,999,999,99,99
2018,5,27,23,0,149,0.6,1.1,99,99,99,999,9999,23.4,999,999,99,99
2018,5,28,0,0,161,2,3.6,99,99,99,999,9999,25.4,999,999,99,99
2018,5,28,1,0,146,0.7,1.1,99,99,99,999,9999,25.6,999,999,99,99
2018,5,28,2,0,152,0.8,1.9,99,99,99,999,9999,25.6,999,999,99,99
2018,5,28,3,0,228,1.8,2.7,99,99,99,999,9999,28,999,999,99,99
2018,5,28,4,0,192,1.8,2.2,99,99,99,999,9999,28.2,999,999,99,99
2018,5,28,5,0,0,0,0.4,99,99,99,999,9999,24.6,999,999,99,99
2018,5,28,6,0,210,0.9,1.6,99,99,99,999,9999,25.2,999,999,99,99
2018,5,28,7,0,255,1.9,2.5,99,99,99,999,9999,25.5,999,999,99,99
2018,5,28,8,0,255,1.9,2.4,99,99,99,999,9999,25.3,999,999,99,99
2018,5,28,9,0,247,2.7,3.7,99,99,99,999,9999,24.9,999,999,99,99
2018,5,28,10,0,260,2.9,3.9,99,99,99,999,9999,24.9,999,999,99,99
2018,5,28,11,0,264,2.5,3.6,99,99,99,999,9999,26,999,999,99,99
2018,5,28,12,0,270,2.2,3.3,99,99,99,999,9999,27.8,999,999,99,99
2018,5,28,13,0,6,1.4,2,99,99,99,999,9999,27.5,999,999,99,99
2018,5,28,14,0,11,6.5,10,99,99,99,999,9999,24.1,999,999,99,99
2018,5,28,15,0,3,5.5,9.8,99,99,99,999,9999,22.5,999,999,99,99
2018,5,28,16,0,11,5.5,7.7,99,99,99,999,9999,19.8,999,999,99,99
2018,5,28,17,0,17,4,5.1,99,99,99,999,9999,21.8,999,999,99,99
2018,5,28,18,0,25,1.6,3,99,99,99,999,9999,22.4,999,999,99,99
2018,5,28,19,0,132,0.5,0.9,99,99,99,999,9999,26,999,999,99,99
2018,5,28,20,0,34,1,1.7,99,99,99,999,9999,24.5,999,999,99,99
2018,5,28,21,0,0,0,1,99,99,99,999,9999,29.4,999,999,99,99
2018,5,28,22,0,9,2.5,3.7,99,99,99,999,9999,22.9,999,999,99,99
2018,5,28,23,0,21,2.6,4.2,99,99,99,999,9999,20.2,999,999,99,99
2018,5,29,0,0,56,1.5,2.7,99,99,99,999,9999,19.3,999,999,99,99
2018,5,29,1,0,128,0.7,2,99,99,99,999,9999,18.5,999,999,99,99
2018,5,29,2,0,13,1.7,2.8,99,99,99,999,9999,18.9,999,999,99,99
2018,5,29,3,0,23,2.3,3.6,99,99,99,999,9999,18.6,999,999,99,99
2018,5,29,4,0,17,1.3,1.9,99,99,99,999,9999,18.5,999,999,99,99
2018,5,29,5,0,18,2.9,4.3,99,99,99,999,9999,19.2,999,999,99,99
2018,5,29,6,0,13,3,4.1,99,99,99,999,9999,18.8,999,999,99,99
2018,5,29,7,0,8,3.2,5.4,99,99,99,999,9999,19.2,999,999,99,99
2018,5,29,8,0,11,1.6,2.1,99,99,99,999,9999,18.6,999,999,99,99
2018,5,29,9,0,2,2.4,5.5,99,99,99,999,9999,18.5,999,999,99,99
2018,5,29,10,0,10,2.7,4.3,99,99,99,999,9999,18.2,999,999,99,99
2018,5,29,11,0,11,3.9,6,99,99,99,999,9999,18.1,999,999,99,99
2018,5,29,12,0,38,2.8,4.9,99,99,99,999,9999,17.6,999,999,99,99
2018,5,29,13,0,20,3.3,4.7,99,99,99,999,9999,17.8,999,999,99,99
2018,5,29,14,0,31,2.8,4.2,99,99,99,999,9999,17.3,999,999,99,99
2018,5,29,15,0,16,3.3,5.5,99,99,99,999,9999,17.9,999,999,99,99
2018,5,29,16,0,18,3,5.2,99,99,99,999,9999,17.8,999,999,99,99
2018,5,29,17,0,17,3.5,4.5,99,99,99,999,9999,17.6,999,999,99,99
2018,5,29,18,0,14,5.3,7,99,99,99,999,9999,17.7,999,999,99,99
2018,5,29,19,0,10,5.3,7.4,99,99,99,999,9999,17.2,999,999,99,99
2018,5,29,20,0,15,4.6,7,99,99,99,999,9999,17.2,999,999,99,99
2018,5,29,21,0,21,2.8,4.5,99,99,99,999,9999,17.3,999,999,99,99
2018,5,29,22,0,58,1.5,3.1,99,99,99,999,9999,16.9,999,999,99,99
2018,5,29,23,0,18,3.1,3.6,99,99,99,999,9999,18,999,999,99,99
2018,5,30,0,0,23,1,1.3,99,99,99,999,9999,19,999,999,99,99
2018,5,30,1,0,114,0.9,1.4,99,99,99,999,9999,20.4,999,999,99,99
2018,5,30,2,0,58,1.1,1.8,99,99,99,999,9999,20.9,999,999,99,99
2018,5,30,3,0,8,4.1,6.7,99,99,99,999,9999,20.1,999,999,99,99
2018,5,30,4,0,13,4.9,7.4,99,99,99,999,9999,17.3,999,999,99,99
2018,5,30,5,0,16,4.7,6.8,99,99,99,999,9999,17,999,999,99,99
2018,5,30,6,0,11,4.7,6.5,99,99,99,999,9999,17.3,999,999,99,99
2018,5,30,7,0,20,3.6,4.8,99,99,99,999,9999,17.3,999,999,99,99
2018,5,30,8,0,17,2.6,3.2,99,99,99,999,9999,17.7,999,999,99,99
2018,5,30,9,0,10,2.7,3.5,99,99,99,999,9999,18.3,999,999,99,99
2018,5,30,10,0,53,0.9,1.6,99,99,99,999,9999,19.8,999,999,99,99
2018,5,30,11,0,97,1.4,2.6,99,99,99,999,9999,20,999,999,99,99
2018,5,30,12,0,103,1.4,3.8,99,99,99,999,9999,19.7,999,999,99,99
2018,5,30,13,0,114,0.8,1.4,99,99,99,999,9999,21.2,999,999,99,99
2018,5,30,14,0,12,1.9,2.3,99,99,99,999,9999,19.9,999,999,99,99
2018,5,30,15,0,30,1.6,2.2,99,99,99,999,9999,20.2,999,999,99,99
2018,5,30,16,0,21,3.1,4,99,99,99,999,9999,20.2,999,999,99,99
2018,5,30,17,0,11,2.9,3.8,99,99,99,999,9999,20.4,999,999,99,99
2018,5,30,18,0,34,1.9,3.1,99,99,99,999,9999,20.6,999,999,99,99
2018,5,30,19,0,27,1.9,2.5,99,99,99,999,9999,20,999,999,99,99
2018,5,30,20,0,162,4.5,8.3,99,99,99,999,9999,24.2,999,999,99,99
2018,5,30,21,0,165,0.6,2,99,99,99,999,9999,22.2,999,999,99,99
2018,5,30,22,0,0,0,1.1,99,99,99,999,9999,24.5,999,999,99,99
2018,5,30,23,0,281,3.1,7,99,99,99,999,9999,25,999,999,99,99
2018,5,31,0,0,337,0.8,1.6,99,99,99,999,9999,22.6,999,999,99,99
2018,5,31,1,0,255,2.9,4.1,99,99,99,999,9999,22.8,999,999,99,99
2018,5,31,2,0,233,2.9,4.4,99,99,99,999,9999,22.7,999,999,99,99
2018,5,31,3,0,251,1.9,3.3,99,99,99,999,9999,22.5,999,999,99,99
2018,5,31,4,0,257,4,7.2,99,99,99,999,9999,22.4,999,999,99,99
2018,5,31,5,0,242,3.9,6.2,99,99,99,999,9999,22.4,999,999,99,99
2018,5,31,6,0,246,4.2,6.3,99,99,99,999,9999,22.7,999,999,99,99
2018,5,31,7,0,254,3.5,5.2,99,99,99,999,9999,22.6,999,999,99,99
2018,5,31,8,0,240,2.8,4.5,99,99,99,999,9999,22.2,999,999,99,99
2018,5,31,9,0,247,3.4,5.3,99,99,99,999,9999,22.2,999,999,99,99
2018,5,31,10,0,242,2.7,4,99,99,99,999,9999,22.4,999,999,99,99
2018,5,31,11,0,243,3.2,4.5,99,99,99,999,9999,23.5,999,999,99,99
2018,5,31,12,0,241,3.4,5.3,99,99,99,999,9999,25.3,999,999,99,99
2018,5,31,13,0,241,3.1,5.1,99,99,99,999,9999,26.6,999,999,99,99
2018,5,31,14,0,257,4.3,6.7,99,99,99,999,9999,27.9,999,999,99,99
2018,5,31,15,0,255,4.9,8.8,99,99,99,999,9999,29.4,999,999,99,99
2018,5,31,16,0,262,6.8,10.3,99,99,99,999,9999,29.7,999,999,99,99
2018,5,31,17,0,275,4.5,9.9,99,99,99,999,9999,30.6,999,999,99,99
2018,5,31,18,0,255,4.8,9.9,99,99,99,999,9999,31.1,999,999,99,99
2018,5,31,19,0,240,3.8,5.7,99,99,99,999,9999,29,999,999,99,99
2018,5,31,20,0,232,2.3,3.2,99,99,99,999,9999,28.2,999,999,99,99
2018,5,31,21,0,262,3.9,5.5,99,99,99,999,9999,30.6,999,999,99,99
2018,5,31,22,0,250,2.1,5.9,99,99,99,999,9999,30.9,999,999,99,99
2018,5,31,23,0,10,2.2,2.7,99,99,99,999,9999,24.2,999,999,99,99
2018,6,1,0,0,24,2.5,3.8,99,99,99,999,9999,24.1,999,999,99,99
2018,6,1,1,0,246,0.5,0.8,99,99,99,999,9999,23.3,999,999,99,99
2018,6,1,2,0,0,0,0.5,99,99,99,999,9999,23.8,999,999,99,99
2018,6,1,3,0,108,0.8,1.1,99,99,99,999,9999,23,999,999,99,99
2018,6,1,4,0,11,0,0.6,99,99,99,999,9999,21.3,999,999,99,99
2018,6,1,5,0,319,0.5,2.1,99,99,99,999,9999,23,999,999,99,99
2018,6,1,6,0,229,1.5,2.1,99,99,99,999,9999,22.7,999,999,99,99
2018,6,1,7,0,0,0.4,0.8,99,99,99,999,9999,21.1,999,999,99,99
2018,6,1,8,0,256,1.3,1.8,99,99,99,999,9999,22.3,999,999,99,99
2018,6,1,9,0,301,0.7,1.6,99,99,99,999,9999,21.5,999,999,99,99
2018,6,1,10,0,264,1.4,1.9,99,99,99,999,9999,22.3,999,999,99,99
2018,6,1,11,0,241,0,0.7,99,99,99,999,9999,24.1,999,999,99,99
2018,6,1,12,0,16,6.7,8.8,99,99,99,999,9999,18.9,999,999,99,99
2018,6,1,13,0,10,9,12.7,99,99,99,999,9999,13.8,999,999,99,99
2018,6,1,14,0,2,6.7,13.9,99,99,99,999,9999,12.5,999,999,99,99
2018,6,1,15,0,359,6,11.6,99,99,99,999,9999,12.2,999,999,99,99
2018,6,1,16,0,1,6.3,12.4,99,99,99,999,9999,11.8,999,999,99,99
2018,6,1,17,0,15,7.6,13.5,99,99,99,999,9999,11.8,999,999,99,99
2018,6,1,18,0,16,7.7,11.9,99,99,99,999,9999,11.9,999,999,99,99
2018,6,1,19,0,13,8.2,13.3,99,99,99,999,9999,12,999,999,99,99
2018,6,1,20,0,6,7.2,13.4,99,99,99,999,9999,11.4,999,999,99,99
2018,6,1,21,0,6,7.2,11.4,99,99,99,999,9999,12.2,999,999,99,99
2018,6,1,22,0,17,7.1,11.9,99,99,99,999,9999,12.1,999,999,99,99
2018,6,1,23,0,10,5.3,10.9,99,99,99,999,9999,12.2,999,999,99,99
2018,6,2,0,0,17,5.9,9.2,99,99,99,999,9999,12.3,999,999,99,99
2018,6,2,1,0,10,8.5,13.1,99,99,99,999,9999,12.6,999,999,99,99
2018,6,2,2,0,11,8.3,13,99,99,99,999,9999,12.6,999,999,99,99
2018,6,2,3,0,6,6.4,12.2,99,99,99,999,9999,12.3,999,999,99,99
2018,6,2,4,0,13,8.9,12.3,99,99,99,999,9999,11.8,999,999,99,99
2018,6,2,5,0,358,4.4,10.2,99,99,99,999,9999,11.5,999,999,99,99
2018,6,2,6,0,347,6.9,10.9,99,99,99,999,9999,12,999,999,99,99
2018,6,2,7,0,12,8.8,13.4,99,99,99,999,9999,12.2,999,999,99,99
2018,6,2,8,0,13,7.4,10.5,99,99,99,999,9999,11.5,999,999,99,99
2018,6,2,9,0,26,4.9,8.5,99,99,99,999,9999,11.3,999,999,99,99
2018,6,2,10,0,15,5.5,8.9,99,99,99,999,9999,12.2,999,999,99,99
2018,6,2,11,0,18,5.3,7.7,99,99,99,999,9999,12.9,999,999,99,99
2018,6,2,12,0,22,4.1,7.8,99,99,99,999,9999,13.7,999,999,99,99
2018,6,2,13,0,16,4.8,6.9,99,99,99,999,9999,13.8,999,999,99,99
2018,6,2,14,0,19,3.6,5.9,99,99,99,999,9999,13.1,999,999,99,99
2018,6,2,15,0,12,3.9,5.2,99,99,99,999,9999,13.3,999,999,99,99
2018,6,2,16,0,43,3,5,99,99,99,999,9999,13.9,999,999,99,99
2018,6,2,17,0,48,1.8,3.6,99,99,99,999,9999,13.4,999,999,99,99
2018,6,2,18,0,44,2.1,4.6,99,99,99,999,9999,13.9,999,999,99,99
2018,6,2,19,0,16,4.5,6.8,99,99,99,999,9999,14.5,999,999,99,99
2018,6,2,20,0,10,3.6,5.7,99,99,99,999,9999,14.7,999,999,99,99
2018,6,2,21,0,13,4.1,6.2,99,99,99,999,9999,15.4,999,999,99,99
2018,6,2,22,0,17,4.1,6.2,99,99,99,999,9999,15.4,999,999,99,99
2018,6,2,23,0,31,3.6,4.9,99,99,99,999,9999,14.6,999,999,99,99
2018,6,3,0,0,47,1.9,4.4,99,99,99,999,9999,14.2,999,999,99,99
2018,6,3,1,0,359,2.6,4.3,99,99,99,999,9999,15.4,999,999,99,99
2018,6,3,2,0,19,4.7,7.1,99,99,99,999,9999,15.9,999,999,99,99
2018,6,3,3,0,1,1.4,3,99,99,99,999,9999,13.9,999,999,99,99
2018,6,3,4,0,65,1.7,3.4,99,99,99,999,9999,13.1,999,999,99,99
2018,6,3,5,0,112,0.5,0.8,99,99,99,999,9999,14.1,999,999,99,99
2018,6,3,6,0,300,0.9,2,99,99,99,999,9999,15.3,999,999,99,99
2018,6,3,7,0,334,1.7,2.7,99,99,99,999,9999,15.2,999,999,99,99
2018,6,3,8,0,304,0.6,1.7,99,99,99,999,9999,15.4,999,999,99,99
2018,6,3,9,0,274,2.2,2.8,99,99,99,999,9999,15.7,999,999,99,99
2018,6,3,10,0,272,1.7,3.3,99,99,99,999,9999,16.6,999,999,99,99
2018,6,3,11,0,277,2.7,5.2,99,99,99,999,9999,18,999,999,99,99
2018,6,3,12,0,286,1.8,4.6,99,99,99,999,9999,18.7,999,999,99,99
2018,6,3,13,0,281,3.5,7.2,99,99,99,999,9999,19.5,999,999,99,99
2018,6,3,14,0,312,3.6,6.7,99,99,99,999,9999,21,999,999,99,99
2018,6,3,15,0,311,2.6,5.4,99,99,99,999,9999,22.3,999,999,99,99
2018,6,3,16,0,282,3,7.1,99,99,99,999,9999,23.7,999,999,99,99
2018,6,3,17,0,286,5.4,10.2,99,99,99,999,9999,24.8,999,999,99,99
2018,6,3,18,0,291,4.9,9.4,99,99,99,999,9999,25.5,999,999,99,99
2018,6,3,19,0,322,2.7,8.2,99,99,99,999,9999,25.3,999,999,99,99
2018,6,3,20,0,292,4.7,10.6,99,99,99,999,9999,24.4,999,999,99,99
2018,6,3,21,0,288,3.7,9.3,99,99,99,999,9999,24.1,999,999,99,99
2018,6,3,22,0,295,4.3,11.6,99,99,99,999,9999,22.7,999,999,99,99
2018,6,3,23,0,319,2.8,7.7,99,99,99,999,9999,21.7,999,999,99,99
2018,6,4,0,0,335,3.6,6.9,99,99,99,999,9999,21.1,999,999,99,99
2018,6,4,1,0,324,1.7,4.1,99,99,99,999,9999,19.9,999,999,99,99
2018,6,4,2,0,314,1.5,4.4,99,99,99,999,9999,19.4,999,999,99,99
2018,6,4,3,0,324,2.8,5,99,99,99,999,9999,19.2,999,999,99,99
2018,6,4,4,0,340,5.4,8.8,99,99,99,999,9999,18.5,999,999,99,99
2018,6,4,5,0,345,4.5,6,99,99,99,999,9999,17.8,999,999,99,99
2018,6,4,6,0,335,2.7,5,99,99,99,999,9999,17.2,999,999,99,99
2018,6,4,7,0,320,0.7,3.8,99,99,99,999,9999,16.2,999,999,99,99
2018,6,4,8,0,319,2,4.3,99,99,99,999,9999,16,999,999,99,99
2018,6,4,9,0,336,3.1,6.3,99,99,99,999,9999,16,999,999,99,99
2018,6,4,10,0,308,0.9,2.3,99,99,99,999,9999,15.7,999,999,99,99
2018,6,4,11,0,281,2.1,4.3,99,99,99,999,9999,16.5,999,999,99,99
2018,6,4,12,0,307,1.7,4.9,99,99,99,999,9999,18.2,999,999,99,99
2018,6,4,14,0,285,2.5,5.3,99,99,99,999,9999,20.1,999,999,99,99
2018,6,4,15,0,67,3.4,4.9,99,99,99,999,9999,18.1,999,999,99,99
2018,6,4,16,0,102,1.6,3,99,99,99,999,9999,17.7,999,999,99,99
2018,6,4,17,0,144,0.3,1.5,99,99,99,999,9999,18.4,999,999,99,99
2018,6,4,18,0,129,1.2,2.4,99,99,99,999,9999,18.5,999,999,99,99
2018,6,4,19,0,120,1.3,5.6,99,99,99,999,9999,19.2,999,999,99,99
2018,6,4,20,0,274,4.7,6.7,99,99,99,999,9999,25.3,999,999,99,99
2018,6,4,21,0,266,3.2,5.3,99,99,99,999,9999,26.2,999,999,99,99
2018,6,4,22,0,276,4.2,7.5,99,99,99,999,9999,26.5,999,999,99,99
2018,6,4,23,0,281,4,7.5,99,99,99,999,9999,26.5,999,999,99,99
