DATE,target,garden_didrain,ohare_didrain,tmpdiff,garden_prcp,garden_snfall,garden_sndpth,garden_maxtmp,garden_mintmp,garden_medtmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_maxtmp,ohare_mintmp,ohare_medtmp
2018-04-04,0.21,1,1,1.0,0.22,0.5,1.0,38.0,25.0,31.5,27.0,2.09,15.21,0.01,0.2,0.0,35,26,30.5
2018-04-09,0.010000000000000007,1,1,3.0,0.12,1.8,2.0,38.0,25.0,31.5,31.0,2.14,6.04,0.13,2.0,1.2,39,30,34.5
2018-04-12,0.09,1,1,5.0,0.12,0.0,0.0,65.0,40.0,52.5,59.0,2.55,14.09,0.03,0.0,0.0,73,42,57.5
2018-04-14,0.30999999999999994,1,1,2.5,0.65,0.0,0.0,44.0,36.0,40.0,37.0,2.47,21.03,0.96,0.0,0.0,39,36,37.5
2018-04-15,0.05000000000000005,1,1,3.0,0.69,0.0,0.0,38.0,33.0,35.5,34.0,2.43,13.65,0.74,0.2,0.0,37,28,32.5
2018-04-16,0.42,1,1,0.5,0.43,0.5,0.0,36.0,27.0,31.5,28.0,2.45,14.99,0.01,0.3,0.0,35,27,31.0
2018-04-19,0.3,1,1,8.0,0.31,0.0,0.0,38.0,32.0,35.0,38.0,2.51,9.84,0.01,0.1,0.0,55,31,43.0
2018-05-03,1.79,1,1,6.0,2.36,0.0,0.0,87.0,49.0,68.0,50.0,4.11,7.16,0.57,0.0,0.0,70,54,62.0
2018-05-09,0.06,1,1,0.0,0.19,0.0,0.0,82.0,56.0,69.0,57.0,5.12,13.42,0.25,0.0,0.0,81,57,69.0
2018-05-12,0.29000000000000004,1,1,1.0,0.04,0.0,0.0,50.0,42.0,46.0,43.0,5.43,12.53,0.33,0.0,0.0,50,44,47.0
2018-05-13,0.0,1,1,10.0,0.91,0.0,0.0,49.0,43.0,46.0,48.0,5.67,6.26,0.91,0.0,0.0,67,45,56.0
2018-05-14,0.26,1,1,15.0,1.28,0.0,0.0,60.0,46.0,53.0,60.0,5.94,8.28,1.54,0.0,0.0,83,53,68.0
2018-05-19,0.19,1,1,7.5,0.21,0.0,0.0,60.0,48.0,54.0,51.0,6.98,5.37,0.02,0.0,0.0,69,54,61.5
2018-05-20,0.24,1,1,2.0,0.03,0.0,0.0,61.0,42.0,51.5,43.0,7.34,13.65,0.27,0.0,0.0,55,44,49.5
2018-05-21,1.08,1,1,11.0,0.88,0.0,0.0,49.0,42.0,45.5,49.0,7.8,6.26,1.96,0.0,0.0,64,49,56.5
2018-06-09,1.4899999999999998,1,1,8.5,2.8,0.0,0.0,69.0,53.0,61.0,57.0,10.56,5.82,1.31,0.0,0.0,82,57,69.5
2018-06-11,0.07999999999999999,1,1,5.5,0.18,0.0,0.0,65.0,55.0,60.0,58.0,11.61,9.62,0.1,0.0,0.0,70,61,65.5
2018-06-16,0.4700000000000001,1,1,6.0,1.12,0.0,0.0,84.0,65.0,74.5,74.0,13.84,9.62,0.65,0.0,0.0,92,69,80.5
2018-06-19,0.57,1,1,5.5,0.59,0.0,0.0,95.0,60.0,77.5,65.0,14.64,8.5,0.02,0.0,0.0,81,63,72.0
2018-06-21,1.3299999999999998,1,1,1.0,0.08,0.0,0.0,72.0,59.0,65.5,63.0,14.87,12.75,1.41,0.0,0.0,67,62,64.5
2018-06-22,0.75,1,1,1.0,1.98,0.0,0.0,64.0,57.0,60.5,58.0,15.0,13.87,1.23,0.0,0.0,64,59,61.5
2018-06-27,2.01,1,1,3.5,2.04,0.0,0.0,80.0,62.0,71.0,70.0,17.18,6.71,0.03,0.0,0.0,80,69,74.5
2018-07-14,0.2,1,1,5.0,0.06,0.0,0.0,93.0,71.0,82.0,72.0,21.43,4.7,0.26,0.0,0.0,82,72,77.0
2018-07-21,0.010000000000000007,1,1,0.5,0.13,0.0,0.0,82.0,67.0,74.5,67.0,21.25,12.97,0.12,0.0,0.0,79,69,74.0
2018-07-22,0.040000000000000015,1,1,3.0,0.17,0.0,0.0,82.0,67.0,74.5,68.0,21.11,14.76,0.13,0.0,0.0,76,67,71.5
2018-08-06,0.29000000000000004,1,1,6.0,0.05,0.0,0.0,95.0,67.0,81.0,70.0,22.48,6.71,0.34,0.0,0.0,81,69,75.0
2018-08-07,1.7999999999999998,1,1,3.5,0.56,0.0,0.0,79.0,66.0,72.5,70.0,22.55,4.92,2.36,0.0,0.0,83,69,76.0
2018-08-21,0.27,1,1,0.5,0.4,0.0,0.0,76.0,67.0,71.5,70.0,22.92,10.51,0.13,0.0,0.0,78,66,72.0
2018-08-28,0.93,1,1,1.0,0.46,0.0,0.0,93.0,67.0,80.0,69.0,21.56,11.86,1.39,0.0,0.0,91,67,79.0
2018-08-29,1.37,1,1,6.5,1.79,0.0,0.0,89.0,65.0,77.0,70.0,21.18,9.4,0.42,0.0,0.0,76,65,70.5
2018-09-01,0.03,1,1,5.5,0.13,0.0,0.0,83.0,64.0,73.5,73.0,20.96,7.83,0.16,0.0,0.0,86,72,79.0
2018-09-02,0.72,1,1,4.0,0.74,0.0,0.0,85.0,68.0,76.5,70.0,20.95,9.4,0.02,0.0,0.0,91,70,80.5
2018-09-06,0.08000000000000003,1,1,11.0,0.45,0.0,0.0,91.0,64.0,77.5,65.0,20.91,13.42,0.53,0.0,0.0,69,64,66.5
2018-09-19,0.18,1,1,3.0,0.03,0.0,0.0,72.0,64.0,68.0,67.0,20.62,9.17,0.21,0.0,0.0,76,66,71.0
2018-09-25,0.23,1,1,4.5,0.02,0.0,0.0,74.0,62.0,68.0,71.0,18.78,8.72,0.25,0.0,0.0,84,61,72.5
2018-09-29,0.09,1,1,2.5,0.11,0.0,0.0,60.0,38.0,49.0,41.0,17.68,6.04,0.02,0.0,0.0,61,42,51.5
2018-09-30,0.03,1,1,6.0,0.09,0.0,0.0,62.0,41.0,51.5,55.0,17.67,7.61,0.06,0.0,0.0,62,53,57.5
2018-10-01,1.29,1,1,7.5,0.27,0.0,0.0,60.0,54.0,57.0,57.0,17.58,7.16,1.56,0.0,0.0,72,57,64.5
2018-10-02,1.08,1,1,1.0,1.09,0.0,0.0,66.0,57.0,61.5,58.0,17.36,5.14,0.01,0.0,0.0,67,58,62.5
2018-10-05,0.8200000000000001,1,1,5.5,0.42,0.0,0.0,58.0,50.0,54.0,55.0,16.48,7.16,1.24,0.0,0.0,65,54,59.5
2018-10-06,0.84,1,1,4.0,0.96,0.0,0.0,65.0,54.0,59.5,64.0,16.42,8.05,0.12,0.0,0.0,70,57,63.5
2018-10-07,0.45,1,1,2.5,0.07,0.0,0.0,70.0,55.0,62.5,57.0,16.09,10.51,0.52,0.0,0.0,63,57,60.0
2018-10-08,0.24,1,1,12.5,0.39,0.0,0.0,67.0,56.0,61.5,67.0,15.77,8.72,0.15,0.0,0.0,85,63,74.0
2018-10-15,0.09,1,1,5.5,0.19,0.0,0.0,60.0,36.0,48.0,37.0,12.68,11.41,0.1,0.0,0.0,48,37,42.5
2018-10-28,0.009999999999999995,1,1,0.5,0.11,0.0,0.0,54.0,40.0,47.0,48.0,10.45,11.86,0.12,0.0,0.0,51,44,47.5
2018-10-31,0.34,1,1,0.5,0.51,0.0,0.0,61.0,46.0,53.5,47.0,10.21,7.16,0.17,0.0,0.0,61,47,54.0
2018-11-04,0.4300000000000001,1,1,7.5,0.11,0.0,0.0,51.0,32.0,41.5,51.0,9.88,14.99,0.54,0.0,0.0,52,46,49.0
2018-11-05,0.06,1,1,0.0,0.43,0.0,0.0,52.0,43.0,47.5,46.0,9.62,9.62,0.37,0.0,0.0,51,44,47.5
2018-11-06,0.45,1,1,5.0,0.51,0.0,0.0,52.0,46.0,49.0,48.0,9.3,16.33,0.06,0.0,0.0,50,38,44.0
2018-11-09,0.03,1,1,7.5,0.1,0.6,1.0,41.0,31.0,36.0,32.0,8.2,12.08,0.13,1.0,0.0,37,20,28.5
2018-11-17,0.08,1,1,2.0,0.05,0.5,0.0,40.0,31.0,35.5,32.0,7.19,7.38,0.13,1.5,0.0,35,32,33.5
2018-11-24,0.03,1,1,1.5,0.15,0.0,0.0,51.0,39.0,45.0,45.0,6.68,10.74,0.18,0.0,0.0,47,40,43.5
2018-11-26,1.48,1,1,4.0,1.87,3.5,3.0,39.0,26.0,32.5,26.0,6.46,17.45,0.39,5.1,7.1,33,24,28.5
2018-12-02,1.0499999999999998,1,1,0.5,1.15,0.0,0.0,43.0,37.0,40.0,43.0,5.22,8.95,0.1,0.0,0.0,44,35,39.5
2018-12-03,0.12,1,1,6.0,0.13,0.0,0.0,44.0,32.0,38.0,34.0,5.11,12.97,0.01,0.3,0.0,35,29,32.0
2018-12-14,0.06,1,1,2.0,0.19,0.0,0.0,43.0,25.0,34.0,39.0,5.19,6.71,0.13,0.0,0.0,40,32,36.0
2018-12-20,0.08,1,1,2.5,0.02,0.0,0.0,51.0,38.0,44.5,43.0,5.07,7.83,0.1,0.0,0.0,46,38,42.0
2018-12-21,0.06,1,1,6.5,0.11,0.0,0.0,46.0,34.0,40.0,34.0,5.06,13.65,0.05,0.0,0.0,38,29,33.5
2018-12-28,0.39,1,1,4.0,0.47,0.0,0.0,54.0,37.0,45.5,38.0,4.04,15.21,0.08,0.2,0.0,53,30,41.5
2018-12-29,0.06,1,1,6.0,0.11,0.1,0.0,38.0,26.0,32.0,27.0,4.03,7.61,0.05,0.9,0.0,30,22,26.0
2018-12-31,0.8,1,1,6.0,0.06,0.0,1.0,37.0,21.0,29.0,36.0,4.07,8.72,0.86,0.0,0.0,39,31,35.0
