DATE,garden_prcp,garden_maxtmp,garden_mintmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_atmp,ohare_maxtmp,ohare_mintmp,ohare_w2dir,ohare_w2spd
2014-07-26,0.0,78.0,64.0,70.0,16.66,5.59,0.0,0.0,0.0,74.0,84,68,230,14.1
2014-07-27,0.0,80.0,70.0,74.0,16.42,14.99,0.02,0.0,0.0,78.0,87,65,310,29.1
2014-07-28,0.0,86.0,57.0,59.0,15.96,11.18,0.0,0.0,0.0,67.0,73,59,10,23.0
2014-07-29,0.0,69.0,54.0,64.0,15.96,9.62,0.01,0.0,0.0,69.0,81,58,340,33.1
2014-07-30,0.04,78.0,57.0,63.0,16.34,6.93,0.0,0.0,0.0,69.0,79,59,60,14.1
2014-07-31,0.01,76.0,57.0,67.0,16.76,8.5,0.0,0.0,0.0,71.0,84,59,290,19.9
2014-08-01,0.0,85.0,60.0,69.0,17.27,6.93,0.15,0.0,0.0,73.0,85,62,40,25.1
2014-08-02,0.24,84.0,56.0,63.0,17.82,4.25,0.0,0.0,0.0,72.0,86,59,50,14.1
2014-08-03,0.0,80.0,59.0,70.0,18.22,6.93,0.0,0.0,0.0,75.0,87,62,280,15.0
2014-08-04,0.0,85.0,62.0,72.0,18.45,7.61,2.76,0.0,0.0,75.0,87,67,30,21.9
2014-08-05,0.76,85.0,64.0,67.0,18.74,6.26,0.0,0.0,0.0,71.0,80,64,50,15.0
2014-08-06,0.0,77.0,58.0,65.0,18.99,6.26,0.0,0.0,0.0,71.0,80,62,40,10.1
2014-08-07,0.0,76.0,58.0,66.0,19.26,8.95,0.0,0.0,0.0,72.0,81,61,80,15.0
2014-08-08,0.0,78.0,62.0,69.0,19.56,10.74,0.0,0.0,0.0,74.0,82,66,100,21.0
2014-08-09,0.0,80.0,62.0,67.0,19.61,9.17,0.0,0.0,0.0,74.0,80,66,50,18.1
2014-08-10,0.0,78.0,66.0,70.0,19.47,8.5,0.0,0.0,0.0,74.0,81,69,350,16.1
2014-08-11,0.75,78.0,65.0,70.0,18.96,6.71,0.85,0.0,0.0,72.0,82,67,320,17.0
2014-08-12,0.41,79.0,60.0,62.0,18.2,12.08,0.07,0.0,0.0,67.0,70,61,330,25.1
2014-08-13,0.03,68.0,53.0,63.0,17.75,9.4,0.0,0.0,0.0,69.0,82,57,300,18.1
2014-08-14,0.0,82.0,56.0,62.0,17.63,7.61,0.0,0.0,0.0,67.0,72,57,50,14.1
2014-08-15,0.0,70.0,48.0,58.0,17.74,6.04,0.0,0.0,0.0,65.0,78,52,220,13.0
2014-08-16,0.0,80.0,57.0,67.0,17.82,8.28,0.0,0.0,0.0,71.0,82,62,250,16.1
2014-08-17,0.0,84.0,65.0,66.0,17.9,8.5,0.0,0.0,0.0,70.0,71,64,20,15.0
2014-08-18,0.0,68.0,62.0,67.0,18.14,4.92,0.0,0.0,0.0,70.0,83,65,210,14.1
2014-08-19,0.17,81.0,66.0,73.0,18.45,10.74,0.09,0.0,0.0,77.0,86,69,250,23.9
2014-08-20,0.19,85.0,63.0,67.0,18.73,7.83,0.0,0.0,0.0,76.0,86,66,240,17.0
2014-08-21,0.16,87.0,67.0,72.0,18.99,4.92,0.98,0.0,0.0,75.0,79,70,150,14.1
2014-08-22,0.95,78.0,71.0,75.0,19.35,5.14,1.58,0.0,0.0,78.0,86,72,250,15.0
2014-08-23,0.0,85.0,70.0,73.0,19.62,4.92,0.34,0.0,0.0,77.0,86,68,300,29.1
2014-08-24,0.37,81.0,67.0,72.0,19.79,7.38,0.0,0.0,0.0,76.0,88,70,120,12.1
2014-08-25,0.0,82.0,71.0,79.0,19.85,6.71,0.01,0.0,0.0,79.0,88,71,340,23.9
2014-08-26,0.59,89.0,68.0,72.0,19.74,6.04,0.12,0.0,0.0,76.0,85,71,330,31.1
2014-08-27,0.17,79.0,64.0,68.0,19.68,6.93,0.0,0.0,0.0,74.0,82,67,30,15.0
2014-08-28,0.0,78.0,63.0,66.0,19.65,8.5,0.0,0.0,0.0,71.0,77,67,100,17.0
2014-08-29,0.0,75.0,65.0,72.0,19.68,11.18,0.08,0.0,0.0,76.0,86,71,160,18.1
2014-08-30,0.01,87.0,72.0,74.0,19.71,11.63,0.27,0.0,0.0,77.0,83,70,240,25.1
2014-08-31,0.0,83.0,66.0,71.0,19.75,6.71,0.0,0.0,0.0,76.0,85,68,230,14.1
2014-09-01,0.0,87.0,70.0,76.0,19.8,11.41,0.36,0.0,0.0,77.0,83,70,290,23.0
2014-09-02,0.24,83.0,65.0,68.0,19.88,5.82,0.01,0.0,0.0,74.0,82,67,280,18.1
2014-09-03,0.0,82.0,59.0,63.0,19.93,6.71,0.0,0.0,0.0,73.0,83,61,190,15.0
2014-09-04,0.13,84.0,63.0,69.0,19.89,12.53,0.26,0.0,0.0,76.0,85,71,170,25.9
2014-09-05,0.07,84.0,68.0,79.0,19.75,10.96,0.5,0.0,0.0,80.0,88,64,300,44.1
2014-09-06,0.66,88.0,57.0,60.0,19.6,8.5,0.0,0.0,0.0,67.0,75,60,340,15.0
2014-09-07,0.01,73.0,53.0,58.0,19.61,4.25,0.0,0.0,0.0,67.0,80,54,100,14.1
2014-09-08,0.0,78.0,54.0,61.0,19.56,6.26,0.0,0.0,0.0,67.0,77,55,190,15.0
2014-09-09,0.0,78.0,60.0,67.0,19.45,7.61,0.01,0.0,0.0,70.0,79,63,180,17.0
2014-09-10,0.77,81.0,66.0,69.0,19.19,15.88,1.31,0.0,0.0,72.0,80,56,280,28.0
2014-09-11,0.6,80.0,48.0,48.0,18.59,10.29,0.0,0.0,0.0,54.0,56,50,340,17.0
2014-09-12,0.0,52.0,48.0,52.0,17.82,12.53,0.13,0.0,0.0,51.0,55,44,320,18.1
2014-09-13,0.29,54.0,40.0,44.0,17.09,7.61,0.0,0.0,0.0,47.0,59,41,310,16.1
2014-09-14,0.0,58.0,41.0,50.0,16.67,4.92,0.0,0.0,0.0,53.0,65,42,280,15.0
2014-09-15,0.0,66.0,48.0,54.0,16.47,4.92,0.0,0.0,0.0,56.0,62,51,20,17.0
2014-09-16,0.0,63.0,43.0,47.0,16.42,4.47,0.0,0.0,0.0,56.0,68,44,270,12.1
2014-09-17,0.0,65.0,43.0,50.0,16.38,2.91,0.0,0.0,0.0,59.0,70,48,60,12.1
2014-09-18,0.0,70.0,46.0,57.0,16.24,6.26,0.0,0.0,0.0,61.0,70,53,30,13.0
2014-09-19,0.0,67.0,50.0,56.0,16.14,11.41,0.0,0.0,0.0,63.0,78,53,190,23.0
2014-09-20,0.0,74.0,56.0,64.0,16.04,10.07,0.12,0.0,0.0,69.0,77,63,250,28.0
2014-09-21,0.08,77.0,57.0,58.0,15.87,12.75,0.0,0.0,0.0,65.0,69,51,300,28.0
2014-09-22,0.0,66.0,43.0,48.0,15.7,5.59,0.0,0.0,0.0,55.0,67,46,310,12.1
2014-09-23,0.0,65.0,46.0,52.0,15.53,4.25,0.0,0.0,0.0,60.0,74,51,80,12.1
2014-09-24,0.0,73.0,48.0,55.0,15.76,5.59,0.0,0.0,0.0,65.0,77,54,110,15.0
2014-09-25,0.0,75.0,52.0,55.0,16.21,2.01,0.0,0.0,0.0,65.0,74,56,70,8.1
2014-09-26,0.0,75.0,50.0,55.0,16.5,4.47,0.0,0.0,0.0,65.0,79,51,60,13.0
2014-09-27,0.0,73.0,52.0,56.0,16.69,3.8,0.0,0.0,0.0,66.0,79,54,80,13.0
2014-09-28,0.0,75.0,51.0,55.0,16.86,3.13,0.0,0.0,0.0,65.0,78,53,60,10.1
2014-09-29,0.0,74.0,52.0,57.0,16.87,8.95,0.01,0.0,0.0,66.0,83,53,40,23.9
2014-09-30,0.02,82.0,47.0,48.0,16.64,9.62,0.0,0.0,0.0,53.0,58,47,20,19.9
2014-10-01,0.0,58.0,47.0,56.0,16.22,10.51,0.0,0.0,0.0,58.0,70,49,130,17.0
2014-10-02,0.02,66.0,55.0,65.0,15.71,7.83,0.32,0.0,0.0,67.0,72,63,210,18.1
2014-10-03,1.8,75.0,55.0,55.0,15.14,16.33,0.68,0.0,0.0,60.0,65,43,280,31.1
2014-10-04,0.02,61.0,36.0,36.0,14.53,13.87,0.06,0.0,0.0,42.0,47,35,280,25.1
2014-10-05,0.04,46.0,36.0,41.0,14.04,8.95,0.01,0.0,0.0,45.0,55,37,210,19.9
2014-10-06,0.02,57.0,40.0,48.0,13.7,8.72,0.01,0.0,0.0,52.0,61,42,270,23.0
2014-10-07,0.0,62.0,45.0,53.0,13.54,11.41,0.0,0.0,0.0,55.0,66,48,300,25.1
2014-10-08,0.0,65.0,43.0,47.0,13.38,11.41,0.0,0.0,0.0,54.0,65,44,260,25.1
2014-10-09,0.0,65.0,44.0,45.0,13.13,5.82,0.0,0.0,0.0,54.0,62,43,300,13.0
2014-10-10,0.0,61.0,37.0,43.0,13.07,8.28,0.0,0.0,0.0,50.0,58,39,10,17.0
2014-10-11,0.0,58.0,35.0,37.0,13.1,4.47,0.0,0.0,0.0,47.0,59,36,110,14.1
2014-10-12,0.0,60.0,35.0,40.0,13.12,9.17,0.01,0.0,0.0,49.0,63,38,160,21.0
2014-10-13,0.03,62.0,39.0,59.0,13.1,9.17,0.64,0.0,0.0,59.0,67,56,170,23.0
2014-10-14,0.78,68.0,58.0,60.0,13.03,10.29,0.65,0.0,0.0,63.0,65,52,170,21.9
2014-10-15,2.23,63.0,50.0,51.0,12.9,9.84,0.05,0.0,0.0,53.0,55,50,20,18.1
2014-10-16,0.07,55.0,50.0,51.0,12.69,7.38,0.0,0.0,0.0,53.0,56,50,320,14.1
2014-10-17,0.0,57.0,49.0,51.0,12.46,13.2,0.0,0.0,0.0,54.0,62,48,330,23.9
2014-10-18,0.0,62.0,45.0,47.0,12.23,9.17,0.01,0.0,0.0,49.0,50,36,360,18.1
2014-10-19,0.09,50.0,32.0,35.0,12.02,8.28,0.0,0.0,0.0,43.0,54,33,190,17.0
2014-10-20,0.02,56.0,34.0,48.0,11.91,9.4,0.01,0.0,0.0,54.0,65,46,330,18.1
2014-10-21,0.0,64.0,45.0,47.0,11.86,11.41,0.0,0.0,0.0,50.0,53,45,10,21.0
2014-10-22,0.0,53.0,42.0,47.0,11.79,4.92,0.0,0.0,0.0,48.0,56,35,80,12.1
2014-10-23,0.0,55.0,32.0,42.0,11.74,7.83,0.0,0.0,0.0,46.0,59,36,190,16.1
2014-10-24,0.0,60.0,39.0,52.0,11.78,5.82,0.0,0.0,0.0,57.0,67,52,270,12.1
2014-10-25,0.0,66.0,51.0,57.0,11.83,10.96,0.0,0.0,0.0,62.0,72,49,300,23.0
2014-10-26,0.0,71.0,38.0,40.0,11.77,5.82,0.0,0.0,0.0,54.0,64,42,80,12.1
2014-10-27,0.0,60.0,40.0,58.0,11.68,12.97,0.0,0.0,0.0,60.0,77,51,210,25.1
2014-10-28,0.0,77.0,54.0,55.0,11.54,15.66,0.0,0.0,0.0,61.0,68,45,250,28.0
2014-10-29,0.0,60.0,43.0,44.0,11.37,9.84,0.0,0.0,0.0,47.0,49,36,300,21.9
2014-10-30,0.0,50.0,31.0,35.0,10.98,5.59,0.0,0.0,0.0,42.0,51,32,220,14.1
2014-10-31,0.02,54.0,34.0,35.0,10.29,22.82,0.03,0.1,0.0,42.0,47,33,340,38.0
2014-11-01,0.09,40.0,34.0,38.0,9.54,8.72,0.0,0.0,0.0,38.0,43,29,50,18.1
2014-11-02,0.0,43.0,25.0,35.0,9.18,9.84,0.0,0.0,0.0,36.0,51,25,190,21.9
2014-11-03,0.0,52.0,35.0,48.0,9.16,15.21,0.0,0.0,0.0,51.0,62,43,210,25.9
2014-11-04,0.01,62.0,47.0,57.0,9.24,15.43,0.0,0.0,0.0,55.0,60,44,260,23.9
2014-11-05,0.0,57.0,37.0,45.0,9.1,9.17,0.0,0.0,0.0,47.0,60,34,190,19.9
2014-11-06,0.0,60.0,44.0,44.0,8.84,17.0,0.0,0.0,0.0,47.0,51,38,340,31.1
2014-11-07,0.0,44.0,30.0,33.0,8.67,8.28,0.0,0.0,0.0,38.0,43,29,320,16.1
2014-11-08,0.02,47.0,33.0,43.0,8.37,11.63,0.01,0.0,0.0,43.0,47,36,330,25.1
2014-11-09,0.0,49.0,36.0,39.0,8.31,8.95,0.0,0.0,0.0,41.0,52,35,210,23.9
2014-11-10,0.01,52.0,39.0,46.0,8.25,13.2,0.0,0.0,0.0,49.0,62,41,180,28.0
2014-11-11,0.0,63.0,45.0,45.0,8.17,15.21,0.21,0.0,0.0,49.0,58,31,310,23.9
2014-11-12,0.19,45.0,24.0,27.0,7.92,13.42,0.0,0.0,0.0,29.0,31,24,300,21.0
2014-11-13,0.0,32.0,24.0,27.0,7.63,12.3,0.0,0.0,0.0,26.0,29,24,300,18.1
2014-11-14,0.0,32.0,24.0,27.0,7.43,7.83,0.0,0.0,0.0,26.0,27,21,300,14.1
2014-11-15,0.0,29.0,16.0,22.0,6.88,5.59,0.04,1.4,0.0,24.0,31,17,210,14.1
2014-11-16,0.03,33.0,22.0,28.0,6.66,7.61,0.01,0.2,0.0,26.0,31,18,280,19.9
2014-11-17,0.0,32.0,11.0,15.0,6.49,16.11,0.0,0.3,0.0,18.0,21,11,280,30.0
2014-11-18,0.0,23.0,10.0,12.0,6.29,16.78,0.0,0.0,0.0,13.0,19,9,270,25.1
2014-11-19,0.0,24.0,11.0,24.0,6.11,15.21,0.0,0.0,0.0,22.0,32,17,280,28.0
2014-11-20,0.0,32.0,17.0,20.0,5.54,14.99,0.0,0.0,0.0,22.0,27,14,270,25.1
2014-11-21,0.0,28.0,8.0,17.0,5.76,8.5,0.0,0.0,0.0,20.0,35,7,190,21.0
2014-11-22,0.11,37.0,16.0,37.0,5.75,13.2,0.07,0.0,0.0,37.0,52,33,200,21.0
2014-11-23,0.0,53.0,37.0,50.0,5.67,10.51,0.63,0.0,0.0,50.0,52,48,190,21.0
2014-11-24,0.79,54.0,46.0,47.0,5.54,17.22,0.43,0.7,0.0,42.0,49,24,250,33.1
2014-11-25,0.3,47.0,22.0,22.0,5.35,10.29,0.01,0.2,0.0,24.0,26,18,280,21.9
2014-11-26,0.0,30.0,12.0,24.0,5.27,5.14,0.0,0.0,0.0,22.0,29,17,330,14.1
2014-11-27,0.0,30.0,16.0,25.0,5.19,9.84,0.0,0.0,0.0,25.0,27,15,320,21.0
2014-11-28,0.01,28.0,13.0,21.0,5.18,10.51,0.0,0.0,0.0,22.0,34,18,170,19.9
2014-11-29,0.0,36.0,21.0,36.0,5.18,13.2,0.0,0.0,0.0,37.0,51,29,210,23.9
2014-11-30,0.0,53.0,36.0,44.0,5.11,11.41,0.0,0.0,0.0,46.0,50,24,340,21.9
2014-12-01,0.0,48.0,18.0,18.0,4.93,11.63,0.0,0.0,0.0,22.0,25,18,340,21.0
2014-12-02,0.0,28.0,18.0,28.0,4.76,10.07,0.0,0.0,0.0,25.0,34,18,250,18.1
2014-12-03,0.0,37.0,25.0,28.0,4.77,10.51,0.0,0.0,0.0,30.0,37,24,270,17.0
2014-12-04,0.0,38.0,21.0,24.0,4.74,7.61,0.0,0.0,0.0,28.0,35,23,140,13.0
2014-12-05,0.0,36.0,23.0,35.0,4.73,4.7,0.0,0.0,0.0,35.0,40,32,150,13.0
2014-12-06,0.0,40.0,30.0,34.0,4.68,11.41,0.0,0.0,0.0,35.0,40,26,20,21.9
2014-12-07,0.0,40.0,31.0,33.0,4.68,9.84,0.0,0.0,0.0,31.0,36,26,140,17.0
2014-12-08,0.06,38.0,32.0,34.0,4.63,9.17,0.2,0.0,0.0,33.0,37,32,280,16.1
2014-12-09,0.17,37.0,33.0,36.0,4.57,13.42,0.0,0.0,0.0,35.0,38,31,350,18.1
2014-12-10,0.03,38.0,30.0,31.0,4.49,11.18,0.0,0.0,0.0,31.0,33,28,330,15.0
2014-12-11,0.0,34.0,23.0,24.0,4.5,8.95,0.0,0.0,0.0,28.0,32,23,250,15.0
2014-12-12,0.0,35.0,23.0,27.0,4.53,9.4,0.0,0.0,0.0,29.0,37,23,320,16.1
2014-12-13,0.0,40.0,27.0,39.0,4.55,7.83,0.0,0.0,0.0,38.0,47,35,260,18.1
2014-12-14,0.0,47.0,39.0,47.0,4.52,8.28,0.0,0.0,0.0,47.0,50,45,180,14.1
2014-12-15,0.0,52.0,44.0,46.0,4.47,11.41,0.06,0.0,0.0,46.0,46,42,140,17.0
2014-12-16,0.14,47.0,40.0,43.0,4.4,12.08,0.02,0.0,0.0,42.0,45,29,300,23.9
2014-12-17,0.0,45.0,25.0,26.0,4.32,11.18,0.0,0.0,0.0,28.0,29,24,290,19.9
2014-12-18,0.0,28.0,18.0,21.0,4.28,5.59,0.0,0.0,0.0,24.0,28,19,250,10.1
2014-12-19,0.0,29.0,20.0,28.0,4.23,4.92,0.0,0.0,0.0,29.0,32,27,340,10.1
2014-12-20,0.0,33.0,28.0,29.0,4.16,3.8,0.0,0.0,0.0,30.0,33,28,230,10.1
2014-12-21,0.0,34.0,29.0,34.0,4.17,10.29,0.0,0.0,0.0,33.0,36,31,180,17.0
2014-12-22,0.0,38.0,31.0,33.0,4.16,11.18,0.32,0.0,0.0,33.0,41,28,120,18.1
2014-12-23,0.46,47.0,32.0,47.0,4.18,10.51,0.19,0.0,0.0,44.0,48,38,200,21.9
2014-12-24,0.0,50.0,37.0,40.0,4.16,8.05,0.0,0.0,0.0,39.0,40,36,280,19.9
2014-12-25,0.0,40.0,34.0,34.0,4.15,14.32,0.0,0.0,0.0,37.0,42,33,260,21.9
2014-12-26,0.0,43.0,34.0,39.0,4.14,10.29,0.0,0.0,0.0,41.0,50,36,210,18.1
2014-12-27,0.0,51.0,39.0,47.0,4.07,15.21,0.0,0.0,0.0,44.0,49,31,270,31.1
2014-12-28,0.0,50.0,23.0,24.0,4.0,7.61,0.0,0.0,0.0,29.0,35,22,290,16.1
2014-12-29,0.0,36.0,20.0,28.0,3.89,9.4,0.0,0.0,0.0,27.0,30,19,20,17.0
2014-12-30,0.0,30.0,9.0,10.0,3.79,10.51,0.0,0.0,0.0,17.0,20,9,330,16.1
2014-12-31,0.0,20.0,4.0,5.0,3.64,13.87,0.0,0.0,0.0,11.0,18,4,240,23.0
2015-01-01,0.0,19.0,5.0,17.0,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-02,0.0,32.0,11.0,22.0,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-03,0.21,35.0,19.0,32.0,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-04,0.57,35.0,20.0,31.0,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-05,0.05,31.0,-4.0,2.0,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-06,0.19,6.0,-3.0,4.0,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-07,0.0,13.0,-1.0,0.0,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-08,0.0,4.0,-8.0,-2.0,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-09,0.11,19.0,-4.0,4.0,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-10,0.0,7.0,-2.0,0.0,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-11,0.0,25.0,0.0,24.0,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-12,0.16,35.0,20.0,21.0,2.1,12.75,0.0,0.4,5.9,23.0,28,15,10,21.0
2015-01-13,0.01,21.0,15.0,17.0,2.09,7.61,0.0,0.2,5.9,17.0,19,3,50,19.9
2015-01-14,0.0,22.0,-5.0,10.0,2.06,6.49,0.0,0.0,5.9,11.0,19,1,220,14.1
2015-01-15,0.0,21.0,9.0,20.0,2.05,10.07,0.0,0.0,5.1,22.0,34,17,240,21.0
2015-01-16,0.0,37.0,20.0,28.0,2.15,8.28,0.0,0.0,3.9,28.0,34,23,140,15.0
2015-01-17,0.0,38.0,22.0,38.0,2.1,15.43,0.0,0.0,3.9,34.0,42,26,210,28.0
2015-01-18,0.0,46.0,35.0,35.0,2.06,10.51,0.0,0.0,0.0,37.0,40,27,300,19.9
2015-01-19,0.0,42.0,21.0,25.0,1.96,5.37,0.0,0.0,0.0,32.0,41,25,100,12.1
2015-01-20,0.0,40.0,25.0,32.0,2.01,7.38,0.0,0.0,0.0,34.0,36,29,40,17.0
2015-01-21,0.02,36.0,30.0,31.0,1.97,7.61,0.01,0.1,0.0,31.0,33,29,20,14.1
2015-01-22,0.0,35.0,28.0,30.0,1.93,6.93,0.0,0.0,0.0,30.0,31,28,260,15.0
2015-01-23,0.0,33.0,29.0,30.0,1.99,11.41,0.0,0.0,0.0,30.0,31,29,220,17.0
2015-01-24,0.0,33.0,29.0,32.0,1.99,8.05,0.0,0.0,0.0,33.0,43,29,260,18.1
2015-01-25,0.04,45.0,30.0,32.0,1.9,14.54,0.08,0.6,0.0,31.0,34,24,40,25.9
2015-01-26,0.03,32.0,17.0,18.0,1.81,5.59,0.07,1.0,0.0,23.0,26,15,60,13.0
2015-01-27,0.06,30.0,18.0,29.0,1.83,6.04,0.0,0.0,1.2,27.0,32,20,40,13.0
2015-01-28,0.0,34.0,17.0,26.0,1.72,10.96,0.01,0.0,1.2,26.0,34,19,170,19.9
2015-01-29,0.0,36.0,26.0,35.0,1.76,13.87,0.01,0.1,1.2,33.0,35,28,320,25.9
2015-01-30,0.0,35.0,18.0,21.0,1.73,7.38,0.0,0.0,1.2,27.0,30,18,350,19.9
2015-01-31,0.0,29.0,17.0,29.0,1.09,6.93,0.12,1.3,0.0,27.0,36,19,250,16.1
2015-02-01,0.57,38.0,28.0,30.0,1.65,18.34,0.87,16.2,3.9,29.0,31,19,40,30.0
2015-02-02,0.7,30.0,7.0,15.0,1.6,12.75,0.05,1.8,18.1,15.0,19,6,350,23.9
2015-02-03,0.0,20.0,6.0,15.0,1.54,5.37,0.09,1.6,16.9,13.0,26,2,220,15.0
2015-02-04,0.1,28.0,13.0,18.0,1.5,10.51,0.02,0.3,16.1,21.0,25,4,340,19.9
2015-02-05,0.0,22.0,-1.0,5.0,1.38,8.95,0.0,0.0,15.0,7.0,15,-2,240,19.9
2015-02-06,0.0,18.0,4.0,18.0,1.46,8.5,0.0,0.0,14.2,17.0,31,13,250,18.1
2015-02-07,0.0,32.0,17.0,25.0,1.41,7.61,0.0,0.0,14.2,29.0,41,18,200,16.1
2015-02-08,0.0,44.0,25.0,35.0,1.4,9.84,0.01,0.0,9.1,36.0,39,25,10,23.0
2015-02-09,0.02,37.0,25.0,26.0,1.38,12.3,0.0,0.0,5.9,26.0,27,19,10,21.0
2015-02-10,0.01,28.0,18.0,27.0,1.27,7.83,0.0,0.0,5.9,25.0,33,14,160,19.9
2015-02-11,0.0,33.0,26.0,32.0,1.19,13.42,0.0,0.0,5.9,31.0,35,18,310,23.0
2015-02-12,0.0,37.0,8.0,9.0,1.18,12.97,0.0,0.0,5.9,16.0,18,8,340,28.0
2015-02-13,0.0,19.0,2.0,11.0,1.16,10.51,0.0,0.0,5.1,11.0,26,5,220,21.0
2015-02-14,0.0,28.0,10.0,15.0,1.14,19.46,0.0,0.2,5.1,19.0,27,1,330,38.0
2015-02-15,0.0,15.0,-3.0,2.0,0.93,9.17,0.03,0.2,5.1,4.0,15,-3,330,21.0
2015-02-16,0.08,15.0,2.0,5.0,0.89,4.92,0.0,0.0,5.1,12.0,18,5,280,12.1
2015-02-17,0.01,22.0,2.0,18.0,0.82,12.3,0.0,0.1,5.1,17.0,19,8,290,19.9
2015-02-18,0.0,22.0,3.0,4.0,0.7,15.21,0.0,0.0,5.1,7.0,8,-3,290,25.9
2015-02-19,0.0,10.0,-9.0,-8.0,0.71,11.41,0.0,0.0,5.1,-2.0,4,-8,330,23.0
2015-02-20,0.0,5.0,-9.0,5.0,0.59,13.2,0.01,0.2,5.1,3.0,18,-7,170,23.9
2015-02-21,0.0,22.0,5.0,21.0,0.56,4.25,0.0,0.0,5.1,22.0,32,17,200,12.1
2015-02-22,0.0,32.0,15.0,17.0,0.54,13.2,0.0,0.0,5.1,21.0,28,2,330,21.9
2015-02-23,0.0,24.0,-5.0,-1.0,0.27,9.84,0.0,0.0,5.1,4.0,12,-4,350,21.0
2015-02-24,0.0,17.0,-1.0,11.0,0.52,15.88,0.01,0.1,5.1,11.0,29,4,240,25.9
2015-02-25,0.01,31.0,8.0,15.0,0.48,7.83,0.17,2.0,5.1,21.0,26,10,20,15.0
2015-02-26,0.2,20.0,15.0,16.0,0.52,12.53,0.17,3.7,9.8,17.0,19,0,40,19.9
2015-02-27,0.0,22.0,-7.0,3.0,0.49,8.28,0.0,0.0,9.8,6.0,14,-2,260,14.1
2015-02-28,0.0,17.0,-13.0,0.0,0.42,5.37,0.02,0.4,9.1,6.0,21,-10,180,13.0
2015-03-01,0.01,23.0,0.0,18.0,0.4,6.93,0.0,0.0,9.1,18.0,25,10,250,17.0
2015-03-02,0.0,30.0,10.0,18.0,0.46,7.38,0.0,0.0,7.9,21.0,33,13,190,15.0
2015-03-03,0.21,34.0,17.0,29.0,0.5,13.42,0.13,0.7,9.1,28.0,34,24,190,23.0
2015-03-04,0.0,34.0,18.0,19.0,0.44,13.42,0.0,0.0,7.9,24.0,31,10,330,23.0
2015-03-05,0.0,25.0,4.0,8.0,0.51,9.62,0.0,0.0,7.1,12.0,16,3,280,16.1
2015-03-06,0.0,19.0,2.0,10.0,0.48,13.2,0.0,0.0,7.1,12.0,27,0,180,23.9
2015-03-07,0.0,31.0,10.0,31.0,0.47,10.51,0.0,0.0,7.1,32.0,44,24,280,19.9
2015-03-08,0.0,48.0,29.0,32.0,0.45,6.71,0.0,0.0,3.9,35.0,40,28,250,16.1
2015-03-09,0.0,46.0,22.0,25.0,0.2,6.26,0.0,0.0,3.9,37.0,50,25,180,14.1
2015-03-10,0.0,52.0,25.0,38.0,0.96,6.71,0.0,0.0,0.0,40.0,51,35,220,14.1
2015-03-11,0.0,54.0,30.0,39.0,1.02,6.26,0.0,0.0,0.0,42.0,51,30,60,16.1
2015-03-12,0.0,48.0,26.0,33.0,0.98,8.5,0.0,0.0,0.0,42.0,56,28,170,18.1
2015-03-13,0.0,52.0,32.0,35.0,1.03,5.82,0.0,0.0,0.0,47.0,65,37,190,13.0
2015-03-14,0.0,67.0,34.0,43.0,1.07,12.3,0.0,0.0,0.0,51.0,60,37,320,25.9
2015-03-15,0.0,59.0,26.0,30.0,1.05,10.29,0.0,0.0,0.0,45.0,62,29,250,23.9
2015-03-16,0.0,63.0,29.0,53.0,1.1,12.75,0.0,0.0,0.0,58.0,73,42,20,30.0
2015-03-17,0.0,72.0,34.0,35.0,1.13,14.09,0.0,0.0,0.0,45.0,45,28,20,30.0
2015-03-18,0.0,42.0,25.0,32.0,1.11,4.7,0.0,0.0,0.0,37.0,50,28,100,14.1
2015-03-19,0.0,50.0,32.0,37.0,1.1,7.83,0.0,0.0,0.0,42.0,46,37,130,21.9
2015-03-20,0.0,44.0,37.0,41.0,1.12,8.95,0.0,0.0,0.0,42.0,50,38,220,18.1
2015-03-21,0.0,54.0,38.0,41.0,0.2,10.29,0.0,0.0,0.0,42.0,49,32,360,21.0
2015-03-22,0.0,48.0,27.0,32.0,0.2,10.96,0.02,0.2,0.0,32.0,35,26,40,18.1
2015-03-23,0.28,35.0,28.0,29.0,1.15,10.74,0.61,5.6,2.0,29.0,31,28,100,17.0
2015-03-24,0.18,34.0,23.0,30.0,1.13,11.41,0.04,0.0,5.1,30.0,37,19,100,21.9
