DATE,garden_prcp,garden_maxtmp,garden_mintmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_atmp,ohare_maxtmp,ohare_mintmp,ohare_w2dir,ohare_w2spd
2013-11-26,0.01,31.0,22.0,31.0,6.43,11.86,0.0,0.0,0.0,31.0,34,17,350,25.1
2013-11-27,0.0,34.0,12.0,14.0,6.3,11.41,0.0,0.0,0.0,21.0,29,13,340,23.0
2013-11-28,0.0,29.0,12.0,26.0,5.96,9.17,0.0,0.0,0.0,26.0,34,19,220,18.1
2013-11-29,0.0,34.0,13.0,19.0,5.86,5.14,0.0,0.0,0.0,25.0,36,15,170,12.1
2013-11-30,0.0,37.0,13.0,33.0,5.73,8.28,0.0,0.0,0.0,36.0,50,29,220,16.1
2013-12-01,0.0,51.0,26.0,36.0,5.75,5.59,0.0,0.0,0.0,37.0,42,29,360,12.1
2013-12-02,0.0,41.0,25.0,29.0,5.73,7.38,0.07,0.0,0.0,36.0,44,29,120,16.1
2013-12-03,0.16,43.0,29.0,39.0,5.66,7.61,0.02,0.0,0.0,41.0,50,37,130,15.0
2013-12-04,0.04,49.0,36.0,46.0,5.59,11.63,0.02,0.0,0.0,50.0,56,39,250,29.1
2013-12-05,0.0,56.0,28.0,31.0,5.46,14.32,0.0,0.0,0.0,35.0,39,21,260,25.1
2013-12-06,0.0,31.0,16.0,18.0,5.34,9.62,0.0,0.0,0.0,20.0,21,13,320,17.0
2013-12-07,0.0,20.0,6.0,8.0,5.21,6.93,0.0,0.0,0.0,14.0,21,8,310,13.0
2013-12-08,0.0,22.0,8.0,22.0,5.12,8.72,0.24,3.1,0.0,19.0,26,15,110,19.9
2013-12-09,0.33,26.0,20.0,21.0,4.91,14.54,0.0,0.0,3.1,22.0,25,0,250,25.1
2013-12-10,0.0,23.0,0.0,11.0,4.65,13.65,0.0,0.2,3.1,9.0,21,-6,270,29.1
2013-12-11,0.04,22.0,10.0,16.0,4.3,9.4,0.05,0.7,3.1,16.0,21,1,300,17.0
2013-12-12,0.0,21.0,-2.0,9.0,4.25,10.96,0.0,0.0,3.1,6.0,19,-3,260,19.9
2013-12-13,0.0,20.0,3.0,12.0,4.04,6.04,0.01,0.2,2.0,21.0,32,13,100,15.0
2013-12-14,0.24,31.0,12.0,29.0,3.92,10.96,0.23,4.0,3.1,30.0,31,22,10,16.1
2013-12-15,0.12,30.0,14.0,15.0,3.96,12.3,0.0,0.2,5.0,19.0,22,10,310,23.9
2013-12-16,0.0,16.0,1.0,6.0,3.79,5.59,0.05,0.7,5.1,13.0,21,7,280,15.0
2013-12-17,0.1,23.0,6.0,20.0,3.7,13.42,0.01,0.2,3.9,22.0,33,16,290,21.0
2013-12-18,0.0,33.0,14.0,19.0,3.61,12.53,0.0,0.0,3.9,25.0,35,15,200,25.1
2013-12-19,0.0,36.0,18.0,27.0,3.54,6.93,0.06,0.0,3.1,35.0,39,33,230,18.1
2013-12-20,0.18,38.0,26.0,34.0,3.49,9.4,0.31,0.0,1.2,35.0,36,33,20,18.1
2013-12-21,0.04,34.0,30.0,30.0,3.46,8.5,0.24,0.0,1.2,32.0,35,30,50,23.0
2013-12-22,0.27,35.0,30.0,33.0,3.43,11.18,0.2,0.0,0.0,33.0,34,24,40,21.0
2013-12-23,0.01,33.0,20.0,20.0,3.39,12.53,0.0,0.1,0.0,20.0,26,-1,270,21.0
2013-12-24,0.04,21.0,-2.0,3.0,3.38,8.95,0.01,0.1,0.0,4.0,18,-2,160,15.0
2013-12-25,0.04,21.0,2.0,21.0,3.24,10.29,0.07,1.2,0.0,20.0,27,18,200,18.1
2013-12-26,0.07,22.0,13.0,16.0,3.24,9.84,0.0,0.0,1.2,23.0,34,14,270,23.0
2013-12-27,0.01,33.0,16.0,20.0,3.24,9.62,0.0,0.0,0.0,33.0,41,21,230,21.9
2013-12-28,0.0,42.0,20.0,35.0,3.34,12.75,0.0,0.0,0.0,40.0,50,33,210,21.9
2013-12-29,0.0,50.0,33.0,34.0,3.34,11.63,0.01,0.0,0.0,35.0,40,11,330,21.0
2013-12-30,0.0,35.0,-1.0,0.0,3.34,7.38,0.04,0.5,0.0,10.0,13,1,320,17.0
2013-12-31,0.03,13.0,0.0,3.0,3.24,8.05,0.3,3.0,1.2,8.0,12,2,260,15.0
2014-01-01,0.25,23.0,3.0,21.0,3.15,11.41,0.25,2.1,3.1,16.0,22,10,60,19.9
2014-01-02,0.33,27.0,18.0,18.0,2.91,12.75,0.22,5.8,5.9,19.0,21,-1,340,21.9
2014-01-03,0.04,20.0,-7.0,-2.0,2.69,14.99,0.0,0.0,7.9,4.0,20,-12,190,35.1
2014-01-04,0.0,25.0,-2.0,25.0,2.88,14.32,0.26,3.0,7.1,24.0,31,19,200,27.1
2014-01-05,0.45,30.0,18.0,19.0,2.82,16.78,0.59,8.7,9.1,21.0,29,-3,310,31.1
2014-01-06,0.22,19.0,-16.0,-16.0,2.63,18.79,0.0,0.0,11.0,-8.0,-2,-16,300,28.0
2014-01-07,0.0,-11.0,-16.0,-11.0,2.45,9.62,0.0,0.0,9.8,-7.0,3,-12,240,18.1
2014-01-08,0.0,5.0,-11.0,0.0,1.99,4.47,0.0,0.0,9.8,3.0,17,-6,300,10.1
2014-01-09,0.0,16.0,-13.0,0.0,1.89,5.59,0.01,0.3,9.1,8.0,27,-4,150,14.1
2014-01-10,0.01,31.0,-7.0,31.0,1.86,10.51,0.8,0.0,9.1,30.0,40,27,180,19.9
2014-01-11,0.81,40.0,31.0,35.0,1.94,13.87,0.06,0.0,2.0,37.0,40,31,280,21.9
2014-01-12,0.0,35.0,27.0,29.0,1.96,16.11,0.0,0.0,1.2,33.0,44,28,220,28.0
2014-01-13,0.0,43.0,29.0,39.0,2.06,10.96,0.0,0.0,0.0,41.0,45,27,210,25.1
2014-01-14,0.0,48.0,25.0,32.0,2.12,15.21,0.01,0.0,0.0,30.0,35,22,270,33.1
2014-01-15,0.01,35.0,14.0,15.0,2.05,11.86,0.0,0.1,0.0,20.0,22,15,210,19.9
2014-01-16,0.0,27.0,14.0,27.0,2.09,16.33,0.01,0.3,0.0,25.0,34,19,270,25.9
2014-01-17,0.03,34.0,12.0,12.0,2.07,12.3,0.04,1.1,0.0,18.0,20,12,270,17.0
2014-01-18,0.01,19.0,10.0,13.0,1.91,6.49,0.12,2.4,1.2,15.0,21,7,130,16.1
2014-01-19,0.1,22.0,11.0,18.0,1.86,14.09,0.0,0.0,3.1,19.0,37,10,250,25.9
2014-01-20,0.0,37.0,17.0,29.0,1.81,11.63,0.18,3.4,1.2,33.0,35,13,360,23.9
2014-01-21,0.52,32.0,0.0,2.0,1.73,14.09,0.07,2.5,5.9,10.0,13,0,340,25.9
2014-01-22,0.0,13.0,-6.0,6.0,1.63,12.3,0.0,0.6,5.1,6.0,15,0,320,23.0
2014-01-23,0.01,15.0,-4.0,-1.0,1.49,14.32,0.0,0.0,5.1,3.0,10,-5,290,21.0
2014-01-24,0.0,11.0,-7.0,5.0,1.28,20.13,0.02,0.4,3.9,5.0,28,-6,220,38.0
2014-01-25,0.07,32.0,5.0,22.0,1.37,17.9,0.0,0.0,3.9,23.0,33,7,330,32.0
2014-01-26,0.15,22.0,5.0,12.0,1.4,16.11,0.17,2.4,5.1,15.0,31,6,300,33.1
2014-01-27,0.0,30.0,-4.0,-3.0,1.35,16.11,0.0,0.0,3.9,5.0,6,-7,300,25.9
2014-01-28,0.0,0.0,-13.0,-10.0,1.03,11.86,0.0,0.0,3.1,-5.0,3,-11,250,21.0
2014-01-29,0.0,5.0,-10.0,5.0,0.85,12.97,0.0,0.0,3.1,8.0,23,1,200,23.9
2014-01-30,0.0,23.0,5.0,23.0,0.85,18.12,0.0,0.4,3.1,24.0,33,20,210,36.9
2014-01-31,0.0,32.0,15.0,16.0,0.91,5.59,0.01,0.2,3.1,24.0,28,17,320,16.1
2014-02-01,0.24,28.0,16.0,27.0,0.85,6.93,0.43,3.8,3.9,25.0,31,20,20,14.1
2014-02-02,0.08,34.0,11.0,13.0,0.78,7.83,0.0,0.0,5.9,19.0,21,-1,320,14.1
2014-02-03,0.0,22.0,-10.0,4.0,0.73,3.8,0.0,0.0,5.9,8.0,21,-6,270,8.9
2014-02-04,0.0,26.0,3.0,13.0,0.68,6.93,0.08,1.3,5.9,15.0,24,7,40,18.1
2014-02-05,0.37,24.0,10.0,22.0,0.66,13.2,0.35,5.7,9.8,23.0,25,9,20,25.1
2014-02-06,0.5,25.0,0.0,3.0,0.68,12.3,0.0,0.0,11.8,7.0,14,-2,270,19.9
2014-02-07,0.0,9.0,-5.0,0.0,0.48,10.51,0.0,0.0,11.0,2.0,11,-4,250,21.0
2014-02-08,0.0,14.0,-2.0,11.0,0.5,4.92,0.07,2.5,11.0,10.0,16,5,220,10.1
2014-02-09,0.08,19.0,3.0,8.0,0.45,9.4,0.0,0.0,13.0,14.0,19,4,290,19.9
2014-02-10,0.0,20.0,-7.0,0.0,0.48,8.95,0.0,0.0,13.0,6.0,12,-3,330,15.0
2014-02-11,0.0,12.0,-10.0,-1.0,0.34,5.82,0.0,0.0,11.8,4.0,14,-8,180,10.1
2014-02-12,0.0,19.0,-5.0,10.0,0.3,6.49,0.0,0.0,11.8,8.0,24,-5,160,12.1
2014-02-13,0.0,26.0,9.0,20.0,0.3,11.41,0.0,0.1,11.0,22.0,32,10,290,30.0
2014-02-14,0.0,32.0,11.0,13.0,0.37,9.84,0.0,0.0,9.1,20.0,22,12,340,17.0
2014-02-15,0.0,23.0,3.0,7.0,0.2,7.38,0.04,0.7,9.1,15.0,24,3,220,15.0
2014-02-16,0.02,24.0,7.0,20.0,0.2,10.51,0.0,0.0,9.8,20.0,29,17,120,16.1
2014-02-17,0.0,27.0,14.0,19.0,0.45,14.54,0.35,5.0,9.1,24.0,28,23,130,25.9
2014-02-18,0.37,27.0,14.0,26.0,0.36,12.3,0.0,0.0,14.2,31.0,46,16,200,30.0
2014-02-19,0.0,48.0,25.0,35.0,0.51,7.38,0.0,0.0,7.1,38.0,44,30,250,15.0
2014-02-20,0.49,50.0,32.0,34.0,0.52,13.87,1.16,0.1,5.9,36.0,49,34,230,38.9
2014-02-21,0.58,49.0,25.0,26.0,0.59,23.26,0.0,0.3,3.9,34.0,37,26,250,38.0
2014-02-22,0.0,33.0,20.0,23.0,0.62,11.63,0.0,0.0,3.1,28.0,35,21,270,17.0
2014-02-23,0.0,37.0,14.0,15.0,0.69,12.75,0.0,0.0,3.1,23.0,28,15,280,21.0
2014-02-24,0.0,29.0,10.0,15.0,0.66,12.3,0.0,0.0,2.0,18.0,25,12,270,21.9
2014-02-25,0.0,26.0,13.0,15.0,0.54,12.97,0.0,0.0,2.0,18.0,22,6,300,18.1
2014-02-26,0.0,25.0,-1.0,2.0,0.54,15.43,0.0,0.0,2.0,8.0,18,1,230,25.9
2014-02-27,0.0,17.0,1.0,4.0,0.49,11.86,0.0,0.0,2.0,11.0,18,4,330,29.1
2014-02-28,0.0,12.0,-5.0,10.0,0.28,9.17,0.0,0.0,2.0,12.0,30,3,180,21.0
2014-03-01,0.06,29.0,10.0,20.0,0.2,9.4,0.29,3.7,3.1,25.0,31,11,350,16.1
2014-03-02,0.3,24.0,7.0,8.0,0.2,11.18,0.09,1.4,5.9,11.0,14,1,330,17.0
2014-03-03,0.0,17.0,-4.0,5.0,0.25,4.92,0.0,0.0,5.9,7.0,19,-2,340,14.1
2014-03-04,0.02,19.0,3.0,15.0,0.21,6.04,0.0,0.1,5.1,16.0,27,12,260,12.1
2014-03-05,0.3,30.0,15.0,20.0,0.22,12.08,0.15,1.7,5.1,21.0,23,19,50,18.1
2014-03-06,0.01,26.0,13.0,18.0,0.21,6.71,0.0,0.0,5.9,22.0,33,16,90,14.1
2014-03-07,0.0,29.0,11.0,29.0,0.2,7.61,0.0,0.0,5.1,29.0,47,13,210,17.0
2014-03-08,0.0,50.0,28.0,28.0,0.2,10.51,0.02,0.3,2.0,33.0,38,21,40,23.0
2014-03-09,0.0,32.0,12.0,15.0,0.2,12.3,0.0,0.0,2.0,27.0,42,19,230,23.9
2014-03-10,0.0,43.0,15.0,40.0,0.3,11.41,0.0,0.0,1.2,44.0,53,40,230,21.0
2014-03-11,0.0,55.0,36.0,38.0,0.27,9.17,0.14,0.4,0.0,44.0,50,34,50,23.0
2014-03-12,0.25,48.0,28.0,28.0,0.27,15.21,0.48,3.2,3.1,31.0,34,14,20,29.1
2014-03-13,0.0,28.0,15.0,15.0,0.26,10.74,0.0,0.0,3.1,22.0,39,11,200,23.0
2014-03-14,0.0,45.0,15.0,44.0,0.4,17.9,0.0,0.0,2.0,43.0,53,37,290,33.1
2014-03-15,0.0,53.0,29.0,31.0,0.2,10.29,0.0,0.2,0.0,37.0,40,27,40,21.9
2014-03-16,0.01,38.0,17.0,19.0,0.43,17.9,0.0,0.0,0.0,24.0,27,19,30,29.1
2014-03-17,0.0,24.0,18.0,22.0,0.32,8.28,0.0,0.0,0.0,26.0,40,20,180,15.0
2014-03-18,0.0,35.0,22.0,34.0,0.36,11.41,0.0,0.0,0.0,37.0,52,27,130,23.0
2014-03-19,0.13,47.0,34.0,44.0,0.36,12.75,0.19,0.0,0.0,44.0,46,34,300,25.1
2014-03-20,0.0,45.0,29.0,32.0,0.39,7.61,0.04,0.7,0.0,37.0,47,30,300,21.0
2014-03-21,0.0,47.0,26.0,34.0,0.2,11.41,0.0,0.0,0.0,41.0,58,30,300,23.0
2014-03-22,0.0,57.0,33.0,36.0,0.2,13.42,0.0,0.0,0.0,42.0,41,26,320,23.9
2014-03-23,0.0,40.0,19.0,20.0,0.2,9.84,0.0,0.0,0.0,27.0,32,19,360,17.0
2014-03-24,0.0,31.0,17.0,22.0,0.36,7.38,0.0,0.0,0.0,26.0,36,20,270,15.0
2014-03-25,0.02,36.0,20.0,25.0,0.4,13.2,0.05,0.6,1.2,27.0,31,20,330,23.0
2014-03-26,0.0,30.0,12.0,19.0,0.47,10.51,0.0,0.0,0.0,26.0,39,15,190,25.9
2014-03-27,0.0,40.0,19.0,35.0,0.52,17.45,0.2,0.0,0.0,39.0,55,34,200,29.1
2014-03-28,0.25,55.0,34.0,36.0,0.61,11.86,0.06,0.0,0.0,44.0,55,34,250,32.0
2014-03-29,0.0,41.0,31.0,33.0,0.7,10.07,0.0,0.0,0.0,36.0,41,28,20,21.0
2014-03-30,0.0,39.0,22.0,27.0,0.69,6.04,0.0,0.0,0.0,38.0,57,25,200,17.0
2014-03-31,0.0,59.0,27.0,49.0,0.73,17.22,0.0,0.0,0.0,52.0,68,41,170,31.1
2014-04-01,0.0,68.0,32.0,33.0,0.74,18.79,0.0,0.0,0.0,46.0,57,32,250,32.0
2014-04-02,0.0,48.0,29.0,36.0,0.83,10.29,0.0,0.0,0.0,41.0,45,34,40,17.0
2014-04-03,0.26,41.0,33.0,37.0,0.84,13.65,0.53,0.0,0.0,38.0,43,35,100,29.1
2014-04-04,0.34,43.0,34.0,43.0,0.91,16.55,0.0,0.0,0.0,40.0,48,34,260,30.0
2014-04-05,0.0,48.0,29.0,34.0,0.95,5.82,0.0,0.0,0.0,40.0,51,31,250,13.0
2014-04-06,0.0,47.0,29.0,40.0,0.95,6.49,0.0,0.0,0.0,42.0,57,31,200,14.1
2014-04-07,0.0,55.0,30.0,40.0,1.08,6.71,0.0,0.0,0.0,45.0,54,36,40,19.9
2014-04-08,0.03,51.0,39.0,47.0,1.05,6.93,0.02,0.0,0.0,50.0,60,40,50,16.1
2014-04-09,0.0,55.0,30.0,38.0,1.11,9.17,0.0,0.0,0.0,49.0,62,33,210,23.0
2014-04-10,0.0,63.0,38.0,57.0,1.18,12.53,0.0,0.0,0.0,58.0,66,41,200,28.0
2014-04-11,0.0,65.0,32.0,41.0,1.21,6.71,0.0,0.0,0.0,55.0,70,37,260,19.9
2014-04-12,0.0,70.0,40.0,56.0,1.22,14.99,0.0,0.0,0.0,63.0,80,44,200,33.1
2014-04-13,0.12,78.0,47.0,60.0,1.23,13.2,0.43,0.0,0.0,62.0,69,42,190,30.0
2014-04-14,0.75,68.0,37.0,38.0,1.19,15.66,0.3,1.4,0.0,46.0,63,30,330,28.0
2014-04-15,0.12,42.0,23.0,27.0,1.15,9.4,0.0,0.0,1.2,31.0,38,26,340,15.0
2014-04-16,0.0,37.0,27.0,36.0,1.18,16.11,0.0,0.0,0.0,38.0,52,26,160,25.9
2014-04-17,0.0,52.0,36.0,47.0,1.27,12.3,0.0,0.0,0.0,50.0,62,40,220,21.9
2014-04-18,0.0,63.0,39.0,41.0,1.32,7.83,0.0,0.0,0.0,48.0,51,38,40,19.9
2014-04-19,0.0,47.0,34.0,39.0,1.4,9.17,0.0,0.0,0.0,46.0,66,37,120,16.1
2014-04-20,0.0,56.0,39.0,52.0,1.48,10.07,0.0,0.0,0.0,60.0,79,41,200,17.0
2014-04-21,0.0,79.0,51.0,63.0,1.53,8.95,0.0,0.0,0.0,67.0,74,58,270,18.1
2014-04-22,0.0,74.0,40.0,45.0,1.61,11.41,0.0,0.0,0.0,54.0,61,36,340,21.9
2014-04-23,0.0,55.0,34.0,39.0,1.68,8.72,0.02,0.0,0.0,42.0,51,33,40,17.0
2014-04-24,0.05,47.0,37.0,45.0,1.72,14.99,0.06,0.0,0.0,49.0,64,39,140,28.0
2014-04-25,0.21,62.0,41.0,47.0,1.78,12.75,0.22,0.0,0.0,56.0,70,45,270,28.0
2014-04-26,0.0,69.0,40.0,44.0,1.72,13.2,0.0,0.0,0.0,52.0,57,40,40,23.0
2014-04-27,0.02,46.0,38.0,43.0,1.72,16.55,0.03,0.0,0.0,47.0,60,42,110,25.9
2014-04-28,0.23,53.0,42.0,43.0,1.9,16.11,0.61,0.0,0.0,50.0,55,45,110,28.0
2014-04-29,0.36,51.0,42.0,43.0,1.97,7.83,0.61,0.0,0.0,52.0,59,47,200,25.1
2014-04-30,0.4,58.0,42.0,52.0,1.99,10.51,0.01,0.0,0.0,50.0,53,43,250,19.9
2014-05-01,0.04,56.0,41.0,43.0,2.29,13.42,0.09,0.0,0.0,45.0,49,42,240,23.0
2014-05-02,0.05,51.0,42.0,48.0,2.32,11.41,0.0,0.0,0.0,48.0,53,46,240,21.0
2014-05-03,0.0,53.0,46.0,50.0,2.35,14.76,0.0,0.0,0.0,55.0,67,46,280,29.1
2014-05-04,0.0,66.0,48.0,51.0,2.37,10.07,0.0,0.0,0.0,55.0,58,44,100,16.1
2014-05-05,0.0,54.0,39.0,46.0,2.52,13.2,0.05,0.0,0.0,49.0,55,43,40,21.0
2014-05-06,0.0,51.0,38.0,48.0,2.63,13.65,0.0,0.0,0.0,50.0,63,41,70,21.9
2014-05-07,0.0,56.0,44.0,51.0,2.75,8.95,0.0,0.0,0.0,59.0,78,48,40,21.9
2014-05-08,0.0,72.0,47.0,71.0,3.08,14.32,0.1,0.0,0.0,69.0,89,51,220,38.9
2014-05-09,1.66,90.0,64.0,65.0,3.23,16.11,1.03,0.0,0.0,71.0,73,54,240,28.0
2014-05-10,0.01,75.0,46.0,57.0,3.31,6.93,0.0,0.0,0.0,62.0,77,47,280,18.1
2014-05-11,0.0,76.0,48.0,67.0,3.43,8.95,0.12,0.0,0.0,67.0,81,52,150,23.9
2014-05-12,0.09,83.0,60.0,72.0,3.51,12.08,2.09,0.0,0.0,72.0,84,64,250,49.0
2014-05-13,3.3,85.0,63.0,66.0,3.56,12.3,0.12,0.0,0.0,65.0,67,52,280,19.9
2014-05-14,0.01,66.0,49.0,52.0,3.64,12.08,0.02,0.0,0.0,53.0,56,44,40,21.0
2014-05-15,0.59,57.0,40.0,40.0,3.61,13.65,0.19,0.0,0.0,47.0,55,40,350,23.9
2014-05-16,0.08,54.0,35.0,37.0,3.65,8.05,0.1,0.0,0.0,41.0,46,37,30,15.0
2014-05-17,0.08,46.0,36.0,45.0,3.81,8.5,0.0,0.0,0.0,48.0,60,39,240,17.0
2014-05-18,0.0,60.0,45.0,55.0,4.03,10.51,0.0,0.0,0.0,56.0,69,47,250,18.1
2014-05-19,0.0,72.0,48.0,58.0,4.38,13.42,0.0,0.0,0.0,59.0,69,45,150,30.0
2014-05-20,0.0,70.0,57.0,66.0,4.94,11.18,0.82,0.0,0.0,71.0,85,62,180,21.9
2014-05-21,0.88,86.0,55.0,55.0,5.32,7.61,0.01,0.0,0.0,75.0,86,63,280,21.0
2014-05-22,0.0,86.0,53.0,60.0,5.3,6.71,0.0,0.0,0.0,67.0,70,53,90,14.1
2014-05-23,0.0,65.0,45.0,53.0,5.31,6.49,0.0,0.0,0.0,59.0,69,48,50,15.0
2014-05-24,0.0,63.0,43.0,53.0,5.51,5.14,0.0,0.0,0.0,60.0,74,47,80,12.1
2014-05-25,0.0,68.0,45.0,61.0,5.84,4.92,0.0,0.0,0.0,66.0,83,50,90,13.0
2014-05-26,0.0,77.0,57.0,70.0,6.13,7.61,0.0,0.0,0.0,74.0,87,61,180,23.9
2014-05-27,0.11,89.0,67.0,73.0,6.5,10.07,0.21,0.0,0.0,75.0,85,58,20,21.9
2014-05-28,0.19,86.0,53.0,54.0,6.93,9.4,0.03,0.0,0.0,64.0,71,56,40,19.9
2014-05-29,0.0,61.0,49.0,55.0,7.35,8.95,0.0,0.0,0.0,63.0,76,54,50,18.1
2014-05-30,0.0,68.0,49.0,55.0,7.8,6.93,0.0,0.0,0.0,65.0,79,53,50,15.0
2014-05-31,0.0,73.0,50.0,59.0,8.16,8.05,0.0,0.0,0.0,71.0,88,54,100,18.1
2014-06-01,0.0,78.0,59.0,72.0,8.23,12.97,0.0,0.0,0.0,75.0,90,63,180,29.1
2014-06-02,0.0,90.0,71.0,75.0,7.99,14.54,0.14,0.0,0.0,76.0,83,68,240,35.1
2014-06-03,0.06,83.0,67.0,69.0,7.68,9.84,0.0,0.0,0.0,75.0,81,66,300,23.0
2014-06-04,0.06,79.0,57.0,64.0,7.59,9.4,0.19,0.0,0.0,66.0,70,55,50,17.0
2014-06-05,0.09,65.0,47.0,55.0,7.64,6.04,0.0,0.0,0.0,63.0,76,52,90,13.0
2014-06-06,0.0,72.0,47.0,63.0,7.93,4.92,0.0,0.0,0.0,67.0,81,49,110,14.1
2014-06-07,0.0,78.0,51.0,65.0,8.05,7.61,0.08,0.0,0.0,71.0,84,57,320,19.9
2014-06-08,0.3,82.0,52.0,55.0,7.91,14.09,0.23,0.0,0.0,65.0,72,54,20,23.9
2014-06-09,0.0,64.0,50.0,57.0,7.86,8.5,0.0,0.0,0.0,65.0,78,55,40,16.1
2014-06-10,0.0,65.0,50.0,55.0,7.88,10.29,1.26,0.0,0.0,60.0,66,56,50,21.0
2014-06-11,2.39,60.0,51.0,55.0,7.89,7.38,0.52,0.0,0.0,60.0,67,57,40,16.1
2014-06-12,0.03,65.0,50.0,64.0,7.87,10.07,0.0,0.0,0.0,68.0,79,58,270,23.9
2014-06-13,0.0,81.0,52.0,60.0,8.31,9.84,0.0,0.0,0.0,66.0,75,55,320,18.1
2014-06-14,0.0,72.0,47.0,62.0,8.59,8.28,0.0,0.0,0.0,66.0,79,52,170,18.1
2014-06-15,0.0,78.0,56.0,67.0,9.19,15.66,0.0,0.0,0.0,72.0,84,60,170,32.0
2014-06-16,0.0,84.0,64.0,73.0,9.76,8.72,0.0,0.0,0.0,78.0,88,67,180,17.0
2014-06-17,0.01,86.0,72.0,78.0,10.09,12.53,0.0,0.0,0.0,82.0,91,77,210,28.0
2014-06-18,0.02,91.0,63.0,63.0,10.27,10.29,0.65,0.0,0.0,78.0,82,61,120,32.0
2014-06-19,0.17,78.0,54.0,57.0,10.65,8.28,0.32,0.0,0.0,66.0,79,59,70,17.0
2014-06-20,0.09,72.0,57.0,66.0,11.15,8.5,0.01,0.0,0.0,74.0,85,63,310,16.1
2014-06-21,0.01,85.0,56.0,59.0,11.45,7.38,1.28,0.0,0.0,69.0,84,60,330,31.1
2014-06-22,1.68,79.0,59.0,63.0,11.81,4.92,0.0,0.0,0.0,70.0,82,63,70,12.1
2014-06-23,0.01,69.0,56.0,65.0,12.2,5.59,0.05,0.0,0.0,71.0,81,66,150,12.1
2014-06-24,0.36,83.0,61.0,66.0,12.83,4.7,0.41,0.0,0.0,77.0,87,70,340,25.1
2014-06-25,0.21,82.0,56.0,59.0,13.12,7.38,0.0,0.0,0.0,69.0,80,59,40,18.1
2014-06-26,0.0,68.0,56.0,58.0,13.24,6.71,0.0,0.0,0.0,64.0,78,59,70,10.1
2014-06-27,0.0,70.0,56.0,59.0,13.66,9.84,0.0,0.0,0.0,71.0,88,59,190,18.1
2014-06-28,0.0,83.0,58.0,71.0,14.03,12.08,0.0,0.0,0.0,79.0,87,71,140,25.1
2014-06-29,0.13,87.0,68.0,72.0,13.93,12.97,0.07,0.0,0.0,77.0,85,69,260,29.1
2014-06-30,0.26,87.0,69.0,75.0,13.65,12.53,2.6,0.0,0.0,79.0,87,67,310,31.1
2014-07-01,2.12,90.0,65.0,70.0,13.32,12.3,0.0,0.0,0.0,72.0,80,67,250,23.9
2014-07-02,0.0,81.0,60.0,64.0,13.35,9.62,0.12,0.0,0.0,67.0,70,56,280,18.1
2014-07-03,0.19,70.0,55.0,57.0,13.55,6.71,0.07,0.0,0.0,63.0,76,56,40,16.1
2014-07-04,0.0,73.0,55.0,62.0,13.89,7.16,0.0,0.0,0.0,68.0,79,58,100,13.0
2014-07-05,0.0,74.0,55.0,66.0,14.13,8.28,0.0,0.0,0.0,69.0,77,60,230,19.9
2014-07-06,0.0,79.0,64.0,67.0,14.41,12.3,0.0,0.0,0.0,73.0,87,63,220,21.9
2014-07-07,0.51,88.0,67.0,75.0,14.77,8.5,0.63,0.0,0.0,80.0,88,71,240,25.1
2014-07-08,0.22,89.0,67.0,70.0,14.88,12.08,0.54,0.0,0.0,76.0,81,66,280,23.0
2014-07-09,0.0,81.0,60.0,66.0,15.08,8.5,0.0,0.0,0.0,72.0,80,62,320,19.9
2014-07-10,0.0,77.0,54.0,65.0,15.46,4.47,0.0,0.0,0.0,70.0,79,60,60,14.1
2014-07-11,0.0,75.0,56.0,65.0,15.72,5.37,0.01,0.0,0.0,70.0,81,60,160,14.1
2014-07-12,0.01,82.0,65.0,73.0,15.95,10.51,0.47,0.0,0.0,74.0,80,70,270,29.1
2014-07-13,0.77,80.0,67.0,69.0,16.12,9.62,0.01,0.0,0.0,76.0,85,68,250,16.1
2014-07-14,0.03,86.0,59.0,66.0,16.23,8.05,0.2,0.0,0.0,72.0,80,61,310,23.0
2014-07-15,0.14,80.0,54.0,59.0,16.24,10.51,0.05,0.0,0.0,63.0,70,55,350,21.0
2014-07-16,0.18,71.0,54.0,62.0,16.26,7.38,0.0,0.0,0.0,63.0,72,55,350,18.1
2014-07-17,0.0,71.0,51.0,62.0,16.41,5.59,0.0,0.0,0.0,66.0,78,54,100,13.0
2014-07-18,0.0,76.0,57.0,68.0,16.63,6.93,0.0,0.0,0.0,70.0,79,59,130,18.1
2014-07-19,0.0,79.0,56.0,64.0,17.01,4.7,0.0,0.0,0.0,70.0,80,57,100,14.1
2014-07-20,0.0,80.0,58.0,67.0,17.34,4.47,0.0,0.0,0.0,72.0,82,60,210,10.1
2014-07-21,0.0,81.0,60.0,71.0,17.56,7.16,0.0,0.0,0.0,75.0,86,63,190,15.0
2014-07-22,0.0,87.0,70.0,75.0,17.4,11.86,0.01,0.0,0.0,79.0,90,69,30,23.0
2014-07-23,0.04,91.0,60.0,63.0,16.96,16.11,0.0,0.0,0.0,73.0,75,59,20,25.1
2014-07-24,0.0,72.0,53.0,63.0,16.85,8.72,0.0,0.0,0.0,65.0,75,57,50,14.1
2014-07-25,0.0,73.0,53.0,65.0,16.81,9.17,0.0,0.0,0.0,66.0,75,55,230,21.0
