STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN,TOBS
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-01,0.0,58.0,27.0,31.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-02,0.0,41.0,25.0,28.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-03,0.0,46.0,21.0,30.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-04,0.0,41.0,25.0,33.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-05,0.0,60.0,33.0,38.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-06,0.0,45.0,34.0,43.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-07,0.15,69.0,42.0,45.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-08,0.51,56.0,36.0,46.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-09,0.06,63.0,37.0,39.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-10,0.21,49.0,37.0,39.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-11,0.84,41.0,37.0,39.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-12,0.23,43.0,36.0,38.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-13,0.02,44.0,34.0,36.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-14,0.01,47.0,33.0,40.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-15,0.02,65.0,39.0,58.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-16,0.44,69.0,38.0,42.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-17,0.0,52.0,39.0,42.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-18,2.72,48.0,40.0,46.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-19,0.22,64.0,37.0,39.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-20,0.0,42.0,29.0,33.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-21,,47.0,33.0,40.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-22,0.0,52.0,39.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-23,0.01,66.0,47.0,57.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-24,0.78,60.0,36.0,38.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-25,0.04,52.0,37.0,43.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-26,0.0,53.0,33.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-27,0.0,69.0,49.0,53.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-28,0.02,66.0,47.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-29,0.0,64.0,47.0,61.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-04-30,0.0,75.0,59.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-01,0.0,86.0,63.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-02,0.0,84.0,41.0,43.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-03,0.0,52.0,38.0,41.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-04,0.09,52.0,40.0,51.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-05,0.01,64.0,45.0,55.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-06,0.0,62.0,49.0,55.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-07,0.0,62.0,42.0,59.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-08,0.0,70.0,43.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-09,0.0,70.0,48.0,57.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-10,0.44,70.0,43.0,43.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-11,0.0,51.0,42.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-12,0.0,60.0,37.0,43.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-13,0.0,56.0,35.0,46.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-14,0.0,63.0,42.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-15,0.0,86.0,63.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-16,0.0,81.0,52.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-17,0.0,81.0,49.0,51.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-18,0.0,63.0,50.0,61.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-19,0.0,76.0,54.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-20,0.0,85.0,63.0,77.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-21,1.07,90.0,63.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-22,0.94,83.0,64.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-23,1.38,72.0,45.0,46.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-24,0.01,52.0,40.0,46.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-25,0.0,55.0,37.0,48.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-26,0.0,58.0,38.0,52.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-27,0.01,65.0,49.0,53.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-28,0.26,66.0,51.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-29,0.05,79.0,64.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-30,0.0,82.0,67.0,76.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-05-31,0.67,85.0,62.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-01,0.0,80.0,66.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-02,0.43,78.0,49.0,51.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-03,0.03,52.0,39.0,50.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-04,0.0,69.0,45.0,56.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-05,0.01,69.0,50.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-06,0.15,67.0,53.0,55.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-07,0.13,60.0,49.0,55.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-08,0.0,66.0,43.0,57.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-09,0.0,73.0,57.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-10,0.25,80.0,59.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-11,0.0,76.0,57.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-12,0.0,84.0,62.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-13,0.65,77.0,58.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-14,0.0,69.0,54.0,57.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-15,0.01,72.0,51.0,61.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-16,0.17,77.0,59.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-17,0.0,84.0,57.0,71.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-18,0.07,89.0,53.0,56.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-19,0.0,67.0,50.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-20,0.0,74.0,52.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-21,0.0,85.0,64.0,76.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-22,0.6,83.0,66.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-23,0.02,82.0,67.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-24,0.05,90.0,70.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-25,0.41,87.0,65.0,69.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-26,2.48,85.0,65.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-27,0.12,79.0,61.0,71.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-28,0.0,90.0,66.0,71.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-29,0.31,83.0,61.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-06-30,0.05,70.0,60.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-01,0.0,71.0,58.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-02,0.0,71.0,58.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-03,0.0,68.0,59.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-04,0.05,72.0,55.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-05,0.0,83.0,61.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-06,0.07,84.0,63.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-07,0.0,83.0,63.0,76.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-08,0.01,91.0,74.0,75.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-09,0.78,87.0,67.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-10,0.13,86.0,71.0,78.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-11,0.0,85.0,59.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-12,0.0,79.0,52.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-13,0.0,80.0,58.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-14,0.0,81.0,66.0,75.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-15,0.0,85.0,69.0,77.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-16,0.0,88.0,73.0,82.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-17,0.0,93.0,74.0,81.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-18,0.0,94.0,75.0,82.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-19,0.0,96.0,78.0,82.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-20,0.17,96.0,66.0,73.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-21,0.04,86.0,64.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-22,0.98,85.0,67.0,73.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-23,0.07,86.0,65.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-24,0.0,77.0,58.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-25,0.0,73.0,53.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-26,0.01,78.0,62.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-27,0.4,71.0,58.0,58.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-28,0.0,65.0,54.0,58.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-29,0.0,70.0,55.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-30,0.0,78.0,55.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-07-31,0.06,77.0,63.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-01,0.09,75.0,59.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-02,0.23,81.0,59.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-03,0.0,85.0,60.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-04,0.0,79.0,56.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-05,0.0,74.0,55.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-06,0.2,78.0,64.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-07,0.01,82.0,69.0,76.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-08,0.0,87.0,63.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-09,0.0,76.0,56.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-10,0.0,81.0,63.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-11,0.0,80.0,57.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-12,0.01,79.0,64.0,71.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-13,0.09,84.0,58.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-14,0.0,71.0,55.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-15,0.0,72.0,54.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-16,0.0,77.0,54.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-17,0.0,80.0,50.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-18,0.0,80.0,57.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-19,0.0,80.0,57.0,67.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-20,0.0,86.0,61.0,73.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-21,0.0,88.0,67.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-22,0.0,91.0,69.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-23,0.5,76.0,61.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-24,0.0,81.0,57.0,63.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-25,0.0,84.0,63.0,73.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-26,0.0,91.0,70.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-27,0.0,90.0,70.0,79.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-28,0.0,95.0,70.0,73.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-29,0.0,78.0,65.0,69.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-30,0.0,84.0,66.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-08-31,0.33,96.0,69.0,73.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-01,0.01,79.0,64.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-02,0.05,83.0,62.0,66.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-03,0.0,77.0,54.0,59.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-04,0.0,75.0,54.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-05,0.0,83.0,60.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-06,0.0,73.0,54.0,59.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-07,0.0,84.0,58.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-08,0.0,87.0,67.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-09,0.0,75.0,67.0,72.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-10,0.0,94.0,71.0,79.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-11,0.0,95.0,73.0,74.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-12,0.01,89.0,62.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-13,0.1,81.0,50.0,52.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-14,0.0,66.0,46.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-15,0.09,71.0,49.0,56.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-16,0.81,59.0,50.0,52.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-17,0.0,65.0,47.0,57.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-18,0.0,70.0,55.0,64.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-19,0.24,81.0,64.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-20,0.61,79.0,67.0,70.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-21,0.0,77.0,52.0,54.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-22,0.01,66.0,46.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-23,0.0,67.0,48.0,56.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-24,0.0,65.0,47.0,54.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-25,0.0,70.0,49.0,54.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-26,0.0,70.0,49.0,54.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-27,0.0,73.0,48.0,55.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-28,0.0,78.0,52.0,60.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-29,0.42,82.0,52.0,54.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-09-30,0.0,66.0,44.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-01,0.0,74.0,47.0,65.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-02,0.0,77.0,54.0,56.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-03,0.03,74.0,50.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-04,0.06,77.0,65.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-05,0.01,74.0,60.0,68.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-06,0.91,80.0,52.0,54.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-07,0.0,64.0,43.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-08,0.0,66.0,43.0,46.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-09,0.0,74.0,45.0,48.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-10,0.0,70.0,44.0,48.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-11,0.0,74.0,47.0,53.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-12,0.0,75.0,52.0,62.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-13,0.02,74.0,40.0,44.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-14,0.0,63.0,40.0,53.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-15,0.0,64.0,49.0,56.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-16,0.12,64.0,44.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-17,0.1,55.0,48.0,49.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-18,0.29,52.0,37.0,40.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-19,0.01,51.0,39.0,42.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-20,0.04,56.0,35.0,38.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-21,0.04,60.0,37.0,42.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-22,0.0,50.0,27.0,33.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-23,0.0,44.0,30.0,32.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-24,0.0,46.0,32.0,35.0
USC00111497,"CHICAGO BOTANIC GARDEN, IL US",42.13987,-87.78537,192.0,2013-10-25,0.0,45.0,26.0,30.0
