"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","WDF2","WDF5","WDMV","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-05-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-05-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-05-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-05-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-06-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INPT0059","OGDEN DUNES 0.6 NE, IN US","41.6276","-87.1843","189.0","2007-07-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
