DATE,hh,buoy_wdir,buoy_wspd,buoy_atmp,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_atmp,ohare_maxtmp,ohare_mintmp,ohare_w2dir,ohare_w2spd
2015-10-11,16,222,10.3,21.1,15.0,12.75,0.0,0.0,0.0,62.0,79,51,200,23.0
2015-10-11,17,219,6.3,22.5,15.0,12.75,0.0,0.0,0.0,62.0,79,51,200,23.0
2015-10-11,18,214,17.4,24.1,15.0,12.75,0.0,0.0,0.0,62.0,79,51,200,23.0
2015-10-11,19,201,9.0,25.0,15.0,12.75,0.0,0.0,0.0,62.0,79,51,200,23.0
2015-10-11,22,201,5.9,24.4,15.0,12.75,0.0,0.0,0.0,62.0,79,51,200,23.0
2015-10-12,0,208,9.5,22.6,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,1,209,12.7,21.8,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,3,191,16.3,19.8,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,4,231,5.9,19.2,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,5,230,5.8,18.8,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,6,210,13.9,18.3,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,7,206,11.9,17.7,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,8,215,13.1,17.4,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,9,194,5.1,17.4,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,10,212,11.3,17.3,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,11,244,9.5,17.1,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,12,211,8.7,17.3,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,13,227,11.2,18.5,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,14,240,2.0,19.5,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,15,284,7.0,20.8,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,16,276,7.8,20.5,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,17,314,7.5,20.6,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,18,223,4.1,21.4,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,19,207,4.8,22.6,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,20,264,5.9,23.3,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,22,276,12.4,21.4,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-12,23,257,13.5,19.2,14.89,15.43,0.0,0.0,0.0,67.0,75,53,280,31.1
2015-10-13,0,287,11.2,18.1,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,1,269,7.8,17.0,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,2,292,5.4,16.1,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,3,296,10.1,14.3,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,4,321,8.2,13.8,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,5,311,9.9,12.3,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,6,271,8.1,11.5,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,7,292,7.9,10.7,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,8,291,6.7,10.6,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,9,265,7.1,10.5,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,10,287,10.6,10.7,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,11,287,5.5,10.4,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,12,264,6.2,10.7,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,13,289,9.5,11.3,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,14,288,10.2,11.2,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,15,302,9.3,11.2,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,16,348,5.3,11.6,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,17,301,6.8,11.8,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,19,275,6.3,14.5,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,20,313,7.3,15.4,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,21,321,3.6,15.7,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-13,23,214,0.8,14.7,14.51,11.63,0.0,0.0,0.0,56.0,63,47,290,23.0
2015-10-14,0,147,1.9,13.8,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,1,120,1.0,13.0,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,2,284,3.9,12.8,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,3,278,4.5,12.4,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,4,285,7.3,11.4,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,5,285,6.4,10.5,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,6,278,5.2,9.8,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,7,286,7.0,9.2,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,8,304,5.1,8.9,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,9,315,9.4,8.5,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,10,281,4.8,8.0,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,11,271,5.6,7.2,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,12,282,4.0,7.5,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,13,289,9.8,8.5,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,14,334,8.8,10.4,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,15,11,10.2,10.8,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,16,13,8.1,11.1,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,17,72,3.0,11.5,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,18,91,3.5,12.3,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,19,107,3.4,13.0,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,20,83,3.0,13.3,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,22,247,3.2,16.1,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-14,23,225,3.3,15.4,14.25,8.05,0.0,0.0,0.0,52.0,63,42,290,17.0
2015-10-15,0,224,2.8,14.6,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,1,231,3.8,14.0,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,2,225,4.2,13.4,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,3,198,3.2,13.0,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,5,208,1.4,11.9,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,6,246,2.7,11.9,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,7,234,6.8,11.7,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,8,210,4.8,11.1,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,9,220,4.0,10.9,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,10,239,8.0,10.8,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,11,219,3.4,10.6,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,12,213,1.8,11.1,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,14,211,4.3,13.6,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,15,242,6.5,14.4,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,16,223,6.4,16.2,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,18,219,4.6,17.3,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,19,186,5.1,19.6,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,20,289,8.1,19.8,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,21,288,13.9,19.9,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-15,23,290,10.4,16.0,14.05,11.18,0.0,0.0,0.0,55.0,69,46,320,33.1
2015-10-16,0,335,6.0,14.5,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,1,328,12.6,13.5,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,2,296,4.7,12.8,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,3,315,1.9,12.1,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,4,287,5.8,10.5,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,5,252,6.1,10.0,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,6,255,6.8,9.2,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,7,266,4.7,8.6,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,8,259,4.0,8.3,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,9,285,6.6,8.1,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,10,269,5.2,7.9,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,11,310,10.0,7.3,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,12,342,9.0,7.3,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,13,338,7.2,8.5,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,14,1,3.9,9.1,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,15,294,6.5,9.7,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,16,332,8.4,9.8,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,17,333,12.0,10.3,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,18,188,3.2,11.5,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,19,323,12.5,11.1,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,20,298,8.9,11.4,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,21,304,7.0,10.9,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,22,317,4.3,10.1,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-16,23,307,5.1,9.4,13.75,11.18,0.0,0.0,0.0,49.0,55,37,320,21.0
2015-10-17,0,330,8.0,8.7,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,1,332,9.6,7.9,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,2,315,5.3,7.4,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,3,302,6.2,6.6,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,4,329,9.3,5.8,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,5,297,6.8,5.2,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,6,297,6.1,4.4,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,7,286,11.3,3.6,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,8,267,7.0,3.1,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,9,293,9.7,3.1,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,10,327,10.1,3.4,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,11,310,10.1,3.3,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,12,324,8.7,2.7,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,13,313,12.7,3.8,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,14,333,10.7,5.6,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,15,313,11.5,6.3,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,16,64,3.1,7.0,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,17,356,1.5,7.8,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,18,314,2.4,9.1,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,19,289,11.0,9.8,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,20,280,11.5,10.6,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,21,293,4.2,10.7,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-17,22,286,6.8,10.3,13.37,9.17,0.0,0.0,0.0,42.0,53,33,310,21.0
2015-10-18,0,293,3.8,9.0,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,1,261,3.6,8.4,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,3,273,3.6,7.2,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,4,271,3.4,6.6,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,5,271,3.1,6.1,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,7,255,4.6,5.3,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,8,264,4.7,4.7,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,9,258,7.1,4.4,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,10,261,5.9,4.6,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,11,284,5.6,4.1,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,12,277,7.1,4.7,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,13,265,4.4,6.7,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,14,302,4.0,9.6,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,15,0,3.4,11.1,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,16,66,3.2,10.9,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,17,54,4.6,11.3,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,18,82,3.7,11.0,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,19,65,3.3,11.2,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,20,131,3.7,11.7,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,21,112,5.5,11.4,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-18,23,142,6.3,11.6,13.11,5.82,0.0,0.0,0.0,45.0,60,33,310,12.1
2015-10-19,0,155,7.5,11.7,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,1,191,3.8,11.9,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,2,213,6.1,11.7,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,3,199,9.2,11.0,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,4,182,7.1,10.5,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,5,204,10.6,10.5,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,6,181,11.4,10.1,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,7,216,6.2,10.3,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,8,212,15.2,10.4,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,10,226,12.5,10.1,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,11,199,16.6,10.2,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,12,220,11.4,10.8,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,13,204,15.0,11.9,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,14,220,10.5,13.3,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,15,211,9.3,15.8,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,16,200,10.7,17.6,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,18,267,7.4,21.0,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,19,191,14.4,21.4,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,20,213,17.7,22.5,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,21,228,11.5,22.1,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,22,220,8.7,21.7,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-19,23,190,99.0,20.8,13.02,18.79,0.0,0.0,0.0,55.0,73,47,210,28.0
2015-10-20,0,185,13.2,19.8,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,1,185,10.5,18.9,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,2,206,8.7,18.4,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,3,194,14.1,17.9,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,4,214,16.3,17.3,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,5,213,13.9,16.8,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,6,208,8.3,16.4,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,7,210,9.3,15.7,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,8,201,10.5,15.3,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,9,202,13.6,15.0,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,10,219,11.2,14.9,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,11,200,10.2,14.3,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,12,214,13.0,14.2,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,13,202,10.8,14.1,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,14,299,3.1,15.6,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,15,211,11.6,17.3,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,16,218,9.0,18.5,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,17,189,3.5,17.1,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,18,110,1.9,20.4,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,19,76,3.8,16.2,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,20,345,2.2,16.6,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,21,212,8.5,23.3,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,22,202,2.5,23.0,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-20,23,291,1.2,17.2,13.01,10.07,0.11,0.0,0.0,64.0,74,57,210,19.9
2015-10-21,0,190,4.9,21.1,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,2,221,4.5,19.6,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,3,180,4.4,14.5,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,4,255,2.5,14.2,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,5,210,7.6,15.8,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,6,162,12.2,16.7,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,7,184,7.3,16.1,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,8,182,10.3,15.7,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,9,205,11.3,15.6,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,10,222,7.7,15.3,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,11,217,11.4,15.5,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,12,216,9.1,15.5,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,13,213,13.2,16.0,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,14,200,7.4,16.8,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,15,206,12.5,18.3,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,16,208,12.3,20.9,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,18,234,5.0,22.6,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,19,219,10.8,22.6,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,20,214,12.3,23.4,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,21,198,6.0,23.8,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,22,214,9.3,23.4,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-21,23,272,6.9,23.0,12.99,10.74,0.01,0.0,0.0,63.0,75,52,230,21.9
2015-10-22,0,286,4.4,22.0,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,1,277,4.9,20.6,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,2,283,9.2,19.4,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,3,263,8.2,19.0,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,4,318,7.4,18.0,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,5,304,4.5,17.3,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,6,314,3.9,16.5,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,7,340,6.3,15.4,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,8,0,4.7,14.8,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,9,348,8.2,14.1,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,10,327,5.5,13.5,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,11,317,5.8,12.8,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,12,354,5.7,12.4,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,13,355,5.0,12.3,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,14,339,4.6,12.7,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,16,1,7.4,12.5,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,17,9,9.4,12.6,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,18,6,9.0,12.7,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,19,6,7.1,12.7,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,20,25,5.7,12.9,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,21,42,3.6,12.6,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,22,48,4.9,12.4,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-22,23,61,9.1,12.6,12.94,7.16,0.0,0.0,0.0,60.0,62,51,30,13.0
2015-10-23,0,68,8.0,12.8,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,1,90,5.1,12.8,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,2,81,5.9,12.9,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,4,80,10.2,13.0,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,5,79,9.5,12.8,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,6,73,11.5,12.8,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,7,88,8.8,12.3,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,8,98,8.2,12.0,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,9,109,6.3,11.7,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
2015-10-23,10,113,7.4,11.8,12.83,11.63,0.16,0.0,0.0,55.0,64,52,130,18.1
