DATE,hh,buoy_wdir,buoy_wspd,buoy_atmp,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_atmp,ohare_maxtmp,ohare_mintmp,ohare_w2dir,ohare_w2spd
2015-01-01,0,235,7.0,-7.4,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,1,253,9.5,-7.4,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,2,210,8.5,-7.4,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,3,249,10.2,-7.3,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,4,246,8.1,-7.0,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,5,247,9.4,-7.1,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,6,234,13.1,-7.5,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,7,231,15.2,-7.7,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,8,272,7.1,-8.0,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,9,207,6.1,-8.2,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,10,241,7.3,-8.5,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,11,259,7.0,-8.5,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,12,255,8.1,-8.6,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,13,245,12.6,-8.7,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,14,241,7.6,-7.9,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,18,254,12.7,-2.4,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,19,217,17.0,-1.2,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,20,227,14.7,-0.6,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,21,222,9.7,-0.8,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,22,228,10.3,-1.3,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-01,23,232,6.5,-1.0,3.53,14.54,0.0,0.0,0.0,20.0,32,14,240,23.9
2015-01-02,0,246,9.7,-1.0,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,1,210,10.0,-1.3,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,2,280,7.6,-1.4,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,3,269,11.6,-1.8,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,4,267,5.7,-2.3,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,5,254,4.5,-2.8,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,6,268,6.5,-3.0,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,7,242,5.5,-3.3,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,8,254,3.5,-3.7,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,9,246,3.1,-3.8,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,10,256,5.1,-4.2,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,11,257,6.5,-4.6,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,12,234,7.6,-4.7,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,13,259,7.2,-4.2,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,14,292,3.8,-3.0,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,15,306,3.0,-1.7,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,17,86,3.2,-1.3,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,18,80,4.0,-1.3,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,19,121,6.3,-0.8,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,20,123,7.0,-0.4,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,21,136,7.8,-0.1,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,22,136,7.8,0.0,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-02,23,148,6.3,0.0,3.5,4.7,0.0,0.0,0.0,26.0,34,15,150,12.1
2015-01-03,0,147,8.2,0.4,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,1,145,5.3,0.1,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,2,141,6.1,0.2,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,3,176,6.2,0.1,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,4,150,5.9,0.1,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,5,143,12.1,0.1,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,6,165,5.3,0.3,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,7,135,2.0,0.5,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,8,132,3.4,-0.4,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,9,132,10.4,-0.6,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,10,134,4.7,-0.2,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,11,145,8.5,0.0,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,12,148,9.3,0.3,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,13,138,11.1,0.4,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,14,136,5.9,0.6,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,15,139,7.0,0.6,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,16,158,2.3,0.8,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,17,185,0.5,0.6,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,18,50,3.2,0.8,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,19,324,2.3,0.9,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,20,339,2.8,1.0,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,21,333,3.6,0.7,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,22,341,5.4,0.8,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-03,23,330,4.2,1.4,3.49,5.59,0.57,0.4,0.0,31.0,34,29,140,13.0
2015-01-04,0,325,5.0,1.4,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,1,322,6.4,1.6,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,2,340,9.0,1.6,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,3,334,7.6,1.5,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,4,346,4.9,1.8,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,5,332,4.1,1.9,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,6,358,6.9,0.9,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,7,331,7.5,1.5,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,8,310,6.8,1.3,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,9,308,5.5,0.6,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,10,297,11.0,0.6,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,11,309,5.5,0.4,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,12,306,8.9,0.2,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,13,286,8.3,0.0,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,14,305,6.6,-0.3,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,15,331,9.9,-0.8,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,16,289,15.7,-2.6,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,17,298,9.5,-3.8,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,18,304,9.0,-5.4,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,19,314,5.9,-6.1,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,20,299,10.9,-6.9,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,21,296,16.9,-7.4,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,22,292,16.0,-9.1,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-04,23,298,12.9,-10.0,3.36,15.88,0.13,2.2,1.2,29.0,33,2,320,25.9
2015-01-05,0,295,10.1,-10.7,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,1,283,8.7,-11.5,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,2,283,9.1,-12.4,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,3,276,14.2,-13.5,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,4,277,8.1,-14.9,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,5,293,14.9,-15.7,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,6,261,8.8,-16.5,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,7,294,10.9,-17.5,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,8,244,7.6,-17.8,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,9,259,9.7,-18.5,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,10,272,12.3,-18.9,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,11,263,8.9,-19.1,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,12,270,8.7,-19.1,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,13,252,7.0,-18.9,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,14,288,12.0,-18.5,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,15,262,12.8,-17.8,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,16,222,11.0,-16.7,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,17,262,5.1,-16.8,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,18,240,6.6,-15.9,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,19,281,10.7,-15.8,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,20,286,8.2,-15.6,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,21,216,7.1,-15.4,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,22,215,5.7,-15.0,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-05,23,198,10.7,-15.0,3.16,10.29,0.15,1.8,2.0,2.0,6,-3,310,21.9
2015-01-06,0,184,10.0,-14.8,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,1,235,7.4,-14.3,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,2,261,5.3,-14.2,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,3,220,5.1,-14.0,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,4,226,2.7,-13.6,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,5,232,1.7,-13.3,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,6,325,2.1,-13.0,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,7,300,2.0,-12.7,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,8,287,5.0,-13.5,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,9,261,6.0,-14.4,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,10,312,6.5,-14.9,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,11,300,5.5,-15.4,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,12,283,6.7,-15.8,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,13,292,10.7,-15.7,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,14,286,9.4,-15.0,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,15,267,13.8,-13.7,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,16,347,2.5,-12.9,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,17,291,13.0,-11.8,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,18,282,15.4,-11.7,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,19,277,14.9,-11.7,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,20,246,6.1,-11.6,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,21,280,16.6,-12.7,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,22,282,7.6,-13.5,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-06,23,275,12.1,-13.5,3.03,13.87,0.01,0.2,3.9,5.0,10,-5,270,23.9
2015-01-07,0,269,7.7,-13.0,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,1,267,14.4,-12.8,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,2,265,18.2,-12.5,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,3,273,13.1,-12.6,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,4,315,9.3,-13.0,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,5,283,14.0,-13.8,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,6,294,12.0,-14.6,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,7,289,12.0,-15.2,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,8,278,7.7,-15.6,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,9,322,15.0,-16.1,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,10,278,8.0,-16.7,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,11,309,15.9,-17.2,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,12,310,12.6,-17.7,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,13,314,9.1,-17.9,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,14,321,17.0,-18.0,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,15,318,9.1,-17.8,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,17,300,13.4,-17.4,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,18,292,7.9,-16.9,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,19,317,14.2,-17.2,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,20,284,9.2,-17.1,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,21,301,11.3,-17.6,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,22,258,7.4,-17.9,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-07,23,240,5.9,-18.4,2.85,17.45,0.0,0.0,3.1,3.0,6,-6,330,28.0
2015-01-08,0,252,8.3,-18.5,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,1,272,13.9,-18.8,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,2,289,14.3,-19.0,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,3,276,11.1,-19.4,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,4,278,14.4,-19.9,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,5,261,4.6,-20.3,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,6,236,2.9,-20.6,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,7,205,2.3,-21.1,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,8,243,3.4,-21.4,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,9,242,9.3,-21.3,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,10,255,15.2,-21.7,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,11,234,8.9,-21.5,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,12,215,9.3,-21.0,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,13,223,15.3,-20.1,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,14,211,12.7,-19.5,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,15,232,19.5,-18.7,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,16,202,14.1,-17.8,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,18,183,26.9,-15.9,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,19,200,13.9,-14.9,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,20,197,11.7,-13.7,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,21,188,12.6,-12.6,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,22,228,8.8,-12.1,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-08,23,230,8.6,-11.1,2.49,17.67,0.06,3.0,3.1,-2.0,18,-8,300,28.0
2015-01-09,0,211,11.5,-10.2,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,1,216,7.4,-9.4,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,2,255,12.6,-8.7,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,3,269,9.5,-7.6,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,4,312,11.3,-10.0,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,5,302,13.9,-10.7,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,6,288,13.4,-12.3,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,7,267,6.2,-12.5,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,8,310,14.7,-12.3,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,9,260,10.6,-12.4,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,10,259,15.6,-12.7,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,11,262,8.9,-14.1,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,12,243,9.5,-14.8,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,13,224,8.7,-15.3,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,14,245,12.1,-15.2,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,15,270,11.9,-15.3,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,16,269,15.1,-15.1,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,17,280,12.9,-15.3,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,18,277,12.9,-15.0,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,19,307,15.3,-15.2,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,20,287,12.5,-15.1,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,21,269,14.4,-15.1,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,22,244,5.9,-15.3,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-09,23,267,15.5,-15.4,2.48,16.55,0.0,0.0,5.1,8.0,11,0,330,30.0
2015-01-10,0,258,11.0,-15.7,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,1,268,8.5,-15.9,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,2,254,13.4,-16.0,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,3,259,9.6,-16.2,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,4,277,12.0,-16.3,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,5,285,13.8,-16.4,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,6,280,7.5,-16.7,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,7,283,12.9,-17.1,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,8,263,7.9,-17.0,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,9,216,5.6,-17.1,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,10,226,7.9,-17.3,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,11,241,6.8,-17.2,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,12,204,2.5,-17.0,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,13,228,8.6,-16.7,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,14,241,7.8,-15.0,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,15,214,9.6,-13.1,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,16,227,10.7,-10.5,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,17,221,12.0,-9.8,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,18,225,10.5,-8.5,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,19,217,6.5,-7.9,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,20,203,10.8,-7.9,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,21,181,10.1,-8.1,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,22,159,6.1,-7.7,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-10,23,188,8.6,-6.9,2.37,11.63,0.0,0.0,3.9,5.0,24,-2,180,21.9
2015-01-11,0,221,16.5,-6.1,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,1,204,9.0,-5.6,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,2,193,11.8,-5.1,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,3,172,11.9,-4.7,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,4,201,13.0,-4.3,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,5,196,7.6,-4.2,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,6,207,12.2,-3.9,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,7,211,7.0,-3.8,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,8,203,7.4,-4.0,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,9,201,12.1,-4.1,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,10,209,8.7,-3.8,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,11,212,13.2,-3.9,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,12,211,8.5,-4.1,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,13,199,9.1,-3.7,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,14,209,8.3,-2.8,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,15,207,7.1,-1.7,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,16,246,8.0,-1.0,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,17,227,6.9,0.1,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,18,207,3.1,0.6,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,19,206,11.1,0.6,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
2015-01-11,20,234,2.4,0.6,2.23,8.28,0.19,2.6,3.9,26.0,32,22,180,18.1
