DATE,lake_temp,buoy_wdir,buoy_wspd,buoy_atmp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_atmp,ohare_maxtmp,ohare_mintmp,ohare_w2dir,ohare_w2spd
2017-01-05,4.14,276.6666666666667,9.395833333333334,-12.5375,12.75,0.0,0.0,0.0,9.0,13,3,270,19.9
2017-01-06,3.58,280.5,8.15,-15.208333333333336,10.07,0.0,0.0,0.0,4.0,9,0,260,16.1
2017-01-07,3.51,275.9583333333333,7.258333333333335,-13.5,10.74,0.0,0.0,0.0,6.0,18,0,330,21.9
2017-01-08,3.4,258.9583333333333,7.2375000000000025,-12.104166666666664,9.62,0.0,0.0,0.0,9.0,19,2,200,21.0
2017-01-09,3.36,197.3333333333333,9.0875,-5.187499999999999,12.97,0.02,0.2,0.0,22.0,33,19,190,21.9
2017-01-10,3.35,194.0,14.433333333333332,4.079166666666667,23.26,0.2,0.0,0.0,38.0,51,25,260,40.0
2017-01-11,3.28,233.29166666666663,11.516666666666667,0.625,12.08,0.33,0.0,0.0,32.0,43,25,10,21.9
2017-01-12,3.22,321.9166666666667,12.458333333333336,-2.9791666666666665,11.18,0.05,0.2,0.0,26.0,28,19,20,17.0
2017-01-13,3.16,271.4583333333333,9.675,-5.624999999999999,8.95,0.0,0.0,0.0,20.0,27,16,20,15.0
2017-01-14,3.11,117.58333333333331,5.004166666666666,-1.3916666666666666,4.7,0.0,0.0,0.0,29.0,35,21,330,8.9
2017-01-15,3.1,220.7083333333333,3.287500000000001,-2.025,2.24,0.0,0.0,0.0,26.0,36,20,200,6.9
2017-01-16,2.97,122.125,4.266666666666667,0.375,5.82,0.9,0.0,0.0,33.0,37,30,100,12.1
2017-01-17,3.02,200.9583333333333,6.241666666666667,3.2625000000000006,9.62,0.48,0.0,0.0,37.0,39,35,280,16.1
2017-01-18,3.02,245.04166666666663,7.366666666666664,2.233333333333334,9.62,0.0,0.0,0.0,35.0,36,30,240,16.1
2017-01-19,3.32,189.4583333333333,6.9208333333333325,1.9041666666666668,6.71,0.46,0.0,0.0,36.0,42,30,80,12.1
2017-01-20,3.4,99.70833333333331,4.033333333333332,2.454166666666666,5.82,0.18,0.0,0.0,39.0,43,38,60,13.0
2017-01-21,3.41,168.29166666666666,6.3874999999999975,8.004166666666668,8.5,0.0,0.0,0.0,48.0,59,40,190,19.9
2017-01-22,3.39,206.375,3.475,5.270833333333335,5.37,0.01,0.0,0.0,43.0,46,38,10,14.1
2017-01-23,3.33,344.79166666666674,8.820833333333333,2.8458333333333337,9.4,0.0,0.0,0.0,39.0,42,36,350,16.1
2017-01-24,3.26,254.2083333333333,4.970833333333333,2.904166666666667,7.16,0.0,0.0,0.0,37.0,38,34,100,15.0
2017-01-25,3.1,150.625,6.991666666666666,2.879166666666667,11.41,0.09,0.0,0.0,37.0,42,34,260,21.9
2017-01-26,3.03,281.3333333333333,9.374999999999998,1.0666666666666669,13.42,0.0,0.0,0.0,33.0,34,30,310,21.9
2017-01-27,2.97,273.625,8.941666666666665,-1.85,14.76,0.0,0.0,0.0,28.0,31,24,270,21.9
2017-01-28,2.94,268.0833333333333,7.479166666666668,-2.5250000000000004,11.63,0.0,0.0,0.0,27.0,29,24,280,19.9
2017-01-29,2.89,282.25,7.016666666666668,-2.7125000000000004,10.51,0.0,0.1,0.0,27.0,28,21,320,21.9
2017-01-30,2.85,259.0833333333333,9.308333333333334,-4.945833333333332,10.07,0.01,0.1,0.0,22.0,37,15,190,23.0
2017-01-31,2.77,259.3333333333333,9.345833333333337,2.8125,15.66,0.03,0.0,0.0,36.0,39,35,300,25.1
2017-02-01,2.69,275.5416666666667,7.941666666666667,2.033333333333333,12.3,0.0,0.0,0.0,35.0,38,21,280,23.0
2017-02-02,2.63,290.5833333333333,9.383333333333333,-6.216666666666668,13.42,0.0,0.0,0.0,21.0,24,14,320,21.9
2017-02-03,2.54,289.4583333333333,8.733333333333333,-6.933333333333334,10.51,0.0,0.0,0.0,19.0,28,14,290,19.9
2017-02-04,2.57,223.5833333333333,8.15,-3.875,12.53,0.0,0.0,0.0,22.0,33,10,190,23.0
2017-02-05,2.64,222.9583333333333,8.933333333333332,0.9833333333333336,8.72,0.0,0.0,0.0,33.0,38,24,320,18.1
2017-02-06,2.52,161.5,5.791666666666668,1.7583333333333335,6.93,0.0,0.0,0.0,33.0,55,21,180,15.0
2017-02-07,2.48,203.9583333333333,10.295833333333333,5.675,10.51,0.47,0.0,0.0,44.0,50,32,290,25.1
2017-02-08,2.47,313.3333333333333,9.991666666666667,-0.8583333333333333,11.18,0.0,0.0,0.0,31.0,32,19,330,19.9
2017-02-09,2.53,293.5416666666667,10.954166666666667,-7.308333333333333,11.63,0.0,0.0,0.0,19.0,25,13,320,21.0
2017-02-10,2.54,202.9583333333333,10.154166666666667,-2.6750000000000003,13.65,0.0,0.0,0.0,26.0,41,18,200,25.9
2017-02-11,2.56,249.16666666666663,5.866666666666667,5.15,6.71,0.0,0.0,0.0,41.0,49,34,20,16.1
2017-02-12,2.53,307.125,11.283333333333333,3.9458333333333333,15.88,0.0,0.0,0.0,39.0,47,31,300,36.0
2017-02-13,2.58,262.4583333333333,7.791666666666668,2.845833333333333,10.29,0.0,0.0,0.0,35.0,44,25,250,19.9
2017-02-14,2.61,249.5833333333333,8.600000000000003,5.491666666666667,14.09,0.0,0.0,0.0,40.0,50,31,320,25.1
2017-02-15,2.73,314.75,9.858333333333333,0.7458333333333335,11.18,0.0,0.0,0.0,33.0,35,26,330,21.0
2017-02-16,2.86,230.25,8.229166666666666,-0.10833333333333334,8.95,0.0,0.0,0.0,33.0,41,30,130,16.1
2017-02-17,3.01,173.45833333333337,6.379166666666666,7.3000000000000025,8.05,0.0,0.0,0.0,43.0,67,27,200,19.9
2017-02-18,3.14,223.7083333333333,6.4250000000000025,12.7125,6.93,0.0,0.0,0.0,58.0,70,40,220,15.0
2017-02-19,3.14,188.54166666666663,3.0125,9.7375,3.8,0.0,0.0,0.0,51.0,69,35,100,13.0
2017-02-20,3.12,143.29166666666666,6.4250000000000025,7.195833333333334,12.3,0.0,0.0,0.0,53.0,70,41,160,23.0
2017-02-21,3.12,200.7083333333333,7.4541666666666675,14.529166666666667,6.49,0.04,0.0,0.0,60.0,66,49,200,18.1
2017-02-22,3.14,206.3181818181818,8.013636363636364,14.459090909090907,11.86,0.0,0.0,0.0,58.0,68,50,190,21.9
2017-02-23,3.07,181.7083333333333,8.687500000000002,9.608333333333334,12.53,0.21,0.0,0.0,52.0,59,38,30,23.0
2017-02-24,2.97,210.79166666666663,15.000000000000002,3.325,12.53,0.15,0.0,0.0,39.0,40,33,30,23.9
2017-02-25,2.83,281.9166666666667,9.441666666666668,-2.1875,13.87,0.0,0.0,0.0,29.0,33,23,310,23.9
2017-02-26,2.76,227.29166666666663,9.6625,0.5666666666666663,13.87,0.0,0.0,0.0,32.0,49,21,200,30.0
2017-02-27,2.77,195.7083333333333,5.804166666666666,4.279166666666668,7.38,0.0,0.0,0.0,41.0,54,27,200,16.1
2017-02-28,2.74,172.70833333333337,10.337500000000002,9.624999999999998,13.65,0.65,0.0,0.0,51.0,60,47,190,25.1
2017-03-01,2.67,254.7826086956522,8.999999999999998,6.443478260869565,14.09,0.12,0.0,0.0,47.0,54,32,300,29.1
2017-03-02,2.56,277.25,7.633333333333335,-0.7374999999999999,10.96,0.0,0.0,0.0,32.0,35,27,280,18.1
2017-03-03,2.53,251.0833333333333,7.616666666666667,-3.6916666666666655,10.29,0.0,0.0,0.0,27.0,33,21,320,23.0
2017-03-04,2.49,141.625,12.0,-0.3791666666666669,14.54,0.01,0.1,0.0,33.0,42,28,120,23.9
2017-03-05,2.6,152.91666666666666,14.12916666666667,5.283333333333332,14.54,0.0,0.0,0.0,41.0,60,32,200,23.0
2017-03-06,2.75,195.41666666666663,13.583333333333336,12.429166666666667,21.03,0.0,0.0,0.0,55.0,65,52,190,35.1
2017-03-07,2.84,229.2083333333333,13.608333333333334,12.233333333333333,19.24,0.24,0.0,0.0,55.0,65,44,250,36.0
2017-03-08,2.85,241.7083333333333,13.345833333333333,7.895833333333332,22.15,0.0,0.0,0.0,46.0,53,40,270,40.9
2017-03-09,2.8,179.70833333333337,8.112499999999999,2.879166666666668,6.93,0.0,0.0,0.0,39.0,42,29,340,19.9
2017-03-10,2.72,262.7916666666667,10.491666666666664,-1.5125000000000002,14.54,0.0,0.0,0.0,32.0,36,23,350,23.9
2017-03-11,2.6,223.7083333333333,8.145833333333334,-6.216666666666666,8.5,0.0,0.0,0.0,24.0,32,18,340,17.0
2017-03-12,2.51,197.5217391304348,6.465217391304349,-3.478260869565218,6.93,0.05,0.4,0.0,26.0,36,18,80,16.1
2017-03-13,2.45,98.875,12.529166666666667,-2.3666666666666667,10.51,0.24,3.9,2.0,29.0,31,27,30,18.1
2017-03-14,2.44,139.04166666666666,14.591666666666665,-3.754166666666667,14.09,0.19,3.4,5.9,25.0,28,19,340,23.0
2017-03-15,2.41,281.875,9.808333333333332,-4.695833333333335,11.41,0.0,0.0,2.0,24.0,33,16,310,21.0
2017-03-16,2.47,227.2083333333333,6.716666666666668,-1.0458333333333332,6.49,0.0,0.0,1.2,29.0,42,18,220,12.1
2017-03-17,2.49,174.33333333333337,6.7541666666666655,3.1916666666666664,10.29,0.03,0.0,0.0,38.0,50,36,290,28.0
2017-03-18,2.5,267.8333333333333,7.770833333333332,4.933333333333334,12.97,0.0,0.0,0.0,42.0,45,32,290,23.9
2017-03-19,2.5,196.13636363636363,5.4499999999999975,3.127272727272727,8.5,0.0,0.0,0.0,41.0,53,29,190,23.9
2017-03-20,2.51,198.41666666666663,7.941666666666666,5.212500000000001,8.28,0.13,0.0,0.0,49.0,54,37,20,21.0
2017-03-21,2.51,242.29166666666663,9.820833333333333,4.7,12.3,0.0,0.0,0.0,44.0,54,33,30,25.1
2017-03-22,2.46,35.17391304347826,13.860869565217389,-1.1695652173913045,11.86,0.0,0.0,0.0,33.0,37,28,30,23.0
2017-03-23,2.44,133.41666666666666,11.000000000000002,1.6249999999999998,12.75,0.02,0.0,0.0,37.0,50,29,170,25.9
2017-03-24,2.54,221.16666666666663,10.683333333333335,13.20833333333333,15.66,0.0,0.0,0.0,58.0,82,42,240,30.0
2017-03-25,2.61,277.4166666666667,13.300000000000002,3.9041666666666655,11.63,0.71,0.0,0.0,43.0,47,41,40,19.9
2017-03-26,2.62,153.83333333333334,5.979166666666668,7.7625,7.61,0.3,0.0,0.0,51.0,62,47,230,16.1
2017-03-27,2.63,261.2083333333333,5.4833333333333325,6.933333333333334,7.38,0.0,0.0,0.0,50.0,52,42,50,14.1
2017-03-28,2.64,347.8421052631578,10.668421052631576,3.5947368421052635,10.51,0.0,0.0,0.0,44.0,50,36,10,18.1
2017-03-29,2.7,95.0,8.466666666666669,2.733333333333334,11.86,0.11,0.0,0.0,41.0,49,35,60,21.0
2017-03-30,2.78,61.25,11.445833333333335,4.5875,14.54,1.84,0.0,0.0,43.0,45,39,50,28.0
2017-03-31,2.83,151.91666666666666,17.754166666666666,3.2416666666666667,14.54,0.02,0.0,0.0,39.0,44,36,10,23.0
2017-04-01,2.87,225.3333333333333,6.8583333333333325,4.716666666666667,5.82,0.0,0.0,0.0,45.0,59,34,100,13.0
2017-04-02,2.93,171.25,4.066666666666666,7.6416666666666675,6.04,0.0,0.0,0.0,50.0,61,42,140,17.0
2017-04-03,3.04,98.29166666666669,4.045833333333333,6.100000000000001,8.5,0.19,0.0,0.0,50.0,54,46,310,16.1
2017-04-04,3.14,234.375,10.845833333333333,7.5458333333333325,8.72,0.02,0.0,0.0,49.0,56,43,340,16.1
2017-04-05,3.25,99.125,10.845833333333333,5.2125,18.12,1.04,0.0,0.0,45.0,47,40,20,31.1
2017-04-06,3.35,291.4166666666667,22.68333333333333,4.370833333333334,17.0,0.29,0.0,0.0,43.0,51,38,360,30.0
2017-04-07,3.4,287.0833333333333,12.2625,4.599999999999999,10.96,0.0,0.0,0.0,44.0,54,37,350,21.9
2017-04-08,3.42,198.125,8.995833333333332,10.804166666666667,13.87,0.0,0.0,0.0,50.0,68,37,170,25.1
2017-04-09,3.47,191.875,13.595833333333333,18.129166666666674,18.79,0.0,0.0,0.0,64.0,77,57,190,33.1
2017-04-10,3.53,206.875,12.037500000000005,19.070833333333333,13.87,0.32,0.0,0.0,69.0,78,41,200,36.0
2017-04-11,3.56,230.0833333333333,8.841666666666667,6.9375,9.4,0.0,0.0,0.0,47.0,54,41,300,19.9
2017-04-12,3.6,160.875,5.129166666666666,6.916666666666668,7.16,0.0,0.0,0.0,48.0,59,38,80,16.1
2017-04-13,3.71,82.54166666666667,7.7375,7.141666666666668,9.17,0.19,0.0,0.0,50.0,60,44,100,17.0
2017-04-14,3.9,112.04166666666669,6.0875,7.5375,9.4,0.06,0.0,0.0,54.0,66,47,160,16.1
2017-04-15,4.11,200.7083333333333,11.766666666666666,20.275,16.11,0.09,0.0,0.0,70.0,82,61,270,32.0
2017-04-16,4.16,250.125,9.066666666666666,19.891666666666666,11.63,0.59,0.0,0.0,68.0,73,52,290,23.0
2017-04-17,4.14,218.54166666666663,7.025000000000001,12.208333333333336,6.93,0.0,0.0,0.0,59.0,69,44,50,17.0
2017-04-18,4.18,205.66666666666663,7.383333333333333,11.6375,11.41,0.0,0.0,0.0,55.0,76,41,190,25.9
2017-04-19,4.3,171.625,7.429166666666667,15.933333333333332,9.62,0.01,0.0,0.0,65.0,70,45,60,19.9
2017-04-20,4.41,179.0,9.6,12.4125,14.99,0.0,0.0,0.0,56.0,73,48,260,29.1
2017-04-21,4.48,211.625,10.483333333333333,8.579166666666667,12.53,0.0,0.0,0.0,50.0,53,44,300,21.9
2017-04-22,4.6,110.83333333333331,11.2,6.991666666666666,8.5,0.0,0.0,0.0,50.0,60,38,30,16.1
2017-04-23,4.71,201.0833333333333,4.7125,10.566666666666666,5.82,0.0,0.0,0.0,54.0,72,37,100,15.0
2017-04-24,4.76,143.79166666666666,6.054166666666666,7.9125,7.61,0.0,0.0,0.0,55.0,73,40,130,19.9
2017-04-25,4.97,139.66666666666666,7.912499999999999,14.158333333333335,12.08,0.0,0.0,0.0,64.0,79,52,150,23.0
2017-04-26,5.07,185.9583333333333,9.083333333333332,19.1375,11.41,0.22,0.0,0.0,69.0,74,60,180,23.0
2017-04-27,5.01,210.5833333333333,7.520833333333335,11.816666666666668,15.88,0.14,0.0,0.0,54.0,62,41,240,28.0
2017-04-28,4.94,155.91666666666666,3.8541666666666665,7.5583333333333345,7.61,0.0,0.0,0.0,48.0,60,40,40,18.1
2017-04-29,4.93,51.70833333333334,17.808333333333334,6.033333333333335,18.79,1.95,0.0,0.0,45.0,46,40,50,32.0
2017-04-30,5.01,84.625,18.029166666666672,5.9750000000000005,13.42,1.32,0.0,0.0,44.0,47,42,20,21.0
2017-05-01,5.06,161.70833333333334,9.570833333333333,10.033333333333333,14.76,0.09,0.0,0.0,50.0,57,45,230,25.9
2017-05-02,5.04,249.75,9.425,7.4541666666666675,14.76,0.01,0.0,0.0,46.0,51,41,260,25.1
2017-05-03,5.06,154.91666666666666,5.8375,7.879166666666667,6.04,0.0,0.0,0.0,48.0,56,35,40,14.1
2017-05-04,5.18,86.79166666666669,7.504166666666667,7.620833333333333,11.18,0.0,0.0,0.0,49.0,54,43,40,21.0
2017-05-05,5.26,291.4166666666667,15.958333333333336,6.625,13.42,0.0,0.0,0.0,49.0,61,41,360,28.0
2017-05-06,5.32,310.375,10.958333333333336,7.595833333333332,12.53,0.11,0.0,0.0,51.0,58,44,360,23.9
2017-05-07,5.39,219.125,8.654166666666663,6.695833333333334,8.5,0.0,0.0,0.0,48.0,59,36,330,17.0
2017-05-08,5.49,61.04166666666666,6.166666666666668,5.5625,6.93,0.02,0.0,0.0,46.0,57,34,60,15.0
2017-05-09,5.57,85.79166666666667,5.525000000000001,6.9875,6.71,0.13,0.0,0.0,48.0,61,42,110,15.0
2017-05-10,5.81,137.29166666666666,3.879166666666667,9.1375,7.61,0.87,0.0,0.0,55.0,67,44,30,19.9
2017-05-11,6.22,137.66666666666666,12.854166666666664,9.129166666666666,9.17,0.0,0.0,0.0,55.0,65,49,30,15.0
2017-05-12,6.5,224.0833333333333,4.766666666666667,10.304166666666664,6.04,0.0,0.0,0.0,59.0,73,45,40,15.0
2017-05-13,6.61,237.375,4.858333333333333,16.645833333333332,8.72,0.0,0.0,0.0,62.0,82,47,250,23.9
2017-05-14,6.7,215.5833333333333,6.033333333333334,11.616666666666662,7.83,0.0,0.0,0.0,62.0,71,51,30,18.1
2017-05-15,6.8,124.16666666666669,4.75,12.012499999999998,8.95,0.02,0.0,0.0,62.0,82,50,310,21.9
2017-05-16,6.99,179.08333333333337,8.700000000000001,22.925,14.54,0.0,0.0,0.0,74.0,87,61,190,29.1
2017-05-17,7.27,193.0833333333333,10.750000000000002,25.76250000000001,20.13,0.37,0.0,0.0,78.0,84,62,260,38.9
2017-05-18,7.35,236.3333333333333,11.5375,23.3875,19.01,0.0,0.0,0.0,74.0,78,48,250,35.1
2017-05-19,7.22,20.45833333333333,15.0,7.3625000000000025,16.11,0.23,0.0,0.0,48.0,50,43,50,28.0
2017-05-20,7.12,76.20833333333333,10.004166666666666,9.983333333333334,10.51,0.34,0.0,0.0,51.0,64,48,100,21.9
2017-05-21,7.08,226.91666666666663,5.504166666666666,15.283333333333335,12.75,0.05,0.0,0.0,61.0,65,51,260,23.0
2017-05-22,7.08,236.2083333333333,8.299999999999999,14.845833333333333,12.75,0.01,0.0,0.0,58.0,73,48,230,23.0
2017-05-23,7.3,194.5833333333333,6.187499999999997,15.341666666666667,6.71,0.33,0.0,0.0,61.0,62,55,240,17.0
2017-05-24,7.75,225.54166666666663,9.095833333333333,11.170833333333334,14.09,0.17,0.0,0.0,57.0,62,53,20,23.0
2017-05-25,8.08,340.6666666666667,11.466666666666667,11.1875,8.72,0.0,0.0,0.0,59.0,69,52,340,18.1
2017-05-26,8.43,180.2083333333333,3.983333333333333,13.062500000000005,7.61,0.53,0.0,0.0,60.0,71,52,80,16.1
2017-05-27,8.96,157.91666666666666,4.766666666666668,12.520833333333336,5.37,0.0,0.0,0.0,62.0,78,52,70,14.1
2017-05-28,9.17,123.29166666666669,3.7291666666666674,13.958333333333336,6.93,0.0,0.0,0.0,68.0,77,56,270,19.9
2017-05-29,9.14,240.5,7.5791666666666675,20.954166666666666,11.63,0.0,0.0,0.0,69.0,77,55,250,30.0
2017-05-30,9.17,245.7083333333333,5.833333333333332,18.7625,11.63,0.0,0.0,0.0,64.0,74,54,280,23.9
2017-05-31,9.38,272.0,5.2625,18.13333333333333,10.51,0.0,0.0,0.0,64.0,74,52,310,21.9
2017-06-01,9.73,182.5,4.125,16.162499999999998,4.7,0.0,0.0,0.0,66.0,81,51,100,14.1
2017-06-02,10.26,163.875,4.295833333333333,18.816666666666666,5.37,0.0,0.0,0.0,71.0,86,53,80,16.1
2017-06-03,10.75,166.58333333333334,4.6000000000000005,21.045833333333327,6.04,0.0,0.0,0.0,73.0,84,57,260,21.9
2017-06-04,11.14,228.91666666666663,5.129166666666666,26.2125,8.5,0.0,0.0,0.0,80.0,92,66,270,21.0
2017-06-05,11.21,283.4583333333333,6.4625,17.050000000000004,14.09,0.0,0.0,0.0,70.0,75,59,20,25.1
2017-06-06,11.29,305.5833333333333,9.158333333333333,13.65,13.87,0.0,0.0,0.0,65.0,76,54,40,21.9
2017-06-07,11.77,222.66666666666663,5.583333333333332,14.779166666666667,8.05,0.0,0.0,0.0,67.0,77,56,60,18.1
2017-06-08,12.36,170.875,2.9249999999999994,17.608333333333327,4.25,0.06,0.0,0.0,69.0,83,53,300,13.0
2017-06-09,12.82,184.29166666666663,6.1083333333333325,20.525,8.95,0.0,0.0,0.0,74.0,87,65,310,17.0
2017-06-10,13.19,165.08333333333334,8.208333333333334,22.95416666666667,14.09,0.0,0.0,0.0,76.0,90,64,190,31.1
2017-06-11,13.57,197.375,8.654166666666667,27.508333333333336,14.99,0.0,0.0,0.0,82.0,93,73,190,23.9
2017-06-12,14.14,205.75,9.245833333333335,29.1625,11.63,0.0,0.0,0.0,85.0,95,73,350,25.9
2017-06-13,14.36,179.75,4.441666666666666,20.1375,6.93,0.0,0.0,0.0,80.0,88,68,20,19.9
2017-06-14,14.64,147.04166666666666,6.033333333333334,20.004166666666666,9.84,0.59,0.0,0.0,77.0,92,68,300,25.1
2017-06-15,14.91,191.16666666666663,7.1875,22.96250000000001,7.83,0.07,0.0,0.0,76.0,91,68,310,30.0
2017-06-16,15.11,212.41666666666663,6.2375000000000025,24.804166666666664,10.29,0.22,0.0,0.0,77.0,86,67,190,31.1
2017-06-17,15.24,175.66666666666663,5.9250000000000025,24.44583333333333,8.5,0.42,0.0,0.0,78.0,87,69,280,19.9
2017-06-18,15.24,244.875,7.041666666666665,22.516666666666666,13.65,0.0,0.0,0.0,74.0,79,69,260,28.0
2017-06-19,15.29,252.0,5.8291666666666675,21.116666666666667,10.07,0.03,0.0,0.0,70.0,80,62,350,29.1
2017-06-20,15.41,204.79166666666663,5.791666666666668,19.004166666666666,9.62,0.0,0.0,0.0,67.0,80,58,50,28.0
2017-06-21,15.62,132.0,2.35,17.558333333333334,7.16,0.0,0.0,0.0,68.0,80,55,120,19.9
2017-06-22,15.86,187.5,7.675,25.22916666666667,14.54,0.0,0.0,0.0,78.0,88,68,200,25.1
2017-06-23,16.03,201.625,5.5458333333333325,22.841666666666665,12.3,0.71,0.0,0.0,77.0,83,66,340,25.1
2017-06-24,16.02,288.0833333333333,7.708333333333332,20.6625,12.3,0.02,0.0,0.0,70.0,75,59,280,28.0
2017-06-25,15.92,269.2083333333333,6.566666666666667,18.08333333333333,12.75,0.0,0.0,0.0,64.0,72,54,280,21.9
2017-06-26,15.79,267.9166666666667,6.783333333333334,17.729166666666664,12.3,0.0,0.0,0.0,64.0,75,54,290,25.1
2017-06-27,15.77,231.79166666666663,4.654166666666667,17.0875,6.71,0.0,0.0,0.0,65.0,78,50,300,15.0
2017-06-28,15.89,186.75,8.020833333333334,20.679166666666664,15.21,1.3,0.0,0.0,68.0,80,58,200,30.0
2017-06-29,16.14,211.41666666666663,8.141666666666667,23.47916666666667,11.41,0.02,0.0,0.0,74.0,81,66,240,21.9
2017-06-30,16.46,186.16666666666663,4.275,20.95,6.49,0.0,0.0,0.0,73.0,84,64,270,13.0
2017-07-01,16.83,236.66666666666663,5.454166666666668,22.9125,10.51,0.0,0.0,0.0,75.0,82,66,270,21.9
2017-07-02,17.06,248.16666666666663,4.2625,23.83333333333333,9.62,0.0,0.0,0.0,74.0,89,62,40,23.0
2017-07-03,17.47,170.41666666666666,4.995833333333334,20.095833333333328,8.72,0.04,0.0,0.0,73.0,80,66,50,17.0
2017-07-04,17.97,138.125,3.8666666666666663,20.066666666666674,7.38,0.0,0.0,0.0,72.0,83,64,50,14.1
2017-07-05,18.33,144.08333333333334,2.808333333333333,21.787500000000005,5.82,0.0,0.0,0.0,76.0,89,65,100,16.1
2017-07-06,18.55,168.5,4.449999999999998,24.55,7.16,0.0,0.0,0.0,81.0,93,69,260,17.0
2017-07-07,18.51,182.125,4.883333333333334,24.825,8.5,0.0,0.0,0.0,81.0,89,63,30,21.0
2017-07-08,18.45,156.95833333333334,5.7375,19.4,6.71,0.0,0.0,0.0,71.0,80,62,100,14.1
2017-07-09,18.57,194.0833333333333,5.25,22.766666666666666,8.28,0.0,0.0,0.0,73.0,86,63,190,16.1
2017-07-10,18.95,175.375,4.704166666666667,23.62083333333333,6.71,0.73,0.0,0.0,77.0,84,67,160,30.0
2017-07-11,19.35,195.7083333333333,3.3375000000000004,22.287500000000005,5.59,0.56,0.0,0.0,76.0,85,70,230,17.0
2017-07-12,19.5,196.4583333333333,6.1750000000000025,23.57083333333334,10.51,1.77,0.0,0.0,75.0,81,68,10,31.1
2017-07-13,19.48,239.8333333333333,4.704166666666667,25.412500000000005,10.51,0.0,0.0,0.0,78.0,83,72,250,21.0
2017-07-14,19.45,225.5,5.8583333333333325,20.754166666666666,8.72,0.0,0.0,0.0,71.0,73,63,320,17.0
2017-07-15,19.48,188.8333333333333,3.7291666666666674,20.129166666666666,5.82,0.0,0.0,0.0,70.0,81,60,240,14.1
2017-07-16,19.49,224.7083333333333,8.712500000000002,21.045833333333327,11.63,0.0,0.0,0.0,72.0,78,60,260,29.1
2017-07-17,19.66,137.91666666666666,5.379166666666666,18.9375,6.26,0.0,0.0,0.0,67.0,79,56,90,14.1
2017-07-18,19.98,147.75,2.308333333333333,20.983333333333327,4.03,0.0,0.0,0.0,74.0,89,60,240,13.0
2017-07-19,20.19,143.0,4.308333333333334,24.179166666666664,7.61,0.48,0.0,0.0,80.0,88,70,320,35.1
2017-07-20,20.43,196.4583333333333,4.641666666666667,23.20833333333333,7.83,1.77,0.0,0.0,77.0,88,69,330,23.9
2017-07-21,20.66,155.16666666666666,2.7,24.19583333333333,6.93,1.43,0.0,0.0,80.0,89,72,300,23.0
2017-07-22,20.8,156.375,4.591666666666667,23.02083333333334,8.5,0.66,0.0,0.0,77.0,88,72,190,23.9
2017-07-23,20.82,189.5,2.7,24.518181818181816,5.82,0.21,0.0,0.0,79.0,90,70,340,28.0
2017-07-24,20.62,136.91666666666666,7.745833333333334,20.616666666666664,10.96,0.0,0.0,0.0,71.0,74,66,20,19.9
2017-07-25,20.58,121.75,4.999999999999999,21.420833333333334,8.05,0.0,0.0,0.0,71.0,82,61,130,18.1
2017-07-26,20.65,183.29166666666663,5.479166666666668,24.71666666666667,7.16,0.03,0.0,0.0,75.0,85,65,250,13.0
2017-07-27,20.69,245.66666666666663,6.4250000000000025,23.0625,11.18,0.0,0.0,0.0,78.0,82,70,30,23.9
2017-07-28,20.75,213.875,8.233333333333333,21.654166666666665,13.87,0.0,0.0,0.0,74.0,79,67,20,21.0
2017-07-29,20.85,127.875,8.745833333333334,21.020833333333336,9.84,0.0,0.0,0.0,72.0,79,64,40,19.9
2017-07-30,21.03,140.16666666666666,4.6875,21.47916666666666,5.14,0.0,0.0,0.0,73.0,84,62,70,13.0
2017-07-31,21.34,164.5,2.058333333333333,22.77083333333334,2.91,0.0,0.0,0.0,76.0,86,65,270,12.1
2017-08-01,21.54,153.79166666666666,2.725,23.54583333333333,5.37,0.92,0.0,0.0,76.0,86,67,260,33.1
2017-08-02,21.48,178.125,3.995833333333333,23.78333333333333,6.93,0.0,0.0,0.0,77.0,87,66,20,21.0
2017-08-03,21.17,174.375,4.379166666666666,22.766666666666666,9.17,0.88,0.0,0.0,75.0,84,61,230,32.0
2017-08-04,20.64,264.0416666666667,8.375,17.12916666666667,13.87,0.0,0.0,0.0,63.0,68,56,300,23.9
2017-08-05,20.25,199.0,3.3875,19.641666666666676,7.38,0.0,0.0,0.0,68.0,80,60,260,16.1
2017-08-06,20.24,189.5833333333333,4.241666666666667,21.59583333333333,4.03,0.0,0.0,0.0,71.0,77,63,190,13.0
2017-08-07,20.27,177.125,5.916666666666668,20.420833333333334,7.83,0.0,0.0,0.0,69.0,76,61,20,17.0
2017-08-08,20.28,191.5,4.7125,20.566666666666674,5.59,0.0,0.0,0.0,70.0,84,58,320,14.1
2017-08-09,20.34,221.78571428571428,2.935714285714286,21.607142857142854,5.14,0.0,0.0,0.0,73.0,83,61,280,14.1
2017-08-10,20.43,225.0,8.371428571428572,26.885714285714283,8.28,0.03,0.0,0.0,74.0,84,62,350,19.9
2017-08-11,20.49,217.29166666666663,4.458333333333334,21.441666666666666,9.4,0.0,0.0,0.0,71.0,78,65,320,18.1
2017-08-12,20.54,245.2083333333333,10.158333333333337,19.2625,7.38,0.0,0.0,0.0,68.0,77,60,10,15.0
