DATE,lake_temp,buoy_wdir,buoy_wspd,buoy_atmp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_atmp,ohare_maxtmp,ohare_mintmp,ohare_w2dir,ohare_w2spd
2016-05-29,12.02,223.2173913043478,10.73913043478261,23.608695652173914,10.96,0.0,0.0,0.0,72.0,79,63,240,21.9
2016-05-30,12.54,174.30434782608697,3.495652173913044,21.6304347826087,6.71,0.0,0.0,0.0,74.0,87,63,320,16.1
2016-05-31,12.69,155.2608695652174,2.8043478260869565,18.004347826086953,8.28,0.56,0.0,0.0,73.0,83,63,260,29.1
2016-06-01,12.74,167.34782608695653,3.2347826086956517,17.217391304347824,6.49,0.42,0.0,0.0,68.0,79,62,120,14.1
2016-06-02,12.91,225.42857142857144,4.038095238095238,21.200000000000006,6.93,0.0,0.0,0.0,70.0,79,57,260,17.0
2016-06-03,13.32,122.66666666666669,3.0222222222222217,18.044444444444444,3.8,0.0,0.0,0.0,70.0,84,55,140,12.1
2016-06-04,13.4,186.2173913043478,6.35217391304348,20.88695652173913,6.93,0.41,0.0,0.0,69.0,72,62,190,15.0
2016-06-05,13.25,259.5,6.44,21.185,12.3,0.05,0.0,0.0,68.0,79,61,260,23.0
2016-06-06,13.14,253.9,6.115,23.39,12.53,0.0,0.0,0.0,71.0,82,59,300,25.9
2016-06-07,12.98,196.3181818181818,6.7318181818181815,15.77727272727273,10.07,0.0,0.0,0.0,63.0,67,51,310,17.0
2016-06-08,12.89,142.3684210526316,4.457894736842105,13.957894736842105,7.16,0.0,0.0,0.0,61.0,70,52,60,15.0
2016-06-09,13.17,159.72727272727272,4.954545454545454,17.136363636363637,6.71,0.21,0.0,0.0,61.0,72,53,40,15.0
2016-06-10,13.62,176.25,5.6375,21.77083333333333,9.62,0.1,0.0,0.0,74.0,90,63,230,21.9
2016-06-11,14.14,241.86666666666667,6.046666666666668,29.46666666666665,8.28,0.0,0.0,0.0,82.0,91,71,230,17.0
2016-06-12,14.22,203.42857142857144,9.023809523809526,19.557142857142857,13.2,0.0,0.0,0.0,71.0,79,59,20,25.9
2016-06-13,14.3,141.17391304347825,8.626086956521737,17.08695652173913,4.92,0.02,0.0,0.0,68.0,86,54,40,15.0
2016-06-14,14.64,167.125,4.195833333333333,19.170833333333327,9.4,0.0,0.0,0.0,74.0,87,64,150,18.1
2016-06-15,15.03,164.76190476190476,5.480952380952381,22.46190476190476,9.62,0.3,0.0,0.0,78.0,90,68,230,23.9
2016-06-16,15.18,217.46666666666667,6.64,20.293333333333333,11.86,0.0,0.0,0.0,74.0,77,63,330,21.9
2016-06-17,15.31,298.3181818181818,7.1545454545454525,17.67727272727273,8.5,0.0,0.0,0.0,71.0,85,61,50,15.0
2016-06-18,15.79,175.9090909090909,7.0636363636363635,19.45,5.37,0.0,0.0,0.0,74.0,87,58,80,16.1
2016-06-19,16.28,170.6818181818182,4.495454545454546,25.14090909090909,7.38,0.0,0.0,0.0,78.0,89,62,240,17.0
2016-06-20,16.38,232.3913043478261,7.317391304347828,29.34782608695652,14.09,0.0,0.0,0.0,83.0,93,70,260,23.9
2016-06-21,16.33,232.8333333333333,5.695833333333334,21.99583333333333,8.72,0.0,0.0,0.0,76.0,84,64,270,21.0
2016-06-22,16.57,204.9583333333333,4.104166666666667,22.35833333333333,7.83,1.31,0.0,0.0,72.0,76,67,50,36.0
2016-06-23,16.97,152.75,4.891666666666667,19.108333333333334,7.83,0.0,0.0,0.0,70.0,78,64,20,16.1
2016-06-24,17.36,138.25,5.091666666666667,20.029166666666665,7.38,0.0,0.0,0.0,71.0,82,62,120,15.0
2016-06-25,17.65,135.04166666666666,5.866666666666667,22.779166666666665,9.62,0.0,0.0,0.0,77.0,89,65,190,18.1
2016-06-26,17.72,149.75,5.404166666666666,25.40833333333333,9.17,0.03,0.0,0.0,81.0,90,72,310,17.0
2016-06-27,17.74,242.5,4.995833333333335,26.566666666666666,10.51,0.0,0.0,0.0,80.0,90,69,310,23.9
2016-06-28,17.64,161.04166666666666,7.724999999999998,18.2375,10.96,0.0,0.0,0.0,68.0,71,57,20,21.0
2016-06-29,17.71,192.25,4.179166666666667,18.279166666666665,5.82,0.0,0.0,0.0,67.0,81,55,100,14.1
2016-06-30,17.77,198.4583333333333,4.470833333333333,21.8875,7.16,0.0,0.0,0.0,69.0,78,57,190,17.0
2016-07-01,17.75,133.83333333333334,7.950000000000002,19.179166666666664,9.62,0.0,0.0,0.0,69.0,72,59,10,19.9
2016-07-02,17.88,103.5625,3.3687499999999995,20.006250000000005,4.03,0.0,0.0,0.0,65.0,76,54,90,17.0
2016-07-03,18.18,142.29166666666666,2.891666666666666,19.858333333333327,8.5,0.0,0.0,0.0,68.0,77,55,100,18.1
2016-07-04,18.55,107.83333333333331,4.091666666666667,20.216666666666665,6.49,0.0,0.0,0.0,71.0,79,66,100,13.0
2016-07-05,18.95,207.25,3.283333333333333,23.316666666666666,7.61,0.0,0.0,0.0,76.0,87,66,250,14.1
2016-07-06,19.18,216.29166666666663,6.2333333333333325,25.091666666666665,8.95,0.87,0.0,0.0,77.0,88,67,330,42.9
2016-07-07,19.33,223.0833333333333,3.962499999999999,24.866666666666664,5.82,1.05,0.0,0.0,77.0,84,70,30,18.1
2016-07-08,19.41,242.66666666666663,4.954166666666667,24.87083333333333,11.41,0.0,0.0,0.0,76.0,86,68,270,25.1
2016-07-09,19.35,194.54166666666663,7.062499999999999,21.575,9.4,0.0,0.0,0.0,73.0,79,65,330,18.1
2016-07-10,19.38,177.54166666666663,2.6125,21.525,4.92,0.0,0.0,0.0,72.0,82,60,160,16.1
2016-07-11,19.67,175.83333333333337,6.870833333333334,26.079166666666666,11.63,0.0,0.0,0.0,78.0,90,69,190,21.9
2016-07-12,19.98,194.77777777777771,9.683333333333332,27.149999999999995,11.86,0.0,0.0,0.0,81.0,88,74,260,21.0
2016-07-13,20.14,194.0,6.972727272727273,26.72727272727273,10.29,0.06,0.0,0.0,78.0,84,68,150,25.9
2016-07-14,20.18,231.66666666666663,7.9541666666666675,24.77083333333333,14.09,0.0,0.0,0.0,76.0,88,67,250,30.0
2016-07-15,20.1,197.9583333333333,5.604166666666668,21.570833333333336,8.28,0.14,0.0,0.0,71.0,75,60,20,15.0
2016-07-16,20.12,173.54166666666663,4.0125,19.408333333333328,5.82,0.0,0.0,0.0,67.0,77,57,100,15.0
2016-07-17,20.23,176.5,6.970833333333332,23.1375,10.96,0.25,0.0,0.0,71.0,83,61,170,25.1
2016-07-18,20.33,208.125,4.6083333333333325,23.725,5.37,0.0,0.0,0.0,79.0,88,71,260,13.0
2016-07-19,20.54,187.2083333333333,2.7416666666666663,22.829166666666666,4.92,0.0,0.0,0.0,79.0,91,68,120,14.1
2016-07-20,20.82,135.29166666666666,3.5250000000000004,24.766666666666666,6.26,0.0,0.0,0.0,79.0,88,69,240,13.0
2016-07-21,21.15,188.875,6.095833333333334,26.8625,9.17,1.03,0.0,0.0,81.0,91,72,40,28.0
2016-07-22,21.55,202.91666666666663,4.725,25.404166666666665,6.93,0.01,0.0,0.0,79.0,90,72,180,28.0
2016-07-23,21.85,176.04166666666663,3.608333333333333,27.20000000000001,6.71,1.11,0.0,0.0,85.0,91,70,20,32.0
2016-07-24,21.99,192.875,7.875,25.837499999999995,11.63,0.94,0.0,0.0,78.0,93,71,100,29.1
2016-07-25,22.11,205.75,5.133333333333334,24.26250000000001,6.71,0.0,0.0,0.0,79.0,89,72,340,14.1
2016-07-26,22.33,141.54166666666666,1.8875,23.96666666666667,4.03,0.0,0.0,0.0,79.0,88,69,100,12.1
2016-07-27,22.46,155.125,2.2625,24.77916666666667,4.25,0.0,0.0,0.0,79.0,89,68,50,14.1
2016-07-28,22.52,156.95833333333334,2.770833333333334,23.72916666666667,5.82,0.66,0.0,0.0,77.0,84,70,40,17.0
2016-07-29,22.49,149.66666666666666,3.3833333333333337,22.429166666666664,8.5,0.11,0.0,0.0,73.0,81,70,40,17.0
2016-07-30,22.43,74.08333333333333,5.633333333333334,21.850000000000005,8.95,0.0,0.0,0.0,72.0,78,68,50,16.1
2016-07-31,22.5,143.16666666666666,3.291666666666668,21.91666666666667,6.49,0.0,0.0,0.0,73.0,81,65,50,13.0
2016-08-01,22.77,73.875,3.5958333333333328,22.60416666666667,6.04,0.0,0.0,0.0,75.0,84,65,60,15.0
2016-08-02,23.15,116.83333333333331,1.6333333333333329,24.0375,5.37,0.0,0.0,0.0,77.0,87,67,100,14.1
2016-08-03,23.42,142.0,2.041666666666667,25.225,3.58,0.0,0.0,0.0,80.0,90,69,100,14.1
2016-08-04,23.58,150.0,3.841666666666667,25.8,6.26,0.02,0.0,0.0,81.0,91,70,280,25.9
2016-08-05,23.48,176.20833333333337,3.4416666666666664,25.55,7.83,0.0,0.0,0.0,78.0,86,72,320,16.1
2016-08-06,23.38,202.16666666666663,5.445833333333333,22.866666666666664,6.71,0.0,0.0,0.0,76.0,84,66,20,14.1
2016-08-07,23.38,141.16666666666666,2.8166666666666664,23.22083333333333,6.04,0.0,0.0,0.0,75.0,83,62,50,15.0
2016-08-08,23.46,75.375,5.745833333333333,23.820833333333336,9.62,0.0,0.0,0.0,77.0,84,72,90,16.1
2016-08-09,23.61,122.625,4.045833333333333,24.22083333333333,5.14,0.0,0.0,0.0,78.0,88,67,270,12.1
2016-08-10,23.81,162.16666666666666,2.016666666666667,26.187500000000004,4.92,0.0,0.0,0.0,80.0,89,69,120,15.0
2016-08-11,23.92,189.4583333333333,5.783333333333332,28.34583333333333,8.95,0.0,0.0,0.0,82.0,92,73,190,25.9
2016-08-12,23.87,213.5,5.0041666666666655,26.47083333333333,6.26,0.96,0.0,0.0,80.0,83,74,260,17.0
2016-08-13,23.81,215.2083333333333,3.6333333333333333,24.79583333333333,9.17,0.0,0.0,0.0,77.0,84,72,300,19.9
2016-08-14,23.83,153.79166666666666,3.2625000000000006,23.90416666666667,4.25,0.0,0.0,0.0,77.0,87,65,320,13.0
2016-08-15,23.94,157.20833333333334,4.225,23.24166666666667,8.5,0.0,0.0,0.0,74.0,78,67,100,19.9
2016-08-16,24.16,151.83333333333334,4.979166666666666,23.17083333333333,6.93,0.02,0.0,0.0,76.0,88,71,330,13.0
2016-08-17,24.23,221.04166666666663,3.1541666666666663,25.32500000000001,6.04,0.05,0.0,0.0,77.0,88,70,260,17.0
2016-08-18,24.2,200.375,4.237500000000002,25.63333333333333,6.93,0.75,0.0,0.0,77.0,85,70,290,21.9
2016-08-19,24.02,213.9583333333333,9.704166666666667,24.366666666666664,8.72,0.07,0.0,0.0,75.0,84,66,300,29.1
2016-08-20,23.57,209.5,7.104166666666665,24.158333333333346,11.41,0.47,0.0,0.0,75.0,80,63,280,29.1
2016-08-21,23.01,275.5,6.3875,19.795833333333334,9.84,0.0,0.0,0.0,66.0,76,58,320,19.9
2016-08-22,22.77,216.5,4.470833333333334,20.63333333333333,4.92,0.0,0.0,0.0,67.0,78,56,170,14.1
2016-08-23,22.58,192.9583333333333,4.7375,23.2375,11.86,0.0,0.0,0.0,71.0,81,60,190,19.9
2016-08-24,22.45,203.16666666666663,7.845833333333334,24.68333333333333,10.74,0.23,0.0,0.0,75.0,84,70,190,25.1
2016-08-25,22.34,200.75,2.7125,23.64166666666667,6.26,0.09,0.0,0.0,76.0,85,67,320,13.0
2016-08-26,22.28,223.2083333333333,3.479166666666668,21.43333333333334,6.93,0.14,0.0,0.0,72.0,81,66,60,14.1
2016-08-27,22.3,120.45833333333331,4.249999999999999,22.97083333333333,6.93,0.84,0.0,0.0,74.0,84,67,200,15.0
2016-08-28,22.34,196.4583333333333,2.45,24.004166666666666,6.49,0.0,0.0,0.0,77.0,83,71,90,15.0
2016-08-29,22.41,93.95833333333331,2.8250000000000006,22.975000000000005,4.92,0.43,0.0,0.0,76.0,86,70,10,17.0
2016-08-30,22.37,208.25,3.016666666666666,23.33333333333333,4.25,0.19,0.0,0.0,76.0,84,70,10,25.1
2016-08-31,22.19,301.1666666666667,7.625000000000001,21.679166666666664,11.18,0.0,0.0,0.0,73.0,76,63,20,21.9
2016-09-01,21.99,135.29166666666666,9.266666666666667,20.575000000000006,11.86,0.0,0.0,0.0,67.0,73,62,20,23.9
2016-09-02,21.87,72.45833333333333,5.1125,20.329166666666666,8.28,0.0,0.0,0.0,68.0,74,62,30,16.1
2016-09-03,21.79,97.29166666666669,4.666666666666666,20.375,5.82,0.0,0.0,0.0,68.0,76,56,100,13.0
2016-09-04,21.82,131.16666666666666,3.2958333333333343,21.166666666666668,7.61,0.0,0.0,0.0,69.0,80,59,170,17.0
2016-09-05,21.97,179.58333333333337,6.829166666666668,25.175,9.17,0.0,0.0,0.0,73.0,87,62,190,23.0
2016-09-06,22.16,213.0833333333333,6.616666666666666,28.725,10.07,0.0,0.0,0.0,82.0,91,75,240,21.0
2016-09-07,22.17,212.79166666666663,6.5875,28.329166666666666,9.84,0.39,0.0,0.0,83.0,89,74,280,29.1
2016-09-08,22.05,243.41666666666663,5.458333333333332,25.287500000000005,8.05,0.05,0.0,0.0,76.0,82,70,260,18.1
2016-09-09,21.93,180.625,4.041666666666666,23.525,5.14,0.0,0.0,0.0,74.0,81,63,170,18.1
2016-09-10,21.7,261.375,4.616666666666667,21.187500000000004,10.96,0.01,0.0,0.0,69.0,73,59,320,25.9
2016-09-11,21.57,243.22727272727272,4.927272727272729,18.790909090909096,5.82,0.0,0.0,0.0,65.0,76,51,240,13.0
2016-09-12,21.41,182.25,5.779166666666668,21.600000000000005,8.72,0.0,0.0,0.0,67.0,79,54,200,19.9
2016-09-13,21.24,218.16666666666663,6.216666666666666,23.30833333333333,8.72,0.0,0.0,0.0,72.0,85,65,280,16.1
2016-09-14,21.04,116.41666666666669,6.512500000000002,20.258333333333333,8.05,0.09,0.0,0.0,69.0,74,64,70,14.1
2016-09-15,20.93,116.54166666666669,4.874999999999999,20.7375,8.05,0.0,0.0,0.0,68.0,78,60,100,16.1
2016-09-16,20.84,161.95833333333334,8.383333333333333,22.8875,12.08,0.01,0.0,0.0,72.0,83,65,180,23.9
2016-09-17,20.73,231.625,5.562499999999997,23.616666666666664,8.72,0.04,0.0,0.0,74.0,82,62,260,19.9
2016-09-18,20.73,179.16666666666663,2.9625000000000004,20.575,3.8,0.0,0.0,0.0,69.0,81,57,160,8.9
2016-09-19,20.79,202.9583333333333,6.650000000000001,23.80416666666666,8.28,0.0,0.0,0.0,71.0,88,56,200,19.9
2016-09-20,20.89,192.5833333333333,3.8375,22.10833333333333,8.05,0.0,0.0,0.0,75.0,83,66,100,16.1
2016-09-21,20.88,197.625,5.541666666666668,21.408333333333328,6.71,0.55,0.0,0.0,70.0,74,65,130,30.0
2016-09-22,20.71,176.76190476190476,4.238095238095237,23.038095238095234,4.7,0.0,0.0,0.0,71.0,81,64,190,13.0
2016-09-23,20.49,287.7916666666667,5.691666666666666,19.766666666666666,10.07,0.0,0.0,0.0,72.0,73,67,30,17.0
2016-09-24,20.34,77.54166666666667,4.954166666666668,19.516666666666666,8.5,0.0,0.0,0.0,69.0,74,66,70,14.1
2016-09-25,20.17,139.66666666666666,6.270833333333332,21.25,10.51,0.01,0.0,0.0,72.0,85,63,300,23.0
2016-09-26,19.79,268.7916666666667,7.841666666666668,19.08333333333333,14.54,0.0,0.0,0.0,66.0,69,56,260,29.1
2016-09-27,19.37,253.9583333333333,6.458333333333332,16.85,14.09,0.0,0.0,0.0,60.0,70,51,260,28.0
2016-09-28,19.06,280.5416666666667,9.3875,12.958333333333336,12.3,0.31,0.0,0.0,56.0,60,50,50,28.0
2016-09-29,18.85,62.66666666666666,10.254166666666668,16.462500000000002,15.88,0.2,0.0,0.0,61.0,65,59,20,23.9
2016-09-30,18.66,49.16666666666666,7.212499999999999,16.320833333333336,11.41,0.1,0.0,0.0,62.0,64,60,40,19.9
2016-10-01,18.4,118.125,4.75,16.133333333333333,6.71,0.94,0.0,0.0,61.0,64,57,320,14.1
2016-10-02,18.24,265.8333333333333,4.258333333333333,15.404166666666667,6.04,0.03,0.0,0.0,60.0,65,56,310,12.1
2016-10-03,18.17,249.7083333333333,3.295833333333334,16.00833333333333,4.7,0.0,0.0,0.0,62.0,67,57,130,8.9
2016-10-04,18.14,135.83333333333334,4.204166666666667,17.320833333333336,8.72,0.0,0.0,0.0,65.0,75,60,100,16.1
2016-10-05,18.08,174.75,7.475000000000001,21.20833333333333,9.62,0.0,0.0,0.0,69.0,80,59,190,19.9
2016-10-06,17.95,174.66666666666663,3.679166666666666,19.3625,6.04,0.25,0.0,0.0,66.0,74,58,170,15.0
2016-10-07,17.72,233.125,6.400000000000001,19.191666666666674,10.74,0.0,0.0,0.0,65.0,70,47,300,21.9
2016-10-08,17.47,223.79166666666663,4.325,11.2375,6.26,0.0,0.0,0.0,52.0,65,40,310,18.1
2016-10-09,17.24,137.04166666666666,5.091666666666668,14.070833333333333,7.61,0.0,0.0,0.0,56.0,63,47,100,16.1
2016-10-10,17.13,129.45833333333334,6.620833333333333,14.966666666666667,6.26,0.0,0.0,0.0,56.0,71,45,150,12.1
2016-10-11,17.04,173.58333333333337,6.5,18.6625,10.07,0.0,0.0,0.0,63.0,73,54,190,23.0
2016-10-12,16.84,218.5,7.775000000000001,17.749999999999996,13.87,0.14,0.0,0.0,62.0,69,45,330,23.9
2016-10-13,16.44,213.375,4.754166666666666,8.887500000000003,4.25,0.0,0.0,0.0,48.0,57,38,330,15.0
2016-10-14,16.16,178.04166666666663,4.737500000000002,12.558333333333335,7.61,0.0,0.0,0.0,50.0,66,38,180,18.1
2016-10-15,16.08,188.0,8.545833333333333,16.295833333333338,13.65,0.0,0.0,0.0,58.0,70,53,190,25.9
2016-10-16,15.98,181.7083333333333,6.091666666666666,20.03333333333334,8.5,0.29,0.0,0.0,69.0,72,65,200,18.1
2016-10-17,15.91,181.125,10.779166666666667,22.204166666666666,18.57,0.0,0.0,0.0,72.0,82,67,190,31.1
2016-10-18,15.76,208.29166666666663,10.945833333333333,22.22083333333333,10.51,0.0,0.0,0.0,74.0,76,55,210,25.9
2016-10-19,15.61,167.375,3.4333333333333336,16.033333333333328,3.8,0.02,0.0,0.0,60.0,71,49,50,14.1
2016-10-20,15.42,250.66666666666663,10.2,13.266666666666666,13.65,0.0,0.0,0.0,55.0,56,45,10,21.9
2016-10-21,15.18,316.25,9.966666666666667,8.995833333333334,12.08,0.0,0.0,0.0,48.0,54,37,340,19.9
2016-10-22,14.94,257.3333333333333,5.541666666666668,9.220833333333333,6.71,0.0,0.0,0.0,47.0,60,37,200,15.0
2016-10-23,14.82,227.16666666666663,5.979166666666668,14.804166666666667,10.74,0.0,0.0,0.0,55.0,73,41,330,25.1
2016-10-24,14.69,243.5,9.258333333333336,11.237500000000002,7.16,0.0,0.0,0.0,54.0,59,39,10,18.1
2016-10-25,14.55,102.375,5.695833333333333,10.541666666666668,6.71,0.0,0.0,0.0,46.0,54,36,110,17.0
2016-10-26,14.44,124.29166666666669,15.170833333333327,9.9625,12.75,1.6,0.0,0.0,48.0,51,45,120,30.0
2016-10-27,14.21,282.0,6.575000000000002,9.029166666666667,6.93,0.0,0.0,0.0,48.0,51,42,330,18.1
2016-10-28,13.94,201.66666666666663,6.120833333333334,10.779166666666667,12.08,0.0,0.0,0.0,49.0,65,38,190,23.9
2016-10-29,13.61,227.91666666666663,9.158333333333337,18.504166666666666,10.74,0.0,0.0,0.0,66.0,71,56,230,21.0
2016-10-30,13.42,49.75,8.566666666666665,12.195833333333335,9.62,0.5,0.0,0.0,54.0,56,41,320,21.0
2016-10-31,13.31,122.875,8.574999999999998,10.683333333333332,9.62,0.0,0.0,0.0,48.0,61,38,180,19.9
2016-11-01,13.26,199.0833333333333,8.804166666666667,19.4375,8.95,0.0,0.0,0.0,65.0,75,61,190,21.0
2016-11-02,13.2,214.3333333333333,3.2750000000000004,16.37916666666667,6.93,0.18,0.0,0.0,62.0,65,55,10,18.1
2016-11-03,13.14,214.79166666666663,5.175000000000002,11.991666666666667,5.14,0.0,0.0,0.0,56.0,67,48,20,13.0
2016-11-04,13.15,81.5,4.554166666666666,12.233333333333334,4.25,0.0,0.0,0.0,53.0,63,40,280,12.1
2016-11-05,13.17,232.29166666666663,5.224999999999999,14.220833333333333,6.93,0.0,0.0,0.0,55.0,68,43,250,14.1
2016-11-06,13.2,225.4615384615384,5.776923076923075,12.884615384615385,3.13,0.0,0.0,0.0,56.0,69,42,200,8.9
2016-11-07,13.2,170.2608695652174,5.030434782608695,14.85217391304348,5.82,0.0,0.0,0.0,54.0,66,42,200,13.0
2016-11-08,13.04,222.76190476190484,7.27142857142857,13.933333333333332,9.84,0.03,0.0,0.0,56.0,63,49,10,21.0
2016-11-09,12.83,249.41666666666663,9.220833333333333,10.233333333333333,7.61,0.0,0.0,0.0,49.0,58,41,350,16.1
2016-11-10,12.75,220.04166666666663,6.4375,11.141666666666666,13.42,0.0,0.0,0.0,49.0,63,41,240,23.9
2016-11-11,12.6,188.75,12.704166666666666,11.441666666666668,12.75,0.0,0.0,0.0,50.0,52,37,20,25.9
2016-11-12,12.39,161.0,7.5791666666666675,7.916666666666668,6.71,0.0,0.0,0.0,42.0,52,31,250,15.0
2016-11-13,12.25,223.0833333333333,7.491666666666667,8.516666666666667,10.07,0.0,0.0,0.0,45.0,56,35,240,19.9
2016-11-14,12.11,218.66666666666663,6.337500000000001,10.249999999999998,6.04,0.0,0.0,0.0,48.0,60,41,180,15.0
2016-11-15,11.92,204.75,3.870833333333333,9.858333333333334,4.03,0.0,0.0,0.0,46.0,54,38,270,8.9
2016-11-16,11.78,219.4583333333333,3.5958333333333328,9.658333333333337,4.7,0.0,0.0,0.0,48.0,60,39,140,12.1
2016-11-17,11.73,173.625,10.416666666666666,15.070833333333335,14.54,0.0,0.0,0.0,55.0,72,44,190,23.0
2016-11-18,11.7,214.375,11.475,17.329166666666666,18.12,0.2,0.0,0.0,62.0,66,39,270,30.0
2016-11-19,11.61,285.8333333333333,12.170833333333334,3.3875000000000006,18.12,0.01,0.0,0.0,38.0,39,28,300,31.1
2016-11-20,11.27,290.3333333333333,7.779166666666665,-1.2458333333333331,9.17,0.0,0.0,0.0,29.0,35,23,340,21.9
2016-11-21,10.84,254.79166666666663,6.375,-0.04999999999999997,4.47,0.0,0.0,0.0,30.0,41,22,70,10.1
2016-11-22,10.55,95.875,8.241666666666667,3.5041666666666664,8.72,0.02,0.0,0.0,33.0,41,25,110,17.0
2016-11-23,10.24,152.25,11.85416666666667,5.3166666666666655,9.62,0.21,0.0,0.0,40.0,44,37,130,17.0
2016-11-24,9.75,266.4166666666667,5.808333333333333,5.125000000000001,9.17,0.0,0.0,0.0,40.0,43,35,300,17.0
2016-11-25,9.43,257.8333333333333,4.808333333333334,3.604166666666666,8.05,0.0,0.0,0.0,37.0,42,31,280,16.1
2016-11-26,9.2,236.41666666666663,6.0625,4.3625,7.16,0.0,0.0,0.0,38.0,47,32,200,15.0
2016-11-27,9.03,201.4583333333333,10.175,4.333333333333333,10.29,0.05,0.0,0.0,38.0,44,32,160,23.0
2016-11-28,8.94,176.5,11.629166666666665,7.6,17.22,0.99,0.0,0.0,44.0,51,41,180,25.1
2016-11-29,8.87,196.4583333333333,10.437499999999998,10.716666666666667,13.2,0.0,0.0,0.0,50.0,57,44,200,21.9
2016-11-30,8.83,227.7083333333333,7.558333333333334,6.037499999999999,10.74,0.0,0.0,0.0,41.0,45,34,250,21.0
2016-12-01,8.82,246.91666666666663,7.558333333333333,3.6833333333333336,13.42,0.0,0.0,0.0,38.0,41,35,270,23.0
2016-12-02,8.8,282.75,6.212499999999999,3.5375,9.4,0.0,0.0,0.0,37.0,40,34,300,17.0
2016-12-03,8.74,288.3333333333333,4.995833333333334,1.2,5.59,0.0,0.0,0.0,33.0,34,29,300,14.1
2016-12-04,8.57,201.66666666666663,3.9041666666666655,0.9166666666666666,3.8,0.5,6.4,0.0,31.0,33,27,260,15.0
2016-12-05,8.42,222.2083333333333,5.974999999999999,0.6791666666666668,9.4,0.0,0.0,5.1,32.0,34,31,270,21.0
2016-12-06,8.24,158.33333333333334,8.958333333333334,3.1125000000000003,9.84,0.0,0.0,2.0,33.0,41,25,260,21.9
2016-12-07,8.02,257.4583333333333,7.983333333333332,-2.3583333333333334,16.11,0.0,0.0,0.0,26.0,27,22,280,29.1
2016-12-08,7.86,266.3333333333333,10.858333333333333,-5.708333333333335,16.55,0.01,0.0,0.0,21.0,24,17,270,25.9
2016-12-09,7.67,273.875,7.325,-4.5375,9.84,0.0,0.0,0.0,23.0,25,18,260,14.1
2016-12-10,6.99,259.3333333333333,6.083333333333332,-5.7,8.72,0.12,2.7,0.0,20.0,23,18,270,14.1
2016-12-11,6.42,174.5,8.058333333333335,-2.2375000000000007,9.62,0.44,5.1,3.1,26.0,33,23,280,18.1
2016-12-12,6.27,248.91666666666663,8.208333333333334,-3.1041666666666665,11.18,0.0,0.0,5.1,25.0,32,7,290,23.0
2016-12-13,6.01,270.5,7.045833333333335,-7.583333333333332,9.62,0.0,0.1,5.1,15.0,22,2,340,17.0
2016-12-14,5.91,254.125,9.65,-10.925,16.11,0.0,0.0,5.1,10.0,19,3,270,25.9
2016-12-15,5.66,277.25,9.835,-15.245,10.96,0.0,0.0,3.9,4.0,9,-2,280,21.0
2016-12-16,5.3,157.41666666666666,10.783333333333333,-7.558333333333333,9.4,0.13,1.2,3.9,12.0,20,7,140,17.0
2016-12-17,5.01,255.66666666666663,5.316666666666666,-5.591666666666666,10.29,0.12,1.7,5.1,20.0,22,18,320,28.0
2016-12-18,4.97,291.875,9.654166666666667,-10.933333333333332,12.75,0.03,0.5,5.9,11.0,18,-7,340,28.0
2016-12-19,4.9,232.8333333333333,9.675,-16.229166666666668,12.08,0.0,0.0,5.9,-1.0,15,-13,210,19.9
2016-12-20,4.83,213.41666666666663,12.0875,-6.029166666666668,16.11,0.0,0.0,5.9,20.0,28,14,240,29.1
2016-12-21,4.78,218.25,7.412500000000001,-1.7833333333333334,8.5,0.0,0.0,5.1,26.0,36,19,240,17.0
2016-12-22,4.84,266.7083333333333,6.275,2.3208333333333333,9.17,0.0,0.0,5.1,34.0,37,24,300,15.0
2016-12-23,4.86,201.7083333333333,6.537499999999999,0.6416666666666667,7.83,0.1,0.0,3.1,31.0,35,27,180,14.1
2016-12-24,4.88,228.75,4.804166666666668,2.0125,4.7,0.0,0.0,3.1,35.0,38,33,310,14.1
2016-12-25,4.92,128.0,8.912499999999998,1.0416666666666667,14.09,0.09,0.0,2.0,33.0,39,32,100,21.9
2016-12-26,4.97,194.9583333333333,12.304166666666667,7.9541666666666675,19.01,0.23,0.0,0.0,45.0,54,28,250,33.1
2016-12-27,4.92,265.0833333333333,9.608333333333333,-1.7958333333333334,10.96,0.0,0.0,0.0,28.0,28,19,280,21.9
2016-12-28,4.79,206.16666666666663,8.35,1.0416666666666667,12.08,0.0,0.0,0.0,30.0,45,19,200,30.0
2016-12-29,4.67,259.25,10.554166666666667,1.55,17.67,0.0,0.0,0.0,34.0,35,30,290,25.9
2016-12-30,4.56,260.625,8.641666666666667,-0.8541666666666662,13.42,0.0,0.0,0.0,29.0,38,24,200,29.1
2016-12-31,4.41,233.41666666666663,12.574999999999996,2.920833333333333,13.2,0.0,0.0,0.0,35.0,40,23,210,25.1
2017-01-01,4.36,204.0,5.258333333333332,-0.9166666666666666,4.92,0.0,0.0,0.0,27.0,40,17,190,13.0
2017-01-02,4.36,109.29166666666669,3.2,1.8208333333333329,6.26,0.11,0.0,0.0,34.0,40,25,70,15.0
2017-01-03,4.36,271.3333333333333,5.329166666666668,3.333333333333333,10.07,0.0,0.0,0.0,38.0,39,19,290,23.0
2017-01-04,4.33,275.5416666666667,11.4125,-7.670833333333332,17.0,0.0,0.0,0.0,18.0,19,7,280,25.1
